global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41	aroma_motion_42	aroma_motion_43	aroma_motion_44	aroma_motion_45	aroma_motion_46	aroma_motion_47	aroma_motion_48	aroma_motion_49	aroma_motion_50	aroma_motion_51	aroma_motion_52	aroma_motion_53
0.8267019028485922	1.6823043063110976	0.19616268051787317	-0.469419630385016	0.030378874791865643	-0.20203729345045188	-0.0637239969041812	-0.25403850994965727	-0.2564756145910486	-0.4952339107235313	-0.3398393227750496	0.42953968817811594	-0.8607615124245431	-0.43682385966049975	0.48778289979908973	-0.9044774138177432	-0.8609889551601152	-0.5800045263810197	-0.1400388947477591	-0.9304823988880337	0.3501583594787377	1.3718205169259579	0.4547278290376465	0.32968621022044176	-0.09988505957049561	-0.16362080986569533	-0.0770748170427641	-0.9956420622564707	0.2656090315855508	-2.1549603631122864	0.6472117682116965	0.6008403442554361	-0.7362113691544369	-0.26755795925681164	-0.41241242623429775	0.004824741463733972	0.5977973760923517	-0.25209833364406586	0.6164651692774002	0.1713765495057253	-0.5874421817676225	-0.5464543075844822	0.29564081516824176	-0.5506337588834844	-0.011432225416562261	0.447692676773276	-0.8828688294179685	0.17508272709103165	0.4546981860513189	0.21991071132614423	0.05070244509823044	0.09655569559931983	0.023843602233746593	-0.8096324342051717	0.2649795034472997	-0.7468822251061191	-0.0872044144143217	0.17967822218449003	0.28055490350788376	-0.5305790722966951	-0.048939776163496394	0.5824361683525553	-0.1774793578656397	1.5753950132803725	0.016353195113111382	-0.7310960910200784	-0.4119034623939499	0.3922685754930709	-0.05345074465022714	-0.0759330161601133	0.08940299361616971	-1.1062790625297
0.0455850492553517	1.0695035062406908	-1.6395773064250905	-0.7892661268012671	-0.0048938146149094044	-0.17428345199485124	-0.2528204997042873	-0.09400896708442141	-0.20995507417558743	-0.2133728118134044	-0.11343431677923255	-0.15662180596745254	-0.5445396320512459	-0.41932302100058616	0.6555239007544983	-0.20448601498091115	-0.8486669897169079	0.059393705042152564	-0.014547235169271432	0.3169293720136011	0.10818498620764294	1.2169679673654468	0.435272703418424	0.441045882128301	0.008358053798217469	-0.2273422323025833	0.07727277153813301	-0.2069729960851265	-0.01517413407483673	-1.6873671106255856	0.8193576186621643	1.0293008451870893	-0.22671411077724737	-0.28563696940188393	0.25195262516570016	0.46756159306153156	0.7112489670179221	-0.4861582853010517	0.9669342059063488	0.27831818164139027	-0.6066896279685501	-0.43793373138640257	0.16899836436984328	-0.17436088103518227	0.03419095137254379	0.060976048155968625	-1.4185952561651531	0.1410138046047217	0.6308499697143448	0.3686969077539491	0.6837586799869934	0.0998052576041921	0.37593706532467575	-1.0793999397471776	0.19820162656454057	-0.41839708501366585	0.5770307604645357	0.5418908746438644	0.5212425443427938	-1.2509752221677348	-0.2270594751688459	0.34666004985072324	0.005047280131053526	1.950371804753886	-0.25967305420499737	-0.15743879799218263	-0.2863065032962747	0.5077665797022406	-0.7654836688010782	0.4095689050623095	0.3499431599173251	-0.3988223032036508
-0.5569742285153441	-0.11678708477971178	-1.9687436779847818	-0.731674896048783	-0.19137059508550142	-0.07476889212120252	-0.2527039478922026	0.011935085065828216	-0.4116077358286573	0.41203256802045657	0.16279696783356729	-0.15415030674514163	-0.2568627062020137	0.06974781439058529	0.9893177697402896	0.6725460416920508	-0.7447367874799379	0.6488902800013546	-0.1754274882442744	0.9959744184686042	0.2805436960689907	0.9561599835066479	0.6146125778599674	0.14090510517509397	-0.4680115469012226	-0.142024777291882	-0.25954932570364486	0.41795157473997385	-0.685466688799213	-0.9170838776159104	0.6219767289058689	0.7689495926525648	0.28835164303918975	-0.3726758725849114	0.6717912483003247	0.5952528195120306	1.1903417444073436	-0.5387042008521387	0.5424484618125182	-0.10016263903918073	-0.8168943722097152	-0.6043383390239049	0.03936975915975569	-0.025318869029658287	0.0589794468813368	0.10222640529846973	-1.1414130771950313	0.26208778179749626	0.3179285412680432	-0.21710915589369711	0.8577048777583128	0.02874635424730374	0.09145605158447417	-1.4692404849964023	-0.059309737486634664	-0.26098200368770663	0.7746613113697268	0.39140511880651346	0.21034676756568108	-0.5583190146878988	-0.40610713111690155	0.07363373528419842	0.17340542880802298	1.746332510121074	0.02631737946919472	0.4230865124782125	-0.061590375382701214	0.07506516133324247	-0.6928016919218252	0.20841848900412857	0.27261155275683224	-0.04149843746023438
-1.3008155909276184	-1.815505450518167	-2.2130319378698338	-0.768446748247516	0.09711361531028107	0.018737431976641836	-0.6222837855895484	-0.17008050924526127	-0.5936911643389517	0.3595725963075959	0.5451053176208809	-0.5409381462529504	-0.13525423583126828	0.24564372884339855	0.5387499752838517	0.7869064453762346	-0.423312104328133	0.6637499801219305	-0.09330426462459748	1.589049576287795	0.15829341491048143	0.4138991569413036	0.3411778902539369	-0.18393231646107513	-0.31638671798658524	-0.0230015305178828	-0.019404864996598263	1.3170033342777965	-0.6847457745971838	-0.15559169013871027	0.34271886941729784	0.7992466612119173	0.720203211572451	-0.5725114574821865	0.45094676038984777	0.6727333815166696	0.8969751752261693	-0.33310199541688806	-0.38065473912233816	-0.06327955897108635	-0.7031432747300442	-0.226473575673626	0.1004559969883198	0.0014695061867739695	0.4061987615494571	0.3687088047845791	-0.2612516195903359	0.19195084891735825	0.262383034755376	-0.5955232639275174	0.5344804547839453	0.08091151417130604	-0.28945801146049344	-1.5132771835008871	-0.2635388686567602	-0.4124508858608445	0.2770114958029474	0.029972864846143067	-0.3942377043086902	0.37431402834001515	-0.0338332833549791	-0.532433726973469	0.03640397339481177	1.7513538792305	0.4645474272649942	0.6102879914068396	-0.47362280828928977	0.3462379384521072	-0.916716184767299	-0.3014776325709176	-0.31130577096555856	0.37858907440279244
-1.2392045427148597	-2.037585855190829	-1.408627709715898	-0.7041374184004797	0.05138435287816869	0.113603480798379	-0.8709427703689272	-0.26692980907796104	-0.5887465954854946	-0.1409330546642114	0.554518459368454	-0.2212950392700223	0.31572703729916723	0.41309957561231936	0.3105585737663354	0.5374194030066506	0.04785254056781467	0.7281332086879961	-0.0894878436839932	1.1617935017050578	-0.2576043594973558	0.49355281760054065	0.06802316114232283	-0.4028092503229884	0.28005483731034664	0.12845729685081234	-0.2013032931768264	1.6742340393538786	-0.2362752128824858	0.1450896774530462	0.40448428736574293	0.7951030740428858	0.8322394785897577	-0.6642667526863348	0.21186539580551386	0.5739949509817707	0.5075298089197808	-0.1258236080128297	-0.8969219336138294	0.27652858038170486	-0.37490265863158473	-0.3824923840641699	0.12583054415387931	-0.23364589093371188	0.6732101514281241	-0.2324040564578568	0.35111272115532327	0.5288782707913774	-0.0499554032767168	-0.5753758370870705	0.07982046100190482	0.14262649077930234	-0.3079147997100846	-1.1008287970205388	-0.35068843454196985	-0.2589339836948007	0.04752390687752285	-0.6678337912969237	-0.20025409035164182	0.5056075947880362	-0.1593310729976726	-0.7921256555020157	-0.6522894972020294	1.6410637696826795	0.9123640367645276	0.30394241561270113	-1.3053171344432433	-0.11172322017429841	-0.7180048064035567	-0.7450689708373436	-0.4514837322870666	0.5017120953586065
-1.0291558738033892	-2.555321314436243	-0.8322592420618634	-0.756972876001538	0.03856366854093186	-0.06868429051883294	-0.7956179529221322	-0.3244925293412355	-0.5860722012766043	0.03084951945373098	0.7415323844219331	0.2908419929910382	0.6682653304493419	0.777941160600418	0.3230667595156105	0.48840268211558063	0.10771384665258682	0.5485998438086508	-0.2328494316000856	0.3499548707362654	-0.72157230090812	0.30954616729963347	-0.1689458518488206	0.009160357228694892	0.6683128515931981	0.20238471003047334	-0.21764108847907118	1.4021261457994818	0.12078516590657955	0.2178905516206449	0.7791398867949682	0.8172776846033349	0.6249460756100882	-0.5103980834581273	-0.4534082519966727	-0.03582864688352038	-0.0950145984257877	-0.4033244628835889	-1.1960373335153907	0.3566310669386885	0.07190379242490234	-0.24615657699804558	-0.025833999116758093	-0.1775703834007419	0.749235587948532	-0.3703562114337479	0.4255794483343603	0.6411294737734995	-0.24159759969735764	-0.6065528759671772	-0.3446958629809965	-0.092273912835896	-0.23397499116226667	-0.3758418019145581	-0.5224999769998727	-0.5658897070719814	-0.08232281194918346	-1.1316739379877723	0.7128903702617698	-0.1254314753812093	-0.5221510234323983	-0.33033243440334115	-1.234692016976921	1.0659872529276369	0.7678788130392955	0.48542988106660606	-0.865879288962726	-0.5110421561242249	-0.15251372568092905	-0.7667302479518656	-0.04739067888011692	0.39645744262757776
-1.2233877312476786	-1.4762165270625496	-1.1975465720796776	-0.6256366328053857	0.0423589467120602	0.031152438646675176	-0.7780566497404615	-0.4955949954315013	-0.47492346994269996	0.6388374842395018	0.578983870673261	0.5734298283154903	0.7485517173903605	0.7737350255968204	0.6454871130012717	0.23912320643842044	0.34049096262199924	0.11711850246134294	0.5596757518477148	0.4758813090307883	-0.749560080983278	-0.12187512609144605	-0.11802564257984235	0.13081734037006854	0.44868089167499625	0.18295150514351718	-0.6300416289138471	1.337307780856496	0.4716854675871553	-0.17137659254248996	0.5348933882602819	0.5567119832284408	-0.0026186213337681466	-0.8878400079000919	-1.0114969329568357	-0.32295472523698293	-0.08630091898771931	-0.48575135530821684	-0.9351451380316133	-0.3431848099619112	0.3355251140620551	0.22102295650542256	-0.17139987740703755	0.2596620671548553	0.5534347430937935	-0.27531147220792346	-0.04431891205008299	0.4221988189501589	-0.6076183600749121	-0.3777211402056415	0.20385210759375436	-0.36620318997802664	0.21882308368660996	0.24208556253782004	-0.8344053888984381	-1.0394017048379276	0.41105386353555023	-0.6285579541087059	1.0468408911498246	-0.2058940419724811	-0.37654143310048754	0.18666549908418162	-1.1810873428333508	-0.07655364285401209	0.6744751573436918	0.15796677628567374	0.1920076921479744	-0.5212988393106373	0.14805246176300768	-0.5683939044894093	0.05042837542659447	0.45411971796128614
-1.4462235231646947	-1.5945768727758756	-1.2653379247361487	-0.7194337167545619	0.029382557145556217	0.20872560502306803	-0.7516506149703223	-0.3043738819906384	-0.38878866605219803	0.10171115542502605	0.02426757444978233	0.6593742711924665	0.7854909078212001	0.26328376526923186	0.2195557746059451	-0.054469828894084915	0.5549919837210411	-0.08148756758298407	0.8907502863957727	0.019729085762018712	-0.4473109140429037	-0.7772004844316949	0.17091350596793786	-0.08897629428099267	0.07547640598835208	0.22925081117111143	-0.505366410896793	1.1111824140944326	0.3838601458788647	-0.3674556646082108	0.8200655984312765	0.8603669147300221	-0.8881956049886758	-0.8449753091148143	-0.4911277158986928	0.06065404032971202	0.1454733395794584	-0.16444544651901505	-0.8567183896072974	-0.5632354730757736	0.2392284955358523	0.6093338951581689	0.2803754406062057	0.2809053380266869	-0.022379537928008404	0.19918416432794647	-0.4478392047247652	0.07014683731500054	-0.32067346482550646	-0.30823561041789715	0.781026424625942	-0.13928946886737903	0.5071429808429848	0.3543247619541991	-0.5514151233249872	-0.7397417020221124	0.3562491353318051	-0.2028674233455542	1.260952048579853	0.32659071355273517	-0.3119681907091046	0.25027513028640713	-0.1321754721445275	-1.0274929990813952	-0.36067954625912374	0.11034483669629773	0.667846365186252	-0.5873801039338146	0.2762112384624968	-0.2316124588057717	0.10323205632949445	0.5766546870911373
-1.1370485769200283	-0.7493065803220623	-0.6639483835075982	-0.683929959723214	-0.008593207294780789	0.22309103813054681	-0.6884942999005822	-0.27974499298904393	-0.31141934710451014	-0.6159852392916138	-0.16752389280007024	0.08408146948560821	0.7024057834003549	-0.26398249756450193	-0.51392071964856	0.08165721004203898	0.6539641783908842	-0.09233552536449122	0.5549825204522288	-0.03297603629585385	0.18806903628714583	-1.0291820524872242	0.004826987436998166	-0.3219411049795084	-0.22981539595493813	0.3198440005223464	0.15474799743652068	0.899463463874906	-0.23496413589864534	-0.2614034152981983	1.4792269130436015	1.0911723863377174	-1.253061058800423	-0.7852995509230649	-0.19988608261465807	0.4099686205746802	0.8047393329319772	0.045770975499142906	-0.39549734328373265	-0.34381971065088474	0.41469295871208134	0.6064427750817153	0.493159979011347	0.12094445387745696	-0.06731255689558759	0.2570996527286475	-0.473538050456717	-0.8417220832211427	-0.5038078106816103	0.16645592119929245	1.030725528829536	0.1080721452732212	0.6924061402124978	-0.12311768338772265	-0.09475951008118233	-0.3050874126066582	0.13700122101728437	0.5749406795769536	1.0844540677164116	0.2742327549724998	-0.17066586484461943	-0.027585495837710368	0.93331046611981	-1.3542672398106248	-1.0596985893812707	-0.048759964265633414	0.6060533856713025	-0.20163292677913663	-0.17663656068770178	-0.01060576728581168	-0.488821128435588	0.40117443708983036
-0.9530837012065696	-1.1725711678244986	0.31268100981314273	-0.8586816080258072	0.085190014993977	0.42185734766277705	-0.9028462296302681	-0.309423907923292	-0.3125361472654823	-1.13809352239221	-0.12117681225707082	-0.1295236000716339	0.24003827743923642	-0.11059011696420384	-0.9179516067500397	0.4461012634978223	0.3854255215982614	0.04004001594745337	0.38819793260169605	-0.44436684999911746	0.3733417033469225	-0.635107719871655	-0.0456724921387073	-0.24120281961869822	0.1833138824941509	0.4216562599394155	0.37786474137992176	0.5803281491576531	-0.6205336050089557	0.06828186142721779	1.8076229967302266	0.5430327438872337	-0.7895316513326023	-0.40462311557619685	-0.2291628707687945	0.28654413350810765	0.9066714438694128	-0.016164313506782633	-0.5336791192704515	-0.17568526201956608	0.632062234720425	0.010169207171300102	0.4352250441474181	-0.5368810340208029	-0.45013648501123815	0.06423207221140291	-0.47756586315702715	-1.1564669975870125	-0.6393692099461192	0.03580155054267536	0.5351503619730663	-0.09364575528348536	0.5683722829977378	-1.1583987239968123	0.2773119295475375	-0.2865279477339303	0.46576585202876125	0.8852643810999645	0.4825526063573219	0.33371352029795426	-0.0391597030628369	0.03339000848209457	0.687025684540134	-0.3944054485718935	-1.0862888539595708	-0.2993134659781751	0.5673211369195548	-0.24592922064591888	-0.6677917560973307	0.10943034931659179	-0.7831460716729732	0.47570197268417097
