global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	t_comp_cor_00	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27
-0.030628569378250814	0.24063872160327943	0.5404783693433044	0.1441605186272747	-0.06501371255491102	-0.0034855982124437283	0.06730497579263331	0.12352966656246214	-0.40253472329896245	0.00034021905289816345	0.35751357224559405	0.9090620013118796	-0.4377593936927091	-0.19208153826377491	0.5363021461595892	-0.8696300688690131	0.6666115982007199	0.007998835169515075	-0.041605181693547225	0.4638762214042225	-0.9690601190102179	1.329778317687146	0.5556221231769726	0.17515554380048304	0.2237442254643161	0.3444467366010574	0.9324369670104385	0.6701668491255873	-0.21203126430750593	-0.9946394520637859	-0.2394691608500855	0.211450987594779	-0.16680916362219547	-0.7176958710210257	-0.0872878199597493	0.16252786145078732	-0.1835158079254093	-0.351310533867024	0.37765663612274275	-0.37656316736720236	0.7169816996343826	0.6622554132443208
-0.0782835879864151	0.9403129760807835	-0.13038938768419195	0.10155039221490392	-0.7026085016356819	-0.27022917326503293	0.12463713764693402	0.08488070712704422	-0.7064117092301427	0.22646314269694165	0.26426559574768915	0.7966008049533438	-0.23734755255854117	-0.17523304712145196	1.0497724219446405	-1.150362436249929	0.12057327927598673	0.2588459370952283	-0.7862237718999119	0.19107116788222647	-0.21891838848662884	0.5930950211738405	0.5532254051228073	0.4405716871595543	0.7837542323242709	0.43763778694898503	0.3750265528566256	0.9253367118131387	-0.5965797119237928	-0.5368258852745125	-0.37002780788408324	0.435709494045616	0.32964760182315206	-0.6470481888181577	-0.06103023752499905	0.00287254387049434	-0.306901681558801	-0.7052595004668334	0.14848955321551394	-0.31530544378842545	1.061846281311881	0.33296693628460505
0.37148838249772265	2.6830629303604416	0.2434318580022497	0.054729072298703246	-0.6578205023743553	-0.5875983957885627	-0.03440566972541176	-0.0038428748494262754	-0.6324552442930826	0.5675193594051445	-0.08675273114437158	-0.0800298261254473	0.3080629242022971	-0.012317262028768454	1.3841110289526133	-0.8858608255006514	-0.16007526003510886	0.20354159339520664	-0.9082833803303432	-0.11707746342624967	0.003480427991076681	0.38073180477986446	0.790182940874766	0.6027188861031311	0.5061864421806607	0.14793424028700014	-0.07148167457460784	0.7119147831091716	-0.6509912470652801	-0.16527645323454754	-0.4019393592124854	0.2955330422566884	0.26793743904934836	-0.2502288803792369	-0.14202729010017726	-1.170500687380539	-0.14425409498361852	-1.2884965353215472	-0.04040775254944958	-0.23476764308840473	1.089371041597558	0.15569211972368738
0.6022832014068853	2.5374411207846475	0.4967600064982117	0.04413943867646657	-0.6662300130599876	-0.5378492587149626	0.03258074129065751	-0.16440984299569886	-0.6340164523182928	0.3798618759078043	-0.4776549781056086	-0.4689990904120599	0.849704093368583	0.07245300615142483	0.8614822051871138	-0.7532077911409096	-0.45795241458167946	0.49596737709660893	-0.6377557613203816	-0.3004900931343201	0.16629697487516126	0.42844868206346737	0.6465979538468698	0.40471286155229974	-0.31254721773307936	0.10714708015001018	0.26816646334876965	0.21564528203593647	-0.21080825117828073	0.4444384257491893	0.21527806879582764	0.08209248557384473	-0.24820113392751547	0.18026136664811582	0.10903580679112213	-1.7561134948139647	0.01831105266179327	-1.468025435268999	0.07820384344509125	-0.6377175691950006	0.8973504080047826	0.05678045823084499
0.1938230079136935	0.9961982906141732	0.461273189301732	-0.022793591423871433	-0.6139825968621666	-0.3247504012630175	-0.13507792740880603	-0.26309591710393393	-0.21928326544460908	0.49213927892269393	-0.8000497661695619	-0.42400189320847514	1.0324193816070495	0.08576912724236728	0.49544313908717	-0.5143101516782993	-0.7086613929537631	0.1237703139360803	-0.051444751252084045	-0.9375985120323146	-0.26075624400207126	0.28853300708988106	0.8449569638434141	0.20220859774916847	-0.5780965859394299	0.24237819433546445	0.403918436211664	0.03069267794333234	0.09186555394484108	0.8675435561769669	0.17478087631674624	-0.3237625294048503	-0.543914631424552	0.43072809641447135	0.6119919936926078	-1.3473052528295357	0.40361834034066735	-1.328363333439337	-0.22195784429364582	-0.7114142422930981	0.468126289726884	-0.3186733369452443
-0.6527796361539836	-1.5260356684940422	0.05869739729242668	0.05458550598544428	-0.6447030565609709	-0.32542575298982473	0.0924373881379636	-0.22939336264235136	-0.1630581389237338	0.38629375818438155	-0.7444049510890475	0.21496948901980673	0.004945278125823904	0.3991807516474571	0.4001838528984306	0.14295769163173008	-0.22988932970859283	0.02368191956158029	0.4145828012125807	-1.1808827058428848	-0.5761596259068112	0.027862471456124867	0.12086451735100079	-0.1801315398919444	-0.2343590302122084	0.5180776133784868	0.6029920361467399	-0.22640596316071657	-0.12608750142954017	0.9161941029355255	0.07907615469812887	-0.596132478250769	-0.20525590489124734	0.2150030851888813	0.6646325500907201	-0.5158531384743044	0.4639905064958898	-0.8515476366397061	-0.8656071604631591	-0.6362227452834289	-0.002720088002377551	-0.7508087626381634
-0.9917107216102916	-2.551253096692366	-0.831430484432463	0.07685518246985351	-0.02436910838884887	-0.40614080162852584	0.18883092362850548	-0.3106264168703524	-0.22990266768161205	0.526567187094291	-0.5331063856744633	1.2823971268570147	-0.47632892938118343	0.5912309363493116	0.32999365466139796	0.8568666295312394	0.1924903713586222	-0.06923332221797814	0.582205088920844	-0.9360624980228553	-0.9085074848431153	-0.504490473077521	-0.5391404429332336	-0.0620913839520274	-0.17869895294653929	0.580426898392806	0.417490994466701	-0.14648410164473336	-0.7784394017814882	0.48294546489945367	-0.39603012754919836	0.03394497948905814	0.12844824323002713	0.23430874148181138	0.9039296974852143	-0.3744164701514585	-0.22721158346960424	-0.07955260020881283	-0.8649795930208638	0.06071281197087097	-0.0706455235113329	-0.8059354289472406
-0.3434060082190817	-1.5409901765281857	-1.0688361197386533	0.012168767760936325	-0.12482854368206792	-0.4823008689736803	0.29236736495161203	-0.3274800410526865	-0.2216087757567947	0.44973087413472257	-0.32257725219763816	1.0388471061076319	-0.470714070196397	1.0813600343474552	0.31736787881397566	0.32955473874612984	0.7172922694016716	0.05725727476267332	0.21747030012395896	-0.44763213383853817	-0.5789508189812289	-0.5553597483019337	-0.49678488356015227	0.3948611656627897	0.03659964709041435	0.405017024494924	0.2360942639960579	0.20138609982433123	-1.1551679088988607	-0.12681091665686267	-0.1769285702159749	0.21606709233877291	0.31288178715189113	0.33028357316365997	0.5999618494635836	-0.526077467285158	-0.34542640885345294	0.4486847568316862	-0.3860858223080688	0.3770841591567537	0.005959984956147252	-0.09050965981933508
-0.13238483440934345	-0.11862981822405938	-0.5311421411561184	-0.205262649182319	-0.06034390538064814	-0.4950637640111796	0.3417308093971203	-0.435615217011718	-0.21306397186271772	0.8169799864722506	0.03134009291958128	0.07759559374869536	-0.5464976192210149	1.0943403750751073	-0.1005655066058095	-0.3910519650167696	0.5937355873742134	-0.06063761925188669	-0.24995908120991375	0.41410294031203526	-0.1410980933290947	-0.17441691422286223	-0.26549606555538957	0.8318825888777196	0.15183206025317045	0.09421982532610462	-0.2054166954135937	0.5766163703199031	-0.6112859701500273	-0.20041868020826445	0.36161463111119735	0.38364751832803445	0.34712318229312994	0.3806755301186089	-0.007950301609402232	-0.7037971825601924	-0.23270946448175178	0.42211709484583265	0.33332026485384475	0.5286837660826351	0.5898043219145607	0.20477921651333178
-0.010614599835765237	0.5820428570293119	-0.4137465084919475	-0.2592305578262422	0.02075003119538059	-0.5029128152834886	0.3587429608248983	-0.36987632540258575	-0.3357988890211691	0.6274174446452856	-0.11444653234926927	-0.13784915927603889	-0.48051662432728737	1.0012852067599936	-0.7870295184992782	-0.5831129189272641	-0.19248962069233086	0.2952510071183225	-0.45054014107299295	1.070114122761001	-0.037519925359463656	0.091407653701953	-0.09415819064328063	0.783024882765818	0.29029257483935117	0.09571889301180898	-0.020367506351644638	0.5592360088862751	0.187649888178443	-0.061163433686177056	0.9194485734535999	0.4108149188405283	0.36504941627845056	0.15227791181413225	-0.2922663736122912	-0.17785133886670076	-0.03128194791199218	0.5834005803647099	0.5931106892518097	0.3382594608445753	0.5062415969316872	0.12896008641160323
