global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11
0.8632733671133321	0.04424062816618757	1.6557934517467074	0.02879420518570114	-0.04906299261293491	0.028166555641670254	-0.1257074217056736	-0.0573792430338965	-0.17050299067406538	-0.03385483927068844	-0.35004478007129597	0.7229349243666879	-1.3387572272568868	0.9317533529891601	0.8054554062096663	-0.44046875848401984	-0.2524066457710818	-0.6741575121197373	-0.2505983582172237	-1.1833926601795015	0.7591794066388431	0.23993287391445173	-0.5078775853705475	-0.21096872334056055	-0.5989433168971022	-0.40793688391492444	1.3348880410970714	-0.19941413320501264
1.394949384617303	1.0482537860398442	1.9940496068894964	0.01758630343300405	0.24765366038578912	0.01552325059893861	-0.13945686752351208	-0.159662597020213	-0.06053381478336983	-0.30350360444210067	0.13857390836462766	0.5904366643954302	-0.9565817836913452	0.45076339551756484	0.9042588665432911	-0.6262610912527078	-0.36856455636450186	-0.5749115802542004	-0.6973179848316694	-1.332909360864311	0.5943355300542424	0.4419165738656809	-0.7342179445500924	-0.20973204487856048	-0.47345503173919634	-0.29311966361034447	1.3315955837862588	0.06633606590163277
1.0820906329724762	0.9801032873340045	0.7522506904879055	-0.11647382848497584	0.2300715066087705	0.04143687007463097	-0.031600212464803865	-0.17614116056403023	-0.4123910678078666	-0.3233661176203332	0.4439505963547929	0.22390435138126777	-0.046751031117541746	0.011435315828870729	0.2617437905822764	-0.737907243547588	-0.6583237547698376	-0.32623088638594666	-0.32282910898339745	-0.8365460313411837	0.5850457175107199	0.05932690422742175	-0.6347411729725805	-0.15880215417616345	-0.3289249886025169	0.10838636076889219	1.0382822039580768	-0.04814864308050665
0.00454093931730068	-0.43854578098687724	-1.013356623666589	-0.1205640642932466	0.24430553064024313	-0.09077031116693661	-0.23389046384519274	-0.08916894044619177	-0.2784490874255152	-0.4485845279513163	0.4289493077746638	0.32127553530344755	0.29470823270666435	0.15238342803181967	-0.02023260159985108	-0.4517378730135592	-0.3219608545766604	-0.057605511910759445	0.32435485689118065	-0.5986211624962826	0.2650965823407004	-0.537778901713661	-0.8337638213467033	-0.33371862870867297	-0.2331185676788405	0.05865322109425853	0.31752488016066516	-0.4815433262197037
-0.23456111385626255	-0.6364773837784324	-0.6228553007552875	-0.11199049853552855	0.22925425431122134	-0.22692522712768937	-0.19006062450281724	-0.09541040772895003	-0.3016916735929982	-0.5963274301794338	-0.30701378244078603	0.052641912218966753	0.22110200791745213	0.006716484255693004	-0.5348934665805444	-0.4251725941086178	0.5852591980694585	0.4643245634627003	0.7384177613514337	-0.36202747790875506	0.0016321898620595618	-0.4837557254124522	-1.0637454056424123	-0.5599876546188773	0.2990260790735581	-0.0900509857302219	-0.1877693584815423	-0.5644476325302992
-0.04713845520130095	0.03095359987697599	-0.38962858861713784	-0.17899806530406873	0.6552062720616877	-0.02269962157799993	-0.053062986689507624	-0.03997102487296212	-0.44349612832619345	-0.071800669578401	-0.7832175653617374	-0.2965362331120124	-0.5429545208596915	-0.3700471896691357	-0.36624474314583916	-0.18541092036511211	0.80488807729923	0.028561792223488057	0.33103091087934217	-0.30409170620774467	-0.44471492922711964	-0.5835016836909317	-1.28316191373353	-0.4570897897506237	0.7663435986349758	-0.15978135128023643	-0.47078235917325434	0.1011701774121583
0.32674904419380163	0.025329498870572564	-0.19232533323121986	-0.23221976628413216	0.6150990272149502	-0.037078098726033085	-0.05119661750878361	-0.1317953844519627	-0.35738641153015677	0.9881476585027118	-0.9213070926724863	-0.42512601994242377	-0.5499564246267585	-0.3450602904189728	-0.31403014581735994	-0.17109005739468505	0.0009154309643373608	-0.21290205626485867	0.18419071775445672	-0.03441024254517512	-0.6170826662680321	-0.5827335268709316	-1.2062538772619942	0.0937877117261354	1.3420730853195366	-0.007940784837359842	-0.869236989376008	0.5389040075577057
0.16595080589144934	0.060719145439201594	-0.5969886439186081	-0.26419603714125733	0.6132301380662144	0.010065576549925181	-0.06973849199683108	-0.21219248823180453	-0.37623011045436383	1.080365097255309	-0.5170768918106236	0.033032251704996754	-0.42763580050462946	-0.20631951085775793	-0.07462527820240573	-0.1472365232525247	-0.6477534937969693	-0.3210473707506294	0.7947417539405367	-0.03231146300916106	-0.9509234713553605	-0.7542908765087413	-0.9180740607131025	0.3875101349386607	1.4075355880432965	0.28716716349404997	-0.7512575382423445	0.7410748838001953
0.3598589164242776	0.02459985037272787	0.21925494090910033	-0.25544871341022146	0.6074927743828036	0.05355086787249404	-0.21702659692041965	-0.1342920533566601	-0.3302287601669882	1.051841769196264	0.06453285476127393	0.3554364874508475	-0.6687924250730106	0.3063505650591527	0.1777265832276338	-0.5224010936886493	-0.5281543852650201	0.01087938274796909	0.5228965236189935	0.36148470696603113	-0.6340598518257443	-0.6737417126083342	-0.31669496460871754	0.5268033142669806	1.137408896483815	0.5307533731712076	0.021531236708092507	0.7430628827367107
0.17579925622016332	-1.2387768547887392	0.07723440797268608	-0.28057652664548377	0.51330170525419	0.44617899180863896	-0.18987537072196878	-0.20290824178466266	-0.32781454159895834	0.7213974389890982	0.6735782856808692	0.37295808204965514	-0.33787941098721697	0.20872943509831504	0.5640251388477894	-0.8097415557041692	0.5530158716227214	-0.18992296227632108	0.06596387398602985	0.48238747074400373	0.04831002041387859	0.10907959427292599	0.18943152524916965	0.4071274339766719	0.7879280761103071	0.9599474107076083	0.24446175604423917	-0.08015872710987805
