global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18
1.4920401084599413	3.9509391001551384	-0.13056881440408308	-0.008696174839379218	0.005082855746913046	-0.16354863997051391	-0.028891111915369746	0.11862374772084337	-0.1688011968118579	0.6495808304551954	-0.1301513215286793	0.3102670266943131	0.5621239264583029	-0.4486482152444255	-0.6354196553657694	0.7340525302861614	0.1409451450383101	-0.6913133570765461	0.6300145640806579	0.1140745163664609	0.5081319480038474	-0.6190444011968431	-0.04651621950943806	0.8142530926460574	0.3295295889208866	0.905988198293316	-0.6623690304355809	0.6243327665439472	1.28361322624845	0.1542297100236911	0.09722002509229287	0.6719638632374978	0.3764151357241982	0.10139278687872832	0.7937705352299698	0.4689696432827472	0.5979378467447585
0.7399217152497449	3.17432265171098	0.13542754218470798	-0.05045659589311935	0.0511151004048014	0.014636159802050824	-0.2652464711467156	0.11503806188686734	0.002363702109172222	0.5282394562685695	-0.8075571652531519	0.6751126200652228	0.4800165010193852	-0.018896389996918003	-0.3554639090704344	0.8307509392671036	-0.01642319437817713	-0.40915145315103857	0.7853254289535687	0.07045646472139899	0.21852146001820658	0.05588663866166416	0.12069579537736212	0.8696702625795356	0.5686279436839844	1.1778725794414109	-0.7879821465137521	0.1861363722803298	1.0010299971220684	0.17168183827351194	0.11272546512351397	0.404681897007663	0.4114838766474998	-0.3471582498971089	0.39838167576209915	0.497572438652191	0.375418096120138
-0.12785374862897128	1.3854090075537686	-0.5565624486918364	-0.06546204725272468	-0.09512545036998955	-0.070585085231324	-0.43921223403267773	0.0782328100118175	0.004274517900976932	0.545053509549105	-0.8226284087533979	0.8083385056645173	0.32099839490695115	0.07208805690128446	-0.07848159095622845	0.8477671349013278	-0.02911225528565916	-0.10339668558219557	0.6678643329090276	0.4305792769389676	-0.14223096698592086	0.08200545902434339	0.7289919389063134	0.32925751354556543	0.7922743273478259	1.1600867041051293	-0.8525208081650696	0.15175307310604258	0.27664067674109755	0.03583881450396021	-0.3927983432496901	0.3028866392691923	0.4153508528877551	-0.2973947406960965	0.2254252577728022	0.13810559119939939	-0.3476225823376547
-0.7731718091804857	-0.12076162527898959	-1.2122206225159156	-0.17240485785534548	-0.6364304474740726	-0.009301749830446952	-0.46081814942859234	0.24894206184564346	-0.05715692532793876	0.4038688502614991	-0.647028206365583	0.5198560457082919	0.6670715894501771	-0.056301180244285716	0.04919098515101206	0.4295493435577144	0.0453539915080018	0.6461919542361373	0.6934897075934882	0.49538870352213404	-0.7064681871658408	-0.3414509126278657	1.3970670316752867	-0.2183893883931621	0.6597769949670265	0.6346123608303395	-0.6919699241698039	0.26810908125786703	-0.4372210834971318	-0.2695021814719274	-0.8186985996341748	0.5291021779764135	0.24713240395717428	-0.03697242799245208	0.29582676748626135	0.18932346057221902	-0.6479882293527448
-0.8818180877890289	-1.3984769787210782	-0.8337492811730135	-0.17842796501297958	-0.7356998115891621	0.04877784361859037	-0.4269420491298633	0.3551298610497214	-0.09395316839480547	0.6574415909591595	-0.3143810821565289	0.3614945247884382	0.6838228413365723	0.009770010503318532	0.4879621203634365	0.5566908801355964	0.2886534444942511	0.49490673936112023	0.5295550161456326	0.9713366384043837	-0.4657702562123831	-0.6501124418415283	1.677405582179755	-0.15741690308703693	0.9589608131038785	-0.2441377843028468	-0.287552601352577	0.41061933607077866	-0.8555924930133955	-0.25429207455454783	-0.5172792933622942	1.0511378107613392	-0.09879226737548015	-0.07889615089953045	0.5656362634301613	0.3191627590806069	-0.38909827054722396
-0.31853175347545465	-1.437487858261675	-0.8579914626556151	-0.2590080110452129	-0.693867143314576	0.06244314045422194	-0.4402333049873834	0.36217370480400785	0.06860994682881574	0.48661746436644693	-0.4734746584410135	0.07482602502166216	0.18018363214481617	0.018185552364592353	0.3843516085254214	0.8115358252514312	0.10511430372881796	0.36528513109053573	0.4324081879669544	0.27871098000393035	-0.36324257369033647	-0.6412456062697492	0.9040460179205226	-0.04754120374583502	1.0055399836095307	-1.0523436863615339	-0.3997041293833642	0.3525887646913339	-0.47625288509992547	0.002469247380120521	-0.1377856108818407	1.2426598843508665	0.2157290306070787	-0.17875523007872846	0.9028831743342292	0.565412004304689	0.10390033202013291
0.17446198183862338	-1.617122045869953	0.12027635015040311	-0.3205846380381965	-0.6898827844383288	0.15771104402422154	-0.5000576392112287	0.4019546454703222	-0.28052608511082433	0.17748989096912118	-0.8022398981043535	0.2644683546515987	-0.21840692838460404	0.11194719337785074	0.3670250028205828	0.897751297053898	-0.09355701997101895	0.10782753364116451	0.18572003580408256	-0.312873206296747	-0.5790743091606985	-0.24820968744494298	0.4681354528183772	0.18909931693147272	0.8083985503559493	-1.4232992239791256	-0.473961245811533	0.38837004790088175	0.16250167273539975	0.73125232619259	0.24117919429245432	1.0393161543843232	0.16730046601144796	-0.3242189974252915	1.2418343184712797	-0.15875023811173833	0.5470793478349457
-0.10949943445445107	-2.223582840572751	0.48993890671865886	-0.4082939178184463	-0.5120358905226935	0.1766123397531452	-0.799143604146741	0.37932374825960724	-0.35681719325860156	0.34414359784727977	-1.1947806951776845	0.20986955397545604	-0.12583604360420889	0.02147432406554276	-0.0825182457892964	1.1137126471543857	0.3384943782652525	-0.35254453283495685	0.03619386661294471	-0.5999841047798661	-0.5723716199705824	-0.2624983077160773	0.23336412828444478	0.3026764923905031	0.9121606479009047	-0.9901477713719316	-0.019190458984376706	0.2747314779469522	-0.1644998328761973	0.852757186475688	0.17312986517159387	0.27443707742024687	0.003141423009895192	-0.011688982703832153	1.2844265189828854	-0.5604974215659603	0.620673842713594
-0.6054001046996866	-2.477605715086445	0.19568318381270072	-0.5211984427465048	-0.34998101972861223	0.1276396559275205	-0.825296694937991	0.41033290563819763	-0.3757364920022252	0.12283666060130967	-1.345650981016185	0.3177469052126601	-0.0020901807930296884	-0.14164931369622163	-0.10018686265140127	1.1177112901755797	0.9770541555386507	-0.1462523304481605	0.14414165067115278	-0.1719248708371963	-0.52429389876381	-0.19188202843317242	0.07230212110461819	0.4116488509399273	0.833720666898554	-0.6174199869101349	0.38820281159514336	-0.15764427638679457	-0.6794554917130438	0.08754160989347469	0.30485257476061894	-0.2837246106183468	0.0046995963117135485	0.7698882021253325	0.7357095644268505	-0.6125509959877504	0.369626676115437
-0.4582934021421603	-2.1051097914541046	0.6974936396916944	-0.5174076008787841	-0.40637657640834934	0.17011507260415476	-0.9441733191942548	0.4033271279660414	-0.3868235335842354	0.13088574399484337	-0.7858582213651338	0.12110345853624327	0.5085936292798786	-0.35275345030277233	0.0921498749225816	0.7678697955937352	0.9824195391696999	-0.4647089624523816	-0.12278632140526408	-0.03510970850273782	-0.502300207941103	0.23099626500660514	0.43554734946814977	0.2975949497531726	0.4982384080196431	-0.13627128619605525	0.8378089427868746	-0.2758674513794704	-0.26150998293678107	-0.5226327281121153	0.844366604868517	-0.45324832787520586	0.3858978459256581	1.1581423140403768	0.12414955320321878	-0.3499577168004993	-0.0161431633405673
