global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	t_comp_cor_00	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33
-0.7608700951346126	0.5076353601269931	-0.9004969539545675	-0.040074197396979004	-0.1741834943408114	-0.011052622703717267	0.2335627554076361	-0.08221436543732102	0.014732526075796497	0.4522365161366504	-0.15495918816321738	0.44470644952288424	-0.10367796224061959	0.3825093311951551	-0.6916351433883782	-0.7445552498523808	0.2228747333189607	0.04234709114641726	-0.2887727135581278	0.7565812558598243	-0.30666129720197866	-0.05049170424014869	-0.14306310790097768	-0.5049873385429466	0.2577812329987994	0.09049771610482153	-0.3579044527548507	-0.22624802940522862	-0.5299056835004752	-1.1353941386524593	0.49959186010108514	-0.018725517129222397	0.1476464670608537	0.00020988114481674814	-0.5359507409113373	-0.3037645994557182	-0.35232098089047875	-0.19933245706255312	-0.1133022276799876	0.25999562622858846	0.10117089659218288	0.25346079859739884	-1.0485457054417429	-0.5420495321135161	0.08040814348094796	-0.9236439883446955	1.2361741223828575	0.635217846292719	0.1411377765385567
-0.541127941834697	-0.2261158814293721	0.0154527986012436	-0.0236250214321176	0.04729947923980535	-0.07250779654452309	0.22993745725216827	-0.12445688148360949	-0.025965734549802368	0.3432211675229414	-0.35302112665482416	0.374161387290526	-0.06933501023293377	0.11076137318671078	-0.591327289874755	-0.7572621893991724	0.4638519051669769	0.31943306382407854	-0.6249040320024761	0.9686576015078444	-0.34553213505195735	-0.33729079453680266	0.4058633994511971	-0.7524188318405464	0.25638933278147225	0.24992229528169993	0.08979014047711843	-0.6572692376761747	-0.01134460215299302	-0.7578515181243954	0.22211115024129782	0.2361011806909109	0.3828696334022395	-0.6678535752659925	-0.5832857583601497	-0.12772316809062198	0.012277344894991814	-0.9389563408576537	-0.3791793415723425	0.09337143391166662	-0.12310445225204694	0.34205921795457606	-0.8369647588198533	-0.7569315756160132	0.04395563298891028	-1.2303447050202245	1.059159181672919	0.17943948514457173	0.11177786729426918
-0.20376319613538751	0.009066765890522521	0.9174461936684988	-0.03938463590456856	-0.15128629278179834	0.10409617134050565	0.23199605470339185	-0.15423032414576804	0.13441802068689349	0.052064684257564525	-1.1048358035221466	0.29557593912396096	0.14917748165205258	0.0548501737907834	-0.07433469370047475	-0.7809781269070282	0.6052448459596275	0.4448530019312688	-0.17711714252939223	0.9816587785399279	-0.04021230452631505	-0.5515408015979141	0.7054811051015839	-0.8718758893297204	0.040295488843974825	-0.1891768913765825	0.979412396404317	-0.803962141309499	0.37718488138942624	-0.31207684402570385	-0.24722723325863089	0.05416484876471881	0.517897973092534	-0.5628893441286719	-0.2921803957592308	0.05925955715768262	-0.20848448265709968	-1.2607963281164394	-0.36209464314817397	0.34287580074824575	-0.5404732891310373	0.04997858288980159	-0.2557364654240792	-0.5965553600473043	0.17668041185248337	-0.9914656040401061	0.4810272595061071	-0.08219360705623935	-0.31523872752328613
0.026166896025308833	0.29867797572615556	0.8669862605900209	-0.14734236525458794	0.08225742827551288	0.3160004515324125	0.23381600529897906	-0.1409016045495692	0.22912393512380436	-0.2187587455613013	-1.3824046795910165	-0.009896767424612726	0.1081619761338189	0.30367492281857256	0.7879204275067553	-0.5704570447535489	0.5033034350112261	0.6072287110409756	0.38283343415280374	0.38340757306836704	-0.20089480820709832	-0.9125822467530986	0.7121558708469368	-0.372645584734449	-0.4996269889027835	-0.6908851482356781	0.8028435320554108	0.11666506693374029	0.4126038095725122	0.11581014498107778	0.059717504797174456	-0.07115836978528245	1.096265746330208	-0.17299953440438787	0.06654935169472631	0.18339344074797853	-0.5726515825189783	-0.9194833600653785	-0.3247254315818485	0.7312357955286496	-0.6901137549031681	-0.21344743741542996	0.021787122354792642	-0.5143758718271612	-0.24310855878686716	-0.825362527005883	-0.3153121364160396	-0.1917191515476688	-0.45453505229737784
0.41491239908436656	1.7642730955801917	1.1795061521965844	-0.10679612369664611	-0.0014045308528426032	0.14088470665105038	0.07903679835165278	-0.23879480423534646	0.15259461025745003	-0.034620210330511755	-0.5579682959594542	-0.8757911061850612	0.1303951268452282	0.2612633744277465	0.7096916790457588	-0.3342814189939259	0.2615786808546953	-0.161885335200647	0.7610057732360938	0.2964544020601512	-0.37736509954531494	-0.6419455845662998	0.13473683346787452	0.002081881600570398	-0.6309629480612818	-0.2822338441146887	-0.058254844838637625	0.262248181832873	0.44572748235086895	-0.12356282067847577	0.11874772808521704	-0.33808544019605824	1.0598602252705527	0.3437939263482027	-0.11810507264525377	-0.12356802707501185	-0.9636449847922622	-0.341058341988988	-0.07634193685760107	0.8922231445188668	-0.21046717945731608	-0.004268551271881507	0.1592359785721577	-0.22087886468706455	0.3277958757251729	-0.26769329502838607	-0.1116406287664156	0.35733920422685733	-0.8402806489466826
0.7293308716290487	1.1509258249419412	2.1358270533444332	-0.11365812147679766	-0.10482387845012185	0.22959002923388103	0.03648490649193554	-0.09113726387125365	0.25598704132419925	0.01641250804738216	0.60921820676591	-1.3531119004582226	-0.12762051415661244	0.3586988573584603	0.3808715645335351	-0.37080553589178944	0.2618158051246232	-0.5850879280986712	0.913948540350697	0.4462993305763613	-0.3712677882507642	-0.377396139021743	-0.23896208015182066	0.44664289736106877	-0.3123476179245447	-0.18786251923547448	-0.2963867774947698	-0.24645594108083363	0.520088329781044	0.03143308964930276	0.1960125895002601	0.09205934929832275	0.9566704479024429	0.4379072083771222	-0.4008819511723634	-0.2039771084912162	-0.5428780928763761	0.7857098766789081	-0.3271175755804805	0.5505788178259088	0.21553500576878537	0.12327693173057591	-0.23283962978631406	-0.5667630288656402	0.611051679599115	0.009015325093791304	-0.06669996310063704	0.3791305915719204	-0.9863960842194617
0.8425746260888309	1.12087690429014	2.400655957770513	-0.15458426383698934	-0.14693464877545348	0.24594717231357227	-0.3996263790653308	0.010197288790203166	0.2219568456658488	0.23091582755872855	1.126593744331005	-1.0207589846999594	-0.33937243967139613	0.08997740344938764	0.3458033576114669	-0.42587197856845105	0.6342965841564014	-0.5960166874436977	0.7136739622676189	0.7191858490982028	-0.06583246560524196	-0.20869031758730489	-0.2893369654073754	0.5486223312710331	0.32324673223961403	-0.09810957813357414	-0.2604205402300065	-0.5131309974859395	0.31211589515511273	0.08884723634193398	-0.12963935361757353	0.1910983523311431	1.2061319424254433	0.3076041440253885	-0.0892813793160058	-0.19951470601886048	0.22898109016802545	1.6002706513368121	-0.4489807150174898	0.3500182985509155	0.2557909127056209	0.5007906272653982	0.09108398801052903	-0.1931213715421094	0.0722444867985815	0.7346849835680274	-0.10054724305540617	-0.5284273975966769	-0.8895799712272924
0.2389456547082498	0.9844196157575766	0.42540004800469383	-0.14576982774675995	-0.4601659317132022	0.6714084839710042	-0.44567573575816377	0.024139275237499494	0.21557597962928976	0.8416408713219103	1.2158457264733034	-0.5329103474128539	-0.2165994105822938	-0.6556930791198672	0.3880299233188801	-0.35526810587523217	0.6794539386747143	-0.3246628572187875	0.6883399582423374	1.0707639845442445	0.40944091370983415	-0.588133764097227	-0.5358418031752401	0.5705449665395637	0.35188265921789247	-0.07464681496524674	-0.07477867282943805	-0.6108763792284398	0.24426804354460133	0.36505781251896563	-0.8601779374210143	0.14705933214291475	1.040427027201404	-0.10118810139261837	0.23894561767409686	0.20833029762172312	0.950655692499817	1.4300128499296443	0.09360509602628321	0.18314306394730484	0.46044582540872925	0.6822142589221944	0.5246747566846102	0.2620240950705989	-0.79243140452878	1.3550670802328426	0.2745287181143032	-0.6478888697617717	-0.36316899709337486
0.36227860639259485	1.1449829054882552	0.05863019599923114	-0.14357979720518216	-0.5331518135498268	0.7204698090641084	-0.4066961742648304	0.035184820823915955	0.24235669905466325	0.6698600195742015	1.3009289566545073	-0.04936878007099278	0.4097961120230035	-0.587838929138621	0.2163721824487586	-0.15974464496365068	0.5477510257727936	-0.28992070433658423	0.8479944887276936	0.8787265055796176	0.5990842644018511	-0.6534628324357912	-0.9195809876791942	0.4672896325125705	0.21329108448738102	0.27123982715310807	0.1972362732273523	-0.5296588313757161	0.12300624103750354	0.2570075423875268	-1.1633514621886425	-0.36646068053053854	0.28997936118610196	-0.32722556799451374	0.5478114943031475	0.3949636878851798	0.6993600907500109	0.9490857975938574	0.3630118530696375	0.1451759531955829	0.044344341818131454	0.3828245371768355	0.37729859732198895	0.6005489609227936	-0.7661237099798949	1.286995808010885	0.4079433261866794	-0.6952062767783885	0.667570419820997
0.2883590548489128	0.7612717962956723	0.3437006841823512	-0.13794242110618526	-0.5989909401504032	0.6211789110914707	-0.4803884701128877	-0.033844241113760706	0.34777421849873885	-0.21802250308448426	0.6342709226478171	0.03740880210189522	0.6181407091056189	-0.8466860680007902	0.0014121688928883601	0.22251079924320716	0.11010304107443275	-0.43719350468760054	1.3840609787070857	0.2379204960286678	0.6141096663651078	-0.19451072879124945	-0.7147493543338224	-0.05899998554072158	-0.0004522251153921388	0.5903526981446865	0.2489523396572181	-0.28899043848736133	0.0771045888270464	-0.2602096156143909	-1.1942525583452392	-0.9603295846437725	-0.17844019365007838	-0.21689052570911593	0.8012665713195534	-0.12982279147207856	0.2602737606231052	-0.3032728546786628	0.7353789386823604	0.3684160271100004	-0.19445615428046653	0.16917711107341818	-0.23053285825544434	0.7717712898568444	0.06264783481703176	1.2314841766831626	0.7967594443944915	-0.4718343455355655	1.0804869018332488
