global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38
-0.10829477658110576	0.5478156435226806	-0.5127061788983418	0.13674716770610273	0.057974536559518175	0.12503946863636584	0.007554509767768249	0.002417819078548178	-0.16608317781714793	0.7686254210133868	-0.6446788830977852	0.6316541336468738	-0.425776790457483	0.8821426972808112	-0.8799352254919792	0.536331335423663	0.3909807471860613	-0.17474859960778866	0.11343544073264701	-0.5005405621155428	-0.1334306435638738	0.5142039595943713	-0.38986286391348773	-0.09487233807320794	-0.15410661803652034	0.22561780952093716	0.2948343112473631	-0.3027163200709296	0.20334285285040243	0.35253898470186174	-0.49237562926643885	0.33616991107329125	-0.7409484114264903	-0.3151854540505567	-0.36315739979132616	0.1929678609878635	0.771318527875593	-0.4893189248761279	-0.0886859217609368	0.03536399593976773	1.2570046692174188	0.20644908975027307	-0.11535092511624853	0.3699325734692078	0.03101318962769591	-1.2763626243533983	-0.3667955050504339	-0.5563846075593679	-0.1128399210273696	-0.4624739535827024	-0.40440093087674855	-0.6454775898811438	-0.05291620923519574	0.38201482674063036
0.3500672917872073	-0.4459520057760674	0.7091952694548149	0.15929551707666556	-0.0014753479778997491	0.1656650305868595	0.1269391152146768	0.3299666695745897	-0.239027664638986	0.9794066384392042	-0.7968736520297937	0.33894117063490514	-0.037330869167643395	1.006987984689006	-0.4876423411973922	0.937624178773959	1.004190315806321	0.31590862635665395	-0.07509382060504413	-0.5272466080405891	-0.8377565526963349	0.45582468106208923	-0.9635579116523104	-0.801516658116109	-0.028448692035121837	0.22101909911432688	0.7264689511566116	-0.13965857503416612	0.031243906991352988	0.7027241526456652	-0.2993212296468547	0.17345063330404883	-0.8338135166516577	-0.04820929635039545	0.38200739766981656	-0.16968867588561443	0.8508676360459105	-0.43147620910041334	-0.28985906699250924	0.019343213692410273	1.0176112575063263	-0.02017916430000892	-0.128773486968747	0.5061322646481798	-0.11814166044161338	-1.411476828975055	-0.7348735029783833	-0.6633585463426491	-0.3265624246034258	-0.5643523265433589	-0.7850769039784903	-0.42225108231808917	-0.18107446239968972	0.9707049821676962
0.7544931086722153	-0.9111623599058507	1.4326322926219053	-0.09227547115579121	-0.3287777173045848	0.10149377426392069	0.11120574373132154	0.14689457468802586	-0.17467324535234346	0.7808309908983176	-0.17128232043222516	-0.10556402414901266	0.968435035738464	0.6363916464691034	0.05785755209527838	0.5916666432970197	1.417865882662629	0.6283490993309073	-0.1728573567248397	-0.2521705033447243	-0.5446306639109617	0.3214204565225872	-1.060610622061216	-0.5341609851206496	0.4467852937473276	-0.08877843176726447	0.5425857855770976	0.05218529991128642	-0.5348749977779228	0.6190639440702946	-0.21207904304352235	0.06476965472549776	-0.4673750188214367	-0.016124944956083964	0.8667478345191478	-0.2449932345525832	0.7880513176084897	-0.32888265402060496	-0.4146359154076954	0.23389510393087296	0.767704883230406	-0.4723126582955114	-0.3300809016673587	0.1215336951525964	-0.2590338680586256	-0.8477762257612808	-0.8578062318776231	-0.7736623799611888	-0.8234248938921579	-0.5446150121884602	-0.6543526570675401	-0.15119391016859907	-0.3587164543924798	0.7648176253699057
0.8773488636474576	-0.6764925529989838	1.4496579215529848	-0.10836451000945616	-0.29006308448668927	0.2505431791235439	-0.03851263084127181	0.37729060007799314	-0.18728539976934278	-0.02913416145044613	0.6650354601818925	-0.39333074773582166	0.610717919990684	-0.08532418239019575	-0.03163662822694738	-0.14954596071356668	1.11092051641708	1.2903484015882163	-0.3469755474899649	0.3271206880071384	-0.22894824711686498	-0.31834236231020896	-0.2741362617577971	0.08495168592547651	0.55664498370681	0.11167800530333295	0.04625186213034485	0.44854016520004303	-0.886099808393016	0.3924313012992826	-0.34443981835452225	0.10853469998420288	0.12009090071900763	0.6035874967237793	1.1434532887877207	-0.001181684455856157	0.7297651283085889	-0.1532575742494982	0.0532896935630672	0.39892650033703436	0.896482597858833	-0.8324463536969503	-0.19513777614326575	-0.015335843579139294	-0.023628439216533337	0.07330727902503097	-0.21296018902036354	-0.7980225936935182	-1.3555491544443423	-0.18248788401826954	-0.3128405747292819	-0.31253722861684047	-0.34121551455078786	-0.1469358667847482
0.7915075140142455	1.3932315210336457	0.8081599948029375	0.038752087196631174	0.018848319436620353	0.24318090401367135	-0.07992784339260237	0.5141281692607164	-0.1869423279034066	-0.2651549469953783	0.8089509353979079	-0.7646938970575172	-0.2150409443092276	-0.06947230693073388	-0.25150714442798433	-0.8636072885500314	0.17560879444743527	1.284569365820742	0.08172189532186928	0.46955939813415865	-0.09935909730979275	-0.8422230695880494	0.665277650043132	0.4793555572163233	0.680228532202373	0.048023023216475905	0.0926414370916367	-0.007110160268352729	-1.0310368715497653	-0.043857411569407194	-0.6270584005804787	0.25872686770101166	0.5609916346782756	0.6857267521170338	0.9124807812811772	0.5455612459658338	0.2854988741212787	-0.19282188958824747	0.49743889087631593	0.4869976098770923	0.778751658934029	-0.5631237194924181	-0.4711738542953969	-0.20120847694500135	0.4509904692780543	0.3754162123432833	0.18154449553294438	-0.26230862876799116	-0.9869655615820254	0.3132334307708796	0.1690042734227543	-0.5646796464447118	-0.33016974084289147	-0.949295250113491
0.9864689000003346	3.0751591739012936	0.07618232861084251	-0.19806531442286607	0.3691687897219371	0.3808952703171357	-0.20605325806242691	0.5098260982348296	-0.4350258395878178	0.10415831840628388	0.4697663610325581	-0.50352465208118	-0.6623539893770182	0.3151640921402605	-0.5313551048314699	-1.2229844505124903	-0.6582770304499221	0.9677140763458599	0.2913575601455841	0.29204085563049387	0.04252076749331178	-0.8477917378483754	1.098979860368404	0.39417728492021037	0.15236783524396152	0.05763595971557811	0.20131075883686375	-0.3608145459764631	-0.74502060842826	-0.20004965003531033	-0.3650227831463457	0.5610069326270657	0.6603707346770462	0.5206277394586978	1.0308765615613358	1.0814180255714678	0.03575756116567025	-0.10202158165631027	0.9050112487550196	-0.019310161549197135	0.46198760085414237	-0.041513059683204574	-0.6713984215154923	-0.5550679227091982	0.2987947750823178	0.3261316903481082	0.3560487614311287	0.10313952433358031	-0.22561418683288334	0.8926058981484206	0.5879566073754929	-0.20489727580824849	-0.1334709370141894	-0.839321992351516
1.5060663634804237	4.347284796492007	0.768975497311755	-0.32128910273725036	0.38247410052746195	0.3908362398432429	-0.3032417279929399	0.5724995985302033	-0.4389969718483262	0.6125272598584561	-0.3270501282523851	-0.37202438348345057	-0.3819055739782409	0.5380278749416325	-0.82239766562991	-1.4121087809224977	-0.9236522395265506	0.5127355937817797	-0.20604972085478745	-0.1817458329018146	0.3600600253328075	-0.5936852415401522	0.5874625737336162	0.2742249425226518	-0.4579314717079803	0.1723067196482168	-0.10931726730107375	-0.011878144035538014	-0.2520061794951203	-0.6293674829604383	0.0990248363574763	0.8013481002810415	0.6058653453046121	0.08722609168696394	0.36072587766746267	0.8740539788020693	-0.16456142578315405	-0.12144617053586927	0.9727136032824478	-0.12137870804495399	0.3237110564945574	0.010089480597834183	-0.577085922381175	-0.6713292655071276	0.08505238407314718	-0.07489104620742418	1.0123005606866429	-0.018246991510748843	0.17080779250602685	0.8086670656255749	0.7035223524210691	0.3474068269322851	-0.21931593141664538	-0.9685821504511546
1.9319792257726855	3.7897372118907757	2.1585364510313663	-0.2824386306171727	0.4975651809326048	0.6401872952834637	-0.028811002341682046	0.5654600699085839	-0.49953593301360405	0.6099049671078335	-0.9566721631837958	-0.638272766207832	0.09461432152306629	0.45196823333055647	-0.9245547528228413	-1.4420746914197167	-0.3938340745693097	0.10154537108318899	-0.6868508385597246	-0.2544042995200622	0.11869817786024504	-0.5630688788993501	0.4114374951234976	-0.38160275689523654	-0.5270848695643311	0.16789256083271573	-0.1851927038188988	-0.025755796241939893	0.5155038470326023	-0.4277980641275667	0.38248767939800327	0.42393102867033033	-0.14819234218337074	-0.18957930071113427	0.07452249456069586	-0.05824789350376085	0.05783805503716269	0.09156074625619098	1.142013294873806	-0.2805898571238953	0.48634584789093416	-0.41889109872277475	-0.08811621671086875	-0.5032956903495938	-0.5375707417825477	-0.8000588985062085	1.0736831247166614	-0.31070516407655535	-0.1255811678673594	-0.02705106060664316	0.7381108047496443	0.7219054288320997	0.10500767677188336	-0.9041606655466828
1.7475287985315804	2.320277946838586	2.1540703306818827	-0.24931970688428168	0.7985605464132206	0.47059682427867056	-0.01424615924008819	0.5324801266512167	-0.33549861329530034	0.24279762580734568	-0.9003781231279453	-0.6410974555612116	0.5787598463525763	0.06645744422399584	-0.6636071016999893	-1.9183067281244692	-0.18184458577527177	0.025771016162503258	-0.6477366898197713	-0.1775726660265135	-0.036151748505959404	-0.8163111011775038	-0.45034910473326706	-0.24624252828488666	-0.5998881772510367	0.39645359477374875	0.43312391847584414	0.3776372300605074	0.7470271609350251	-0.044556067298225484	0.9162721377061025	0.25750901478105703	-0.7472429846606214	-0.25419866697422955	-0.19832743334816433	-0.4863617349027052	-0.0435444312799919	0.29960654155375005	0.745341302853014	-0.3018113420541219	0.7458192683781485	-0.8061980811516308	0.4602648773935981	0.016492055804380328	-0.4635068668281512	-0.8884813020589898	0.5792601464039048	-0.7368820409947477	-0.4205773805207664	-0.6596549366146379	0.5890699969448442	0.3746096918848233	0.06167749236598795	-0.32154459743980707
1.017986321631457	0.022946985965157318	1.4109175929999962	0.05542696847283607	0.6903607723454145	0.5402926818035271	-0.07468473478493344	0.3488607656506703	-0.3668166696227081	-0.2485382913865301	-0.32242978739527256	-0.480204049854982	0.7063485229892537	-0.30403475158747123	-0.2527886712054265	-1.6810856004079844	-0.26295813197871304	-0.1327943159823387	-0.2873141900481238	-0.25449023830381234	-0.39723774975955606	-0.993360863205682	-0.6155676594249379	-0.062466338153496566	-0.4981570204809153	-0.18017136562213795	1.3539215088888965	0.9304175441791441	0.4186241825571384	0.26316798385574175	1.1498133133831268	0.042353528018853524	-0.5846941504581074	-0.15381260545414188	0.3076528782187778	-0.5368080273234236	-0.2088604576152378	0.6926942983563397	0.3954017274290519	-0.4278049097269246	1.1932615125535981	-0.5260787534177905	0.7626761836290801	0.42194484644922936	-0.20682852361374648	-0.6805222382970051	0.10645298748683737	-0.0209246737772	-0.6236397130004963	-0.8481580521008892	0.5131712373817959	-0.0031682271622634063	0.3482615844382056	-0.006671919159622803
