global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41	aroma_motion_42	aroma_motion_43	aroma_motion_44	aroma_motion_45	aroma_motion_46	aroma_motion_47	aroma_motion_48	aroma_motion_49	aroma_motion_50	aroma_motion_51	aroma_motion_52	aroma_motion_53	aroma_motion_54	aroma_motion_55	aroma_motion_56	aroma_motion_57	aroma_motion_58
-1.036698824616674	-0.0879646917447896	-2.8720977989185767	0.040980250241166846	-0.02969774421223828	0.2214382118668924	0.09334885936402038	0.23756578395843564	0.14213387220091173	0.16403265368273098	-0.5078184390016434	-0.35522005663627876	-0.6930576404459129	-0.06019727040498703	0.298277039686908	0.39380668529441754	0.18229650415211934	0.7753119066967039	-0.3836421395239273	0.7747786265081988	-0.06480982353384433	0.010247465919894751	0.3284740249516816	-0.6560184404010142	-0.2213323301534236	0.27527680744575517	0.038082204023955284	-0.4534400331274238	0.7732152091082274	0.01387663660468752	-0.4829073877700942	-0.182265275878135	-0.06942402986072956	0.28450557383782565	-0.5064063939114734	1.1058771467633064	-0.4930260012375784	1.0981162037410765	-0.7476819985560206	-0.14163967215062734	1.0936407030002118	-0.9984056094491148	-0.2917957487685378	-0.3785806574925549	-0.3196586253249729	-0.11025881665420391	-0.21815496516041197	-0.5336048776829792	0.5935178915861408	0.9113835868659901	-1.0807475131103916	-0.31543535888733254	-0.5974894975004214	-0.3134689725672057	-0.6032185196319056	-0.5257399019112459	0.22223653598927234	0.3214948359788545	-0.0693173226174169	0.9694489710265886	-0.12301597810393583	-1.314669863360227	0.4626978226447866	-0.7164233045965421	0.7429965724245312	1.195250859111098	-0.13150384224078981	0.6500104271921089	0.011817392759576934	0.11593338893004901	-0.23373651404346596	-0.9555278289469762	0.2917775036800235	0.6843210352884539	0.23083399849601524
-0.5567627358481213	-0.1991254189922294	-1.5042455563642099	0.12005213280316455	-0.030442303769575844	0.23748640578234054	0.31770377077821077	0.2985547872921223	0.1147326247154056	0.4496644118995131	-0.5484544851344381	-0.08483188052891666	-0.4818092466124041	-0.008641164921787663	0.22095338815306553	-0.23091756419053758	0.08302467869358247	1.2743234180787257	-0.5282080484908913	0.3677673183013842	-0.16985693285359374	-0.18793779077891284	-0.3695863681829941	-0.5634374874516963	-0.4012137844777398	0.509373411326527	-0.4795998928225084	-0.8693809690273624	0.9676069228036845	-0.37209775091581293	-0.2485439078760332	-0.32180236622062147	0.08020711213920075	0.04407301574242257	0.4925197116193079	0.9837726926579445	-0.03312084021800132	0.5871976926703797	-0.9080629732298894	-0.31284998921083407	0.6116799583213997	-0.9434647132037978	-0.4327153891171848	0.2419920314353344	-0.11144259838272302	0.11798272243077776	-0.004788475613723222	-0.2167881506403135	0.4750878015805902	0.43534027531943986	-0.8738484036950491	0.24430039492871952	0.23846094216537383	0.36018629109584127	-0.4684486697629033	-0.5168157669056386	0.8963867005043037	0.6154790150837097	0.34013095156189255	0.7992470668407957	-0.1663109260191578	-1.45522493537321	0.25496538018107895	-0.3394366583244988	1.1328886111778471	1.4478425583586323	0.26642893501438997	-0.014909426640795857	0.09166647095883956	-0.09182101510716803	0.055229100037470405	-0.7512321335386967	0.7341277094598108	0.8210272684484783	0.394952414519839
-0.14120913257402345	0.5834820087059109	-0.74284608028582	0.12791363131520408	-0.009252526643419058	0.2518004346936539	0.43615111494765424	0.552655776529756	0.05931760240695497	0.4535057274118915	0.009947085151722036	0.4080470281034419	-0.3187330457212887	0.1432843684256061	0.07573854719421909	-0.7494567056914418	0.7365176460031622	0.8888481169119307	-0.007310598966450869	0.4347822633273873	0.1940082155160582	-0.22647920239758804	-1.0589740933645035	-0.59549381047566	-0.5167910222966755	-0.039750771928851805	-0.45122718176799004	-0.8081091004875728	0.7254224997789916	-0.853903648054022	0.07218110606754574	-0.15642046356387904	0.09265809525732055	0.12944785527658842	0.7776368838425302	0.5684459759480458	0.21145111840333983	0.23341460505789285	-0.4488091513298755	-0.36315576018698803	-0.7619059259526509	-0.5008006022764997	-0.42933168600842125	0.4579286438121287	-0.0663382306233533	0.5159537414064356	-0.06511868372841406	0.00783919425354418	0.44907714512945845	0.057360860170653324	-0.40589576070478767	0.5002702776261931	0.7753106527013344	0.583662435594844	-0.0365895385771197	-0.16625632876753665	1.4536891552823217	0.7268503971833384	0.34164208560956855	0.41178852153671475	-0.1699594826200233	-1.2601916126038046	-0.15919399706595425	0.24175079810687952	1.145388774160461	1.110417339524647	0.4244627563407393	-0.04230605752667282	-0.07579015419113877	0.03459274743963272	-0.18242089012772703	-0.6847746247120646	0.3688581062711824	0.8242535187698165	0.3073798639692295
0.5029428184343097	2.810292753929245	0.029253178058937734	0.1333225648616973	0.02125363126383294	0.17073659981879458	0.41004366471083725	0.5489457449151991	0.05331331771124171	-0.3994739127871639	0.2309785067720041	0.4616682982711477	-0.14141113462568258	-0.1004996973839053	-0.03193646805908867	-0.6756416553476512	0.6622970455163926	0.6460778329112558	0.30650291811479036	0.3619798613162874	0.24744317368575328	0.07018069892678028	-1.4910898007342002	-0.6775014425614357	-0.3892179334608567	-0.9977051342766274	0.2418965279690643	-0.7181562144992248	0.45803770494564755	-0.73854285713531	0.5534085072027961	-0.01870756965067008	0.4813831580673387	-0.03603910009341961	0.6010124691902851	-0.1120395221328514	0.23337360941995325	0.46723505009050065	-0.3288834491067403	-0.7441872772517802	-1.214528400280587	-0.010704158114706446	-0.30623615840218954	0.5782332433013441	-0.7749757211894631	0.22589536054232104	-0.1690451183370204	-0.28428106618585813	0.6504381819304904	-0.2096051411358698	0.14412865341706974	0.3359301826016098	1.543857840003864	0.5383868650060366	0.41812512579261923	0.4272072334826477	1.2413453874501812	0.9317182440421079	0.15914555499138697	-0.05700148299902837	0.001220280563479747	-0.7456096794298459	-0.6152448840872679	0.6279259260765698	0.5949356680017902	0.8587096968970578	0.9862861360543496	-0.2844917756679509	0.27775129180992936	0.03253738311929456	-0.97466672947452	-0.3148473761218787	0.6498878965251447	0.59166924870336	0.21320599807763035
0.6656195692856489	2.420840574759464	0.19024618624389594	0.2228853593002096	-0.1891930021843928	0.18147690029758506	0.35419742008119703	0.4511703726505538	0.02104518097022396	-0.7178393065323367	0.2991316231442822	0.04689480243412717	0.15574783586284227	-0.2613177196119788	0.2561309985407443	-0.36614812381978673	0.2502468011532326	0.5386350881090457	0.5618393668995968	0.5354536912984391	0.1132086009094586	-0.05012121425799768	-1.2857271315649312	-0.9034058813202023	-0.2304763811460884	-0.9111007622116793	1.0499553815523974	-0.8801680812430982	-0.1581840139670698	0.16248332295293944	0.6950690355280918	-0.04375659091626862	0.47715389975181655	0.1916963015571597	0.009946214559513009	-0.3647637812382885	0.13636895192928358	0.951506005298458	0.34026515391110107	-0.7001071568581866	-1.4414982992281162	-0.3868104786212414	-0.22685500380289733	1.1203288320998919	-0.756704024537287	0.19844486756248625	-0.178760446314839	-0.4649586151216491	0.942123828201819	0.12624727825499463	-0.3334752153200439	-0.2837266233366899	1.4776330227893015	0.38822231346277797	0.2359206998228434	0.9412538125786473	0.5123800148844605	0.483318225987617	0.3062066756434853	-0.1398501943860187	0.37850955988755025	-0.044872017160164035	-0.6481000601458635	0.8794200040754063	0.05517676744355026	0.13433460642272055	0.6948408869603939	0.1245937433451877	0.25007639805060305	0.34364584811996507	-1.3052656699260137	0.060484265355922474	0.8089647229067666	0.20315555309138397	0.23903930804227644
0.5901540805752312	1.6308106690777668	0.5203122183915249	0.07315193151321958	-0.10405928115202553	0.24019190158636297	0.3578509128191235	0.49993762675443887	0.10542514890479904	-0.08578413054470906	-0.008793853914995282	-0.5816966038970762	0.6377560006065071	-0.12341211924421906	-0.03566998029226107	-0.04830323655529117	0.04726858332284115	0.5621098318980707	0.37243610891521667	0.6056000418765866	-0.8183861445646908	0.5244106691292534	-0.9893889612064493	-0.6547236179217233	0.32096806347466555	-0.15058716703250946	1.2116898264866371	-0.16850758849628736	-0.35854969967948735	0.6896123169081072	0.08643038190424923	-0.04761054724986596	0.6335677930147868	0.33530005887590536	0.06204593821658096	0.17037555557571488	0.1591733224063089	1.229605282521177	1.1013737883053205	-0.6339097189884316	-1.1376625641863172	-0.2645787559682591	-0.16405991053536081	1.3760604479097236	-0.48762694953573116	-0.005451120602313438	0.02692337074786596	-0.25639758825991954	0.6645770806470599	-0.21801398470043845	-0.6415833738417961	-0.6544009273944218	1.4321198153024735	0.43812500848744906	0.19184631257201287	1.3688148912179836	0.5596180095218	-0.23084452899560573	0.5744941363767296	-0.4197508925932972	0.710095177168111	0.28443723396336684	-0.35388952211812796	0.7790993207813592	-0.2692824134070583	-0.09056034892088456	0.28896594413504656	0.6477237848125438	-0.29441952809521077	-0.2490058125373205	-1.1085427844155864	0.30445673147230684	1.1105150856276778	-0.2169223660158283	0.22650678513302672
0.3077488375689467	1.5621787810476482	0.39179673662381304	-0.2833663574438026	-0.05631349364116182	0.0002973484538939253	0.32453818531248235	0.5411603986509993	0.38206307683911594	0.359807459526598	-0.8231266040874458	-0.33848458694128497	0.891204042076634	-0.19748563375251207	-0.6159351639895569	0.4763399132701224	0.18154695135821386	-0.16545173846839942	0.35527761648723943	0.21358521144961048	-1.394856104672357	0.33907688132177577	-0.5448014009631426	0.10590254388273632	0.4934106453719289	0.27488415786753184	0.8048113425128807	0.15213480201648052	-0.17605921760627702	0.6920217668086578	-0.18698536903554863	-0.27273981056377494	0.751109199285273	0.32889814443077675	0.331667675352467	0.09885571026329071	0.5460814311944816	0.613028072581492	1.2580927079871846	-0.5527558232733111	-0.9315563095946134	0.30425225880650514	-0.21945587792771337	1.055830598348147	0.12179188049545835	-0.14342854371834712	0.15553320068113052	0.1609040885602182	0.15391136284332504	0.09464911162557718	-0.545888471035133	-0.11941760990638563	1.1387329719523216	0.4562468145336714	0.1817052207160783	0.9082314488225168	0.3289213256867046	-0.8300234963607435	0.3443463890523297	-0.6034378171000331	0.35706135033347564	0.6396078115739404	0.01747514735932401	0.21896182404381048	-0.9209387980862395	0.17686267405560863	-0.08083394499554993	1.147064664242234	-0.6705720175188312	-0.653534272758192	-1.0955017848854411	0.5137842900175283	1.74824778664099	-0.7169952261167483	-0.0978039311577271
-0.20467095822305523	1.6251060252478213	-0.6479291701702248	-0.5286839067159863	0.037621681623074436	-0.025417215098348357	0.4100826793695696	0.6144219974596283	0.6799432984935213	0.18448082476437502	-1.5698327406832944	0.3469639606419812	0.7491984008140873	-0.5825132950744929	-0.9913809957819196	0.9239101678781954	0.10822771819598734	-0.8627532531148203	0.3939803930849986	-0.2175770102696483	-1.526573287991479	0.358318694404226	-0.19232261040488838	0.2763048620210704	0.6153470504942474	0.4975827908113166	-0.33787931712052355	-0.15516202279718902	0.053451875803587796	0.012366770056358065	-0.29982140718429595	-0.44536087808048685	0.9741868785376889	-0.32593347929289446	0.41254897986086336	0.16505673409983945	0.604809986117486	-0.28328484100924745	0.8148626742407671	-0.34190201400095704	-1.0400212337662043	0.6700165054504152	-0.2786840349048113	0.8248788071878512	0.5893240829494766	-0.1459058596841457	0.2735792740580709	0.7694429741724175	-0.01586395090011058	-0.0019429778011386249	-0.512027036184424	-0.04683679660996657	0.6695133949082015	0.5602462201161881	0.44773890223098356	-0.1950130952944182	-0.03931533054712722	-0.7046232750202409	0.04023087042214024	-0.47368809037175197	-0.03192948030053434	0.13220381369929807	-0.041278979846985295	0.225942562000556	-0.7615731310916997	-0.07397552929831995	-0.09445818978063003	1.218562540142055	-0.5556582275123761	-0.4097121782169766	-0.7806659574749906	0.19158023496681115	1.3019919148409873	-1.0416813716238162	-0.20985813467691192
-0.38548470179701955	0.9088770182082002	-1.4048499858275958	-0.6430483626547068	0.31442267201404234	0.028885639398864772	0.4912155963151841	0.6800054523755151	0.6523769844022475	-0.2753682590850407	-1.1173256150542108	1.1118452503847944	0.4491558819873852	-0.3650709076364267	-0.9156714070253863	0.8429932870923437	0.5069196489169957	-0.8425859662828256	0.398865381636039	-0.3506051311241005	-0.9993077308852915	-0.12664445986255135	-0.1856656460413767	0.03905216253401675	0.4460981486933104	0.2213918538091802	-1.3281438064878142	-0.46086748099380703	0.09378100354520864	-0.3139545270428429	-0.21397717058321297	-0.8608907319566781	0.7194943435182307	-0.8818460828110272	0.44263693214462974	0.4079645885555782	0.3634212613715555	-1.2693227009114898	-0.18918143328519363	0.2154975965491389	-0.9095393328223925	0.4946255882158058	-0.19359374840542584	0.2765416764552459	-0.14506276821393047	-0.1209856905649651	-0.013726861988559108	0.6625971839254057	0.5209534200138094	0.25571616598355545	0.028861056609241077	-0.03459046740299334	-0.10373639489340436	0.7661788572450444	0.9210825171669225	-0.8154467840908877	-0.005688250292934555	-0.6106871628455326	-0.12912383905115463	-0.6798972236530294	0.27093006951778015	-0.5852572597222399	-0.006066073110689992	-0.15571498231047065	-0.6061594036489494	-0.3945365387500346	0.01515194068749605	0.581678202347567	-1.0226972162306833	0.2397417657217465	-0.7468853790718544	-0.31814960177543444	0.7132917166787618	-1.0851137861657025	-0.05876980854277915
0.302910248813808	0.4002079394337823	-0.8310260399248184	-0.6192797101745715	0.19940523293297313	-0.07589192025351368	0.46997979165839077	0.7846942271498949	0.8546519639569697	0.09971731189774535	-0.23368329178981775	1.1702511901516335	0.46379219340373384	0.11321665979235741	-0.3101979442451593	0.3670152922122484	0.6338831920039536	-0.41002668337126985	0.08216595825647494	-0.26658543059902207	-0.28386546754127767	-0.10589504074029316	0.05186371874963396	-0.4430504856848596	0.15983268848086862	0.08318003123714224	-1.1193690753122882	-0.6392514499452228	-0.27875922183016044	-0.5671703858553275	-0.6155086237490394	-0.680592293911773	0.9586279332211011	-1.2229999758482584	0.3203187003103142	0.20302543905817266	0.16307019719268415	-1.00554538750021	-0.852747886830381	0.31179839672724974	-0.21801977610562262	0.3683477528135271	-0.8234734476849052	-0.398469551975129	-0.13100810161417334	-0.14332052232290757	-0.5299641876705263	0.09406948279716343	0.4536614646326565	0.23629962914916502	0.3414589547549289	-0.009693176570523605	-0.4310969376586569	0.5871334462067259	0.930618785163555	-1.0836992176352107	-0.08074280043590944	0.18176888185594428	-0.5791439054188207	-0.5872045417933778	0.4543351117756269	-1.085393162935716	0.02776028157325919	-0.24862421302426185	-0.19215250913997442	-0.7104262553005024	0.323514294261789	0.40027050679560294	-1.4224502158303192	0.5959647528841459	-0.8456817911341205	-0.7268386920429917	-0.1170724105338584	-0.5655982135715275	-0.1468444430899144
