global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	aroma_motion_00
0.1503670786002725	0.22755648387526817	0.9063309296879297	-0.06014621109960952	-0.01786275591591563	0.11878241862176622	-0.10094015823982375	-0.1304611788657991	-0.19386278854889427	-0.5168266918149541	0.906811146000843	0.03056562034671859	0.5036438846591862	0.9709942563175196	-0.45589532873738137	-0.6590049240251123	0.4213960368860862
-0.2983406863017666	-1.7906313263488698	-0.14409224325855963	0.059685711829400384	0.047645167192841176	0.10173692085364522	-0.042788397277558336	-0.13748191156481362	0.007385127220675025	-0.9028169895644267	0.9961128956033793	0.10464027763029149	0.36514337097446314	1.700668226435562	-0.0010267468987295275	-0.8936762074886363	0.44999776470462055
-0.5656577311857297	-2.3259871930493907	-0.5022496616457044	0.0675853002291788	0.13703426520053186	-0.017610269306011617	-0.1390383732030349	-0.3444370209265869	0.07318108356865953	-0.8351557295555178	0.47200678417108055	0.2971480805602729	-0.11095279571310886	1.6745838650822276	0.19047170446577702	-1.0064708190508231	0.344310794021312
-0.7737176132972301	-2.852527037044204	-0.21579660732586547	0.04978727517075464	0.038523037455232625	0.015769554548563637	-0.11933092905107684	-0.3569377253921775	0.22968774283986154	-0.5580311508647944	-0.17177826120697948	0.23609559769720043	0.0032088543362182803	1.7461626484972907	0.12133838968938489	-0.9090941218054193	0.529217356898806
-0.5990273354515555	-1.47507430670428	0.5077502451938795	0.10009190606596699	-0.08184174364240826	0.07482433205624545	0.00755419125159712	-0.43170156163238405	0.16367584662861323	0.02203227074644758	-0.1681291494691386	0.17452500219551267	0.3192216338531134	1.4169812422310553	0.08441349235714267	-0.6858083932540586	0.8262453520255336
-0.3301163144311495	-0.36105566764790004	0.8085433673811556	0.06400437274826101	-0.14705467230049638	0.04401627824253741	-0.14124645852868184	-0.393511090071589	-0.05150869707971095	0.267977789251096	-0.3335000886824645	0.24260734169078704	0.6572510389235502	0.9708209443606629	-0.26647057922775846	-0.9711600717495518	0.08223218690366758
0.5316407458584792	0.693542283710572	1.339098085532283	0.10038590286101745	-0.2061324278949502	0.031177900772027405	-0.15040229356188256	-0.45484001361964005	0.07450243818596922	0.2739252334554027	-0.1582070076013272	0.5591466571557063	0.9199508693552336	0.5534789483790356	-0.3427280016782083	-1.5437119395382857	-0.340516755511209
0.9091496954575661	1.7060313518716146	1.4812608687655695	-0.0557924192903296	-0.17306734873167218	-0.028802612056694783	0.14332707052635263	-0.4488227664215984	0.08919641279713747	0.2787226903277016	0.09536420410011982	0.7161898310004685	1.1827652934819173	0.2673633112739211	0.06391908181392894	-1.4528348467139187	-0.22805597458329235
0.37213863224146876	0.6516724184565973	0.9443799441343204	-0.43310069979972643	-0.012278148452214116	-0.10201019328257306	0.015340863945224048	-0.41878814552401444	0.19532695520007332	-0.20628299615626908	-0.06242628893848105	0.8725770083614448	1.2426381927938168	0.21957470739424315	0.7987306194722004	-1.4796034041684796	0.20625781224152281
-0.12690657435079553	-0.4825701887184935	-0.17836683302401588	-0.5150756198843085	-0.1837339997180792	-0.028499885483666484	0.046547033680341666	-0.5688360471830098	0.16221909319960862	-0.6321170337433286	-0.4905792229999058	0.9453192067636724	0.6871443623058242	0.39002073007158694	0.9370297768141127	-0.7628514880026231	0.17653879891729593
-0.15488756895901623	-0.90698087624533	-0.026259715376074924	-0.7697279190294608	-0.21417746237396904	0.005053381698109809	0.04099668361777324	-0.8227054036391903	0.08526385177199988	-0.43267418610972064	-0.7473757418607695	0.4570358746867031	0.6613226857581702	0.23811630347169369	0.9110108842010592	-0.30774116984398964	-0.06334563412658924
-0.026785882538309227	1.0084520731497515	-0.589320449544644	-0.7318157618775993	-0.17609982902812127	-0.048853792509375514	-0.0793794823343872	-1.1930024916562112	-0.06821293250501348	0.06346125011848879	-0.4741585561592133	-0.10121895899273216	0.33502606698504883	-0.043784131121763124	0.4430589102935645	0.21950901686332305	-0.47290436244409545
-0.599614535391523	0.27642500701193007	-1.0981158288659563	-0.8773199132095937	-0.16639846688294452	-0.226492936117086	-0.19597212205554732	-1.1299651972919382	-0.19206113726074936	0.20357563361382075	-0.23186071109328915	-0.5988549079482864	0.032367585020334336	-0.490089855241237	-0.04585257014239784	0.6355009969436319	0.018930031420997067
-0.6919943596109696	-0.22483071954115996	-0.17117205549369832	-0.864256142816087	-0.3891655388313532	0.0138473858049174	-0.29937791856185336	-1.2741292075205586	-0.2982025531217103	0.038695815178716064	0.4162862182204386	-0.5576148350521303	0.03345014087035139	-0.9830158811695535	-0.5990073738617786	0.43838557995565913	0.1401636272371111
-0.7515169767690568	-0.4152173128140952	-0.017330496358701014	-0.8665117961482808	-0.4364995010898728	-0.1160792622979781	-0.2638739503377218	-1.3016185905324504	-0.30381218096855345	-0.3021529572364636	0.6368406687862509	-0.1532923596813505	0.5542913789976673	-0.578028087556709	-1.113242096668549	-0.10179829639226119	-0.043790953920533296
-0.06949041734338754	0.018097443008118233	0.5294213508904356	-0.9643521556088988	-0.327580412980248	-0.28441072408905843	-0.32583419193190494	-1.8387852541686343	-0.13053402892493923	-0.57011861613962	0.9481473010423878	0.3491790006544792	0.600897641430499	-0.28596637189297824	-0.7269141557108589	-0.16373926485888762	-0.5992047226220075
-0.10556859231585075	-0.25979082479436444	-0.011877248286815495	-0.5389813384601443	-0.4508445870076924	-0.3840258689586517	-0.45940645379920475	-1.852763218151142	-0.1913218737269322	-0.6273170572688257	1.0485927985053598	0.5455059781322409	0.648693098523667	0.09070843020540392	-0.18240997091746755	-0.0018627712638956098	-0.10394432605127489
-0.046881367788006306	-1.2071696044822287	0.541571275837065	-0.5734953886449065	-0.47405873940652205	-0.36435201002036977	-0.5225405233715871	-1.8507649773904442	-0.20225892500486592	-0.08964119845240782	0.46766167034786627	0.7025731795426439	0.4583322663891572	-0.17438342178224864	0.14129740221937626	0.20281006465483922	0.3337616008646039
0.11694375016209956	-0.7639346272388382	1.1307756891006966	-0.5137571779295551	-0.7360895266149896	-0.5630065202991463	-0.7486250960206532	-1.828916284656775	-0.19598166912084075	0.6864168121161666	0.2449531643534694	0.6550708580031429	0.34569395397566666	0.07583377698284983	-0.1677219679511178	0.1804053108300623	0.5306456589081116
1.1763593747430403	1.908902113841024	1.5818689929358212	-0.37270936803654053	-1.0953173207262448	-0.9490899892408564	-0.7366749071096061	-1.8909541636512277	-0.26318153192102967	0.9241885813826041	0.17750498003841814	0.8433228758300808	0.5075527607422009	0.34684868057595536	-0.7073840805624944	0.43831934145642987	0.8315782427782825
1.3896010304974902	3.909451954179189	1.3322077015581792	-0.5064037566037977	-0.8126739825387365	-0.9750354235099489	-0.6447333585524617	-1.8770518100841462	-0.25795435246730763	0.9938588611588132	-0.17361338046286437	0.9197504958019546	0.10113204798518768	0.7214522643549288	-1.2476977641717888	0.7299753127907229	1.3223100644966255
1.0763970480632004	3.338927858434494	1.7354659579272218	-0.5204497022630606	-0.7994448026689455	-0.9601994842888313	-0.6510068775866877	-1.8586291802987802	-0.15941200784148424	1.1759196079721714	-0.09874959244394386	0.4071129120381687	-0.41928500674270486	0.28811984493351356	-0.8324560692786256	0.8223842888514024	1.2318133041758146
0.6384116652488625	2.962021981638271	0.7259363899121968	-0.4872992229436314	-0.809186402158497	-0.8366225386272103	-0.5639931916254028	-1.7853603956529152	-0.17534698751459993	1.1265937156082961	-0.12461834405141825	-0.19830463776416718	-0.525796736851898	-0.00478658262080154	0.05581126618597074	0.7453752115988368	0.5373511130594568
0.6669229164272501	2.4073452905002206	0.4851627379040032	-0.622697269586374	-0.7890709692976214	-0.9622034184469838	-0.5258709782651056	-1.6292107543344014	-0.022455188383655456	0.8217374165815235	0.3684109688997154	-0.8982464040421765	-0.3435415927699328	-0.3467930742739805	0.908949607476436	0.8226874948095565	-0.4853529284880966
0.9611067067758864	2.1431838034624313	0.8775423297171425	-0.5259908050487314	-0.6852834137281568	-0.9251214886858848	-0.3086101280622755	-1.5379563176067867	-0.13514853804259477	0.6641739265612826	0.5810792882078265	-0.9061795729687381	0.011304268860372273	0.12350704874559014	0.9736362650447361	0.6443173349165348	-0.5342396630679068
0.6975367887661257	0.7261396206791095	1.0810693201441264	-0.3053819682044334	-0.6835604089497659	-0.8926325492652522	-0.30245962739288396	-1.4089177386071692	-0.06383209911306505	0.16743298123418635	0.4351371999752073	-0.6892677471490487	0.7133484374606395	0.4499081399019717	0.40238167878918374	0.06040800843715575	-0.04840620530928248
0.4351472414151024	-1.3203887937400982	1.272952573117884	-0.2802506430721968	-0.9573636471882141	-0.7393134374869101	-0.18773994042679198	-1.334146342416939	0.10046026801197173	-0.010038032388260518	0.09198042112021759	-0.8081713678950291	1.2337790962139035	0.332150402046453	-0.15847760455825916	-0.2727770961813911	0.36133599219449675
-0.19432739368931987	-2.933638243030096	0.3669192603775498	-0.4833114890379979	-1.0094850415446819	-0.622216794245381	-0.3040608317638267	-1.4116184250668744	0.07684457776574981	0.20103900225678575	-0.3767061200899443	-0.8939136441853719	1.0778511413889642	0.41063667205031606	-0.26816854151122155	-0.47740195097063565	-0.03584013156717091
-0.7178055076715136	-5.111430830174235	0.7636695940576927	-0.6668267766287105	-0.933695908833992	-0.5886915648790816	-0.3200041532732056	-1.406714280981383	0.20863985370630217	0.5044351889653548	-0.9538275640576924	-0.524759105197645	0.513481183214068	-0.013278683054932457	-0.22754894997302336	-0.28038767904693307	-0.3592552153699976
-0.8009842573645564	-3.926414208123764	0.5377854441144827	-0.5128226235005131	-0.8437924220217897	-0.40084769994083547	-0.3273087788291219	-1.2028336902552463	0.21952505648469756	0.8587316062711999	-0.9635596740827841	-0.17834897109419165	0.2441211884232638	-0.5689672040984772	0.19416606272461043	0.44502061069962656	-0.21399397968728978
