global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23
0.05403784377483931	0.1736813273423793	-0.0665064503702876	-0.027227816958144094	0.15233281312172556	-0.20318343141377415	-0.17361650093285708	-0.001825899327048457	-0.0224248679789599	0.45098698844194396	0.4466358451327606	-0.6804301780084905	-0.2134403000612423	0.7574243854469802	0.5889022484666656	-0.18115768003334834	-0.5129950670174471	0.3778191891490907	-0.33067399707236494	0.04730533742756879	0.9330202327368825	0.9683276311487191	0.09181523167237671	0.4978903496842988	-0.20718051411687782	-0.8794624886388877	0.39816882984686797	0.21444168621614976	-0.6209331463630658	0.40681035182063496	-0.11616867414306047	-0.47293451753194526	0.4728659740517698	1.2979645760956207	0.7715956060372987	-0.0035132219717751243	-0.4211239457393037	-0.32708034020674676	-0.4303452910751545	0.7354975056370008
0.036907882228479794	0.09259570839042927	-0.3521299457437681	0.13566904890549747	0.05715528077270268	-0.12164506008404125	-0.3444815187252185	0.04206233917751396	0.09735113494504513	0.6626173542774761	-0.15302932571651548	-0.3137631587665921	0.2868500747517733	0.22234399456836662	0.21456510411498697	-0.030678417046900167	0.026688714021129642	0.006457252880707529	-0.7652076330547006	0.283371267533444	0.7681271432840158	0.32839846770631653	0.158482027143582	0.05753439199451316	-0.17282312209405368	-1.5635691734169788	0.5179795440914663	-0.0035311133200080177	0.4211033524899286	0.6866572524904325	0.39407492506093955	0.15843964879053332	0.3763707133404139	1.1222262421555715	0.7844117213154943	-0.1976639879120908	-0.4217149933443638	-0.6996115219699303	-0.6150377642847378	1.3511398389472025
0.13802796056041483	-0.17771027163697828	-0.9003982815346788	0.2544454583380846	0.044443551800141375	-0.08789870597655247	-0.6422433131819643	-0.00032712802390476997	0.15903596379107424	0.48787235043754446	-0.7340341893905051	-0.16738615158856449	0.77192643380852	-0.3389836141674069	-0.18258779639663153	0.14674094818576636	0.350791550053631	-0.4814556470992324	-0.5456596475444904	0.020849404458718433	0.6361471696440507	-0.19240141103927214	0.019129559762312	0.08630291266084164	0.07360911476265485	-1.4351702537475415	0.7387714961182318	0.4340624472036733	0.5973899602146978	0.5976958568892228	0.1307885082944499	0.5267625986821394	0.2485270661685497	0.5701189209691632	0.602787296931402	-0.3235938779019531	-0.3082479949818198	-0.6146217990556915	-0.5282433505484373	1.7780069998527543
0.00020432750315760306	-0.6663669406418107	-1.2875633110248443	0.2438809205901565	0.3344490507021688	-0.0506523103842648	-0.40841705295916125	-0.19016142015547138	0.4461270040087937	0.28326922530256743	-0.9886092306767978	0.3456223171799583	0.8819790134636323	-1.1311267275800025	-0.1988495590914953	-0.3951695940857885	0.019645691618244882	-1.1636281404736664	-0.1914303174554913	-0.2740134265150049	0.5071631967251714	-0.47760848675896683	0.05550929281408452	0.08701155327557315	0.24686156801348685	-0.8601028527201422	0.414798623832454	1.3389567324572968	0.4931854503732402	0.36513836295431656	-0.3841256419137069	0.38151841765633665	-0.05703985427307776	0.3062492139323073	-0.1495380403820459	0.17092759406841565	-0.040087078357280266	-0.2779333180342738	-0.46683107567627635	1.626801437504364
0.4630042771034294	0.5645125277893495	-0.389612050625276	0.14623115904334955	0.3330763632423704	-0.057508442273047196	-0.38839957382249674	-0.1134544617515388	0.32747108424627325	0.24736513077365782	-0.5321907366326476	0.8315787205891945	0.5169367608287935	-1.7047277650781776	0.24678782331244042	-0.45206196435124085	-0.360861951744234	-1.4792954457374288	0.02007584271282792	-0.8035206480001506	0.8057093066229111	-0.7236240119441109	0.08579953990604153	0.08612528864134299	0.4123368119048237	-0.20431189184881157	0.008468170442506561	1.7767729379031412	-0.1420325384713697	0.16292502551276433	-0.4368977014400025	-0.038283530515633844	-0.7127140530941309	0.459584112372202	-0.101414606277036	0.7959403839068389	0.13494984297746251	-0.028419674438777548	-0.06215971720694788	1.3528894599361108
0.38885343512614107	1.1312606102663927	0.8873480271479912	0.29563600190927347	0.596297377669768	-0.12921194950614553	-0.41810659732201566	-0.14917261663111062	0.21990832091317525	0.34687714401947634	-0.20063159492642954	0.7878821853141663	0.29681209942699754	-1.512685359177197	0.3836623537874642	-0.6898910425736583	-0.7512669619643345	-1.4580575936963898	0.2872627811878633	-1.4602770421824744	0.5317514042118279	-0.5507325999921814	-0.06456637437736791	0.02816634112472383	0.5442665166538961	0.13746271304916707	-0.09021889798931863	1.1603628290083474	-0.8315725007838829	-0.03156043698973114	-0.3393061667481634	-0.19121276154230027	-0.9353020963745217	0.8817972414277016	0.22578693484895979	0.6625314100560168	0.25005255458892567	0.6089541583908749	0.17273600603952144	0.6416548627168029
0.14436367167692588	0.5035600114702365	0.7748396582899622	0.4952410842062704	0.4953489935679054	-0.2682830348817874	-0.31950447130314474	-0.027547473908426934	0.2095829134425601	0.5084174606316685	0.05395456275929291	0.046322246384409	-0.12643931481780094	-0.7177403310576774	0.8275203496573632	-0.6324487282783716	-0.9039822286164079	-0.7093733188680305	0.15334859176279855	-1.2973810050147614	0.6466533020897447	-0.26876349854845255	-0.32617649769112705	0.1360620605501408	0.4757189206476871	-0.23268395975662093	0.22917490140744873	0.20372650201955883	-1.266885216984848	0.19752262406845547	-0.14770309163248777	-0.434664533799764	-0.5285671906454806	0.7827598475663843	0.14651296514544368	-0.35230003449723823	-0.1891561103676647	0.9835429857650955	0.5610791346562007	0.19277648239811399
-0.24563166412763437	-0.8238125744134679	0.9163785907005477	0.4699524754656086	0.45886117097376283	-0.7754793826156369	-0.3095275389134273	-0.14293679764197892	0.21106823696862725	0.5855250193151609	0.19332725275965038	-0.8773044305098984	-0.12228481247940942	-0.07884126260654818	0.5184910549948432	-0.28966191579995043	-0.6130717938549273	-0.22136907416650217	-0.03384128927023161	-1.0087795708077234	0.5029301509403578	0.3131347761014772	0.03926675914631852	0.3219662423860217	0.36539280450696293	-0.15664199003214327	1.002812472279821	-0.31980425603785545	-1.340679172194463	0.10531515170956789	0.12397631703962003	-0.6175119412130218	-0.6200097011153775	0.5380770343433594	-0.13670474359050128	-0.7670546585441919	-0.8159949226822557	1.0217187432212576	0.19155176985572236	0.24744808852446523
-0.0741538439524311	-1.6406233239034476	1.4231812146669214	0.49306039538427343	0.3304223029968475	-0.6731680758836547	-0.34698268880467403	-0.3121770888908096	0.267403100729742	0.22891589219328048	0.2461030228573372	-1.2393814728150596	-0.5676702306566813	0.4006554011307694	-0.05209211628473656	0.4795979064511532	-0.4492868897117713	0.6043003059533038	-0.5959684537864928	-0.6308119525314961	0.4814166311437681	0.6173039821712979	0.5580696552062603	0.15038385722716063	0.666828892303658	-0.6818769373233934	0.8656703191542281	-0.15136443863584406	-0.8212242855693943	-0.04398228467684381	0.6354731285486703	-0.5995798625989599	-0.513018749687471	0.11819425105356535	-0.6658076928448396	-0.32365302608139884	-1.1767163860949292	0.8232840500240802	-0.19584683700106023	0.6239623330413023
0.07156375374180465	-1.3358212227490545	1.5293677899921547	0.02374710868088936	0.32760022251112314	-0.7475358754684053	-0.4736695659810324	-0.3208371405170725	0.27931654113130683	0.12592967433707827	0.2583665941447674	-0.5818997713526317	-0.567649197459511	-0.008556483576229198	-0.129882765348475	0.4488736365098011	-0.5977941326721434	1.0463261541564606	-0.23800925578507584	-0.6441806713192111	0.4785527571011502	0.8322015486921821	1.047989997380569	-0.11424382335063112	0.7962074907004151	-0.5582619553989788	0.41014058904912143	-0.1495716035146891	-0.7808525362037522	-0.38063609895989875	0.5297511035388973	-0.3911885746478938	-0.6946965248793758	0.10851012649756908	-0.8780616053946821	0.20566006318647678	-0.6621994385917536	0.3071279060508861	-0.16324163770943967	0.593705162374064
