global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17
-0.1078705743103972	-0.4953824468752217	0.24895592036590503	-0.001991662676633584	0.04285579617038938	-0.2234261083854734	-0.14391704863339996	0.15355837187980706	-0.08324949004964728	-0.9331418175920292	-0.4339408619784774	0.7934966701449635	-0.4917571137725106	-0.2983916218933678	0.4961069587537161	0.06440893775469221	-0.3225499158042657	-0.25687787063790607	-0.4715704978602173	-0.20286674993660692	0.04647490775695059	0.36025448973562413	-0.057164385013427424	-0.033135508046006436	-0.0021429093281638387	0.048803813262470616	-0.4264204898008776	0.716174290065937	-0.002727649511427842	0.8545955707299817	-0.20485594088651096	0.6905249281702203	0.6335632383048696	1.204304473016958
0.20088467510134356	1.0078604458865743	-0.28861619104898795	-0.049330164400110385	-0.10178538816427082	-0.24432499463895413	-0.1275818976864251	0.25810232757409657	-0.18399849724081124	-1.1140312351809094	-0.29425465721908767	0.34311173535953843	-0.3021846342839406	-0.1307440703751317	0.9053382614881043	-0.14353557690914606	-1.1837622302150461	-0.1180997143521783	-0.4834254887408555	-0.3944320433227614	0.2837187282078275	0.1710361292572493	0.2301451507693441	-0.562619887201561	0.518946837779491	0.6486315926851378	-0.1289512268890937	1.142885360467081	0.37038333997351763	0.7250600199712358	-0.04741696375191486	0.5928468321486052	0.594739667781613	0.8879785622401164
0.5714354724357988	3.1648567880988447	-0.19562606058989948	0.08345418248968213	0.07914419853915372	-0.23384173093901972	-0.06514254795434117	0.23524933768837222	-0.10220492673925702	-0.6618270222685028	-0.07680085055041329	-0.24651388770940627	-0.5315340447642466	-0.4325380991184495	0.521712650462363	-0.6674981053721152	-1.4815825280316668	-0.24401145862160978	-0.12835855279995748	-0.5342520271429139	0.27414515116108695	0.14093116162907796	0.197719459565448	-0.34274319865179337	0.2968792621624706	0.7153567447491479	0.17837311874437065	0.8059738467804082	0.6340602909796104	0.8990793377095228	-0.11825364228624784	0.44002948588278695	0.6681700510251763	0.3278007669413501
1.0773597391916347	5.263067604529778	0.3917712272693703	0.04453466681299154	0.07643798431165444	0.0803119177762584	-0.043411017387004355	0.3823897810486395	-0.03597933584205944	0.19008060757786527	-0.390304034667223	-0.4331659869672601	-0.6924361158211215	-0.12316665907618994	0.1743709687617109	-0.9243946562410317	-0.8516634224812172	-0.13642204732840013	0.25373756321841917	-0.2826804460746729	0.06334277974096608	0.27095635945257585	0.38564886921111097	-0.14139624161643702	-0.15632034344151993	0.7580141044281138	0.2891550632296658	0.7015280545399347	0.46982722671874183	0.6209662923613717	-0.4249012780438826	0.12477821678160927	0.6995543275450634	-0.5904574347863962
0.6371483491006142	4.351417951521729	-0.8730517491740712	0.24598783100551633	0.41346855938506427	0.06166111197822828	-0.12580556708407442	0.27705356020908817	-0.06263343613816616	0.40584700420300335	-0.6328739262051145	-0.44273994882846957	-0.7124993160776047	0.10978162561242068	0.08103743220748555	-0.3389368529105706	-0.1934303661704255	0.026721799171343576	0.3850221769364711	0.15658158142808923	-0.057201837611779244	-0.06896938744249087	0.30629450430811156	0.4221844928174449	-0.724526890579337	-0.02779429814394959	-0.17974534169571135	0.024707803531765195	0.47674239732558604	0.21926203840473085	-0.39047545770687553	0.006645741135708931	0.24112439544533212	-1.193760569050592
-0.30859892941473704	2.087181750341907	-1.8270544605542476	0.05266240764073579	0.4431783771337179	0.5644742758469458	0.013275604264260193	0.28277528423731774	-0.0973121731660885	0.637735364114317	-0.1871343383746302	-0.4174047104276907	-0.41767136507694747	0.13417758434535268	0.0487481110699851	0.3664279750006272	0.08515752705163303	-0.19871193184475874	0.6292458091668722	0.6475226615635966	-0.44594485212703666	0.13861209699101443	0.6425881828197985	0.6612854356647423	-0.33972082070674786	-0.6468284733281551	-0.6909478646709272	-0.11442183000647237	0.5015380458801434	-0.1634751819540579	-0.1903633186122323	-0.19742754850235378	-0.31067373128176773	-1.2179521881255697
-1.0089384445214975	0.22119126268744738	-2.537922903737294	-0.10318156802899309	0.4576560752656845	0.6808160103740598	0.21406144254493636	0.29432780907755896	-0.016703413454799046	0.6289797975913662	0.2506525873650268	-0.28492918640638537	-0.02828616007920226	0.01794469576570222	0.003392235227868014	0.08640313160178385	-0.015232527259776418	-0.3136391953504195	0.7568990159670032	0.28605462342911947	-0.912874350791338	0.22379402648322871	1.0473952296660596	0.6692242865657146	0.013998338850092659	-0.8067900510579734	-1.0260690825799494	-0.12468589463617459	0.3731473352391094	-0.2523700526565922	0.2359156323198031	-0.13978956917172422	-0.6577283938434468	-0.8234729992777563
-1.3335562419129967	-0.8470545461159864	-2.2263036512321217	-0.05093799631611437	0.6795424805094941	0.5873527175550638	0.3120772839794723	0.3433357929545351	0.18890040613382042	0.48983093347297757	0.8564376188618877	-0.24888590893391604	0.1993847414800693	-0.2970891434625639	-0.21644967282731953	-0.34565228996014935	0.17844138033390233	-0.02529586323541821	0.9986009335320654	-0.2396032643153894	-0.42133839905215037	0.12727147462167027	1.3364567955175723	0.3298387120620012	-0.32248384886399745	-0.29872079771345317	-0.6691635881154534	-0.8938018509566577	0.1301985913826203	-0.1017567374762153	0.14672432173219652	-0.23377346657389514	-0.5095683830217898	-1.0118171600918475
-0.936239951243002	-1.5934409861623706	-1.1137395110822732	-0.28103567428954335	0.48549710461424744	0.6165811243345759	0.08111975469175037	0.4308904969549239	0.19847856997313573	0.030881519147768585	0.8936125766389846	-0.23857259109643372	-0.34412969739163496	-0.9399338472684822	0.05269085849047304	-0.6032192194865806	0.37851689537168015	0.5041144801622922	0.20931173790809443	-0.6462748722536383	0.3399749654249611	0.01132433152305427	0.8832219708161768	0.006071830708724747	-0.011063002321086004	-0.04469819868827801	0.026885449821167244	-1.1542582700125286	-0.31121921848839784	0.21885929539991594	0.0684910972922296	-0.3525497026271049	0.3364901052169227	-0.4907193528731837
-0.2034185881794574	-0.40906329084572324	-0.26306501262688253	-0.34367133286145035	0.5528278867481414	0.4210665648073517	-0.05772092678573626	0.4274365219009775	0.6681198465243148	-0.18774046092990168	0.24373170887767878	-0.15761557226891104	-0.4355484582595727	-0.9410498811827647	0.2086777581795867	0.07381488148448966	0.7320816540582198	0.699806032061405	-0.3583530153502657	-0.5767294901184375	0.6519529669618597	-0.225814343278635	0.37476626881553887	-0.31489447529267106	0.20699090524939015	0.12844174468847316	0.702744435798859	-0.6532838073358106	-0.3213596668663918	0.5236916280110226	-0.36631823387971285	-0.9405025257841283	0.5895068848640959	-0.3297961608155353
