global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11
0.7410209119652209	-1.4329682290676211	4.498799097681964	0.14896902360802905	0.06606656678552776	0.0032367655732329624	-0.11095250516556253	-0.051039898661869566	0.013358589299695495	0.26183801285198754	0.4648307176665081	0.3850300019850832	0.5490112714126507	-0.2788934833528535	-0.6933645062813653	0.8826913146784433	0.22838849835646968	0.1353350155976081	-0.06349389425205877	-0.6366173671644983	-0.14269180462370543	0.46106578148041444	0.7411467325471708	0.5426968532031851	0.15694672941864896	-1.0454426191456567	-0.3799543563314194	0.8063246359229843	-0.5388550552739684	-0.06263397853233721
1.154736783991372	0.1871612654653928	4.056683334569916	0.2744894279473055	0.221056367571416	-0.025046559819375026	-0.4849665243695725	-0.12531572450282955	0.019194096819663744	0.30977643393188364	0.8411892644037666	-0.31160113875039464	1.2043538657745572	0.1480792056684194	-1.15501737632318	0.8043806522436281	-0.28983917199183973	0.2502142808948901	0.05430195218438169	-0.4284335481758641	1.005561073483085	-0.017960399473884083	0.10409359236679569	0.688077256085116	-0.554109892715483	-0.35126755122821385	-0.05876173224380392	0.4489073748107306	-0.3177953642856869	-0.055927157212533704
1.3053498689590104	1.5657157396247823	3.1923752966052135	0.47361168013210814	0.17783760341898483	-0.01797734027500688	-0.6872475582294042	-0.18148259073537207	0.1019735077440704	0.23371277903601675	0.9557400635442023	-1.0816113850366165	0.5643661591566265	0.43201665098279923	-1.0758352989709137	0.44671813323180415	-0.7564341312408731	-0.10519133445985199	-0.24928578333444454	-0.10141000914451377	0.9278021922263795	0.0669490669225722	0.07930398296769531	0.7462510789838829	-1.3348538547521576	0.08753826085453395	-0.19950064253006655	-0.17401341210405974	-0.17939162586005075	0.13521982362594367
1.5425811391716406	1.7370073514614988	2.2996615555728734	0.41030745819117653	0.11153075941532364	-0.03489040542132774	-0.6752700302226352	-0.1883409501251466	-0.23364144790606672	-0.05440085997077426	0.8575631314081527	-1.1206053042627675	-0.25225939619238785	0.32692724222233366	-0.491874327785742	0.2253559718832615	-0.5739541050785728	-0.15018519394685462	-0.3080905864313095	0.10659835527452356	-0.016736441811044073	0.02863424122783323	0.1784784701655227	0.16947221481946548	-1.3945946533584916	0.23184844506079802	-0.8546004701094876	-0.3872994714532746	-0.027457748603865184	0.2848303557615549
1.2080445225592862	1.6983698308022324	1.2298593865473224	0.5728205532770553	0.40738474371674616	0.034922382826140026	-0.6479626050463312	-0.1762392726226981	-0.13954824985723213	-0.651982593227717	0.9647715081656608	-0.600661376647265	-0.7646845165739617	-0.06663010231615005	-0.1101625172972391	-0.1675272580752448	-0.2696983865189883	-0.12065322165487212	0.13587801459379484	0.2101070109654026	-0.4949150789836924	0.14716951450725752	0.7230161698608673	-0.46089779885406745	-1.2150770227850336	0.2948664560801613	-0.6139617338139293	-0.165388045476574	0.3016316452233139	0.5165184354462136
0.5330932705560532	0.6721027723683077	-0.02707377428074416	0.6580884411370505	0.45249920552111517	0.03830008777392507	-0.6386457702316197	-0.4116263469437581	-0.1905473150373272	-0.43405334317597166	1.0513490553538667	-0.3700388537542954	-0.30777780994504345	0.14906273854125238	0.6919048680055796	0.007530610088267764	-0.3170243327989267	-0.3508672608265143	0.463853178433684	0.22800370020018845	-0.1310526140948797	-0.034065514151167126	0.9636134002155229	-1.2267214257635433	-0.13433595767693063	-0.013779746454580155	-0.30072100397502927	-0.46374763463807295	-0.009011475479504781	0.6961171036897856
-0.06691338212939332	0.7143170844934857	-0.3571218792477204	0.655274753740998	0.6240127156581976	0.00826406594846587	-0.6892297878178387	-0.5384603493830056	-0.11289121944697816	-0.17733509092054542	1.4911179390975091	-0.018295281654258845	-0.035430279624909786	0.39010750133818795	1.499429674271647	0.18194756581377544	-0.6641268629111894	-0.9964201647864698	0.39972592662973233	-0.11799942809537556	0.1216136520599135	0.30477004486376547	0.49245862818331376	-1.138805702558956	0.21803034816093605	-0.39567063346188336	-0.2402012924486545	-0.6887540600285045	-0.4145087925081513	1.1275496525711584
-0.2400261856276772	0.2932028514575279	-0.15023644079877083	0.6801648165417102	0.8514069135404002	0.0873675462331566	-0.6729661168750007	-0.4562983796328729	0.0034335428774383975	-0.04472305713404255	1.4821521808409144	0.0778440543968849	0.23970489487331692	0.2855871257894983	1.3262467277069423	-0.12847218270310812	-0.5254963409086899	-1.4225374441574123	-0.018043703662581862	-0.437891402988473	-0.306418747596452	0.8394132225907319	0.2731536500630374	-0.8240411293972907	-0.03281948441593249	-0.014454146907145457	-0.10971832870938088	-0.9013029808859062	-0.6771071659719755	1.215766499392452
-0.08756931819058199	0.992448208435057	0.22574348720960613	0.6731006216949829	0.8077062925521322	0.1180247871346722	-0.5114546969574432	-0.37805325090659647	0.06716072910924131	0.03279375508497276	1.3864507210573518	0.5603466990962175	-0.32088822955189356	-0.08281063575654429	0.6279165174235479	0.486247186312164	-0.26423644813796715	-1.6790814664413134	-0.24378643241955456	-0.5174017881052034	-0.47658784908514645	1.0271434704150697	-0.21862169100574272	-0.2239542879529399	-0.36604221483462174	-0.13813497323210594	-0.22847141913961055	-0.9863509548288583	-0.9318554093963765	1.2319649916437079
-0.8213533554701868	0.07164956479827389	-0.9409006949499925	0.36112557294785197	0.8031899421607893	-0.006326098006024947	-0.46611232917425066	-0.30626643910258083	0.05746009251854827	-0.34442201231538283	1.3022932765572544	0.8354807567113228	-0.572587864467649	-0.019727373326636665	-0.1745178494414663	0.34309710593037523	-0.13994889968464877	-1.6120667611380364	0.027410256676786943	-0.6518155839657739	0.27597649156723497	0.955117101043578	-0.512549385647407	0.4371983221114912	0.08207895857948534	-0.016790203448391397	-0.17030516377627747	-0.1895077564386623	-0.31091043503091076	0.9756029373744595
