global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14
-0.9839946728972366	-1.2708750676966987	-1.341219877743275	-0.08030478562744596	0.18922686033502817	0.10180960153690449	-0.11407374024053958	0.11737274375498669	0.15264942332924208	-1.0252155324230061	-0.7691149169713833	-0.2701783893731675	0.527519373221434	-0.8171071109221976	0.4731605243020447	-0.9076495677716957	0.23774099089869946	0.6906181764262311	-0.18711215812303655	-0.2669711404643957	0.0409946454423507	0.24208324956045357	-0.04595780995186391	-0.3343376834278447	0.15394839753114747	0.16577085299785532	-0.011899810521279421	-0.020658125479600015	0.5803920605874289	1.0448030257033172	-0.3381403648238695	-0.3306025822679094
-0.4889739462268117	-0.758660665359122	-0.031212282614163755	-0.025642300125815518	0.08398123697531615	0.17582455279457268	-0.12293975298293044	0.12796098163126407	0.4323477109737235	-0.80773918063912	-0.2550564024191838	-0.098081239790709	0.32764898323440134	-0.386624751399523	0.22350739853864537	-1.012077937465815	0.488272332040405	0.5755300681419423	-0.24989802814419373	0.4268333164594708	0.4720067537046786	0.3651883992111725	-0.33785671039940696	-0.4062444092981905	0.04589690773419176	0.642307764698397	-0.20285397261608784	-0.2922789053578074	0.7199019126724436	1.0175237857535944	-0.5183974971427457	0.14165036561065553
-0.48613680117881225	0.3936041439614578	-0.8101301849121398	-0.005128113754212297	0.16864690620661396	0.13980089228897144	-0.1307923440200229	0.09860898340440302	0.5864289589630941	-0.48263476879030337	0.2584678369364548	0.3522443703746991	-0.42518163974720385	-0.1824381131913903	0.15118059612936474	-0.6589333455369507	0.7452105083881587	-0.017145220100701117	-0.3736732076652743	0.36083548359236534	0.10409528391143505	0.4689381520542983	-0.25821415103889406	-0.2256496541442054	-0.008101358062546894	0.6648117966088251	-0.28203721603226517	0.15549264748901606	0.5738312033727089	0.6063845266930583	-0.21257168280129168	0.3278711997389094
-0.5888551119651149	-0.8581820943435134	-0.8969885081681038	-0.12525410708574083	0.2928228571689111	0.06740307556225981	-0.17274334553969511	0.1978532348885587	0.4683045656064108	-0.0667227979718121	0.5731246925776586	0.05988364335405567	-0.692525759135005	0.06318758842736431	0.3980098454373603	-0.20100146457021878	0.9919663512352301	-0.22479213711163262	-0.23683970990177602	-0.41798032448134465	-0.21903728226468752	0.44116712749000386	0.14561059248335545	-0.2190703619135752	0.6339279130839662	0.3632061994151994	-0.29602242105748394	0.3171505686547759	0.24671257962474705	-0.07146901790794903	-0.25902899312637734	0.05985994091602549
0.1000495032012434	-0.5390201984180933	-0.3225410806430382	-0.4909734895629059	0.2860536978854885	0.032853184208251444	-0.3693100245799828	0.11019961939403507	0.4483452324919187	0.40558206892424004	0.9532982598117666	0.047184418415504185	-0.25870505958861234	0.26081113148159146	0.4582920867035132	-0.18756402999940838	1.031675695108216	-0.6001595907590513	-0.0088306889141258	-0.9601389386194382	-0.260019906872203	0.1111401048277889	0.2361774125666214	-0.432313731425037	1.2885360932560177	0.00696567156748236	-0.1277462772370018	0.5586448928504044	-0.1194258314465136	-0.4412867549057509	-0.2362665119781489	-0.2193845180154885
0.8940979772781537	0.24361035385653595	1.1905172127129986	-0.36229626452507097	0.2421479092941999	-0.04707844392968336	-0.346106379113855	0.14106767697894904	0.6224161966916388	0.6377439383385215	0.8324696081333988	-0.24508111691950263	-0.0566323029239262	0.29044650270732403	0.7543892032781662	-0.45252377806216393	0.8777483004602676	-0.6319719533976822	0.3741435185285488	-0.6693854355696947	-0.010445147510929828	-0.7370658741894573	0.08180228901822688	-0.3467978251917675	1.1051202822205402	0.2461291810553358	0.14211888386851143	0.5717100097564255	-0.08934309557190347	-0.6489148936892599	-0.7128212785749384	-0.06328142239382684
0.8844630968065579	0.4604978099277276	1.3172018819845452	-0.42353993085758496	0.24949541519475618	-0.20379466960240838	-0.5207206076636474	-0.29895527538691025	0.7650075825229847	0.8868287340645803	0.8854608526929933	-0.09276077680328405	-0.08909851749804773	-0.0049374694786583	0.9442372365960578	-0.5148224427833528	0.8641200846946123	-0.30668968999037394	0.572872100444778	0.02822659166096007	0.5933822322647969	-1.145229013188316	-0.4033145529774838	0.22457647290679145	0.7390719153937049	0.7369469986239403	0.3684983400546522	0.5337832270665762	0.09844006313739996	-0.6380019985188566	-0.9963707699615239	-0.4105435724511086
0.5880465495597198	-0.6971527830442471	1.6296712814186032	-0.4887700115716351	0.26257701856635324	-0.23688673759400222	-0.844714430325615	-0.28115324285744286	0.8075598793085648	0.26939538451853406	0.5780958420403584	0.11346835358730217	-0.04170277056674308	0.208282854420976	0.5440872627792878	0.4378524033959565	1.126052217903132	-0.28519322363003885	0.970920900879612	0.2956255277236805	0.19217728892192265	-1.1960320593446976	-0.4425831541823717	0.25132874010204215	-0.04556784492946449	0.65537499708148	0.3699608639146318	0.46447286715106884	0.57119495573803	-0.7438112199255348	-1.0435804380131068	-0.7206792652082926
-0.1421922361392733	-2.506212088880083	0.9185311166972314	-0.3494243632084181	0.2322474154065212	-0.23610874283755554	-0.8224912628129029	-0.3033831633519853	0.7993514573987486	0.05731676576216276	0.30615682931774335	0.08796638807947713	0.28208021231646857	0.3934165566813651	-0.05228445864937112	0.7699131648373755	1.2850866746191478	-0.16784013083894497	1.0463127651403168	0.04896671135581888	-0.45465883945642654	-0.6293275487526133	0.12036170738716126	0.17328096746935387	-1.0126011463500486	0.2005634240037935	0.4819228418489602	0.013976301968593148	0.3407187452507213	-0.1023260060069245	-0.09293388498628423	-0.685060893828495
-0.4885897335936883	-3.2495889233925626	0.14415826858211134	-0.5765799290249513	0.18489070536246277	-0.24030667389996627	-0.8376598491913889	-0.39873568522260194	0.8569376759096361	-0.056479343893030165	0.15159776180706053	-0.15781260921025742	0.8435931475583225	0.5919216217233045	-0.2201207244606543	0.6407695632518807	0.7396718078307722	-0.16335914605582613	0.5424921554609967	-0.29440768029503556	-0.9993233960576519	-0.4637420229746297	0.9309103120321005	-0.03647851675212621	-0.8737826353625171	-0.18483833524266202	0.5978132678338739	-0.4371048778539799	0.249703333928342	0.6194800418120875	0.523658227321969	-0.589889072267193
