global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08
0.8696032108183348	1.3752256781297354	1.2674525558614178	0.26433016602527876	0.16797786507992357	-0.0032975525200023234	-0.1605720823527421	0.21689669388792382	0.0327880844588816	-0.6375902988548531	-0.06804947860272569	0.5410392478346088	-0.9824913763375862	0.3695848723702782	0.06177333505729422	-0.2629268943254408	0.48647415285276374	-0.8675356842895167	0.1504071061908433	1.1688284728328673	1.024397426766521	-0.3337494312503146	-0.7103694862412672	-1.1950804668096187	-0.7055567345928797	0.16765629189951833	0.01415495768515308
0.6924128605804059	-0.9566215888522882	2.642806500886352	0.2603500237962004	0.0840185120816654	-0.058643150121822765	-0.1321154350663807	0.01814056107958989	0.1318683292292205	-0.8783541343208215	0.1039085073321773	0.8943511361713715	-0.9011749239221529	0.16272535623559883	0.27231602101883723	0.04972570657252436	0.7028050928761522	-0.8641171747412281	-0.11149411516191932	0.6970839940941675	0.9287762816211573	-0.5273603786593641	-0.8010315771923167	-0.6750674226772124	-0.5393084084968338	-0.2556146753844995	0.2693214171339014
0.5138913745820051	-1.1755065835013645	2.240360676312611	0.29735083927214234	0.3634418674103338	-0.1162551795442518	-0.18980530365980836	-0.007045092833650613	0.4629686748284474	-0.8890250289325053	0.2551118359593611	0.9684364488785172	-0.5572111583329087	-0.3168724563252246	-0.265455045119212	0.31627975223312127	0.5548368693753218	-0.7644728298024734	0.06451805398661656	-0.06843273366662472	0.9409317961472015	-0.13762590925679646	-0.8514609085048306	0.1707014136944604	-0.9150930796537992	-0.15362003233799487	0.3937338938147167
0.714321167256301	-0.2505247229948871	2.5435652597979845	0.43558074827267246	0.5141138584275546	-0.2555891432218711	-0.4661447652354874	-0.0603396398966628	0.5054483229218948	-0.3131949192332168	0.22072221139991377	0.4949619198505177	-0.1680140333387763	-0.7203813173804964	-0.4067036315412008	0.7195856391405112	0.3424916228743838	-0.44786479254693756	0.7951719133371078	-0.09970015416785777	0.8349984229633648	0.043224769963066505	-0.4190509667269229	0.2590064643549361	-1.1576124766751406	-0.027963707127499165	0.22606384696239434
0.42496849968926775	-0.5702307308558433	1.8328918974887127	0.5616423887255912	0.5280341019861996	0.0560358483083927	-0.3727056489471643	-0.046761299203278615	0.5105323496848296	-0.10378580856533688	-0.06401763582788315	0.07291002677403582	-0.31775832217806227	-0.680182320545601	-0.4201308216750854	-0.13504916760564079	0.2957138399273978	-0.2883044301071216	0.9216887744605948	0.2987102829675575	0.14718920718726583	-0.17169767689132534	-0.09959235994416406	-0.11839256812556176	-1.4752154988937556	0.20070853122148002	0.1431993502050543
0.25165804424954585	0.4718141659340031	1.2181292743786858	0.6074298128429411	0.5336521805296452	0.05608542432963793	-0.4517582548999565	-0.19319846841296479	0.4636238689411487	-0.0812006042973363	-0.2084711196404314	0.052473923913050155	-0.626168126520617	-0.668845434136258	0.06288446016478012	-0.8027932981001012	0.18370832509584775	0.13412254762781295	1.0424718603905112	0.45962781494793925	-0.7757969502555446	-0.7242121309382114	0.3286981011848351	-0.30321394228366055	-1.0275400177668987	0.08142636869298187	-0.01196116344779864
0.4647450707745804	0.60647533329383	1.597542672251349	0.41208278816555244	0.5506140961171068	0.09782327996361737	-0.26308984350230646	-0.22668125365456374	0.2761913759070035	-0.6569457150029445	-0.6586693341440645	0.07639588129058876	-0.440505301515513	-0.10668551141197088	0.47300381356576976	-1.0523214682707718	0.4089041173409981	-0.19141242328502986	1.0088145226676968	0.3806928278892135	-1.3108962428275495	-0.9974735134339334	0.01830833730645867	-0.5830565381677452	-0.17370103168585435	0.5623239119960274	0.08788082561312024
0.6241288273147574	0.5573497148783401	0.8795668851572972	0.5224592845708931	0.5062090580433918	0.22372903852435547	-0.4053255507103104	-0.25781320338285096	0.25537566170713394	-1.0109675126246154	-1.23313879515077	0.25129822472859986	0.17489103054749985	0.10162917685025417	0.4557896787172193	-0.555022169568908	0.3807125286281229	0.0009792519405367557	0.8412385744943703	0.22641975067746392	-0.91741931818728	-0.7922509267728393	-0.7422956429416159	-0.4657715031026642	-0.18099590060105317	0.6440481788390037	0.11434991071509794
0.8536631084551087	1.1479004076437465	0.26173123544844223	0.3633869626093661	0.5135626524044525	0.15881827413848432	-0.6184222382655006	-0.3284322719477083	0.301921468141181	-0.6059116352277213	-1.4475247827296454	-0.04365027536177678	0.33359286185836223	0.29119410931759093	0.11486587982153117	-0.5760394033744346	0.3393098387104069	0.3414149927725806	0.6834722569790024	0.14143953342884769	-0.11717829178446516	-0.5367391680127014	-1.0070338989185474	-0.06187292714263162	-0.4764369814977014	0.6769083317435014	-0.504142696784544
0.7421998034239297	0.27934134218833484	-0.07315170458605996	0.19096614816881544	0.5168466733983105	0.08470602410835489	-0.6558134177096457	-0.3355360026641228	0.29099934673802236	0.09000380465296792	-1.2289831466879737	-0.8025038872358021	0.1432010612951693	0.24248025569655324	-0.5508965721317681	-0.9159345720494698	0.3498611011482416	0.08048759276376882	0.47738244503602206	-0.5098552477056086	0.29528150956590027	0.0247192772179871	-0.8560400888846412	0.06163516976596074	-0.9483598349321966	0.1662201784123451	-1.0086474171173472
0.11306903101449775	-0.7882847235577979	-0.7348812991864988	0.12790672544818607	0.6142608812777023	0.044732335234684284	-0.502107581460874	-0.3192918280736913	0.2542019723928434	0.38699753940472786	-0.4175249027866873	-0.8975614823056052	0.11073579549185254	0.12848400948643354	-0.36829820168726374	-1.6303529068332172	-0.016701752316503365	-0.5918923662576091	0.17516524189864294	-1.460552217387021	-0.022875751334004577	0.8676225747721649	-0.819442989085828	0.13363530549484479	-1.0937432077224483	0.011020776661085223	-1.1994384892416152
