global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	t_comp_cor_00	aroma_motion_00
-0.13974530687172823	1.9704616020999672	-2.00743174072621	0.21477590373920885	0.10515884170271027	-0.04804890813680505	-0.04267193163190611	0.0018191174190786128	0.006627793001420868	-0.024459386350396486	-0.41315283096072486	-1.460867258104737	-1.0590165420160111	0.09584406549748531	-0.2027010474642324	0.7551739306657285	-0.2786399316242456	-0.02247126880154872	1.1306584202622116
0.6304474517701399	3.547622112807754	-1.2413898429791264	0.20911864816417314	0.01516423103005314	-0.04003748637271678	-0.09471433573553645	0.26212006057038645	0.06921237556192972	0.17262659175393422	-0.31438843903270824	-0.6940905035998085	-0.5635376535775936	0.2900355384053961	0.2776239928672485	0.6350592953403414	-0.345926082462859	0.4034063419316542	1.2821867480515277
0.9072476550635583	2.562516859147147	-0.47307023015696154	0.24918179944720228	0.008193552654196492	-0.03083396894266692	-0.018235752528037052	0.24041364072563925	0.1675468493765463	0.34666192666353096	-0.341557126407903	0.0512609272260475	0.2566041602913864	-0.12501505541924973	0.4481571411254839	0.4101746247784222	0.13428373226205742	0.7214332534575817	1.1842643702566302
0.8099441826171534	1.1936363061901654	0.3485758708061385	0.2953752506542739	-0.05598690412541124	-0.10221214166979012	0.007459372144148588	0.3454319378299572	-0.20882045064429255	0.0448289080131995	-0.4522030551076997	0.8251596871812675	0.500124338196531	-0.14841175150202005	0.47975122950030424	-0.2646106128314117	0.6495253142266854	0.6637619047202491	0.7467681888472395
0.8302247412019166	-0.3798930853088289	1.5388915325682042	0.4092594712284714	-0.04331743423149982	-0.1609509441988607	-0.19310879089896293	0.44621456524460656	-0.13059662178608705	0.3605443908969719	-0.39742287001727095	1.386389424866763	0.11552498300728298	0.03000547452060397	0.17751925305166907	-0.4171089902753303	0.8636250831384904	0.18279730812853506	0.24131826925858102
0.6575512386911186	-0.22209534584709	1.670091011309662	0.6686328010935549	-0.13330026539423984	0.06376840848938725	-0.11481445927430484	0.36296576897750704	-0.19440370510833832	0.6505452186940104	-0.31110935495282865	1.3018397336573726	-0.018802903277957056	0.5741440858321356	-0.31905140687929545	-0.32224989292415	0.9439384830472523	-0.44591085522756985	0.1007689491734113
0.4001509001691913	-0.732825103236596	1.616739672434753	0.6740517546677853	-0.11678817891612167	-0.025810377964564576	-0.24960643260058415	0.3569035484516384	-0.28077058222562024	0.7838451411560446	-0.12840414909155642	0.3068770583166132	-0.49663602285273545	0.801280796984656	0.5055000179803032	-0.1123445454777753	0.2559434913791046	-0.7658037135429046	0.4275982848917695
-0.021709704673383748	-0.32798627200606917	-0.2302416383142893	0.7946217832895023	-0.1552531044285858	0.05804456756997295	-0.24556816893587136	0.32052641909499957	-0.1277201961255244	0.4351490332564014	-0.6260653173067467	-0.5779991554109077	-0.25763087081318176	-0.06326607208921291	0.7613588522260402	0.1186504663933755	-0.06541541653067448	-0.3311689900292176	0.3563984748435386
0.1820803449736966	0.19160682620046665	-0.6193346138450868	1.025635366550161	-0.402565004181097	0.028608591025299127	-0.23454570911918307	0.3255411307744069	-0.28788008374352386	-0.44388332960578397	-0.8275748056925323	-0.8112907931126117	0.2111639696403264	0.0030135300261878513	1.0276510742178293	0.10861958151170316	-0.3792792297394012	-0.015919148121659704	0.5291912887754828
0.15571993595462977	0.9937298600466753	-1.1529751689042695	1.1089113228492304	-0.16833491580321544	0.10112596400807863	-0.22159804337017136	0.24840510719936493	-0.2972122997870072	-0.43506974146196103	-0.5679828572645027	-0.35103413755223234	0.7036162757181116	0.5006395005183634	0.5368633814622056	0.3187253307966275	-0.43406666521489606	0.7993111661227472	0.42116462111495934
0.3797322332795461	1.7084812967189862	-0.47521350006043367	0.9689565182698189	-0.2462040267428098	0.04757643235856031	-0.2398868899674706	0.34319082143521784	-0.29976138603423247	-0.0745695343052364	0.05137164831603704	-0.05113027784366602	0.7063257351431742	0.8319916630302688	0.34641713793484724	0.7403415616944617	-0.32454276903142215	0.9540908100185437	0.047774487193013554
0.8477120545686764	1.1398541730495964	0.3476127100481824	1.0102127458680206	-0.04865063867994396	0.03880543730696482	-0.08910219007783743	0.2455747797499231	-0.3602616313352215	-0.327018347907831	0.5757772226170437	0.21705150815936908	0.3975724509106889	0.393989445831471	0.30016460280949375	1.075218455809131	-0.28563682623824	0.3957360786736863	-0.27839602805664665
0.6556256670518126	1.0551333120942736	0.027441434244473942	1.1197047670589964	-0.1107997318064822	-0.12618569257501347	-0.12097684776314135	0.27071612889431884	-0.4433297981234492	-0.4220498575895135	0.7593942349919847	0.33932682009846044	0.10693677192044658	0.026487598950879987	0.3560160104060222	0.6361518276418406	-0.38710125169614307	-0.0723524051645932	-0.1804010548504499
0.15375472802139492	0.3991515037307062	-0.286753604292723	1.1007736964258446	-0.00027670732688203636	-0.1813648996109422	-0.196175727718678	-0.2663453425625235	-0.4139188349273325	0.08098436048274534	0.6919583445789677	0.22953209600764055	0.14273788129038528	0.16399169411665931	0.21764337834523276	-0.17256804663495404	-0.11830008375553075	-0.1615423561024875	0.06407229393005355
