global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41
0.2920750263321591	0.7432904927706772	0.026555337818574776	-0.06324041086360566	0.019406291330769987	0.04402575042824374	0.1954827869815382	0.04633615375311163	-0.09124083601826627	0.10801051055735672	0.23440944090650653	-0.768564752543718	-0.654245736477033	-0.11090815896145205	0.5937098860772472	-0.07811782633182315	-0.6149607352307963	-0.8661208538062588	0.20583203120180338	0.004840115864114821	0.5641430422007582	-0.022376948086944282	0.7754789395176347	-0.11280584309893937	-0.10887819322540952	-0.3188008159438025	0.412722237549143	0.27459500614496624	-0.1699295169945837	-0.055877528446760895	0.18143844249138907	-0.32348662068130324	-0.5578288122090174	-0.3030126989579302	0.4779612742941997	-0.37122676375263314	0.5813296037320895	-0.31581136227182993	-0.05486282470847762	0.7155324751462118	0.5909791256511117	-0.721806571759778	-0.2699624924349207	-0.6101404956580198	-0.005846312976558238	-1.0037334250367889	0.7380804045022858	0.36714344180843533	0.2464276174588422	-0.3009381468457242	-0.7726949746102487	0.9945321109748445	-0.19144663266796022	-0.8489663649625304	-0.06443913296450425	-0.9459153680408046	-0.5556713411665869	0.34447950277687106
-0.3703835277741361	-0.49133986025260634	-0.6293756485870504	-0.1536861963858856	-0.06171669045996067	-0.16350404282957443	0.05127249198386433	-0.02217324262841109	-0.030186656719001198	-0.004226911122863271	-0.6898993592525653	-1.0087937406430956	-0.47938265363064925	0.054548353306394376	0.21462648798349063	-0.27349616718433045	-0.6305602253352197	-0.94580314175535	0.4821178110081262	0.06153913642570254	1.088920128806768	0.10984646686996397	0.7062048195871428	-0.04848398067513912	0.19151917740593927	-0.8421756554884087	0.2960346129770117	0.1183497563531082	-0.006120433084698163	0.2697889676227574	0.12331873767377155	-0.7338657133929075	0.04043903200176624	-0.010320402853453373	0.45666323837116796	-0.548922434810881	0.3961692811966061	-0.4366527689637544	0.29290861893275305	0.5663782645648995	0.6586969967675022	-0.7014389968826245	0.19474246573002416	-0.8316353574903564	-0.200428960061216	-1.0379247391666897	0.4422166765636806	-0.24491193937696568	0.4958490541782128	-0.5650606739678106	-0.5097185011047405	0.5696914592383004	-0.05656383966301897	-0.8005681717050422	0.17050533795826844	-0.6612931804724408	-0.7077256415389281	0.18962457357499474
-0.2265710080823961	-0.5369269747805292	0.01712752924978002	-0.24446619289284616	-0.009796085460522755	-0.22025704180702824	0.14049410993566336	-0.0858785583481661	0.11485461316510737	-0.1613619010300925	-0.6912546423025528	-0.6541624540190859	0.38715735773376764	-0.0643469407179426	-0.24861049648842298	-0.6441342023775746	-0.7929032921619319	-0.8457637432507815	0.70103964585071	-0.17021101597721947	1.0426087866695095	0.4570779164639988	0.09083724125754711	-0.05306181961511362	-0.08886416000347998	-1.096702104154635	-0.46539804378910105	-0.2277186359869121	0.39235589806415183	0.934355121350999	0.3482871914962769	-0.7476192658017679	0.3584319401981659	-0.3598363925005655	0.1112975828013707	-0.37242886060731817	0.3469184530768001	-0.21149357381530978	0.36226281288182544	0.24358929117722142	0.5892261326691446	-0.9612471344490198	0.467759683493294	-0.36735996008783167	-0.48146833087246615	-0.20713075700210937	0.23468082804915755	-0.22952583003468027	0.7947796167923172	-0.30993100672576657	-0.38902684156135175	0.46867571834764515	0.22511273363231304	-0.6741071571923314	0.17007371924690887	-0.5534069725374738	-0.6445097836121287	0.6302498302022147
-0.10727632313910004	-0.07212585950454459	0.6113984785210204	-0.0724276710740136	-0.04125026816908156	-0.11596699872773628	0.24185490095038767	-0.07152604330297439	-0.011326400159033051	-0.003517691084010437	-0.3096823795850911	-0.11099131652244719	0.44516315799710315	0.19753842263196858	-0.5975362001445447	-0.6390307617136832	-0.5980520421686503	-0.4005085252350118	0.7687125873734523	-0.4057812784817062	0.7317350814234621	0.11087554307240652	0.11608221895118002	-0.1399208249774655	-0.20747577854850216	-0.8815292251115124	-1.1202565318151028	-0.09990144088672791	0.4663394619624313	0.7162775483277128	0.4203604169298691	-0.5134912710525517	0.3511404142911159	-0.612105313733537	-0.5339441036374983	0.048079339095369676	0.37663341966590436	-0.3599737583645502	0.18699742382279586	0.054333765286849085	0.4090892289313332	-0.9386177159612619	0.49839891604001263	-0.45557174973336095	-0.3453960453093379	0.44884094705962707	0.3632376382159017	-0.4795205828386568	1.2039678547007462	0.2027147736005163	-0.22254609646800386	0.29582211172245154	-0.13001381987227015	0.016676898910026793	-0.16414611186090916	-0.36801487163515273	-0.22312082773988193	0.9172118664523892
-0.13733761739913922	0.7883966737843162	0.12137316194869212	-0.08979324815831269	-0.042654566655919504	0.03826987745699281	0.2319746184187171	-0.13339165762411334	-0.036373047022896066	0.49687637411017754	0.267333465956785	0.5887993485309629	0.5616126350143944	-0.08303238411489917	-0.18478393828976294	-0.5741542399588614	-0.7883257297343861	-0.5033917741012675	0.40530885678277007	-0.7141942340423683	0.7577370743858286	0.06105634789029222	0.2615263394793723	-0.29153309003727723	-0.10112284297008856	-0.5166599232829674	-1.3044911459328787	0.7117382625077169	0.004242891713129666	-0.2924467312134201	0.34435545689154057	-0.6089580492138937	0.30640223301436204	-0.38909089679465825	-0.8090882932117225	0.18780747597453962	0.3182585621070803	0.023206023751000174	0.266799929676932	-0.372701427106065	-0.020338474363973943	-0.8806621030053979	0.4712662990161555	-0.2754473444289471	-0.036945802443556434	1.0199094949639655	0.7225734306035031	-0.3152203489603207	1.26697245186383	0.24537661782369838	0.04855372361375123	-0.09737319020619245	-0.43818479863673554	0.04037224393984047	-0.5098203979380175	-0.40746451662132294	0.02863017317593145	0.8578306342060186
-0.29893032782495665	-0.4327340486756597	-0.16069672170806884	0.0380735469809407	0.15503017742190894	0.051730816962881294	0.2860731512219444	-0.21016222403458842	-0.05599916063125268	1.057764360889848	0.6145817733157499	0.9584498442059776	0.36530491799957754	-0.13028366740969205	-0.024431878863634893	-0.8528776427776381	-0.996545354636199	-0.3808285396921598	-0.3353876143661244	-0.6116180284526045	0.557147297842037	-0.2813702118219678	-0.007379891469604928	-0.28272392682497477	-0.23024193739659626	0.25791579954540633	-0.8584915677735433	0.9933226046238255	-0.39150628343862903	-1.146086225288875	0.14648181049344128	-0.9056352875355116	0.28751424592597574	0.06769688843570686	-0.5348607703269713	0.28794396380652754	-0.01811903085784985	0.4772061205950291	-0.32898063617852813	-0.669035443054489	-0.22803876823064506	-0.874214488190109	0.054282873064871215	-0.04837337718042829	0.5675804858817222	0.8820000026854276	0.8822299006960639	-0.08284360682743781	0.9223272740608679	0.340170503018262	0.19436867195357865	-0.4660869817249426	-0.43554145666013827	0.7502268295429863	-0.1669241582597351	-0.3255634063581604	0.01590966384134549	0.31177704876760914
-0.3232249263495106	-0.9630770687245205	-0.16544532078142768	-0.05341558756099593	0.10250149255192659	0.21117601571659933	0.17168006366051924	-0.08739183681818771	-0.0721793174739354	1.0073112021815644	0.7111087401943983	1.0426863759968283	0.4910799764273874	-0.24686857486559746	0.23263248561328645	-0.9479520647646276	-1.111902152085182	-0.5810834589586101	-0.7638041407383216	-0.25151268625226064	0.34205989031621503	-0.5201320551520643	-0.39369648826311315	-0.2359563645448958	0.092637951305959	0.7517652966253691	-0.6587202952492325	0.9257512595763174	-0.07639445414530607	-1.355636896748732	-0.2506534553614784	-0.7805409920054056	0.433989383223229	0.6333510920105085	-0.2126350432101135	0.7237494312002173	-0.5802486452811356	0.6818491308564566	-0.16536625459935192	-1.136197245626524	-0.34279098041553574	-1.1473101679193871	-0.21296215846395683	0.3407629023712822	0.6511021774857177	0.7744695776087741	0.4029425780305197	0.6247898426773097	0.044808079233329697	0.5585829318585885	0.12453029438221352	-0.5309813194936078	-0.5170181314720997	0.7622172052004467	-0.08874168315583567	-0.2300772506713221	0.08807779631760582	0.12752425917278837
-0.22032484972776734	-0.9933920967389165	0.19149834262037926	-0.06693964261112031	0.07203615873932709	0.26576090477653586	0.18043197772363703	0.06252332727979212	-0.13678321769489432	0.8281163138033469	0.0695253695417644	1.0335371433064868	0.22973467871476652	-0.5023789363564953	0.31780332732201455	-0.9554988308519529	-0.46709398172721034	-0.8076344260910044	-0.7344818626964317	0.262845424319733	0.17133757688818413	-0.13688164732087052	-0.3988340682767099	0.07585623985292221	0.02008898469893299	0.5533477894688249	-0.2559700486654509	0.7598890003410942	0.08080969847141858	-1.2565540866490288	-0.1813963491195414	-0.20586223641260626	0.6115695325620013	0.7609317135549377	0.12680568605522108	0.7033027429989808	-0.5345162719517433	0.6716825650959946	0.14055444296806816	-0.9760363673557051	-0.422613216004902	-0.5000623034926394	0.05983423259911746	0.26253164404197044	0.3283649068175536	0.7097524543746162	-0.7309656879472121	1.011482503180862	-0.5174979793817356	0.645554609558508	-0.15740769920485223	0.017078802787480214	-0.5916347695912176	0.6669695738752419	0.248094198790781	0.03840447713222377	0.38844326180035105	0.1590029391123238
0.40576038798220826	0.1270763115638151	0.7053241286077603	0.06319811032531711	-0.006895381424885508	0.2103952646969381	-0.277362691633941	0.14830519361266092	-0.16406344056431663	0.6459724422673206	0.029243656113533134	0.8698479748769399	-0.2912181101391393	-0.7066589297921447	-0.08135253183208989	-0.6487796247738213	0.17924371851902726	-0.6210802921714048	-0.5072670866038781	0.26643032775295783	0.15745101833694106	0.016895346480997206	-0.6195230586293899	0.29709787740853916	0.24682886601064477	0.6243279692469479	0.06559023742568763	0.1663575115168173	0.043345874196938895	-0.9148436933472965	-0.3749876512342889	0.36971583635960065	0.6539075745427227	0.4924423462499433	-0.03839193281638586	0.4962785450849428	-0.6102383476117474	0.21826977980531298	0.7626499511323739	-0.7647593558340664	0.04397655176272428	0.23650893384609123	0.04866456481092165	0.21796202902404907	-0.005710690660044918	0.5384537236404151	-1.5302181375871142	1.1761055933402522	-0.8367922262595494	0.41786326717172745	-0.5087537164061653	0.20911273929247384	-0.0763751217431996	0.3987613506836453	0.18310704244029108	0.32692679728911095	0.6075606020897544	0.09806782375278322
0.24666218025395387	-0.21582304372069105	0.7917239553926765	0.1716160130121202	0.21131995583680302	0.6122540457246456	-0.5741890100107117	0.04982915729520629	-0.4750585090122206	0.37225412881834224	0.15733992996472554	0.8820496829365325	-0.20598611428608582	-0.5337878575174809	-0.5091127392117724	-0.1977798313700951	0.568553782463437	-0.21960649125594545	-0.36647156667636327	-0.2766684380690834	0.32608719805322106	-0.012246396092281203	-0.42085770143341006	-0.009533132552592435	0.24054619309342726	0.28075910938015664	0.4481847995160218	-0.4059146494872692	0.18343986943599155	-0.38606392113101373	-0.4938312607612247	0.4520492649600277	0.19017800672220403	-0.2715804283720769	0.21908943469812336	0.03521384816515708	-0.25606492243750517	-0.4952058039800293	1.2491601043304963	-0.38996152931154204	0.98323321532059	0.45669002578961526	0.10918954818387626	0.11248217348351895	0.15087774838445672	0.3917948805386011	-1.4033086699259298	0.5691084970465196	-0.27491710298177297	0.30101127418231377	-0.7899694066443647	0.023184650172163857	0.16867292149152383	0.16192454066594433	-0.26068411586708556	0.4238085689341481	0.6722031735401063	-0.3219110309800717
