global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05
-0.5482741030252829	-2.9786559489005233	-1.0011201108420238	-0.014622414664606244	0.12567308380880013	0.057603487448731144	0.05182558570604084	-0.06343668433484595	0.05753212339636571	0.5626548969839106	0.4508171724763796	-0.18149342026738766	-0.6617984356902915	0.8675441582112701	-0.3573914282857223	0.17279455023850088	0.2608765031130974	0.5575729863063332	-0.9656990798246851	0.6138717054884355	0.3200538412208889	0.18261517848764092	-0.29522009903534113
-0.0502657827256435	-1.3102054735287123	-0.3306586481305508	-0.03542708891598429	0.14621497616410684	0.07367568249727108	0.1270672207144239	-0.09355616361494112	0.20063378327852086	0.564055785973332	0.8603789576229304	-0.12517984017945416	-0.7829675423211554	0.6702825965339112	-0.37656498542719063	0.20419573731448976	0.04706938777787915	0.4619780534923179	-1.19366144534749	0.6927608444516573	0.7423321282199885	0.29624962673310695	0.13303002951006715
-0.0418012931620757	-1.2269342414250937	0.2604180377781921	-0.16230360053139822	-0.0055138017529686445	-0.07370340607618639	-0.02852207306145141	-0.21357774910521035	0.36744967450567556	0.25693676128191417	1.2110663244193702	0.20268525312926186	-0.5725085490362806	-0.32014326004863075	-0.7543646459449049	0.7041267303623858	0.28175486941498407	-0.28754991594635465	-1.0290564958895867	0.29574046091475603	0.6677779171001055	0.5550033154107914	-0.2767615305162304
-0.2691493790394452	0.2597927962667767	0.09396473513206544	0.22954103484452706	-0.11139333655768568	-0.02648043826738347	-0.06121707716305066	0.11252454456837915	0.38177758303098863	0.12056337939052716	0.946648552409424	0.21740500218957795	-0.4595072229585239	-0.5074644389618984	-0.5755025647255746	0.668433582695503	0.7425527020358202	-0.6517412795438325	-0.8023573031154249	0.2866774131383136	0.03474505204685473	0.8786653538948179	-0.4175869423526285
-0.2981606214147711	0.8173859787104159	-0.06295335170122263	0.2699556353117199	-0.5336111200693039	-0.14789214757839259	-0.28475023414444495	-0.05533302169636814	0.765451626559714	-0.1759530482457543	-0.06625418902983389	0.12629564490011497	-0.37771300355820175	-0.644406689340345	-0.19227971087091378	0.22859824301840456	1.2936708458030348	-0.4212375979351007	-0.7615920828524375	0.05849789539430662	-0.6300687191285361	0.8002990439389828	-0.2318076378538217
0.03883985334829762	2.0061557211248644	-0.8046790327479749	0.1988058877555628	-0.5624571466336247	-0.2931343020095557	-0.16031692718384055	-0.012392570875360207	0.8072208061839616	-0.0641895436873125	-0.696306012132711	-0.5512583123630023	-0.4676499808511419	-0.31561791966858815	-0.3663846441699279	-0.32071265082621536	1.1013607781570638	0.022257480070194652	-0.72704793595473	0.483736066487695	-0.6848126822762672	0.65443692181124	0.17176755938190194
0.47084797591100114	2.443595888731855	-1.023486601712916	0.14427588296803853	-0.4965257046361875	-0.21891221068251215	-0.08887583135146829	-0.2620765643309323	0.6833089957342059	-0.33715294703180787	-0.6565844356801163	-0.8641088637944409	-1.0301979511033832	0.05205698656928755	-0.5817363837053408	-1.056864840813524	0.7194115653381513	0.1314272078386805	-0.9482672228666557	0.6098286022541697	-0.3865446594244107	0.035190095363338315	-0.11189079105823896
0.8308366073814574	1.778627936957998	0.011895017616933123	0.3901254640806254	-0.48591529820154544	-0.3329441598375538	0.010861742559395565	-0.44536715701721263	0.8121775425572864	-0.46606114143677474	-0.5217984963059572	-0.743447000071617	-1.166148044272129	-0.1429949435493605	-0.32852176074317935	-0.9083039541981573	-0.02316788443459568	0.24013946683592702	-0.7878517254010999	0.9487470767437641	-0.10777367411638518	-0.7356465653946459	-0.854769906410477
1.4496126186510674	2.195501948059883	2.008698155234865	0.4348551367474115	-0.3596451141425705	-0.3220561152160566	-0.18582522193570591	-0.46600521776301906	0.7588415317459233	-0.7856071871644982	0.13383558973168264	-0.5767258241361332	-1.0887503514366266	-0.6448418486341134	-0.3984571177940024	-0.28843127975256583	-0.42348526747936177	-0.09183396234565105	0.46142637519428087	0.640329525698691	-0.5392381010266202	-0.7948618477978657	-1.3106644678854136
1.3752475366726973	3.306946655015163	2.162412580923508	0.4617101154364304	-0.3023485725478997	-0.2622297540613111	-0.07208195431974804	-0.7774655167281578	0.9359174228144567	-0.3957999779089378	0.5521837412222258	-0.3391230248945133	-0.4591920643945475	-0.3519883912016009	-0.3573079487976701	0.39013194929692213	-0.37096686589534855	-0.2874891993228554	1.0319577099691646	-0.0015907458684477546	-0.7505218945955516	-1.123638615074687	-0.9327923621262113
0.6226004575756736	3.1255074367778533	0.5760877516243398	0.32293623121905396	-0.11107379040316812	-0.28252140177003265	-0.18063401260213588	-0.9111972497348693	0.8360103789277713	0.10660597116667077	0.48132546626574085	-0.32617687374562165	-0.047550477108037455	0.069332442244088	-0.5638145251291093	0.7767551837615827	-0.3407870649902947	-0.8911573781824045	1.131708470235574	-0.31406449225472294	-0.44256292611243464	-1.3041908470708805	-0.516920203024798
-0.05824096947731529	2.0456196117240517	-0.40420705172804805	0.29608456723301074	-0.12750722801702746	-0.2033248241949086	-0.46969137307092435	-0.7506173343046206	0.7395032324289196	0.47249382086161873	-0.04579373488707285	-0.6141695217167458	0.24961550207029287	0.5195892416436309	-0.8579348757369646	1.2395351718515524	-0.6343841407982227	-1.2741373924299018	0.5035364076117337	-0.23457938704467607	-0.4348359666781977	-1.2856776948772168	-0.19160131639582312
