global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36
-0.20532029934747453	1.4580945373389842	-0.46412852615496614	-0.01707642769739157	0.08438351029826299	0.18614622777233214	0.12275105258278796	0.06571939862213204	-0.04476147264970993	0.35839536135559535	0.696423729762126	-0.3230148308119237	-0.6899036473871818	-0.26017551848233345	-0.39720377133686974	-0.4817277301038695	-0.06437526900132287	0.5869562745121261	-0.49681514384630476	0.9307912180467105	-0.7767275962622756	-1.3617364031828056	0.04540209521098802	-0.3034708353036301	0.24730588020088748	0.056165093213889065	-0.3203513161571896	-0.926195734575511	0.1858649886551866	0.40046403437153266	1.1508212227648429	0.09235330947455113	0.43648323889606794	0.4968954000879232	-0.1046075856445251	0.5730530209431262	0.5442931690457565	0.7292988346457557	0.10900022140173354	0.6291024066482561	-0.4530931420315425	-0.3385207268970036	-0.13771502917492012	-0.21637030152906397	0.006817438614808609	1.061584824462836	-0.11081216011170836	-0.35848269312911485	1.275543658933309	0.7085430354249245	-0.3358217118756409	0.01649231499544095	0.2730496657394886	0.18738202251485822	-0.18730213572180068	0.7068270300413956	-0.1372262012243298
0.48827211750121136	2.2002439992557425	0.15074425059311702	0.0737570361069033	0.25298495202799204	0.28609180804258155	0.03813936538262119	0.4039268074276081	-0.027416851414974408	0.8082517863716154	0.9411455961590073	-0.6362526208055928	-0.8512594145940044	-0.011920220094331455	-0.31306873041479955	-0.05600529366180301	-0.5275454542106826	0.27991650467196666	-0.20934796439918263	0.9446309541361868	-0.9110633537688191	-1.1444515081209716	-0.31733867927960663	0.5974542063400464	-0.04464929788119799	0.06292515496765165	-0.5223491830595381	-0.5717138489917689	0.12066939493590519	0.751403236561243	0.7574536347293809	0.06973342027022074	0.8686443148560389	0.2342986945298395	0.12086560370699559	0.6751919353541406	0.838486022151421	0.18649070784162544	0.2547113067169004	1.0735607643707894	-1.1576197754779929	0.44646557822010097	-0.3753472807093563	-0.185157643282862	0.7427595076154689	-0.00990484838160718	-0.060654542999865724	-0.5514324436821564	0.7649435426126723	0.6724326474651279	-0.21118940767154395	-0.22500349980034726	0.12305669435524877	-0.0059974650204197245	-0.9084424433989753	1.0573836335877913	0.003461305710840776
0.7127823547774979	1.3911104680701303	1.1232041359881326	0.08561981969864246	0.24984835121471657	0.31164552952421476	-0.22310149595141993	0.44690647864120653	-0.04005243562987977	1.2553312114232704	0.5608691639054834	-0.5285183580639022	-0.3219667128113565	0.3700951525990229	-0.27469810208064743	0.5617184076091774	-0.5689586637709513	-0.40387358795719464	0.31750107754607737	0.4690236395243451	-0.41752509698231294	-0.4185918193397356	-0.2831800164471389	1.1473970689697361	-0.21736391068014832	-0.31818104742596115	-0.30158975830458756	0.16499607489444487	-0.036892855859085714	1.0486306344636669	0.29850467866744246	-0.36415208765638457	0.6972286052224395	0.12299213082120372	0.437541952753886	0.4214981346487793	0.4315929853569712	-0.4882762023342885	0.07040286545540192	0.8645995537096024	-0.6201186180146212	0.4186252771685655	-0.42846952088452406	0.7104910061215274	1.1004838326009467	-0.27901562543182046	0.0557727297910179	-0.34616577427265083	0.6082658379049065	0.11009616103178621	0.28705546047070585	0.03332360325838323	0.14436892521049705	-0.27536944046924755	-1.3896991150274753	0.9710207598850001	0.07672315706809951
0.6568289373011946	0.49395583693684364	1.650867305004176	0.11892981518727705	0.24389526841345013	0.43377351739860776	-0.43735619186752606	0.38670593456210917	-0.07651837350408064	0.8154479535422547	0.33783256766028724	-0.27550735172603885	-0.4762415966095908	0.5956521063249364	-0.38800482266953656	0.9900576443794395	-0.3124823122839348	-0.30209618396548665	0.5779926524950746	0.07246736760409704	-0.38560373099433476	-0.31843403921379654	-0.18252066169224943	1.1043866873036252	-0.44048564450188665	-0.34748315360711207	0.17825650803442972	0.6812104367533921	-0.14301269126954017	1.4532737211702897	0.3874057198937193	-0.4693188536912761	0.2802759297451676	0.009764303935396129	0.2598135050706646	-0.15896707310340907	0.0657596048682594	-1.276150447268394	-0.16784654103075844	0.30251910951877703	0.08630937306036293	-0.32886469875473584	0.12408428263060028	0.8644681526773592	0.6391721306698839	-0.4010608696048862	0.11414378933163805	-0.12470769940893184	0.601050436367592	-0.2867226589551942	0.3233898252944059	0.24397561415271118	-0.32545658988163434	-0.643262438565335	-1.1468379713322787	0.5986841730527115	0.05263788359326461
0.2502939312249833	-0.609425518785097	1.1886113962124438	0.13634974441135683	0.23011551479909836	0.39854172674323346	-0.3349091069917994	-0.04470161186395971	-0.03852836046085984	0.45895507163319477	0.4698274733473722	-0.3270203878404498	-0.42562233714367326	0.5549224412363855	-0.5317310895355604	0.98573998242523	-0.44768430770779033	-0.2007918917658193	0.5297691875096527	0.16189824741628384	-0.5053368510185265	0.2527489330898734	-0.38901027794362997	1.1129717813934	-0.5948510639472068	-0.2531779802092246	0.49453935151543804	1.0553947430598956	-0.5875957271596791	1.7078468266386841	0.7675055098476633	-0.4659613048907058	-0.11815009560506272	0.0721405872739178	-0.31723159758931263	-0.16899758631906328	0.1544058725711969	-1.2225488534272273	-0.22561892962718463	0.4709611325877595	0.7184013030993684	-0.7506256486618134	0.5469569581143147	0.9954417085460572	0.3667857629924914	-0.2270797102027668	-0.0919257254979516	-0.29110106309405226	0.5160759556459587	-0.14555308113131088	-0.05262804718900777	0.6861425857316774	-0.728484762333494	-0.917899714281219	-0.38890453931466196	0.4648034336585426	-0.2084149794209979
0.2150040627510075	-0.6801072935196284	0.5457165310507541	0.1628063957321884	0.22270662476268355	0.3693419899723869	-0.2615006354704121	0.08307589149284514	-0.006476517235058765	-0.22964972426215524	1.1006375601435656	-0.373033786665306	-0.4686447757161529	0.59264512045234	-0.3265220965989585	0.6926331240385595	-0.4296140238947944	-0.4067518813158182	-0.22508726158991726	0.6459176033111261	-0.5610206977412115	0.5027711178803339	-0.6712935292596153	0.45430410814214706	-0.8599184259938718	-0.04972178643628712	0.47571149964377685	0.7957369083455471	-0.43223291071861747	1.2489592768995064	0.8414304656253863	-0.40394420234294787	-0.43292081491231743	0.027462231134741943	-0.3325929917101661	0.47307802072977084	0.3484025822806262	-0.7781982864603115	-0.11801435014697055	0.41280105233450676	0.4325921398965776	-0.6881482936429731	0.4927934271222453	1.2294982070581715	-0.14382628090298571	-0.2573073919482363	-0.454487994341722	-0.5271716235209564	0.2543158260529946	0.21105645689372426	-0.1764879224043146	0.7451215338970608	-0.34081266732172844	-0.7573724497689039	0.2832063706152025	0.5608585844415047	-0.39156574176346903
0.221474963330764	-1.1227924449943278	-0.01758432271790423	0.11197779846430216	0.23138513302704852	0.342637371860735	-0.3821998234551534	0.039127300493981484	-0.03930826635092684	-0.6461535335746591	0.851889173305381	0.08225521427972968	-0.502486837643633	0.14125531130618493	-0.18358532655751478	0.3363657654524277	-0.42876595568058756	-0.6663567492967487	-1.187604880093873	0.8078574425142631	-0.5215274178733905	0.24418951424159116	-0.3974690378479644	0.41502338788805965	-0.5975039794110383	0.09786656002676963	-0.05900445269916338	0.7168161968453434	-0.1945370083739141	0.5312420015463868	0.3787792447862935	-0.39462460148284106	-0.21305478944878825	-0.10301054732836247	-0.23580552291461634	0.9236541088020412	0.40644974768015246	-0.5162027552128365	0.022411077671161864	0.5089620907390459	-0.08209786135917432	-0.38020156673593397	0.3668426222117258	1.243865820309234	0.3084495109866789	-0.42047592178453064	-0.2677325521766111	-0.6722029560289936	0.2618290092308542	0.3251143558431069	-0.2949228117660675	0.24612733936022124	0.7148424928282635	-0.7125246748401558	0.635695652283809	0.6699749462549699	-0.027247255547541017
0.2714880294966224	-0.6649456484157386	-0.4699987044233025	0.023103854887415454	0.2167257880582364	0.25078803204049294	-0.3902210311706865	0.00013573481549513516	0.03586435378560053	-0.600489577365346	0.7652681659568936	0.1881573453008659	-0.264149881707366	-0.39859240487578784	-0.002559493226454059	-0.27407018658683113	-0.33252246434721383	-0.6156208815799749	-0.8625003395690024	0.07826865100967967	-0.28494703950156897	-0.14540413268426627	-0.24088020963125154	0.35026119205493966	-0.7585589506824044	-0.08133263277107088	-0.4527719185476952	0.8225987980633189	0.157639498759662	0.4052538199131919	0.19709569613887823	-0.5537745570947415	0.09925906839406995	-0.06318854346714677	0.08971499364622508	0.6659753234631888	0.2941370490955516	-0.15179473378440164	-0.6322135899905468	0.061103475279241114	-0.7221429615749937	-0.49516643259564325	-0.10628538686720089	0.34197501582720247	0.6465687160717773	-0.5703163078983524	-0.18827363226077032	-0.7789482188433683	0.5247901917174543	0.07663164393875388	-0.20987922099157333	0.4452378862183943	0.8587976439627546	-0.4971725670629432	0.6832912074337476	0.7074438535549619	0.6184017490793511
-0.32846999849362235	-1.059720492937002	-1.4061675483285259	-0.0918542757731175	0.27632736888204745	0.33777289748504336	-0.1454003506762503	0.19579126453527537	0.1266153272518935	-0.306789506189707	0.7725186381728193	-0.618626372450972	-0.23209090395839396	-0.6512598329959508	0.1638466462121103	-0.5416295199328015	0.15438284868871113	-0.02486045056586251	-0.08249290853780743	-0.7964700110817784	-0.26531334945023155	-0.5903785670812847	-0.49734012747668943	0.43968066861839716	-0.4858467457472772	0.02663923554699761	-0.5074217891924383	0.6658215719607731	0.029698977439547834	0.8317466832840639	0.23615664758113333	-0.2289880225946314	-0.06461367050617182	0.34563634968271867	0.3271175523138614	-0.060201256358996834	-0.02924123567638239	-0.21923892733901634	-0.990353080705038	-0.2848239023638247	-1.1313202572176762	-0.4294738624673536	-0.4838765977199901	-0.17063581331988115	0.7064373115299866	-0.5559757689452245	-0.31655893198767127	-0.7383634344264369	0.5081747332550276	-0.37686967792091813	-0.27779871436686604	0.9029284645381563	0.7086141589533668	0.0027216026787207	0.14478260209279323	1.0860642677710737	0.5866231762686769
-0.2109027877454155	-0.24370499695842318	-1.2845448227263894	-0.21525669698811795	0.19062734424371014	0.25577899024458656	-0.13929826615224075	-0.4167309386258874	0.02408628177526148	-0.0005146125139825415	0.7547350670519227	-1.16825293837057	0.06323727342727384	-0.39811363116580817	0.7579685370561667	-0.048496970532924136	0.08565501533429574	0.17527959805289253	0.20407500050996918	-0.6446869782136058	-0.03694054093333051	-0.37526738358253553	-0.5764221290008773	0.22939391433432674	-0.11202485833210085	0.26722068555401735	-0.5990903119147204	0.4892312910756596	0.007702835078905409	0.7762342372171004	-0.0720625072142069	0.134410289871533	0.07934769912361597	-0.0036638779662959563	0.440506874999565	-0.43238048741231705	0.18224483660896287	-0.05636965439907687	-1.0668891721844689	-0.38551298614158414	-1.142194035634499	0.19015688873526157	-0.8846778895840406	0.16071599734203204	-0.08333156805229837	-0.4478488820111821	0.3169777272980591	-0.7302254621693008	0.2051039959447697	-0.35320382393890076	-0.45004157116961147	1.111710688887124	0.12127611844997457	0.577641364280131	-0.12786539624406704	0.6243261904432453	0.5764118904079324
