global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07
0.1760094614008086	0.9243645784167811	-0.01613053992889313	0.12839993430791066	0.001438391066708553	0.05020165259575508	-0.35976536879107535	0.21522488814635377	0.2557856120283006	0.4696004772580191	-0.13123514087638039	0.41270773672751837	0.2810560065690367	-0.39170210616669504	0.3148349562593255	-0.05099758029389995	-0.5927732065407197	-0.0183000728077468	0.10394132176001239	0.10280587985626971	-0.6601376617763981	-0.0395513672470048	0.006023848275729563	0.030895932125375395
-0.5615796469128489	-1.078111909123462	-0.5406237961349546	-0.09335099326246024	-0.23344796783931349	0.21708796923317544	-0.5456429153564786	0.21699397070696536	0.38382377691148795	0.4797955784274516	-0.3694957142329403	0.8333614106576379	0.3204191145505864	-1.0315857681384295	0.499905423468871	0.2688747530504932	-0.1042161360259974	-0.1952867780297363	0.1585785749172434	0.661657025192212	-0.4790708546430596	-0.6004231567342785	0.03125231607086329	-0.592490932901278
-0.4544117671687641	-1.1301593441783426	0.22235774221554044	-0.10178228231378977	-0.08996922551433867	0.016139201881538362	-0.6100685801624203	-0.18550848033302186	-0.012800436085972755	0.24645840624276794	-0.11942600660290834	0.5678168041669159	0.534139483273758	-1.15228674438681	0.25575286563864935	0.0860346316349631	0.23121611985858903	-0.22940605072165207	0.09972912848463858	1.1441773622607356	-0.2750649454533143	-0.6976837275298402	-0.1303813848155654	-1.198743133503332
0.05018141647455946	-0.32321676087823414	0.799161209961722	-0.12772040247858918	0.08572792410265256	-0.07450447564604741	-0.5100591135516321	0.459929351517296	0.0667725237944961	0.09745769554270936	0.10302887642114295	-0.36215144207294286	0.13485005567638866	-0.920608452489674	0.46961829069539307	0.20779448008653367	0.14567410659178964	-0.6478372093116788	0.8215839480665966	0.9707761924260297	0.24114783909633655	-0.10171077559479727	-0.3548381924383048	-0.8984621333012116
-0.21083263130824292	-0.5927089485099435	-0.06137382406998644	-0.21348655629028745	0.07216569136687347	0.12052480851481888	-0.3576744402685943	0.45247312654884986	0.05053650700570475	-0.01755349017340632	0.45641490424522696	-1.2590363093895687	-0.4117639553705239	-0.44615613845799923	0.5059969227081489	-0.2903863345779329	-0.21103496914799263	-0.9775900019463344	1.2201242861757526	0.8537135255113347	0.16917430917686183	0.4857841124268486	-0.1770783690121008	-0.5363007920004931
-0.45629858939526446	-0.8287744071297884	-0.6452915830889902	-0.13480216894056463	0.005095220964529967	0.09543635388502998	-0.21771049454079297	0.6811655290835762	0.05088980718784705	-0.07377769569674121	-0.2669619935505602	-1.310985991026553	-0.6392378123972269	0.06324908203538221	0.7205188313641732	-0.45510618554312354	-0.31737944474577445	-0.9057102609298231	0.6736235879161071	0.5614532428625755	-0.3255821694570502	0.8441726917101802	0.007012055132411604	-0.5223657888366336
-0.7120844749309407	-1.1453107621353633	-1.1351947468502557	-0.13896010518766586	0.131802496781228	0.1145367281052417	-0.38110799611973145	0.5497866521785162	-0.04172466995889959	-0.2239162264297475	-0.21175800147666962	-1.7432090920601158	-0.29689197238883297	-0.13830424655300352	0.7167515832262387	-0.29943751197739576	-0.560775239752942	-0.5485602160969353	0.09400266625907926	0.4177033458269158	-0.4842523043011345	0.8892190910010629	-0.04144512255671691	-0.28278413622406334
-0.3531955093199396	-0.9950324848172136	-0.5439500524776084	0.00525112507574943	-0.13937337826245913	0.10791354760193556	-0.35098962115347654	0.5343266784760076	-7.641275961149663e-05	-0.48814136996907126	0.0016008230689959079	-1.7421332899730637	-0.5865504555930129	-0.17180270521414565	0.23480358395147982	-0.323857389260583	-0.5030712034868092	-0.9654983692696704	-0.08247273507873362	0.13962404691080085	-0.29710216227607794	0.870448983959771	-0.4578263211490125	-0.024010921131614196
0.054178051522472216	-0.803354916907888	-0.10817044422671009	0.08327550138137943	-0.10445840280270655	0.17386909256255845	-0.3695566670789146	0.553631716317482	-0.23941614081986257	-0.7327315429116248	0.8577414334967546	-1.3651261832400574	-0.7202817507122877	0.011170220139363892	-0.08154766538673079	-0.2596427240017806	-0.4800132557780344	-0.8205204829818897	0.058721773424707295	0.37370803314827866	-0.15428934748382256	0.6870274472287733	-0.6056848534141355	-0.22585609082867947
0.20350157802384042	-0.7960837829155676	-0.480810079149886	0.1067133495585807	-0.06283952384713018	0.20044518484131765	-0.30715792209334336	0.437276292341231	-0.2324379756260518	-1.0042030906954962	1.130459493964141	-0.9495382291821224	-0.8403154833714103	0.6337026031016137	-0.1110240976054003	0.38568900230536696	-0.6850683816626024	-0.8851738199737447	0.11268569797198721	0.8708391185548799	0.1863636265882055	0.4699506526353537	-0.18945745837050074	-0.08886992711125587
0.23046125072223736	0.13684940807661028	-1.3817092431742488	0.16806665244920152	0.06107262282155851	-0.008555138810300372	-0.627156165425653	0.381382255602675	-0.0652120709133435	-0.7951595314357675	0.9725221128346784	-0.9205432099369499	-0.5711031140101603	0.722898592860292	-0.26289097527561434	0.29637411047854706	-1.0819793291706474	-0.28914481599601083	0.3931780867776698	1.122555096447268	1.0030766347270486	-0.15974527825083076	0.04470209805491078	-0.11978447082049361
-0.3090078801557363	0.06726932872246189	-1.4967738076982071	0.19347767079452513	0.13903312114820837	-0.014973701565249182	-0.5621472814239732	0.3728931989596393	-0.013792157842728636	-0.25565981345060085	-0.002518707869398952	-0.29423704225314457	-0.49971478219349724	0.7055303873256298	-0.38331350691046423	0.3240795364523614	-0.959467582102056	0.41714908198973594	0.3145751092574008	0.9964546604538288	1.113253177708649	-0.600721017716124	0.1451872122852952	-0.48257703893831877
-0.2943908887708736	0.5068263511509621	-0.9105620667774118	0.01436622154190928	0.21038092676843395	0.015930429533745356	-0.5369162740848219	0.45161221958659675	-0.014239127320432518	-0.05016652632722946	-0.566884940346316	0.29108787747887976	0.03468455471676185	0.3345632825719761	0.17152616556499767	0.15234034522949974	-0.707445890668094	0.45573647412715795	-0.311001275371121	0.6692672171676052	1.1704849373408206	-0.7798707292606049	0.0009213643112674959	-0.41235733515202755
