global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40
1.0829944589886915	-1.839031866141775	2.441823651170096	-0.06526375442722325	-0.15824723867064622	0.14150345039127102	0.289780426056679	0.005393464692576726	0.056600715279367414	-0.3521254925495826	-0.174525114786561	0.247207960230287	0.21458295750541304	0.63348111393247	-0.6594922611870665	-0.29597329215585805	-0.17303458304266803	-0.3012183229536345	-0.7467192435277937	0.7004820022321658	0.3443220175542584	-1.2684537433018745	-0.3889676630353779	0.018186049543175698	-0.36117622871282495	-0.38417253898266723	0.035837133519087176	-0.6703547203161205	0.5251298880134908	-0.20994785418054934	-1.2202710557170358	-0.4840768959094222	-0.1220719890294271	-0.6467513374481649	1.0600145826135035	-0.11517238284196253	0.0767380078803755	0.6461419144614123	0.18851557520661708	-0.7122609172059263	-0.2593721242800749	0.4415913190375651	-0.1578475094117749	-0.2996010727195685	-0.7772040607787392	-0.14708618860364006	-0.0077217942782342565	-0.8819672050204129	0.6095129967439858	0.1760860659121861	-0.28706968026346086	0.5026790158293433	-0.3671327106031123	0.7220147932664279	-0.3054639444713522	0.046196271571835215	0.11557858213575357	-0.2712488885011743	0.145108852548729
0.3367434043684694	-2.9849310287905944	1.9011139435947162	-0.0031613530912956433	-0.1326146948379148	0.40550370017235826	0.15777208161435216	0.0797352266715369	0.19492188754774342	-0.27333564779822384	-0.5195489988886193	0.4583735858929537	0.08418714951388818	0.48466976961043184	-0.42943748252340014	-0.741208898912022	0.17073937178208304	0.4230958929134526	-0.8261605109610307	0.7308242295214042	0.2645167128270839	-0.5300815048976443	-0.40946894808704326	0.1609492317432806	0.30355526719631265	-0.7238800012333941	-0.04802760050387022	-0.26111958653148964	-0.23598691465467092	-0.10406038362965098	-0.9166090460854339	-0.16788703963008345	-0.27751766098233793	-0.18319335625878738	1.0226845952264432	0.0864309142163084	0.24466688858130464	0.6102387965376426	0.6349704939688451	-0.21888486930948228	0.11022484655331019	0.4807513361382973	0.30910747606789596	-0.485830457642414	-0.7006443382852179	-0.006919394577138121	-0.03267970304463779	-0.6793444795165072	0.4601140605510961	-0.16179243451083788	0.3371154465870692	0.5609351418338591	-0.43060113661553256	-0.1261102405976059	-0.24053454544111588	-0.2453803318125544	-0.43919676531375085	-0.11308820524460568	0.019381626648203677
-0.13253703515332943	-1.5278333994705438	1.153012495358621	0.11750942947610157	-0.2514005245181622	0.40323500522855005	0.12287394743104046	0.21746445543554474	0.3442034824797936	-0.17817733727953486	-0.5923122099077367	0.5825508553151517	0.0034473211067405315	-0.1359195730153914	0.22126248919153235	-0.4900570195584225	0.12416668755768091	0.8179092883186022	-0.5868738436652807	0.5024733415358005	0.3266578760683424	0.2492653341188141	-0.32393729175624986	0.02804386074741629	0.35438153466208516	-0.6735609903473769	-0.08072737979076623	0.04750243392785467	-0.29454217695861606	-0.2501493788702726	-0.07784920180145327	-0.3710041210187611	-0.7867996157481655	-0.25621447323113083	0.9801368442823958	-0.23342403559922184	0.5621498305033709	0.3969430784853994	0.668317195942831	0.1493267413372206	0.4207919126653329	0.2815722468889228	0.9199007922669009	-0.1962554774408105	-0.6397758352631954	0.03778806525839245	-0.18190171738074212	-1.4451931862649154	0.12121796646360866	-0.02755295385095735	0.8360254305008714	0.21527894300131983	-0.25911358625772607	-1.320052096212548	-0.3518782635587381	-0.03235764849326927	-0.690777634774644	0.14675011621719583	0.16974038127620908
-0.2482054284926747	-0.8224759473161627	0.48596070459301727	0.1461325749167482	-0.2566942256954489	0.4157750616859117	0.09833733457799518	0.5736236300399067	0.28919947010218505	-0.6704994562049137	-0.6377049080013583	0.6037311531141625	0.04139559491603194	-0.6712915933894386	0.7548501325161836	-0.4123595677699737	0.07524505878559547	0.22936250721035384	-0.010506559407952181	0.3666738085689882	0.13364354072448267	0.27760038966693684	0.17876410374920876	-0.4083659912401456	-0.03110949074907319	-0.2133441800884682	-0.09173861027369179	0.2713565436901862	0.10157203727758488	-0.32715996167104766	0.2968516569575307	-0.24817771686242818	-0.5468050895044221	0.21592360622127477	0.4610704681767968	-0.6883468782397697	0.7136939401065298	-0.009197158246280267	0.1582405477251172	-0.23253267893784954	0.2493122699613814	0.26561275486448926	1.1835952181922431	0.08888629226947413	-0.5533921491252605	0.39261944308246	-0.04921101080901498	-0.8876520739601599	0.8063840731039668	0.0028606128465972916	0.8046269243647527	-0.3630594258240875	0.2645452263211156	-1.2814871727344859	-0.07995061025907137	0.5636361780510163	-0.00950424483237066	0.7195151385344623	0.6913392046304145
0.2840509923367783	0.45009610694824986	0.36078521980366474	0.13125940303252726	-0.4445972707857911	0.45646628785075977	0.17282441811677768	0.6342998952546839	0.21156541602166723	-1.079874615003587	-0.25094965127411833	0.5354905649034478	-0.1729532259905377	-0.46003807687997783	0.5205171894534694	0.037917867999243814	-0.1416376160894862	-0.5581275791521368	0.05945731960103186	0.46104474250456295	0.13838037177630996	-0.25362028179929985	0.5236990986275724	-0.7690462307350324	-0.3715541102850421	0.46502967439978704	-0.23908145484146	0.486399012081632	0.6554805128186181	-0.27706373427250797	0.6049948485072364	-0.04154875351921604	-0.0059039851589649285	0.8089911946918423	-0.20498537247859996	-0.5997255436146067	0.8888791025162334	-0.9060750619885112	-0.37644169564485697	-0.48404134159575085	-0.2790421301806889	0.7282715820016712	0.3007602190264224	0.27371368414941755	-0.2582960262007833	0.8587545215206825	0.02256663049062661	-0.23735830620081125	1.2217805828526194	0.15346125651790898	0.6748598599636702	-0.33598720880362365	0.471427063017416	-0.3380888201423796	-0.14205643039025023	1.0219747997517774	0.5649541288039388	0.9585658068276928	0.7701763101962611
0.5926322337718158	1.5667657900816678	-0.5107344185639038	0.367557275626491	-0.3716921320088659	0.5223227779202444	0.19314138872048872	0.6237477570963404	0.19519457772376736	-0.7519862679343076	-0.006580508552451875	0.4370987721628874	-0.6616079003186447	-0.14506266275826546	0.45843006172427053	-0.07965005715334181	0.31265184777850524	-0.5197931974279897	0.46721461055154373	0.29084916612830597	-0.08534126915094714	-0.5664814844867121	0.4161287101001702	-0.874024523776353	-0.23039303226246524	0.7499372173657548	-0.4374765805226627	0.597156231118528	0.56555294818885	-0.0009606790133552466	0.8619227946449487	0.38896941359305964	0.43352275841827365	0.85342407459419	-0.550404526514463	-0.5913069555987813	0.730428661808691	-0.825050363259731	-0.19305333893968366	-0.38799231480285734	-0.7757224272094816	1.0377363786368659	-0.3817733128680499	-0.15122798222100164	-0.7973740846431215	0.7890438581599101	0.03825023873440176	0.6034945359545487	1.252128283138817	-0.009890139281597612	0.19309015464674234	-0.08551541038856504	0.6969695017234265	0.18997094856481436	-0.4631357227986789	0.630146315754937	0.21977506486433818	0.6635732473558632	0.28300077162981363
0.1577415081940038	1.129244616338494	-1.1620273707861626	0.2972628099825038	-0.608535848439076	0.4535032059128882	0.35653322059138437	0.5731891867264405	0.31547255681816894	-0.3101486757444041	0.18217954900145258	0.1820877155708324	-1.0698812114902472	0.2350320075962461	0.6977970051646899	0.17634005566232266	0.4238254825056622	-0.42059331545921136	0.5468657171361435	0.23223810401477735	-0.012997550735292919	-0.5749488557263785	-0.13223317169231324	-0.6557781152245901	0.41059909530016137	0.4952298509746686	-0.17004497967535373	0.6059528158963373	0.3781618488577935	0.06713128970662423	0.7301545137328403	1.082086946674086	0.6053855373289293	0.6047917671184221	-0.3842079856311715	-0.00014886469338776465	0.9036208781788695	-0.38921942837140117	-0.24171975132203494	-0.036911784489805824	-0.4744673233760581	1.168679409854962	-0.6093887487830802	-0.3633392323691521	-0.8153020071757984	0.27908621377614495	-0.1802868010684237	0.726405529535462	0.5874891897595751	-0.06467589191921695	-0.010664797046432228	-0.2346297089456829	0.6512988678689126	-0.17384769062094496	-0.1088097252035587	-0.05672174949683136	0.24125480734122046	0.25603707631664907	-0.24808978195580805
0.044325140222951004	0.6760125494762796	-0.7025972025747973	0.25472009633101456	-0.691049589114936	0.3004987401779642	0.22504767999321443	0.6056903617080492	0.06228509902461471	-0.20648993076590366	-0.30991671369055923	-0.454005576432421	-0.5809463162530897	0.3243137559886366	0.8945592475184383	0.6183114684244361	0.442872144906358	-0.41176782619254004	0.3250543259828754	0.16915351723689212	0.06423618139485238	-0.37750857350340333	-0.4436100333111599	-0.5964461964092422	0.2209294862028476	0.40144455609394564	0.2666035841661236	0.6628284825703575	0.2480740562581565	0.24669987574674496	0.5548805238500716	0.5333715137171298	0.6588658613980336	0.014894484284822788	0.03791460399895592	0.1781061892664806	0.5325381987868603	0.3616429985905911	-0.012551104075229205	0.17051427289617563	-0.16246651695838116	1.102455943223854	-0.6061156107275003	-0.9810288771603444	-0.27646170066565895	-0.2842187687447087	-0.778020625856552	0.44057279663656146	-0.41689858520563433	-0.15859422824557964	-0.0815669860229037	-0.14280341903100052	0.7593212140444564	-0.0683422079261872	0.5331178132807204	-0.2594397306227978	0.2520481913221047	-0.1273486485406395	-0.5234315677960311
0.17992295849674708	-0.36554340454370804	0.5167783910437378	0.27270869819276966	-0.6483987137629205	0.22777280967187008	0.19697101181937712	0.6792543640968808	-0.022621477432672746	-0.7732008619219423	-0.6185803321277078	-0.5368374570021951	-0.1512186941605168	0.2904784507128803	0.4402262682245436	1.0173355434060232	0.6513068805140384	-1.3094020906910877	-0.4080068527015442	0.4549075317004177	-0.028599683475713334	-0.3017919304666042	-0.23301253474753122	-0.02520809477006975	-0.018237350675456617	0.22869326083771083	0.30789579298129355	0.9651138030351467	0.3789789122686966	0.17577215942394417	0.13387204873409247	-0.276531394290156	0.09799899696223414	-0.05339188521113461	0.23404422492580496	0.031511369292241055	0.2335998884239799	0.6998558666934922	-0.03296640533182625	-0.10629856777693704	0.12852767371170024	1.1552765267425609	-0.4233286688547417	-0.6375535826172577	0.06711208721198604	-0.8898441218138317	-0.6039633619271011	0.04443023215051136	-0.8888636548589801	0.06579300218113225	0.05954696985512942	0.36487559078733545	0.5999565603150634	0.2383004459960647	0.8606234556054546	0.05592328463306399	0.12735571123775943	-0.36818711607344595	-0.20418700989623723
-0.3049109829177386	-2.7301059322741503	-0.04214967722743242	0.3204660622096981	-0.7670347987556569	0.4273087939583953	0.6281161546907914	0.6426822041496836	0.07628742811219862	-1.0319573221851233	-0.09927316484376712	-0.8090016601632797	0.2781578925959683	0.18787558062361615	0.25489973689072093	0.7126760370428192	0.8124007704388344	-1.5109281803009926	-0.7623168853472426	0.585544020969749	0.2988305392853756	-0.35844739149488214	0.05791400087683809	0.15158480858064327	-0.04759145949458643	0.12640866700248407	-0.1880689518832489	0.009012654859962766	0.6021646583023811	-0.016633119947427902	0.019560612143489097	-0.09872594501765775	-0.019106718709102438	-0.01710437030425378	0.2535692142656211	-0.7215497886426954	-0.4202880089494628	0.8979750034780418	0.7680370033514755	-0.48695846059190856	0.2032474575367015	0.5721510485326942	-0.14974596818070018	-0.30688402380040053	-0.006864851070817906	-1.2841019782475915	-0.6278900136867958	-0.3615980796548843	-0.8273787920747974	0.19581954384563535	0.4908799294213792	0.7639743038968381	0.5698611446733379	0.3922296086112549	0.25520059310401216	0.30228947811184687	0.05786440963367613	-0.20027746352831524	0.6248034695999907
