global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22
-0.49359965034113634	-2.974001480196749	-0.8578035159671988	-0.10227470107870412	-0.0036752684622663873	0.0009353664737365337	0.030553534101786642	0.08150721675475486	-0.07557912948284767	0.3751034444161444	0.46455174177131864	-0.18813886499077498	-0.4049423290770723	0.370819275238415	1.0466598744965094	0.2223546946821798	-0.9175405277183514	0.37235961336348306	0.8269121416324449	-0.8632719697268478	0.019298843445902093	-0.5424109844134855	0.00805549198309302	-0.12405611590377201	-0.06799340730830056	0.8779782077546047	0.8337148319346602	-0.19466367236090087	-0.3495991301224634	0.2182382918227762	0.37808051166985923	-0.18371970046592936	-0.5333427427942115	-0.8304045406196369	0.2989006403325834	0.8395508021260989	0.34394354437639457	0.7380036217543263	0.056938910466234234
-0.23727314128193042	-1.3013719102534853	-0.9221695337406219	-0.023816185536412196	-0.15099887845284987	-0.09525941164345103	0.07052954186990887	0.07382781666808753	-0.02235281600184695	0.38901481986646125	0.6809018753295125	0.08661906945175181	-0.8782521477079724	0.537635878598893	0.32695451608540554	-0.21449292361416786	-0.8290087157342324	0.0644760971991033	0.24431020170654022	-0.4268078026630557	0.10484857714710352	-0.48541028414727183	0.417564863276371	0.38765243288567514	-0.3144089489896037	0.43787443767499434	1.0182205528825532	-0.2922084611355543	-0.30235715714679307	0.6824967738445211	0.6474177995932978	-0.4209356894947326	-0.33221228241178413	-0.6059020543437351	0.27695486133307623	1.0610132563152896	0.6376144356844824	0.18398425398337528	0.3464425749740815
-0.553001282472187	-1.6266865559495307	-1.3277608348197703	-0.12648045847924905	-0.04024288999331316	-0.12928043251522028	0.08479871587417473	0.06708764480700039	0.11554237314956674	0.7872914627271731	0.7751094530416881	0.28696499287669514	-0.5569255193927988	0.749548850000771	-0.38020564911653776	-0.3417387374483975	-0.4122266766200246	0.20580935018376761	0.33583904916320667	-0.43716362970346273	-0.0029192449488798502	0.21356505017595723	0.6006238103205955	0.5233805984501256	0.08168357442280885	-0.04128290851066561	0.588505781965564	-0.1935627903904271	-0.1371363481769245	0.19049782430534742	0.7000900323644491	-0.29231210893767495	0.1663390712833694	0.045736111110609844	0.025059964169213453	1.0445054359467763	0.6160656201763006	-0.5233169046757825	0.39355275997460076
0.01930882157766247	-1.5601085570690132	0.2849761450626857	-0.08397857962701671	0.22316694654316732	-0.12566381514931116	0.1161340635973804	-0.12181506580946586	0.21585742308751993	0.900944040530867	0.45334425321718747	0.016646322526309064	0.4731250467528891	0.3022122854242272	-0.7455298265549759	-0.148195841335688	-0.04476870247316535	0.1384408836321659	0.36948912923758837	-0.19185496228806215	-0.2812336589279606	0.47938546159152623	1.022610181749446	0.3079381219613818	0.4186847057166868	-0.33875972136206284	0.27485616782327127	-0.08238013214204185	0.5524003802571479	-0.18377955316547834	0.3696529887817451	-0.08003191017983392	0.30063085027855496	0.061337372836148575	0.05445623876108064	0.7135441398308076	0.3811089285732223	-0.5815658326368032	0.2974580878802408
0.4828567392921771	-0.7933483133712596	0.9714921496824388	-0.06751790587051965	0.25280867233517484	-0.3590794682220053	-0.010204444540923951	-0.18658323672720914	0.23578513850557803	0.918515689237367	-0.026048048185669304	-0.28565180665267204	1.1322106435275912	-0.2890246767385875	-0.5537180136993664	0.37007212581773236	0.21744040617260565	0.5873729123098744	0.21896288748261822	-0.1300307425183952	0.2531164969885884	0.7103080466317272	1.2428896836717795	0.5522185961794622	0.7762390934690001	-0.47067544824856	0.04135248837444618	-0.018610076781052642	0.7036753288258253	-0.0869752001369389	-0.2547102339066959	0.15043578386200504	-0.4644629467647581	0.31370661787696874	0.17424578069516758	0.1521663607709698	-0.33034454092698684	-0.7792306003985412	0.19107967099180634
0.1876778053854474	-0.80416453317491	0.4674468926921252	-0.051449064390392756	0.11777250608260034	-0.5140993198378774	0.08033255034299668	-0.2362299887294456	0.10083711776517001	0.5307372545962036	-0.4628218704032323	-0.2551264015955029	1.106229487663498	-0.4768564345399732	-0.132401142284595	0.8622797501691244	0.32806149194221396	1.1323618225630905	-0.2033277910109208	0.01466274839501017	0.06928206450221171	0.5385617263176086	1.1323414246208099	0.9929941455677318	0.8497257474401755	-0.4285951380178414	0.6077308050884846	-0.1832659556195497	0.5460147413818436	0.07439086119968198	-0.41764798334917114	0.23618302522019577	-0.8047494146517177	0.4206825514219265	0.4927483309011297	-0.6005392329134759	-0.1808259450532647	-0.7482629960729336	-0.3558050279391539
0.18227629720822733	0.6653412175813161	-0.3603129382443428	-0.07030364606851856	0.06193330927836347	-0.44688289520194163	0.09607472589983052	-0.18135090039800814	0.007036333484226748	-0.36296621797267997	-0.8934095041687978	0.019280303580259242	0.6250334012616836	-0.031716931753405675	-0.023106291324819013	0.8385717704880529	-0.017649428222957453	1.2678155626797325	-0.15186515516916724	0.1694144641606443	0.20833582592902242	0.37538866058303416	1.0706075319243196	1.0731991454403733	0.26660763604765664	-0.14615757984440939	0.8347843493501905	-0.5584792904685012	0.4367238340764205	-0.4900295166691497	0.050487428935226376	-0.15345050026708362	-0.46643971436189485	0.738468860475925	0.6919155999348514	-1.41651508514903	0.0116500071553358	-0.5692614786818834	-0.2947690294888111
0.14757591896476974	0.61763636796371	-1.0016713148077028	-0.11471939616970557	0.21298694289705952	-0.30863602871311585	0.07799185210116752	-0.14620688694655337	0.29731005330269	-0.5614213334829342	-1.05020549066842	0.18507072351461476	-0.08563306427411246	0.48094870910350235	0.18945430433811664	0.392696531128677	-0.007337077256668067	0.7607144611242797	0.0421402017987009	0.6424673685998505	0.5235946497795991	0.5046794213865777	0.9627403409455142	0.6559958534542266	-0.15707397523499633	-0.3212686928659655	0.31931125830625706	-0.4628051530453662	0.3779424508550981	-0.9248058068225625	0.3586638740504559	-0.2807543769927573	-0.35247286874418604	0.4849959376115962	0.7173481881725668	-0.961255711508504	-0.03636175655349359	-0.1330707278877079	0.015514894610218533
0.40799716735778657	0.9002584808950805	-0.7096279118358622	-0.16727345196843285	0.16328526227242932	-0.3026100761236012	0.06052437804069091	-0.049579796657310105	0.5257621061358743	-0.8118283015220923	-1.1061341182589508	0.1653589949188491	-0.26866061237742533	0.7979468650916959	-0.08798191538340558	-0.35187635436069026	0.17285528970911027	0.29391329959443296	0.3640507487571301	1.024085326355821	0.24828008048001624	0.40709381088535	0.6708499068121903	0.46962206532278505	-0.013710821702005575	-0.3548498995242916	-0.23106351210779957	-0.8278147640893131	0.2866534874056398	-1.1711457208242646	0.31185132287914474	-0.189822896026801	-0.5426981614870919	-0.026752072494492383	0.5097821829527895	-0.9006999819444247	0.08075777497300635	0.03687147387728072	-0.07843217013552109
0.4766026989586932	0.16911517369236595	0.4236451702509848	-0.0033342904434856546	0.20773111798449923	-0.21247573972548245	-0.08513973541117709	-0.024217441951638257	0.5720528754650902	-0.761131117282386	-0.8950451896359884	-0.4868577976714347	-0.1196948086460842	0.31618536836565575	-0.5351290222625247	-0.5475276072675014	0.4291517053461565	0.2957918777214718	0.23196732322396496	0.8504079193364421	0.015500804268669384	0.5227925796828865	0.582192103420853	0.07404597350057421	0.5083969292718052	-0.4628612386992725	-0.41684851571488496	-0.5539325708445287	-0.5570068324732657	-0.9277672897505891	0.3294222305857585	-0.2361745604195827	-0.6838084980319883	-0.2894597827507831	0.5721130337613508	-0.5484962192733692	-0.22998708757797762	0.152830842612094	-0.6911160263005748
