global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02
-0.5092083923429843	-1.3493071049945327	0.026991238901846903	-0.03769545935932617	-0.1418134891416816	-0.03101768427341725	-0.006200566075693435	-0.5918378170297244	-0.017077236811809546	0.3873004465728999	0.13712672208109994	0.33436563708783446	-0.05764581585634372	-0.4025375607109895	0.15367849178170537	0.10322104914174253	0.05514430874468485	0.017361088932055936	0.09998673053829228	1.1334051847612852	0.6942062242796347	-0.4080586201530057
-0.7656432063658016	-1.4410639691087097	-0.2435242236078894	0.011658585976821963	-0.2331641307471232	-0.054630514334618595	0.18822560821221693	-0.36038385564947784	0.015942456968126503	0.4223030904988873	0.5249293984135316	0.3984645285748541	0.421272467868463	-0.26211246960875667	-0.07244980550313722	0.29565358249238927	-0.19634722914561945	0.3580741266295348	0.20124026618412288	0.9537817166283766	0.22407077381115806	0.012907465446365195
-1.2409454404277729	-1.7245898197454421	-1.1920324427237798	0.25344283194670986	-0.16252022475282188	-0.03511377741578753	0.1950841676940643	-0.10464798910152928	0.15764846431142904	0.4677940703397377	0.22964843641913701	0.4655956218864239	1.1008836648005873	-0.13594565754346458	-0.19365336681819564	0.11019091180704299	-0.02846796220987622	0.07417189830727298	-0.31468069230715995	0.3075981509907542	-0.2696315443372938	0.09195512250425639
-1.2670533522571237	-2.294198484257442	-1.4855601872588877	0.1993327436125401	-0.01604986023720334	-0.03559023236488787	0.46746827340737496	-0.3460621737653399	0.12656829183545723	0.26690203492248155	-0.14780736205847184	0.19246645405775992	0.9470880848856793	0.528456818681122	-0.08018358944743477	0.31219110121499294	-0.24563772394648178	-0.5032099810630993	-0.625880834648226	-0.001340234062731824	0.15692359291742053	0.16992143437586793
-0.6674854503417231	-2.100273109850583	-0.5279540871951041	0.2663746588657509	-0.06603893059165858	-0.3852702461178883	0.5788662576575869	-0.47440312761744874	-0.10079327783661124	0.33332932539063415	-0.021077738529206955	0.09771265810577653	0.44774140848207433	1.3138039699799995	-0.07316997312513883	0.1403644369633616	-0.0674199376963615	-0.6479737315359995	-1.369155689523003	0.11996614257310032	0.35205495838370143	0.3093404113969118
-0.48910642132389626	-2.8040391254325217	0.807127360325194	-0.12842880887889008	-0.08367924292314503	-0.7185899466705521	0.5712979796832385	-0.4214962691106958	-0.12471442540161763	0.22333068606710565	0.20302743759184477	0.01548284524134138	-0.04971872587553963	1.887773910239874	-0.03666662094942404	0.07667741920820446	-0.15152750848961918	-0.13089921337625476	-0.9847136028598228	0.8072585009327707	0.018359538400272043	1.0020538554683236
-0.27887295106841975	-2.017315212238759	1.3023076545463128	-0.21342972543631122	-0.38085479684972734	-0.9403881872231853	0.6485929738532993	-0.11468073760680031	-0.10968724285133455	0.14998142442036924	-0.023395569198135947	-0.1037437395613788	0.01892832600729838	1.9733569694584217	-0.3681866561870178	-0.4014266814402912	0.14992291102903654	0.5811073214025337	-0.985734600449417	1.0994685240007966	-0.18096698301324074	1.0331493363196733
-0.23260934976117412	-0.8565446989489672	1.2997300220704864	-0.2565041295513072	-0.3487164539214294	-0.9906183191317454	0.7643235831986576	-0.2429458225925953	-0.09508169110182414	-0.25605591522255966	-0.06099335996208342	0.3725231481721904	0.3343632946519061	1.8082184807555832	-0.5137212168629931	-0.8687404469076503	0.4667845620676878	1.404021683425442	-1.0358730328826145	0.6808938292297003	0.10035965974765622	0.30948759342368226
-0.1755243999601642	0.7719021839638427	0.41426115673894015	-0.16208270858354373	-0.6318083560695078	-0.7712185735673505	0.9929296934734313	-0.3169810727520301	-0.044755456411982794	-0.6104830216141148	-0.3540816985259425	0.6385549440466385	0.7425405484248929	1.4803832856819235	-0.6853854187977643	-0.5194613901075105	0.7012889098601406	1.2761942489735407	-1.0441343153627578	0.22301669346599937	0.30987370823381155	-0.5736140675775295
0.13609428861172568	1.1827661772681348	-0.1975331131220402	-0.39790453643594187	-0.48082799059988557	-0.935312836809651	0.7773860993133022	-0.6636285129290814	-0.011707272410016296	-0.5681606495697581	-0.10731282146613466	0.6546584106077692	1.026539382683564	0.6612946734737056	-0.3388535154760979	-0.18601498808936368	0.8034464039250729	1.191345971351729	-0.8006804426118631	0.06876056179388809	0.6178370384454116	-0.8617848016129054
-0.18501669731358192	0.5854506283198564	-1.6717763702804627	-0.36109681249541264	-0.4712299070110954	-1.0622663041784592	0.7683980950035162	-0.6384539593881112	-0.0038713759243320985	-0.20648758624202304	0.3882686670573631	0.8896569202222497	0.5530666613100366	0.04610868650038958	-0.1050705167552233	0.021082745124826118	0.21355529740181936	0.911823955047297	-0.5101470578342314	-0.06996624408049644	1.0875780694668362	-0.1895859088012988
-0.7471277031236068	0.08015838309897955	-3.3017970183964125	-0.1742001809387297	-0.4786008252741935	-1.2396669683386032	0.8158674947213598	-0.7421105769562827	0.14838966873067033	-0.13587991946316386	0.8024956404686638	1.1423993946246211	0.34978459885886687	-0.610565919104657	-0.35052719752451	-0.14746181394374813	-0.39497674728826804	0.7525143560579971	-0.2780047749442127	0.15075913862978388	1.3852797466116127	0.4879141576640635
-1.163496418218716	-0.6611934975103317	-3.7437475934713405	-0.24949072564689873	-0.5271258574809153	-1.3024291731939832	0.8381551480750361	-0.7315417524745608	0.1184908142206875	-0.09579418248198286	0.7351246838642022	1.0566431615659189	0.404293702988863	-0.5695256261771554	-0.3740723501941759	-0.18780317447958106	-0.3656616306837932	0.0019459357054035138	-0.058499211661953925	-0.0742586432501269	0.8300623756889867	0.8231438278888458
-0.9752426363193474	-0.37798917727771775	-3.496758209213655	-0.6017833858096736	-0.3272488750449789	-1.2746362920829724	0.9235190825551167	-0.7912655870121544	0.1228879593560439	0.049290351962770845	0.2691989755944866	0.8275924297322895	0.9744272331592969	-0.44675689283411646	-0.7268028753488418	0.05303585230746	0.0921639890749892	-0.1679098795716048	-0.26841911387605694	-0.3204278618093258	-0.3998007937065909	0.885796950045883
-0.6436904621455729	-0.3794818685167475	-1.9751800839624927	-0.39210489512240065	-0.2694165589395538	-1.3294012450361865	0.8818776732419414	-0.764329003796605	-0.13100595346229238	-0.10680379600446463	-0.12109408142040502	0.707856145401444	1.3879568075836741	-0.6210478307604071	-1.0158840272982448	0.5645911795096363	0.5522911968989724	-0.6186663071980972	-0.13502612856751545	-0.05482432921350747	-0.9364639538383186	0.4680382375040233
-0.2697853693377563	0.0645498821916046	-1.5178187056708983	-0.38164379429812645	-0.1917256216304217	-1.3882171318158465	1.12566955460586	-0.6085493117846417	-0.16626587932822823	-0.3030096983032462	-0.39464980796554927	0.45244895353744424	0.952294796689272	-1.0811094966538062	-0.9152933209538523	0.7031789622902787	0.4755790915709025	-0.5720401259633083	0.44129952858245375	0.327460246465792	-0.9869557089657693	-0.027155908639305906
