global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33
0.6726686939011304	2.1068585444449854	0.1529635530982835	0.018210858761957188	0.05048196447672953	0.1315427575688051	-0.0020554031023359153	-0.013412855838694305	-0.04117909297137956	0.09689146890981806	-0.06599721880501437	0.30336522819844575	0.24794725958190195	-0.5436488862182678	0.10287439506248013	-0.364104165830351	0.021099876466645923	1.0529600525521732	-0.06691258791700437	-0.528715905135177	0.10179127928927525	0.006289822093763263	-0.7192155749911592	-0.043278430079314346	-0.20502930246151024	0.3966211554911515	0.3558813649064033	0.22203263894903177	-0.8668211671510527	0.6437944678193513	0.031713927747080276	0.5859294967946638	-0.2514179657394773	0.27495360799103097	-0.47462376518062105	-0.8216715971081774	0.049408710144731305	-0.20490684499310857	0.3266860792465233	0.6231502039044295	-0.2834531170805402	0.021136986989092266	0.4837776048077493	-0.11403038483857629	-0.10150354778654339	-0.57604960084663	-0.1763902751028554	0.39271111658137137	0.12958406734835212	0.5123519305514449	-0.5882494266030879
0.4951206741428227	0.915425616338991	0.7519925317554029	-0.13567268870694402	0.05049948590334938	0.08278343744089568	-0.20743190244171072	0.00134851982820809	0.15683953812586884	0.4137311186488818	-0.4333250531664075	-0.08161742040919973	0.22512128387267288	-0.7849891680338499	-0.1201568822763793	-0.16373986620933811	-0.015522512127839264	1.0079972433993294	-0.02086069917783081	-0.4328956932018785	-0.44425760026518074	0.523806137737974	-0.5403665200603895	-0.03200863308620782	-0.5020178542347169	-0.30109397326389187	0.5565698778336807	0.6410937443943806	-0.45476059396292634	-0.029787495054226783	-0.00635034701600425	0.7054278747469794	-0.3478100610370888	-0.10532263253904511	-0.23976846213319164	-0.6729105325525545	-0.05651643136707253	0.02940035044469198	0.8395087991967959	0.48878370564052886	-0.24714026750640142	-0.5548253392550735	0.2874595202447989	-0.4757881424069392	0.2179222435401301	0.14992080343249964	-0.667501110702503	0.37843403339288023	0.3040202139671918	-0.2016773273911926	-0.4776582368389677
0.1619399185346686	-0.32326125639974057	1.1778312122996673	-0.36741196380020513	0.11129614354974818	0.11726461922882975	-0.30583093318257115	0.01108534128917093	0.3248555539798921	-0.17248163313790696	-0.1839199070331835	0.07779854944678614	0.2919812734605925	-0.5351869455938812	-0.1358132094320863	0.009364327024103886	-0.07963234060947207	0.11959130137420886	-0.07298033541794109	0.002344557493854154	-0.15807252115289344	0.4132729634426057	-0.4936294452489582	-0.32395172526631605	-0.31936952782483846	-0.7725532804411914	0.6948078409716673	0.3426968281516495	0.20527692596645086	-0.03252467063191239	0.44854264747395794	1.2437338359873091	-0.6169322377313838	0.13219568061781112	0.06362937971371309	-0.5159375894818127	-0.08694089900115545	-0.07083633410624736	0.5588902559855946	0.043652124639215514	0.4456178973979922	-0.6237264405635542	0.2571718118031065	-0.5340685406560803	0.15892227267345382	0.3305961432365729	-0.7616834147350224	0.1522836449852298	0.2734813984662401	-0.8515660829010882	-0.5810591833167722
-0.04432221343406062	-0.6415939957439527	0.38240201226259823	-0.21539713161578428	0.06904819487114647	0.06672574870818554	-0.5049382602857202	0.08138098171602404	0.26684652437519485	-0.13283801351558522	0.12332061719800222	0.39003098889348214	0.7623802582246534	0.0258172087062826	-0.345541662056804	0.0996716562155886	-0.2184378669406808	-0.474892926554552	-0.2722325045483929	0.4130814847872533	0.09528604763661798	0.4381175884044899	-0.40908346796378303	-0.6464858998256725	-0.44219522299193703	-1.2697762272420894	0.2450522829892538	0.051951734819199756	0.480019679707028	0.2361592695194895	0.4487165519188992	0.6752711728131128	-0.35129961306856916	-0.24109347367972989	0.4125308617370159	-0.1388664239016547	0.11676332340058945	-0.15912534461660194	0.06189139996397751	-0.019282641235918847	0.34770426966179124	-0.6619197488678783	-0.1390943487607369	-0.14212995477187723	0.2973528501669833	0.011384394281256874	-1.1028865758002648	0.36983438624558973	0.42016232206018084	-1.1801288126005969	-0.2754641485492351
-0.03921986180265174	-0.058243237077421836	0.15186381392162412	-0.0932462416736825	0.024016202899452978	0.5735818689078322	-0.33744131399070465	0.07363130453092925	0.27106291216753214	-0.10934289336748595	0.6386723186110135	-0.07436581643667711	0.9033261175071595	-0.010758648848113011	-0.21978199952759533	-0.2259411161870773	-0.20961833594927004	-0.7657493832451469	-0.564625054474184	0.8593072397784541	0.22321124963297836	0.4377501763390208	0.0818054057493128	-0.6392043566421043	-0.3463288753164984	-1.3666672297651363	0.17733854530859444	0.25993777639006316	0.5205051055253711	0.005021858390673288	0.719233876472057	0.5002910660557294	0.18193234790625698	-0.32139192958756996	0.24535261231538252	0.07612580160833966	0.28946618948783825	-0.23054854127437532	0.097697320966267	-0.14471973860220727	0.10941623736693772	-0.8394051101133755	-0.2988908171102607	0.08840203074645887	0.34631220185483425	-0.3079700925423217	-0.9834180494115908	0.7839568760688717	0.13937654273043137	-1.0263727664768392	-0.0533445827530677
0.41809789466117775	1.0398371079233537	-0.14233816969130883	-0.04406825766107629	0.06259516043133559	0.7242607887921575	-0.25790140537354644	0.13315656819300828	0.36105049333848954	0.45633069128563053	0.9117274836087192	-0.5220616246890655	0.8055572051765698	-0.4110716620694097	0.12826083836564806	-0.16947215801675453	-0.6554991101855319	-0.3680477379171674	-0.49765313326041305	0.7753970573539102	0.1829024268793636	0.13264216064211293	0.5919478823251991	-0.12646610531069155	-0.015011513563871348	-1.11377778695608	0.6584651763420525	0.27207226924120753	0.08018994462826612	-0.5051783339953069	0.5457220890387169	-0.4997760870820754	-0.08512760477523477	-0.4756881932802767	-0.2939568627993309	0.4195542437110524	0.2540389263465625	-0.22163625683998323	0.0782831608487372	-0.018778000548101376	-0.3137267614556772	-0.4326963715456362	-0.4301016678223628	-0.06156039863163844	0.13873811659566287	-0.20397581164878914	-0.8423601010907343	0.7807753023981611	-0.30633805889976046	-0.41900588703619845	-0.09706284298889829
0.5927300881819653	1.4299762071820243	-0.8211419373433619	0.005331473152914705	-0.02526288926757217	0.7552817184684192	-0.2926127714932767	0.22347694732209117	0.48745477690986605	0.5957427381255088	0.9922829219291048	-0.9779976494189692	0.6750503156076343	-0.18401291204441664	0.21078837048983914	-0.49930311769301416	-0.4291166577814046	0.3016337286480488	-0.10301346464663556	0.5511725462174865	0.2843945942704801	0.058292444414052694	0.6052492686709093	-0.28401064117638986	-0.047612065959771376	-0.43196189235060967	0.9180619554095114	0.26496697411406295	-0.12112975239360405	-0.7266663348021568	0.21170612966369073	-0.8650861333805928	-0.4022577101801788	-0.13094155049842585	-0.2650946529610218	0.5534325647353371	-0.006007546989732944	-0.22689740152670237	-0.004722510930536544	0.06967625913808195	-0.7516099064747374	-0.8452631371567926	-0.24262297838815658	-0.1537688706841906	0.36769318763962544	-0.5451686242738684	0.037034630880427924	0.10056188765303099	-0.8488921897253717	0.2665491949324588	-0.0009487471625540139
0.5160137221924483	1.592722617699178	-1.1957571738657404	-0.04461683539709523	0.14280547437180796	0.6929785367037441	-0.4525884921124408	0.23965511362804473	0.36213183277643546	0.3238760062758933	1.1359332588783981	-0.5884476525608171	0.5264417523529225	0.5159789811727485	-0.3639482365681424	-0.25179014970033914	-0.5376038338183866	0.5804045863644608	-0.26700275921443567	0.17490821821237232	0.6281695547569385	-0.06715363237109423	0.01983395081080289	-0.449883377281841	-0.2108082679569712	0.20984121741919912	0.34598264423820124	0.5270441973903697	-0.27857520542553277	-1.0355194965388146	0.008294658064877695	-0.5937741710620946	0.01237252345799493	0.4667230350245988	-0.4858914641875615	-0.020779336702459985	0.08969106626420613	-0.21734263537074577	0.09886557911833871	0.059566297132744014	-1.0946140527529356	-0.7023639275085889	0.005383079848566183	-0.5976554523837754	0.5364967627440017	-0.3318489001043431	0.4148542404447462	0.2260939072702894	-1.0655223113599874	0.28725051620465797	-0.06414593237199154
-0.08206206892318056	0.5124340325445818	-1.0389231112358712	0.07973215975188025	0.14733178668186295	0.7460393451474452	-0.5420790202570673	-0.13908624502371794	0.2610344734236601	-0.047291842906911484	0.6570857181410448	0.009323719377322874	0.10468905175087445	0.9860754299381057	-0.8987912306927318	-0.15176538666370376	-0.548826726370126	0.5560267497960724	-0.3990309485629874	0.10253717483770124	0.36537456424345577	0.01201375682361254	-0.4024776064812925	-0.5816070378959657	-0.16088387335252488	-0.19900646608881103	-0.07687202439887438	0.1834682386795299	-0.5815763482019656	-0.8993326373822222	-0.035117183792142785	0.035651906664432145	0.15401511237068077	0.8627173711104612	-0.32085519851382244	-0.5829326880753005	0.3207008147116601	-0.29826150412604024	-0.20789034409233711	0.38609015781660516	-1.5438087125991689	-0.25986814890681603	-0.1426344437470815	-0.5619978252234392	0.260848057880987	-0.2549136886640316	0.831022364047169	0.8375793466590186	-0.8309061105806688	0.27981977084473864	-0.09094472656926314
-0.043896002570570775	0.6743173780206486	-0.8216909472249809	0.03788159106857652	0.13948476770038842	0.7338008394040657	-0.3820311275066506	-0.14348577137749077	0.17182218288561843	-0.06108510718954509	-0.36391046095078894	0.11871649851638325	-0.3486767170018643	0.9969883012460682	-0.6565987037303812	-0.6366381395341496	-0.3321240491306508	-0.059140042810183216	-0.14194426026278784	0.03571641537981722	-0.47730427594653124	-0.007661269692661108	-0.6743390452641985	-0.18988724787078343	0.09087892747135058	-0.3202803984400815	-0.07042132610033136	0.10255317802261558	-0.6399440419021687	-0.7054562480463271	0.40331900585392083	0.7241591473103595	0.43885532186521425	0.758186750015296	-0.496982417628209	0.030724301073272047	0.372974633219948	-0.38106830940902175	-0.13176319648343032	0.32721587296324633	-1.6493686701316526	0.4615383526412917	-0.49913301770403073	-0.022893091174927067	-0.06402344377767287	-0.06597196012763007	0.618636768128634	1.181486298349651	-0.40228767564253815	-0.2357257254730712	0.27695985437632337
