global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41	aroma_motion_42	aroma_motion_43	aroma_motion_44	aroma_motion_45	aroma_motion_46	aroma_motion_47
-0.5188321012284662	0.32294061202014473	-1.8881119853427848	-0.016335475874473263	0.14819281054634145	-0.001833732016250999	-0.06264090134825552	0.053892442854308026	0.02382102789858327	-0.29753222677890495	-0.6164974777383412	-1.7913705610232273	-0.35509586693900436	-0.48506198873963385	-0.5602550229820703	0.4737616779538092	-0.25592723717469995	-0.2836247159589842	1.0022929550029451	-0.8967790330107348	0.1590025767521023	-0.47748561792622185	-1.3203369919908416	0.8832945428630414	-0.2505083582196215	-0.48531560972275645	0.601041629090432	0.31590143643240753	-0.16117639839285586	-0.03464622117273163	-0.13967445332202813	-0.29278825139690234	-1.3249254388324176	0.5080597085908438	-0.4303132266619288	-0.2325136782878263	-1.0457895569559523	0.2411870441227397	-0.36831668370597914	1.6689870836158618	-0.36806537619359375	-0.15611694579289284	-0.33837941082559864	0.9094606320584715	-0.23515306008635298	-0.08477681320413659	0.9387985493921104	-0.9666270927891053	0.2210079662292789	0.5412503451917938	-0.04394989031780818	-0.36546869148425765	1.110486953328762	-0.8662870946862427	-0.5832379860163526	0.012854049671009648	0.5215448056409195	-0.4756685462513304	0.14526671370105693	0.09492934783378093	-0.747807655637381	0.4091121522804585	-0.5286023347988216	-0.2365264704057494	0.5741194687538598	0.5224867175230274	0.10261179849935291	-1.0120838302276196
0.027436706951440806	2.699029520488946	-2.1618389064257584	0.08919154995670829	0.15519667757853642	0.03831945587203795	0.00042778377315907945	0.039203776615086026	0.06086654943614153	-0.22621487086192338	-0.294959666551492	-1.2338350477339204	0.049669711670517584	-0.33716451575783046	-0.5778961281151425	0.16630522263090428	-0.7097988196976724	-0.36542900468563394	1.1040998179336972	-0.6519922345268836	0.6740821431011053	-0.7055564761009211	-0.9902978979214907	0.43054552793900597	-0.38941396730394595	-0.3381459143509901	0.7725279588417602	0.42278083735576966	-0.5293605233448545	0.19230912043812254	-0.004315992686565835	-0.4048976716402764	-0.20086188806832286	0.6282508661448489	0.4597420031459173	-0.7566602806310252	-0.33103073358697704	-0.36500593166872214	-0.0578322488037678	1.001124400307765	-0.21149606969802556	0.0866492423046133	-0.4765457582459326	1.217316314616107	-0.4151239459618232	-0.04490300806756588	0.6955831626313299	-0.7897406952497045	0.15983662553626254	0.6765393680577577	-0.023719409593551122	-0.1676286234230559	0.338576645036793	-0.26687642233369874	-0.9726422865507264	-0.09420691149028584	-0.1960316800036698	-0.36605525621016455	0.050898198568949726	-0.2401361507899759	-0.25964244897848426	0.24809992083254642	0.2829163502198506	-0.21329446087295115	0.36791033035889714	0.2650578479646152	-0.3632631042825456	-1.3067740552801392
0.4170177668503081	3.0616554782623946	-1.5751594376505593	0.06338372407350283	-0.07864464568834761	-0.061367360936915825	-0.04851873960600964	0.04462070577834879	0.2369340444143664	-0.7336455002261023	0.026718500228329247	-0.30235453777704163	0.4120460357128697	-0.44314688135407976	-0.5805797391808478	0.5367632636182081	-0.6607309192686246	-0.6357027945694229	0.4546751565073194	-0.6227318513810842	0.5692613691789343	-0.3186817551339407	-0.5650225012895002	-0.14016415123480744	-0.47276090412587396	-0.26385718401078395	0.34300733548224777	0.29934907143428924	-0.42182029737321025	0.39565935601276986	0.32419744413677437	-0.395099002645544	0.379825685284606	0.8860896158984154	0.40712206721310407	-0.9695009288861908	0.421826419362088	-0.8735858127170089	0.07133786385711574	0.33006767092478534	-0.23444528710920484	0.6727109887780687	-0.3291239790398604	1.1083208556578126	-0.4787848271113343	0.021983801641979453	-0.06388783199127582	-1.0958265154498064	0.037998129625783805	0.7372551139538355	0.10405885032155447	0.04161655158274486	0.15874380772998695	0.9214634111359673	-1.2658147832528712	-0.6224976520454727	-0.46353893490625264	0.25040532211859684	-0.3058328213821391	-0.23335322153293628	0.01038042806717995	0.07260926279871771	0.9417343187587237	0.08968076994832086	-0.23421055197344964	-0.3989536821856532	-0.4514669606053363	-1.0009312194459685
0.7346194582752068	1.6415476369559565	-0.1793829874567449	0.33993427053632874	-0.05781173100577995	0.02890833541373112	-0.13136692951515522	0.2273276755227265	0.16673022119928177	-0.5721167020883732	0.1251793804530141	0.8028366564470522	0.43275953489417907	-0.6966466573882337	-0.1874264134154965	0.27574498188399277	-0.5497651870058579	-0.8680819419656707	0.005169392381388491	-0.3975192852769841	0.620712809389768	0.6374054383383013	-0.5054262688549663	-0.022568256279905996	-0.6020723639936669	-0.07157288719258281	-0.15859625926941584	0.27444248670678184	-0.06992845303941755	0.24294903286098046	0.6586645889458305	-0.18968952481720988	0.23319784394420645	0.40840009725333865	0.2890107700050055	-0.9587649588441964	0.6181739337010781	-0.8854480534358207	0.3559082816936101	-0.010471382925870586	-0.7136275288655645	0.29642650993247754	0.11755141768687094	0.29050779003573085	-0.4673878202863217	0.0887904115368746	-0.3852044433961498	-0.7191782240824781	-0.3283894340665383	0.37497927555803995	-0.018876553487355067	0.4292577977262984	0.5487058740638878	1.536814099736473	-1.34005496468878	-0.3978595261844253	0.2122662040731659	0.441290137554347	-0.05711416510522334	0.31407457817665824	0.46632693119743873	0.16707383550958751	1.1441459698322398	0.6756348312588359	-0.6193913985679939	-0.603205580078636	-0.41817595094758747	-0.541708467803496
0.9033177924498622	1.1103698903394408	0.9885159082710806	0.13273415592040017	-0.05974676585177792	-0.009081294109095889	0.04444468338600807	0.049947406725055765	0.1825145737553186	-0.25038740141806276	-0.13879811175632104	0.95403539636638	0.5554864934666571	-0.7980568506089891	0.18704445156952712	-0.22267693919827286	-0.9357921687685002	-0.5819116172375549	-0.26266187172879935	-0.5094167298309107	0.752209344459317	0.8383603946617195	-0.4928792300278103	0.3028390137116035	0.025498597107440873	0.021512632192118672	-0.3821031117071335	0.1756547254254146	0.09532883926199631	-0.3811325618808761	0.45858702572259746	-0.18672384999195094	0.09917180356189136	-0.4012214256485687	-0.09487486486131602	-0.6323448887859086	0.6812855940283936	-0.22157030112993994	0.21676017829382158	0.38873456695436215	-1.1176530568172223	-0.15730356264678427	0.3321130531757061	-0.3957223344437259	-0.4096342133651537	0.024160429353093576	-0.44566633885707363	-0.3170548129174296	-0.8204596105513403	-0.21438298213655027	-0.054049640739606705	0.17550906325743712	0.4800053856352718	1.8363549686451455	-0.885599688028794	-0.0889543827572125	0.9105419665702691	0.27696306583517905	-0.2049382449285685	0.15170560678195955	0.43135174593127534	0.28005388569442696	0.39353448900320237	1.2827494664496215	-0.18394109815735527	-0.8936614003232128	0.10225322066622607	0.2348637296440267
0.5597419367737293	1.3082013556601415	0.8686682806507172	0.12933757216854747	-0.11558511376333468	-0.046825608666316555	0.01837161945597284	-0.11329150495205881	0.20842538564207555	-0.0007557407991107255	0.035001772097791574	0.339622790226345	0.5515411806347744	0.037569803756568376	0.6343509014999109	-0.2748190000513539	-0.7020023782733351	0.20623139077423236	-0.053011878391130494	-0.5635279319352149	0.2971346143167997	0.7084971277458363	0.019472299017083743	0.1764039231471898	0.14340698463262544	0.08422523912085084	-0.12136100416914712	-0.02417857505456334	0.013803629596650097	-0.9074377589059746	0.363840485386143	-0.13071994494380026	0.3899398750854936	-1.080324140488927	-0.3578198805418713	-0.1260232139073998	0.5675738932330576	-0.0784874007154705	0.3473947695836079	1.1271157575607085	-1.4035442358915384	-0.3196507679034141	0.4805201978852618	-0.24704943394849765	-0.6386314139035064	0.2535548141702591	-0.5109463382229418	0.7847982634730964	-0.9211851682650436	-0.7926189419483635	-0.6684625777403482	0.3383321706393156	0.21455051786420284	1.315147303762287	-0.49765869122182516	-0.08856597426917222	0.6892209675487083	0.10799359159548477	-0.5591280644659653	-0.29319836034027236	0.520663552019804	-0.25675317074387477	-0.01845438865500705	0.8281419553474362	0.4209446443075122	-0.5975520240228989	0.16329416528172272	0.586587966544114
0.7255726133862175	2.3812215477880048	1.503646803845535	0.15734498217411105	-0.105435401669806	-0.10795556444149412	-0.23347119489270016	-0.01457797446828843	0.2029776526584948	0.35014861285150206	0.7787054397688069	-0.14604803092810678	0.22132994411890242	0.47333511857790245	1.021255556792312	-0.49388756773137793	-0.6455646010459575	0.7332409659868975	0.3966321051489887	0.10926552235029106	-0.09431235642955262	0.5403784878994484	0.3095871218887885	-0.3584611330435447	0.016084081351714928	0.3485938939152539	-0.19945734021785438	0.1610983842703988	-0.12414066263047079	-1.1540778002260068	0.2536011753908588	0.15579138523254052	0.4844455551147529	-1.3148910649214438	-0.05577670836930307	0.3261113828053334	0.6291127347951578	-0.29356965449737815	0.8664668424305969	1.4742929039672175	-1.128743085761843	0.12310159940306512	0.4996164401502908	0.06941123906286609	-0.46648876536565376	0.8814413371183033	-0.35543239947994265	0.9281878568878753	-0.3057220254494647	-0.5474413384480318	-0.7142386745646795	0.6755251174376813	-0.17490584439230147	1.5331504749475442	-0.07898136521096172	-0.2751735034007927	0.15907665981726576	0.20212053140273445	-0.3811310433446691	-0.7158457685219098	0.5964631145229924	-0.5487907776150573	-0.10879885516332786	0.355226307673747	0.48376570141923736	-0.11656898600350143	-0.20436496713064942	0.265939868098344
0.8138925181459671	1.7091411106924923	1.3656025938442649	0.1538760298438965	-0.48555616837705196	-0.1068735000753637	-0.12679756948302187	-0.17443481849814	0.24630899463076378	0.08445491316040084	1.045023434117736	-0.20495798687536956	0.09019122927303413	0.6056863946303349	0.8907590687007605	-0.715968438879793	-0.7100539680126787	0.8489525966694651	0.14058409392925933	0.4484699245282131	0.11597050803663843	0.19377720879099017	0.638752175566927	-0.7463588675474557	0.20900246954487336	0.6954081176176343	-0.5421535024880072	0.10175782286065743	-0.18942594625682682	-0.8915073355802019	-0.07980092761348817	0.10914810949256935	0.5920132305244936	-0.5097842661737688	0.14300497798848943	0.3523695607719106	0.11816112114331531	-0.26697626329502755	0.7225115594011328	0.42310740845152883	-0.9425769600404249	0.6066948067300154	0.34928852652405856	0.3877635781394541	-0.24325225485460603	1.1205966011576367	-0.5328803412706052	0.6010835399967671	0.11621856857709884	0.15553346824834105	-0.1956190209110922	0.7110451278079742	0.08636235983522306	1.6357391079426737	-0.06957446284585865	-0.05287584165534716	-0.43567037837567973	0.6832667334604876	-0.11802495739476754	-0.8500467575564367	0.26896976068573064	-0.6233080847587619	-0.17836074169797217	0.06039804013853851	0.254362262250958	0.7686854853991961	-0.10690585594861063	-0.07934338639166165
0.7460302513655038	0.28454513168382856	1.2983390095239453	0.3851240236046741	-0.43151114892748266	-0.45481695154410906	-0.1149911971202245	0.027674064517254876	0.2857302172820537	0.15543868770554342	0.8504077093781945	-0.054749215347936614	0.04982071883366047	0.03419379199158937	0.2883548159989306	-0.8816194933263054	-0.29880497384637145	0.2037819901209569	0.20645861846861374	0.5157296258408604	0.3004016545405213	-0.11136657969717911	0.8328111203604669	-0.6924607526624925	0.4499159292611458	0.43755530103561235	-0.5683978477991626	-0.34635791140559635	-0.3852854469304095	-0.7010231852616023	-0.4271911466532897	0.15132383654801335	0.22442828169583334	-0.05955241743453657	0.1772543995611958	-0.27195856902084703	-0.1348164940393515	-0.15192476987620676	0.13481992015517408	-0.2661891047121423	-0.8038622813602881	0.2587321649165283	0.16154911021864105	0.16442414614702613	0.09481612464382823	1.1663844534027281	-0.6913889094834099	0.0022361642103752217	-0.29060316804766034	0.5680367146564458	0.5129895977742366	0.22104306090782963	0.4115400159310352	1.4724687577125462	-0.2261397278269409	0.49041868828532037	-0.4468014172824268	1.0065941384416228	0.22704586515832972	-0.42928985389312735	0.10081758970423266	-0.24465352729050835	-0.2611216021947317	-0.17312029563729475	-0.02102957926987827	0.9382353689406709	-0.40280050559252717	-0.3270673008611855
0.6667129605078295	0.4601303139917189	0.623580357077494	0.32641617628742475	-0.29089514940414285	-0.7756265171101785	-0.23245777648327515	0.04595375823736564	0.48315471419727213	0.15694304024623837	0.4717532920454285	-0.2994509321424908	0.2962267427802494	-0.6709839817493313	0.08273346455931982	-0.8634178089682322	-0.5519736174722073	-0.11642875939607669	0.5665263305228715	0.13908701028586193	0.37996498183332456	-0.047667917715040954	1.0221019231262793	-0.23594464038445168	0.9152243823094075	0.37824758166744754	-0.8481245745747837	-0.031267628114068316	-0.2026630572463614	-0.5099262683836052	-0.7363248756663998	-0.09640269609321654	-0.14676325051900396	0.10029347024031313	-0.40849602719597466	-0.9415742263824278	0.4232380438022396	-0.4249408540121909	-0.46637267006960487	-0.29981508789528016	-0.581613825945581	-0.093626033490482	0.04934804097799344	-0.3715181341051856	0.006620417268397035	1.1618614259492743	-0.708358572675397	0.18456037225765762	-0.7371086414682629	0.37204559864210085	0.7078253742361874	-0.23168092397722184	0.9733819277858453	0.4930488958080845	-0.3786586437730151	0.8418247356516235	-0.20147509505329558	0.5745112218782054	-0.21487730278249992	-0.3933408949067647	0.15051346230907978	0.2516461120816665	-0.41944616836576204	-0.49381183668081097	-0.07038533707464809	0.9939986230379726	-0.7128386137298565	-0.19807630778378607
