global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31
-0.12444576026158025	-0.07256433479393506	-0.6753535856125762	0.1267066044589088	-0.34093670398903786	0.21590767605272695	-0.009231602115080353	0.05080281249819614	-0.0789946162647217	1.4819697970763697	0.16300758673354712	0.0017948856478834899	0.42722077598691377	0.6725332164484012	0.32792345526998373	-0.44451499545363016	0.4638091865646118	-0.7477925797099315	0.5036853818487987	-0.15472183158114552	0.3722042491386295	0.5581446256081283	0.7443698146962331	-0.6359795928617386	0.8668808619636078	0.1764812331803148	-0.2665913572020629	0.6516519682637553	-0.8582401718545744	-0.0024258375841073273	-0.44461031077721885	-0.7551801313096239	-0.5987141629831024	-0.7488148113829515	-0.6258280755415617	-0.6648518987588162	0.1538787346643944	-0.6271551383440451	-0.8495391580351617	0.22063939242932207	0.02869187106659399	0.0668933999977628	-0.9841454644644475	-0.5455655728571707	-0.09184174357834292	-0.2302901811795794	0.3043928419618213	0.19896422145227521	0.18147507563375836	0.30358610290474836	0.292015134554146
-0.6768215996463568	-0.6458844106699513	-1.4877622272430113	0.1495540434540486	-0.13114525527967105	0.23422790539222052	0.07575918625044754	0.06875377868277255	-0.27003861553545416	1.419752140733529	0.5021938887616078	-0.40362418182070015	0.23926528661002866	0.5842483400120462	0.5884191063994662	-0.0011712131096913438	0.6891146595557124	-0.16853484006893724	-0.021098071415284494	0.3570198919643663	0.36920078689938857	-0.20096546145245298	0.14597127829258358	-0.3284541443700863	0.40346835182281393	0.1766882740276663	0.3992155222618762	0.12384926670119256	-1.0289216813517317	-0.23876117210746162	-0.09832183205661076	-0.2607068308650899	-0.3612056796864334	-0.6992892247505306	-0.5619523947959404	-0.993112990381198	0.4546048961106412	0.12081785088286462	-1.3495534355723589	0.3219066383964853	-0.21439370635995728	-0.25261572507436764	-1.2314461235859022	-0.4226131867407457	-0.5037335260477296	-0.09100506814588925	-0.7868959855463568	0.06756707726292902	0.8663829925276606	0.49491741057066757	0.3516060975966443
-0.5659028854199251	-0.48871805477945585	-1.618979740917587	0.12201907049282033	-0.0501871402313904	0.2534022179961364	0.16362864894205575	-0.04356242130083561	-0.13359607100767146	0.5429934017060078	0.36933843234390257	-0.8893186077925506	0.008882401910672058	0.08376604968312137	1.0679218107824577	0.24652431678450723	0.4908587921222073	0.2585542771030862	-0.4175909634442684	0.5288588172095878	0.16325271906194838	-0.7051968452501591	-0.38824878483459757	0.4896955972039569	0.20526875427740837	0.49518506388469247	0.5518855405983808	-0.5080862769493786	-0.7483466177327652	-0.13131543302514082	-0.23669901810829405	0.44185212915890465	-0.30306401518394926	-0.4863098789822911	-0.37042866854133594	-1.0773082623457306	0.6933052845442387	0.7604714968464028	-1.2967406674009676	-0.12396764705305015	-0.3289622743437276	-0.4591751490904958	-0.940301883797129	-0.485246097746722	-0.8056020830478388	-0.02161903052402596	-0.3709521484089694	-0.13813347454723865	0.9362876131305724	0.49175873101465684	0.27211489335455985
-0.3160139418687632	0.10749123229846512	-1.5658710293936833	0.05851312077064462	-0.018740638732588355	0.2161211942657818	0.05546175114014355	0.22525716326465606	-0.14477569010669192	-0.48433428818337015	0.11347932674436487	-0.21985503644765056	-0.5033481539035212	-0.34205607800788596	1.0635915631665107	0.2614936302808455	0.0799841182543147	0.35687010349466536	-0.47617885587208175	0.6743340397064801	0.2718647084732027	-0.4753959594675715	-0.7631902219340666	0.8913463820599454	-0.02100576979860219	0.7124400801637633	0.5192046738076577	-0.7033332418794691	-0.5832066030972277	0.1892102810350768	0.09113325454340884	1.5617394084859402	-0.366336099760336	-0.6369047289503574	-0.49203071996163456	-1.5188005225576588	0.9494128262829968	0.7596799587193428	-0.6819767135196693	-0.43108942461937044	-0.27374377688529083	-0.39148643031039354	-0.7581982836406709	-0.48058386117343016	-0.7981412979441245	0.4051882105637145	0.0479687770162908	-0.31558208911688285	0.30792330021922637	0.2634828231704792	0.05533579218478316
-0.8198268507226796	-0.39500297226644854	-1.734853480667037	0.024395342571143862	-0.015398109425330849	0.20209827249985207	-0.00915114996201244	0.36075723763144685	0.13505428618183643	-0.7103106412215975	-0.07909938709367295	0.29043397774480245	-0.43498688562453286	-0.17198703474704324	0.13908526241514166	-5.634765680372311e-05	-0.05880953682574915	0.19694973942953814	-0.025459125692318823	0.6763472535160017	-0.19283507972499705	-0.11513758545179535	-0.9054066783424839	0.4282494992543479	-0.1531427823417698	0.8324573921748373	0.612648466387117	-0.23849068534893253	-1.0024282675545166	0.5185077064024547	0.5031550034392109	1.5976376611098058	-0.508489218275503	-0.6931223448743729	-0.7403333863488599	-1.1052178818025578	0.7840302671635524	0.6855828140438357	-0.42651228527020973	-0.5412360035963969	-0.08149920653988872	-0.4894751798572931	-0.49105803596734954	-0.4540602611850628	-0.8621975640488695	0.636093821857949	0.013185597286955612	0.11765269456866566	-0.13022153612743392	0.07744513892503824	0.0452491109182231
-1.089869669430167	-0.8695946405767372	-1.2521399611000106	0.16757635009576768	-0.0004905361962155609	0.35442132519153646	0.3693822875919735	0.17394579550512157	-0.06577139302688714	-0.15681016257355732	0.19365966394986248	0.4527120655797478	-0.5618249497224538	-0.1583058713017582	-0.28439085141982207	-0.21703361015646352	-0.40827756734360793	0.46322459409153594	0.017997288618621553	0.5148879106987051	-0.5475736762796748	-0.13189131853653815	-0.3181033262020703	-0.27693232887024277	0.16443409431477654	0.7206127100429658	0.536903710159946	0.41710828721413423	-0.7946081625143954	0.8229043722029327	0.7863019742389935	1.3169584208788478	-0.19141500407614506	-0.17439126250501258	-0.8707665635017784	-1.1269659978543498	0.7809679472615075	0.2980796219285784	-0.41887354616478	-0.7228653128737805	-0.04471677678379285	-0.2003957712771687	-0.5625888772554412	-0.13762490631586863	-0.4030423714187899	0.6770744340556839	-0.2587960472206612	0.17867174286152887	0.07999603357150203	-0.13175944169126003	0.17987164790190105
-0.7762550276550755	-0.29387238474577215	-1.4788403154367837	0.09386736532379913	0.05156676976657158	0.3432894429864297	0.3249251222330503	0.11203641496007581	-0.34201336218096756	0.5489258732721074	-0.16140490723210327	0.5306991802144395	-0.7823643513906494	-0.008383229030569624	-0.8223719006304397	0.2245504673482741	-0.13175139065548874	0.5331958514769076	0.06736035755862077	-0.05733603739081759	-0.7041151021213677	-0.06678887075525688	-0.03989209082330419	-1.1738565727162822	0.04475056079043442	0.23422971217578215	-0.05654858407180103	0.6498166609623444	-0.06121772618124444	1.2451327469880238	0.5205917348724327	0.4665244374893334	0.4530869362924342	0.42499338800588476	-0.9613809782929831	-0.8039580050921109	0.555340357149587	0.09840562109537274	-0.3508621495836335	-0.7798300316615769	0.15725904202006613	-0.3446032285933391	-0.5940771695360222	-0.18585546340172443	0.04788437191838602	0.8305389487355097	-0.21606416068646	-0.06668311444111716	0.006982249884283704	0.003036815486763487	0.6591366441179087
-0.04280091539038855	0.6061861478723396	-0.5851393243021437	0.2493503132199294	0.1153904039421825	0.23389707153620773	0.2883197940856466	0.08931558619494334	-0.3719544274957678	0.7785331107390616	-0.4258348957902863	0.22269937255585223	-0.6914835525858148	0.07853697777581559	-0.6841164314960624	0.16754009168629616	0.22598687316966912	0.2987935688156894	0.09174920424292299	-0.24505826001469558	-0.7154438234863424	0.3175491699419211	0.4077619442889899	-0.9187631027601664	-0.06666191936811276	0.275984407735756	-0.44197427982159376	0.5642681542095539	0.5599142516157397	1.6978739192991317	-0.3745983397868387	-0.40339470123765125	1.1118571929694558	0.10963219213787057	-0.48523165449442657	-0.738216750532407	0.0037081738976363567	0.257719573968295	-0.4650510642830189	-0.4732396146985757	0.5480976130055546	0.02729013851076885	0.05171901578179893	-0.224523296852426	0.38206941555052326	0.8355146398378042	0.14332485326400496	-0.15742632646214866	-0.1740497230211964	-0.36978396637180666	1.0335442886075603
0.6790364715011791	1.975905054531422	0.4949991700459214	0.5692853502192751	0.14686849041648734	0.1533022463086658	0.3158772817052043	0.009952104664065875	-0.44984938193873447	0.49820485730985314	-0.7275883318316172	0.23907153624369065	-0.5923838667635796	0.5979624729724526	-0.6701265644621726	-0.2337018772930216	1.0362980808855653	-0.19020088097343626	0.4309385561523692	0.009714620617589105	-0.7857006654212585	0.6129503735808498	0.2833518152678455	-0.2923448783092881	-0.3059807149884809	0.21655430973548695	-0.3263546309935506	0.25647222135814385	0.5772677192059325	1.0991200883742915	-1.0004156635287347	-0.5357105065730048	0.9756411835049297	-0.41377109176576826	0.25705621682475077	-0.32525423791878405	-0.25120637918446354	0.23054109226363345	-0.3711999811158956	-0.19744495626367226	0.6442164656508882	0.3479511801667652	0.7268812962244405	-0.6248524403092754	0.36040576483617814	0.5581177863591047	0.22630594086918518	-0.6092021424953372	-0.7630366816912254	-0.9237921677513158	0.9324625842884634
0.8232191786216859	2.8155461904508883	1.3062717099064343	0.6568021667580128	0.035547592810585504	0.08150105430817725	0.21455151977752696	-0.11970630419838138	-0.4115730708131038	-0.492529146806791	-0.9512681568228084	0.3418449709104456	-0.5354715936956661	0.5670676952771568	-0.3537655741574092	-0.67117856452218	1.4927052768505205	-0.023166169780465352	0.07654776929599072	0.3431278118050401	-0.9674067016279001	0.7964425373973716	0.045866770854473035	0.27221939372510084	-0.4282716429986861	0.546424369368067	-0.08058976040118095	-0.21529785879645502	0.4061178416386416	0.25679662374293416	-0.9973405468124324	-0.005835083005055537	0.06283939549407921	-0.9644420031200465	0.6338862437503374	-0.11006661478661789	-0.03796404511246702	0.19257223867628012	-0.5492883549585773	-0.11615933060854323	0.4658985286857032	0.2543492063601104	0.3602388020014205	-0.35688332165994613	0.4501278093210922	0.2791563353123032	0.15984801094160447	-0.23741192534361769	-0.8967865477746082	-0.7717457620562613	0.6349492863114963
