global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25
1.4624743933313238	3.3124317236534435	1.4026166976948207	-0.013961751674896078	-0.11950930293223737	-0.0024633697394550735	-0.3877568552684496	-0.03646161644271532	0.0889019629496032	0.6442391095958105	-0.4265392592569788	0.2047896397555183	0.22033256012683927	-0.22015562400606387	0.5577614511150277	0.0413261040267785	-0.03423664242305685	0.17164209067907488	0.46629456842350425	-0.3062356083324248	-0.38258184232120196	-0.7692498346282414	1.0443160962070335	-0.9082498853757116	0.2886359232532474	-0.37712124059819585	1.1820710419521359	0.17061295969493073	0.43184136851392396	-0.11568998783432824	-0.03558658627785224	0.11476699813002882	1.062314179981464	-0.17718723269787523	1.000642519907228	0.9116999632472944	0.054933413070484265	0.5048293044641529	1.019213616207393	-0.16891367025157822	0.5267247787933943	0.22758441021875198	0.3291187208073881	-0.6868399286691831
0.2814298484132939	2.3903898478699555	-0.8632830690449411	-0.010737941087086752	-0.12574908486023229	0.026910887263859835	-0.38305481612147896	0.0425745368825946	-0.04014084685689573	0.47310688262852757	-0.6266777601703086	0.19430642207722157	0.27964945847304623	-0.2945100862849466	0.571867055901742	-0.24543508664908864	-0.36450572396148373	0.1887440664956257	1.1999889417331333	-0.6493316375835618	-0.08070495289286138	-0.6490183117226859	0.1547352616894929	-0.6031595362003644	-0.3196818332831544	-0.030957065997106754	1.012572473564508	-0.1910025069892543	-0.27633221352760046	-0.14041233307721337	0.19437015603517607	0.5499388609945234	0.7822703894433829	0.04324175735504373	1.4403421523863855	0.8024756569204314	-0.10864873292606908	0.11835355196088353	0.8400604074283218	0.6910757045465777	0.26114875604961707	0.4629628807688834	-0.1867731080699641	0.19750312608800624
-0.13093108376479437	0.09022099868646968	-1.1387417936662738	-0.028544573554205678	-0.07011123942416736	0.042909086424459175	-0.2773226955490857	0.03511433668267373	-0.12062026655116993	0.42336406445987956	-0.2378735303038953	-0.027823193618775575	0.2524162999071558	0.0030976252893006235	0.3169416672508347	-0.3613988790625253	-0.4902632513763655	-0.2345479766726977	1.2657343745029244	-1.221967686238158	-0.14935360685581942	-0.2216960394410229	-0.9492924087176585	-0.19350931505961516	-0.5647744391893919	-0.6124387736324843	0.4982692268078105	-0.4507610786787154	-0.3847575222080427	0.002433004506231555	0.40547104241302645	0.960936499727668	-0.0716974549668835	0.3960742007974195	0.48262087310502677	0.2183308108683522	-0.2148499814764655	0.009370100690637628	0.6072693105335674	1.1257313547527543	-0.13843040939795276	0.42202379218603947	0.03812564729106032	0.6483164045001688
-0.46872470372786834	-2.5470766801827347	-0.9454073363214388	-0.07019879684890626	-0.06372497912993932	0.1052429152985917	-0.18844027261071725	0.1609905240681494	-0.13967957561744307	0.16088677523449008	-0.2510605950201311	-0.07607558025381034	-0.24910801549338066	0.21257860480064256	0.010028445664329012	0.06811036182031156	-0.3679758466638381	-0.6216185283503246	1.1453722910648663	-1.6152273226561928	0.053390629810382964	0.018250785465110768	-1.2567222078905966	-0.009005147508837866	-0.6224681606717533	-1.3991411042354926	-0.04597309339715953	-0.8120918154451899	-0.41675852249223194	0.006746053795482297	0.02897260685205032	1.0817999644094491	-0.44022792571470815	0.3276019116893847	-0.42288983449277673	-0.1962444006278981	-0.7375615377488246	-0.09883174928193375	0.17978365291158116	0.9275563985630578	-0.49498395868030026	0.38838983943228	-0.15360875201042565	0.4461611298750544
-0.2518223755193758	-1.964647789210443	-0.5533689807556156	-0.010656405681252201	-0.042765596039474135	-0.12442525549890218	-0.3780484681703993	0.16780890568245155	-0.31222959701058567	0.4261789049981289	-0.10245104372570711	0.03785225352323309	-0.4001057127273864	0.7391068623138639	-0.05271785795865248	0.30131356908697515	0.574846900616407	-0.695405296950357	0.872750744395086	-1.7445850954449373	0.08090458931033681	-0.10196423148313559	-0.9151391575231139	0.06086815615507123	-0.05721213709162021	-1.473141658579873	-0.5952798624309125	-0.40894166835462575	-0.4479677871953758	-0.5037939545738951	-0.08248455242663653	0.6367611517809667	-0.37859805562783344	0.5216123534381301	-1.0604028404277048	-0.7465328214238479	-0.915497576737668	-0.3399421723984616	-0.03463289289043865	0.0420613965084346	-0.665478086353164	0.29415445261608075	-0.0800914856524121	0.3747264712311223
-0.12906979919636644	-0.2695747467991162	-0.09221720784923476	0.06385971721327004	-0.04305922558209515	-0.2200273671568655	-0.24568734401326653	0.14602460454871777	-0.37824393330227546	0.48745214228686823	-0.21091351294104552	0.09230996477447116	-0.5142939267515005	0.34627860934880667	0.038453628435306995	0.22306604586979337	0.8420217536212676	-0.5547949267352674	0.7607617084807918	-0.9758556957531239	0.5020776278603536	0.06127751950524578	-0.3519480635722607	0.10111005791222058	0.4403263344269516	-0.6126546827548796	-0.5969635828789951	0.08023995989531159	0.049446850677039196	-1.1290956520845303	-0.58394825494824	0.2975271124310666	-0.026818453223618293	0.6100474271764402	-0.8277473805599452	-0.8117203172971106	-0.552084267422446	-0.8174972289622982	-0.019513606429438	-0.10464605968389583	-0.7946465372739129	-0.17714181340864008	-0.1807456928924821	0.2466471333815131
0.03826017106180786	0.6725879071470409	1.1417956472939066	0.09681153254567715	-0.002973668972818165	-0.14197141492522758	-0.36685127150359786	0.19474373177490378	-0.23620953775657283	0.2895494338440826	-0.4040472748166375	-0.26933568098752253	-0.4112196163482669	-0.5135631881168459	0.5363888158510629	0.17139462371138836	0.9811376454527048	-0.36280548558949627	0.5749899666829029	-0.4795379999459974	0.7097055692797403	0.3723714183561786	0.36163984430666213	0.19198214028484809	0.40887383805781136	0.27392605811707993	-0.3447802384834414	0.4136070825294232	0.08244955051798546	-1.426466562100554	-0.41650835001213193	0.41396153442129857	0.1250978170108836	0.41321431024585953	-0.3244633683309816	-0.7023204290547471	0.1975658289185487	-1.072699675030493	-0.7165333169872122	0.18829373376018504	-0.505487531673963	-0.6194702234291342	-0.2113129234346459	-0.02074629779038254
0.13507705386850893	2.3111490106943093	0.19563631771887302	0.08670703227713672	0.02274830485867755	-0.103089599230513	-0.44378805587862213	0.07103903924712186	-0.30698709248182837	0.4071304725301665	-0.4226369815163507	-0.2880731317362647	-0.3497114281870831	-0.954729000698713	0.8068128712181226	-0.0598357191459928	0.7346184935187625	-0.37169042501040594	0.35255222941666087	-0.3113114475981281	0.4654918788480256	0.5206096855389863	0.8424980371608217	-0.07244633659982862	0.18597603490742964	0.14491256559053245	0.18995120016908046	0.7712210535902978	-0.2292742156483761	-1.0221362256713864	-0.6513258157040877	0.6836420067019314	-0.03556227467678417	0.06061288063325549	0.04595946646917685	-0.8048863616241041	0.5090623161575063	-1.2585370696715996	-1.5681167680113484	0.24724419024589048	-0.3210784781856419	-0.46216293717026513	0.15045917593613292	-0.051288437478246435
0.02228619419070056	1.2884714990786397	-0.3257110870261122	-0.00694057943639767	0.13218751042908702	-0.2831222966595204	-0.5064455630159038	0.26843939265282646	-0.14100287605560685	0.4999125562219719	-0.6565212571697493	-0.17854719282785403	-0.5545062914925616	-0.7643888970354169	0.955760898074153	-0.32587514892249475	0.6680696451080599	-0.769614499169171	-0.289513759549678	-0.22954326806070674	0.38551735574758184	0.6947422848283331	0.7279517571760719	0.018576710713996535	0.05083957716953844	0.12957141793724503	0.48494481177737114	0.5653598869630646	-0.9294253726331743	-0.4766788816842346	-1.1747988198020607	0.3456940007562487	-0.04558906100542811	-0.48880860402473114	0.19774818396457677	-1.2054983057724433	0.7042251210932935	-1.066923007616937	-1.961498777017235	-0.009877978907318195	-0.6485193203746541	-0.2646308973363199	0.06204327519610728	-0.07147013710795559
0.06093500825380034	0.9485871850452826	-0.568047246229354	0.002986464429395059	0.1502993887369175	-0.225042075545789	-0.4281917467315534	0.38277755563072885	-0.27061586941108273	0.6863028199617653	-0.27386819553857167	-0.5805270957446216	-0.4354915354937539	-0.28573897307110274	0.7535043774624408	-0.3051488211777482	0.8108462094277809	-0.3839562327373418	-0.8381743708874709	0.2962864400694886	-0.027168394097738413	0.6940575539137964	0.7160900811197023	0.10477292164255618	0.031523055156123005	-0.11731163559089339	0.47070129073892736	0.137210374105285	-1.4714644828501529	1.3956139693618752e-05	-1.2277305084601788	0.1817031751017178	0.11495912111471182	-0.8644781156664036	0.09838122451902866	-0.6258832423443923	0.17791133546927296	-0.9080653475709182	-1.8230616584250503	-0.29031417763831174	-0.7755858013863235	0.030179350062128463	0.14811146414459106	0.5239873281093467
-0.1767831664402336	0.6355992664396185	-0.49889777611547514	0.0023779528592245856	0.16913119967000734	-0.22955303900514362	-0.6779087638768106	0.3549077707034335	-0.21251716532475398	0.8176901939654256	-0.5140327689083574	-0.7132769958922955	-0.7437081651745502	-0.1881629220407769	0.5345493636454023	-0.04013982956312961	1.1883571068238639	0.19966137634978975	-0.7520402309297259	0.4843685553893105	0.11859419865832854	0.773697728003729	0.5479874487313657	0.40350321084527496	0.252678973675532	-0.09806976299655008	0.32843982180900866	-0.20359282975884868	-1.3580653566273548	0.011131135031628048	-1.3883313877178016	0.18410805568265495	0.19385325447510776	-0.5609845845250586	-0.32897563797995705	0.27984095589937	-0.08859487712296041	-0.9124106808409329	-0.6396567097642084	-1.0832546896020303	-0.866954409598652	0.41691204914973906	-0.017661029185408468	0.8964772130297599
