global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41	aroma_motion_42	aroma_motion_43	aroma_motion_44	aroma_motion_45	aroma_motion_46
0.20883946246662022	0.40866587305680413	-0.11164165708312737	-0.057503335301594995	0.12614864443691906	-0.023340459911377245	0.03222308254289212	-0.034040436131444994	0.16544068256289446	0.15156949452877005	-0.5088468351384384	-0.04906877024789992	0.0752775476552365	0.10329620556266045	-0.17885373510917554	0.8482576552511397	0.9046176910005332	0.18331387722644166	0.7796180691093615	0.1894937260555275	-0.26496727687310434	-1.7144994772315592	-0.5223844178409056	-0.3589377215129012	0.19859489576472333	0.31037718849090445	-0.627597618596696	-1.3957680346560744	0.09928344839806641	-0.21921643912000707	-0.07892010725622695	-0.012265274239906206	-1.0663056973508802	-0.42794561127846864	-0.3556875770582821	-0.40727843978544437	0.68299373553995	0.04538838563361742	-1.562484988491255	0.011915994164154994	0.1437420038219546	-0.78711168358472	0.22074770462694632	-0.34785213187054786	-1.471228608636787	0.46502095167394963	0.5353655067153256	-0.0738817266896073	0.04688659063377065	0.10317274736995265	-0.5177798499104828	0.42195291843574423	-0.04293310610672897	-0.5967577560423619	0.13395620024486302	0.6139297098847843	-0.4236113296754676	0.14310534302573796	-0.8445812025166868	0.4920401727953759	0.15665940230972217	-1.4735028050606565	-0.3404433657728895	0.2510310179018404	-0.480831369233
0.30059525966287276	1.7495832692450566	-0.7686653992367585	-0.1267469545656575	0.07261063508759277	0.042732613439346895	-0.09177986661622412	0.10140566034012291	-0.305369508416655	0.05617558965198481	-0.3949296560265411	-0.33714596166087824	0.3440473263047237	0.22150114135362106	0.02358669716833339	0.3147576128559605	1.1521716838096523	0.7175694272396486	0.38640720084676305	-0.024310279446547185	-0.4141412832906201	-1.0257964582176655	-0.29161711096069387	-0.0037385757867966873	-0.4873016845126156	0.4838686674509969	-0.8714233694744221	-1.1443358248793651	0.2905574314900332	0.12613666103429746	-0.007566376181240358	-0.12486222761293751	-0.5535388839270219	-0.5430521407498198	-0.13103540052391724	-0.5942981481321078	0.7635760023365594	0.11166441573324795	-1.357093435957683	-0.5527445362052669	0.3599776716003203	-0.08709578227442297	-0.4838653085458662	-0.09654066873736858	-1.4147807882345167	0.3415646506493523	0.31432578993626503	-0.1293222378559371	-0.404806356446074	-0.31227949885521333	-0.6966548423463899	0.755794919632984	0.4359776185523265	-0.46015442874888324	-0.29434115192523225	0.7025215787223683	-0.7403619960701997	0.2813257533922726	-0.9017804671823508	0.5710906510768242	0.5902612387533461	-1.2719322914267945	-0.23315799834428425	0.7492506052605616	-0.27393682297915994
0.39847569802704685	3.0509067661030227	-0.8025050049732783	0.07029345971898585	0.14073513054685444	-0.04847802459659063	-0.14029574472758113	0.28717359180684654	-0.07963301785628707	-0.17997079930265028	0.1069118088510939	-0.09280496131348917	0.0881190802708993	0.5317285283183415	0.7400409119116363	0.21784297364938915	1.1296537050862085	0.14370321612822937	0.16721177809733392	-0.3964557589535581	-0.21415299039043548	-0.41597738198537965	0.10186826986831056	-0.21810855898616058	-0.7675878824322288	0.3451091117179467	-0.839921735453417	-1.2524493185500538	0.2644318661587294	0.2249750205086733	0.15110487131255468	0.10102687031710293	0.10536744867690456	-0.18540363438005492	-0.37193810665148586	-0.4412634513728397	0.20907707111750892	0.03446607215996468	-0.7012594972359687	-0.2814459336620853	0.6696251660188245	0.39352326505103236	-1.2626550145272677	0.2775596448884447	-0.8633962675522757	0.009731309024126233	-0.07985755137591921	-0.0733428889693898	-0.7857737743601317	-0.5073029015919507	-0.5520672123089774	0.6231156035380048	0.25063454881447217	-0.38667524820948174	-0.34567901740947093	0.6307992278689332	-0.6132428090159768	0.5079806485510098	-0.6116130546593386	0.11479890981125723	0.28583161954840397	-1.1981580788889858	-0.4440705396257379	1.1643482078107155	0.15498804669454794
0.6820250011324123	3.581007755427791	-0.5331676313950878	-0.0061158541949283	0.3973815313664318	-0.08066560444589649	-0.41279944799982393	0.27109270842336103	-0.1256915680997445	-0.27002602940889914	0.11287073454544884	0.1969463703600864	-0.04366994496996981	0.6959179689689216	0.3661860112557664	0.19565899962325659	0.8437577551758143	-0.8326293683605391	-0.09428453736784258	-0.3606349296183946	0.06487347454438794	0.026649083068222525	-0.06926257521518721	-0.027612449019829326	-0.3144029263565964	-0.03182609005241719	-0.3579585554270101	-0.8564188781026705	0.29295079747685693	0.2180701086769658	0.13933672782603035	0.21497359210112751	0.712584931395432	0.033025010803257884	-0.6458074810451028	-0.35844364798439216	-0.142111021658509	0.015375032476133072	-0.14642469870911481	0.008686057354103	0.42021106827959537	-0.028937699957763442	-0.9212952273100927	0.057720752463538194	-0.23746534909007574	0.4283924754810623	-0.4585670058295472	0.06664964801424389	-0.6868065436608688	-0.8965794342547304	-0.16111710862116968	-0.1459799446520852	-0.0967975079998445	-0.07677586880957743	-1.047955316268599	0.4516010180042523	-0.06182762756142802	-0.1015961894097311	-0.6610685352538387	0.040966054697854845	0.233139597519855	-0.5093123759977229	-0.7118096641220111	1.369167524623093	0.7233408133952599
0.3499281312156179	2.7457254699653233	-0.6602898795194168	0.06197929696064643	0.32613256899500664	-0.08858312552124867	-0.5548872403383552	0.10018557636028519	-0.042826408634318025	-0.04408327890286626	-0.10517495754664186	0.576455341989275	-0.3266292599395558	0.5150695517651589	-0.3926121588959399	-0.33787919905061004	0.6291960764653456	-0.8267537438919977	0.22535031602990113	0.06756865914859299	-0.06117037408166942	-0.52322222452391	-0.5120284634401308	0.2575148610593188	0.16515659246342035	-0.1203451869451853	0.12514316348297114	-0.45657597143695083	0.22910310138594708	0.04091376287396292	-0.3837506643253476	0.10077696481500445	1.301198407346633	-0.3233656927040958	-0.5586884658256441	0.04775329743437226	-0.08841994141753434	-0.4064759656941367	0.0457192506633227	0.798362085307117	0.23188317482630028	-0.43688399666884276	-0.08762185166745119	-0.5309447623937452	0.35712101742240693	0.5939526353267325	-0.3478582676381725	0.02821237366605709	-0.18096482485050314	-0.6985038739562746	0.06261221628836157	-0.43477330786559754	-0.5841444164608465	-0.17384251893307925	-1.1518712009314378	-0.34196943025416304	0.6232442064091338	-0.0712589327145503	-0.7540221222420137	-0.09525726027361822	0.28944234689662884	0.3037929156432916	-0.8616924972546322	0.6667092808909783	0.7069584229082421
0.00792429771888691	0.41583745298615404	-0.42846098023894685	-0.16228381628410055	0.33200534458196795	-0.3811429298040201	-0.2774229598170722	0.17191297162825314	0.09888185191514134	0.37719291868304256	0.1259634290730441	0.5892781358735981	0.06047585129975474	0.2708947476483551	-0.7468900917400387	-0.6745686483691465	0.5970672209964544	-0.501221456636804	0.5328009357163237	0.43221899819958093	-0.04852168846971176	-1.0986005256341906	-0.08883604729110806	0.351331813032855	-0.03041395186308108	0.27403392479661826	0.2475607589620114	0.019369241565851382	0.23494315194736806	0.050828193882833946	-0.5308607415488747	0.20470097226001469	0.9659077614668601	-0.6839441596493571	-0.09320557825937578	-0.19054582490617913	-0.3363052638711529	-0.5935242787668461	0.1524373928653461	1.0228479685059944	0.19628721734311189	-0.5747786607332082	0.3094008580104413	-0.9132252998591123	0.4553037215806815	0.22588210773963852	0.05865651061867692	0.37884066531209076	0.24845131078356508	-0.2214623105447854	-0.06390060349134097	-0.799523889228088	-0.7810739334811976	-0.07975845697424035	-1.082181870861505	-0.8604779597617244	0.9950586282165595	-0.07832937255595351	-0.6133410487938424	0.3013943477192075	0.05456523343077367	0.9612718003663113	-0.5689366386217296	0.23190852626693784	0.5282792721661598
-0.001239002272145559	-0.5161589649038989	-0.033803313236947255	-0.03896830012307416	0.7401585839548122	-0.5986624233475851	-0.1972989008134679	0.24666191594398462	0.29008899360894924	0.6350430276870024	0.3423468338979727	-0.180965718802069	0.007239821951821142	0.08793168981835163	-0.553839599691659	-0.5774778688364773	0.28272603345213076	0.7996964421230509	0.5111666897440994	0.6977320327272014	0.3201949072877593	-0.7944009957008568	0.26629190748327336	-0.16039779383197572	0.12292700836553323	0.6099866110491552	0.10902483731712855	0.4822881445792873	-0.005234073484133148	0.2712155686936613	-0.8799081693115833	-0.3175823036914157	0.030931615212135513	-0.9247196205733993	0.7495161016024118	-0.36643391455932756	-0.09663248082541295	-0.2040143021178963	0.6339380369836447	0.6625811954032879	0.6465622748564649	-0.09923812008065352	0.5549078259356316	-0.6625058277302107	0.2702224166016553	-0.3894706658772301	0.4197649855218479	0.4323407110300546	0.22722012326819185	0.5752832439719293	-0.3892670198260638	-1.037288687505188	-0.7125094339062208	-0.1239239437021937	-0.7717689489339988	-1.3562395721136493	0.8551699187842521	-0.35862614614757743	-0.4084524188492171	0.7684866993215054	-0.03584885708982699	0.9121464564285564	-0.25677037291522653	0.01564362387890776	-0.12732595806503555
-0.15884041264225376	0.31159822489341654	-1.0533183819593746	-0.24865332362615888	0.6275759992882154	-0.4734018965566748	-0.19273689681412792	0.37902099588764304	0.007616554732395253	0.6417793582403203	0.14573645352152131	-0.5684738719565586	-0.04870054448697056	-0.5399767959777478	-0.2090806124688473	0.3363674414084528	0.07458622850405967	0.7501944974136234	-0.04655297469021579	0.0786260775574425	0.45015610957433777	-0.6209703567789145	0.5416673347233772	-0.1300305461000566	0.21166723448542804	0.7796112972812823	0.25137315557187023	0.7564467387026084	0.05081333101467709	0.3175266688764292	-0.6541927724585812	-0.6272788094730488	-0.6953887587120049	-0.29259260463900333	1.0052943748020973	-0.8478588798815417	0.20428921684260626	0.5343425523163433	1.116510370530282	0.13589350188091692	0.46969089340257725	0.061378826251100686	0.5360664554293251	-0.2702562844805243	0.23104736801898262	-0.39177166760658566	0.30190938523450117	0.670489339025615	-0.10420091786303673	0.5358942193319128	-0.2223632300593115	-1.1021655469836382	-0.5216472855632894	-0.01927855758463534	-0.13407153228051744	-0.91956536080046	0.22973581757254807	-0.43880499681559637	-0.08403639366998658	0.9705056400025045	-0.018664038412781112	0.660361379955838	0.019156080612424718	-0.4329455782491225	-0.5590300387784798
-0.6565439553889794	0.5374430240402873	-2.1045148640409135	-0.6335600313783092	0.48590569251273047	-0.4291673359901511	-0.1564073285034617	0.42881732211969914	0.05096878061391086	0.33086819103253	-0.1933875674217219	-0.09670574106518205	-0.7686122339041439	-0.2853818096149088	0.12889143229516165	1.0886154010200644	-0.34339541082931546	0.27842357548594243	0.06351293758102212	-0.5827135305153421	0.22106813082829607	-0.30106775064447894	0.5334176478225893	-0.2826102731276675	-0.05320315233507068	0.2806158449129025	0.4383476194426295	0.4378446976771108	0.4578140364978664	0.6433315570797886	-0.3008494169385831	-0.5572844035372779	-0.512009459254259	0.6497503468403908	0.8212309971117788	-0.8333940123845882	0.21253334979433203	0.7212865178926301	1.0693804861722511	0.2877247416113468	-0.15899741214652033	-0.016376770148595142	-0.16439047449200847	0.4594253016718502	-0.06682539990030395	-0.32677427696995837	0.6569822702256581	0.02910403144161643	-0.16372468214349142	-0.06154863357768528	-0.1122765542549539	-1.3716279404046727	0.08791726706169214	-0.010134054044111168	-0.003571937689669852	-0.056079713452160604	0.09650311013576278	-0.45704250792344414	0.19834743356660586	0.9562814679305721	0.06632287242067048	0.7497919489581361	0.2259398888765132	-0.696770841509024	-0.31576172671528824
-0.17004542020497448	1.6440622239342035	-1.5444307517289613	-0.612029256218429	0.5734778830941113	-0.4705125737677157	-0.08535709901294475	0.7100040003847066	0.012702359270408137	-0.096191919457892	-0.47390982971297385	0.13616355733060775	-0.840900764452462	-0.05756119349376968	-0.31319919759306536	1.1830420200981797	-0.49360044692804117	0.07481445687846952	0.36408051411276643	-0.26022275346605267	-0.015274972238726519	-0.42279063171411235	0.1790770368358577	-0.2027274268030178	0.5361931071345628	0.11095985340674953	0.3928791478149964	-0.08318582947277148	0.34449154749329947	0.4051865298007147	0.06284744224846554	-0.18595650564914645	0.15258895410655968	1.0911954095341294	1.085648086171656	-0.1706589123012812	0.09830972396534714	0.5900352696848782	0.6780364121441016	0.2423949169335183	-0.7258338136579812	-0.4178795039201402	-0.687356168972321	0.5571859444060103	-0.5276291154856713	0.1389495907279017	0.3908425691307762	-0.2534913108947871	-0.2861975137772149	-0.549834109504231	0.2810645619871135	-1.046163960373289	0.1033930987950364	-0.07968126541004643	-0.040177853745163535	0.6068268789536866	0.33648099836267115	-0.36386691406305727	0.25383225642192	0.8618986079677611	0.30950624575730523	0.7367697776933171	0.14358017201976844	-0.6284177407925603	-0.3796927890260023
