global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33
-0.029660018704017355	0.5762739817803704	1.7275604188283415	0.02954976526110526	-0.31200785684993204	-0.08278930049847884	0.017856130835055224	-0.05259291049999906	-0.15505906699967725	0.7026311364274185	-0.37855568262924505	0.2563548654437924	0.031965961472850066	-0.25900546888137477	-0.5609554250129056	0.6609984023616546	0.460091404224826	-0.45316786016932875	0.8292035195720551	-0.003224003470213347	-0.300501715575539	1.782235581601917	-0.19241319031336246	0.14551486315657683	0.5053043472121554	0.8928098544682509	0.13408158282023602	0.2838762045493765	-0.08067412068588703	0.5625881693720477	0.018220066146066978	-0.008087170458005744	0.8095745889781671	0.021445246133028947	0.06592354304116936	-0.5496037567119302	0.420058967169079	0.36655121218162817	0.14802050943315567	0.5525065215661449	-0.28707557128618805	-0.14074292627059704	0.12332097082610469	-0.17730615599468239	-0.21392564207492826	-0.053030829837945985	0.688237762205442	0.7773747277900593	-0.17858873376813159	-0.8670090791304284	0.5593455556889225	-0.04477647027431823
-0.1574003399227767	0.2273169766507235	1.173956923751512	-0.004570911059758466	-0.34170136480446134	-0.09309731972809353	-0.008830808408994566	-0.06705957983529669	-0.28098205784648383	-0.019674041215068157	-0.09398563804168271	0.12065674842761774	-0.9014684460227637	-0.07507040231094328	-0.31711346158875886	0.6342563515812017	0.620566957259894	-0.31851119259838323	1.0657884999565532	0.46004903791565377	-0.5388808244967953	0.8821384667431018	0.25949478243418556	0.3330725057419558	0.8248632872837138	0.6710415175375796	-0.13045915235540234	0.0847378591973295	0.013291946952519198	0.3469056839770547	0.1973941724273054	0.4244841904353896	0.36537143663529487	-0.41997411727188266	0.36274930514867426	-0.5269427481472877	0.08889420554035155	0.891542814553838	0.227392621665018	0.3160311242630245	-0.3355356980243239	-0.5305105390504574	-0.25654701832247634	-0.1941261996604083	-0.33676551558159507	-0.21858799183698666	0.5734162629447029	0.6917335582117848	0.24489783845937707	-0.7044667492285687	0.42107233271086875	0.25784900412231115
0.0677924077107772	1.7417609323810395	0.00900398722661161	-0.07374609898682402	-0.22701660899170695	-0.11946042193373455	-0.05927718261248589	-0.007987636241755795	-0.6649128332520593	0.03742252178887699	0.4975683665073899	0.00925340634663894	-0.5110452046677336	-0.08333211842473143	-0.18638640976525714	0.7477356179100768	0.39057236228964576	-0.05633540956470128	1.3563241336420906	0.6290060409385724	-0.40526655791508814	-0.21143819575689987	0.5067910947120252	0.28291719513472263	1.1337474325782624	0.415291804886441	-0.38125261395403154	-0.28731403359163715	-0.12930841252667427	0.42191438664558145	0.4113293592136593	0.38526167626802754	0.27847187158220565	-0.8046616805015261	0.6078318169921181	-0.5913126846951638	0.3672997267997354	0.9184991976051643	0.07828842634325221	-0.09015441736470524	-0.2560185461529551	-0.6416218232641594	-0.019887789844644885	-0.44548830108786924	-0.3941425726956553	-0.42727690387788536	0.3091669046551124	0.677321812665666	0.07332949220377236	-0.360638151859225	0.4625591662383575	0.11540509478925008
-0.10427591873799122	0.6870646499008216	-1.0721342761637271	0.0795704746826584	-0.4992714994670863	0.08543154851831697	-0.014193511434683538	0.058196288651150445	-0.5998678702480057	-0.14643996397933534	0.34798400039821026	0.16493508879355567	-0.15161493971639925	-0.4416000931171976	-0.5932508757372071	0.35721526347616	0.3343474732095476	0.26585301710251835	1.363380559020847	-0.07083092215482202	0.2891549204876774	-0.5448328758926292	0.5706118070861232	0.5577021983538404	0.7569956168820248	-0.17224706189052177	0.08516767052966268	-0.6597919342673445	-0.3651588175304561	0.1615605815185479	0.5245476206684088	0.17235333415229062	0.07277872823857034	-0.6390565153163589	0.6443021985306732	-0.5440154901408507	0.2712937931953569	0.29723752729666114	-0.03212118088276853	-0.10197346570607523	-0.17775018815656063	-0.8970439959251264	0.10068987600084456	-0.8226836627685643	-0.0034522861102503273	-0.4255678513046645	-0.004794534469029941	0.17777551724301438	-0.28777758708451245	-0.5866771654063954	0.6479156169571453	0.01470167670346163
-0.06812301124488934	-0.20173579984662923	-0.7616806788701121	0.07758620905266979	-0.3849713457061161	-0.057582402828208507	0.04353940779780705	-0.029847978152765915	-0.7115870535653196	0.12668445051671218	0.0220937241871834	0.376764411826044	0.28758225043090296	-0.8479735718228287	-0.8206040895958288	-0.35893369890894805	0.07197569083777398	0.27936198781946653	0.628346036999214	-0.5591345887251243	0.8874414353257551	-0.2824318667760047	0.46203431738421274	0.6913825340629878	0.13730397908772327	-0.3490891091354822	0.33135392143255005	-1.0820240212684569	-0.8314875280609554	-0.30069075977655346	0.4593839261604367	-0.04840872451432585	0.11501003677147159	-0.5619407602703164	0.5388581493543313	-0.6920892619523012	0.048539214582520585	0.1883480449474382	-0.09290970392994337	0.3197464086136766	-0.2712467465567377	-0.7122492185018392	-0.07978793668057878	-0.7457321744810258	0.3253523032517425	-0.3613209938207654	-0.022597166198676178	0.10715614208003708	-0.5727044645712185	-1.0723091412372183	0.8598964234801109	-0.18796988719233626
-0.13393439374134308	-0.865868630588335	-0.22085178175046452	0.05574993487534583	-0.6402577686311341	-0.07887304411474635	0.03851918468088183	-0.3415109172828941	-1.0176093227412435	0.09459431826998599	-0.07194018144454892	0.4013362245765759	-0.04574234964973502	-0.7939457895564094	-0.6445234437458677	-1.214122074665555	0.17092202142945787	0.2120729093178594	-0.32181269818089275	-0.4463609261149236	0.4329379030277269	0.02036722647464495	0.49393023152158355	0.6570894729211418	-0.6907532395106838	-0.27366810173351713	0.3226494885640277	-0.6438553150356131	-0.5783343343940454	-0.4578075849714919	-0.2437695511772061	-0.019186675539555113	0.23454905630771974	-0.6222570079498269	0.4053938688437478	-0.67656371731574	0.03646597194947509	-0.18176327960230898	0.2694729741949154	0.29818244604075816	-0.16587909908751333	-0.2751212135812117	-0.22451440352740165	-0.3991143410249215	0.30631732633347397	0.10520746010610793	0.18096440577878087	0.3805344191336271	-0.48262832812312856	-1.1268188931147594	0.7482494848308278	-0.1615317685818745
0.42040104773981274	0.39870627160345506	0.4739832710702619	0.10244447668706788	-0.6566017449669203	-0.08433404538599705	-0.09597651215983305	-0.46483347206869896	-0.7459057340302377	-0.6697040770467126	0.17918081386314924	0.34635017404528023	-0.4362270546615381	-0.4910455479915585	-0.00490744016013015	-1.6341395157221894	-0.07369825663965207	0.2638535063947983	-0.6792860299793528	-0.5652615376741553	-0.6203535612388532	0.29559875624388543	0.5424354474719152	0.4897358207449919	-1.189040263079424	-0.20923358016788324	0.4665074364945534	-0.13526360639344628	0.26168048890874435	0.048479176123311166	-0.357585818607118	-0.6792312580478176	0.17444719896867844	-0.6620300776044079	0.18930478738391238	-0.6372490627083398	0.6551578743800762	-0.38544007839111605	0.06387195559163976	0.2266141104984226	-0.22887657272627204	0.03549196499053395	-0.8242870537439715	-0.13258792881217363	0.43696564565623885	0.7102833373117666	0.4676173754652961	-0.022578815260672513	-0.4960622477863328	-0.6783775121047582	0.28598754995511516	-0.22109192535590966
0.3992412582809646	1.6100144404760872	0.34804734759878064	0.27282892871783815	-0.6215858921350151	-0.05844935131261303	-0.09295916402194894	-0.47978675368160956	-0.522120546501568	-1.0132511097106707	0.367115381534168	0.5549578022655004	-0.23396416646728932	-0.2758110578671962	0.48861410762804885	-1.3471029071274285	0.07781354540956135	0.7434082612601782	-0.42685721716576897	-0.6226357359987514	-1.103933096822646	0.12502885754982476	0.1865309999246093	0.596775556398566	-1.5810934446387694	-0.1478922309063778	0.7271808907351458	0.12671286837693993	0.3966030407661016	0.40539644278921655	-0.18406673701667747	-1.1405378262231989	-0.012838230464808476	-0.1481539327483174	0.6737607179370652	-0.49995163222745137	1.4362241558489357	-0.28785706827608926	0.21508727807750608	-0.09490469988436272	-0.11174009421715277	0.339491376803103	-1.369784826451532	0.002947122096713912	0.35835636790047737	0.8283712286118355	0.5557183561334434	-0.5352295260593821	-0.4509999441379714	0.2625619965524841	0.2361199192787496	-0.1319512265650808
1.035200886802452	3.506430138257305	0.9760746211354676	0.22111923427665747	-0.6403487720230532	0.02132980574728778	-0.04778378110159848	-0.20139818133601994	-0.39579778684548816	-0.26262891853854753	0.16751900911925466	0.5530271475518311	-0.0022333223111641017	0.06276353605652181	-0.08845924259634802	-0.38013720138111856	0.3175651220477185	0.4547326605176412	-0.30122122713410304	-0.11023223266044548	-1.0846893306117933	-0.562103727097714	-0.2007065862220493	0.5799641326417491	-1.0972831914121293	-0.1287779195082858	1.3653791761695493	0.32076821116657805	0.20072364571054196	0.7478045463867432	-0.039267590161518914	-1.3225962370183575	0.1326100814643746	-0.022808233856414718	0.6317434918158444	-0.3418534333898143	1.5271122392761725	-0.36258279957989614	0.44102124467290615	-0.3337733700553324	0.22655311173702974	0.41267260109737	-1.3150151295363952	-0.1668057901859437	0.15146425872820884	-0.005290305014900014	0.3946774248756279	-0.7228181032726387	-0.09924549999616313	0.4767286085405059	0.2891166492391786	-0.378410056751071
1.3140834428496615	3.6485816922480874	1.3346227858028885	0.24894620101860293	-0.630598473802779	0.11278373784746612	0.017405376724683064	-0.4155604026721925	-0.5297281412376048	0.19457685768562483	-0.04916513519026779	0.4678688734247118	0.14540201903945518	0.6269386738455668	-0.5413747659013071	0.18616577104470325	-0.06184098865946689	-0.03323972663326839	-0.5090609638518742	-0.4525215895963251	-0.3663759745776829	-0.4508269666582002	-0.2666195376858805	-0.12429921242279196	-0.49277529077790844	-0.06949307575186299	1.3095038453957113	0.4104223829670873	-0.2808320792892092	1.0065452169806615	-0.15592886936308317	-0.8417390020881822	0.5471260402505999	0.010316811530763971	0.2482298885470717	-0.04645140248628017	0.8922083737069311	0.003845062536722139	-0.03250863408750639	-0.23654387227191548	0.2450556012139256	0.5752466868904119	-0.6461761797122659	0.05549807394541699	-0.08295639141571937	-0.5065988964384898	0.4426571445208391	-0.24557541206327546	0.4613235219216439	0.4753555844024684	0.7299739224625834	-0.38137536727432414
