global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17
0.4131441198806005	-0.34283813503043337	1.4991040235718982	-0.0020883226369459913	-0.15682715762894306	-0.057395654782004715	0.09812967433680758	0.1708077987130443	0.0627136296254519	-0.21206937365040401	0.2495550317090822	-0.6883262721876094	0.15792874485044361	-0.24284290376980103	0.2834699929984077	0.8341369040942502	-0.10939492064898326	-0.7701051369515799	-0.22911034382370687	0.18612662974461042	-0.9655955672759157	0.2491709202614365	0.16126063047971992	-0.5188988185261633	-0.11195388011847575	-0.40057845427568023	0.6179646219483212	0.7095940312029598	-0.379323600777785	0.6530030730572807	-0.5430598850220345	-0.09252685698239836	-0.06846251001034119	-0.15492317633180808
0.855832648829153	1.6739628922656558	1.425827659275789	0.14589527987559622	-0.2843975250742262	-0.6238358807441498	0.06450623355697122	0.12359098443140387	-0.14356654986728257	-0.45563596759277686	-0.5932184958828838	-0.6218827633629214	0.0015251846717536921	-0.5069911381573947	0.6570388931989889	0.8743580023625958	0.21606960240253806	-0.41199431806494546	-0.09981686160557471	-0.2937557792100478	-0.4467598032801207	0.1283284516091851	0.33748221813711415	-0.3373706281473694	-0.49095308010742716	-0.2959503855113896	-0.0017655951183567994	0.32138980754434976	0.20882011691854496	0.35379993612414784	-0.8804192146058517	0.43558028255613657	-0.11110847622869918	0.16542108852694548
0.6958880101190237	1.9285719285182983	0.9565365117487012	0.05837820905520383	-0.1596129746956097	-0.4834219522682849	-0.0827645020815381	0.01628264705519196	-0.16075478134073745	-0.5932071800680863	-0.9058918965377253	-0.6284818635702261	0.11121055870181305	-0.5160854177180368	1.0454151336915538	0.3076800158107375	0.18351469085104338	-0.20685348651416297	-0.20722678606116518	-0.2989604657632486	-0.1994867421757286	-0.3987129478130006	0.4731856199151537	-0.44528051196845814	-0.5099574584423268	0.4692964458351452	-0.7235764626672444	-0.17914937718543197	0.9026835444615079	0.317276984632812	-0.6071937506647981	0.3208100766111691	-0.9908717527262266	0.18989363971694265
0.060448496252141326	-0.49431795038881265	-0.03154245245822011	-0.43432060471462763	-0.06282060825477064	-0.6668824626673621	0.3944627539925102	0.3861233446862608	-0.3118635669077372	-0.5576442121785258	-0.7786406134405762	-0.5641896979380027	0.6542797933887369	-0.6525900520393841	0.7567530293843845	0.08044523928322962	0.41611899083736126	-0.1589498296606907	-0.5753278411502687	-0.45559365865806456	0.19277646399921997	-0.6130330276895163	0.383865116304843	-0.5342466866229438	0.3806577163086868	0.2927566914612467	-0.5628887197070253	-0.3970640324336639	0.9848200261050365	0.3077927454853083	-0.31435729455774813	-0.04888023472103322	-0.7859738098027601	0.15121479705100843
-1.0908938297496171	-2.990764339265671	-0.38146253310827694	-0.43047661786238467	0.05272465439378897	-0.7839124037129273	0.4828172016125306	0.44159816401701274	-0.21793637458386772	-0.24323926286683556	-0.4885349673942915	-0.5317885819895019	0.7486017011686054	-0.7522219948555292	0.4351652496469258	0.29847124883189324	0.7189542161297541	-0.3098731236088888	-0.6542292642872278	-0.7444146378119382	0.4780265647829753	-0.6737039718853466	0.4868539025622111	-0.43196044798704863	0.6631141964743802	0.39645947160465517	-0.4021508106639359	-0.2831492771125108	0.6954354435802809	0.3685555699524715	-0.11225745238535524	-1.1064851324844704	0.21872572586170816	-0.3527586413596956
-1.0391718350225143	-1.9869955518374234	-0.43832849056723133	-0.4368217270930758	0.17876237458943145	-0.737276321592243	0.5529286395138047	0.4148840239192368	-0.1742010039548265	0.10590084400772107	-0.36537632449697116	0.09940160252231943	0.5223458488901185	-0.5860517684901704	0.06904398402902578	0.6983267016649995	0.3451701295368423	-0.860982882403874	-0.3810937671769385	-0.6120908681751264	0.15518317551740862	-0.5868906382259762	0.5678840477827929	0.031005364098011228	0.312182724330547	-0.018896715170599605	-0.26479114322179287	-0.10627948692587268	0.3324242159548589	0.17376236888852276	0.5906617169241882	-1.4758436471804661	0.6226007974420242	-0.3231886045758248
-1.3611133039637922	-1.6849408918927127	-1.6058868765518532	-0.6243506077464172	0.16772820222983634	-0.7250531977796592	0.5931653405601116	0.4221697032324848	-0.33749109164072755	0.16690590102925928	-0.03495041424675992	0.076494452756311	0.10604929575698395	-0.46657206234949594	0.1265731659811197	1.168270564401191	0.0943536377319987	-0.9952905791656406	-0.26231376477583107	-0.226762244158418	-0.3250993459396724	-0.10912033253228824	0.17840097174138067	0.26773548884641496	0.3507867163696944	0.26803000557848133	-0.5701740466536276	0.042318275930971455	0.1343978061104797	-0.19458015954234242	0.6907338630548678	-1.118299092006806	0.11491691075792633	-0.3419135981474327
-1.0927625819498712	-0.4253471646303949	-2.256705873137512	-0.6353170004098885	0.14925216199874447	-0.7616528014546731	0.5051120847953576	0.3563253574033386	-0.3269520837703195	-0.15207248892787345	-0.10434983850621155	0.3077507210737873	0.3204203448646041	-0.03756528236648185	0.33235436641902777	1.0279408011783113	0.06526170175894325	-0.6007933326707525	0.33718021333041803	-0.0758074449464113	-0.6891030509633536	0.3229863814873492	-0.41927145879038974	0.050119118933916074	0.14287444477680958	-0.07336927497250906	-0.35911951627604793	-0.16259420954882195	0.49565055111633916	-0.47335894921117666	0.35090749452024766	-0.5956147932865139	-0.6344307508889696	-0.020161484799098395
-0.5509120069265436	0.12261707167035923	-1.382159414255705	-0.6328614185768578	0.17344100191720094	-0.7159773123222595	0.382190820386106	0.48678881055626855	-0.1849122265620158	-0.6126906221575237	-0.5368436959029166	0.5840768085248373	0.3049909512145146	0.29419200529014466	0.5985804965620466	0.5259083039837534	-0.018502798560243727	0.10540918535416696	0.6129404302873793	0.0623951338626988	-0.7533631704738571	0.5480764601054028	-0.41537350932523	-0.27572758681844867	0.1801130408987915	-0.08906922582366525	-0.6397742271061824	-0.5888101049535767	0.9973870315075685	-0.3559339778232884	0.15385102161064995	0.2021785546746442	-0.7879094701278223	0.2983012076744366
0.6096404464188669	1.103338911003372	0.5928284424569809	-0.5696327852118112	-0.18819921795631825	-0.748495875927046	0.37092686080517767	0.5578704554988432	-0.06634582805748412	-0.7964915052573476	-0.7094130112729701	0.5123611402411669	0.3377772164292849	0.235214884922289	0.20677118306980463	-0.32333337035540527	0.08753230479478447	0.8588448424684985	0.2937482804544496	-0.29743912613784435	-0.8330173666756202	0.5542097994770482	-0.15178814346728786	-0.13117415453738285	0.1361787018930629	0.22392448447668167	-0.4930165264746149	-0.12123494509682893	0.5350482428689561	-0.32245264168605753	0.04612280652132353	0.7999994019617692	-0.22612061102730302	1.043416635661696
