global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41	aroma_motion_42	aroma_motion_43	aroma_motion_44	aroma_motion_45	aroma_motion_46	aroma_motion_47	aroma_motion_48	aroma_motion_49	aroma_motion_50	aroma_motion_51	aroma_motion_52	aroma_motion_53	aroma_motion_54	aroma_motion_55
-0.8372342819355522	-0.31726306258091685	-2.1874244850008164	-0.10007340926212638	-0.20088780816855722	-0.03561018065361992	0.11167249160711382	-0.01176335849203934	0.29617428769045595	0.19024427199251465	0.9090534542710543	0.49228300211294723	-0.47141217061324775	-0.8746703863393457	0.27224575305977056	-0.3511444410494412	-0.7358660024047333	-0.5532985563785676	-0.5954009091501933	-0.05484492574043333	-0.3639541941910887	0.10013944811103057	-0.1526978671049074	0.022565757523415726	1.1128016062237607	0.8287298169826551	-0.2426739942562273	-0.24430274519282877	0.11141718100585542	0.5816050247641879	-0.2528219801284496	-0.9870256124506526	0.5689586132416286	-0.22229393220328825	-0.03341375668653177	0.4091441630259794	-0.011458598955851869	1.0016649260330501	0.4218760355408379	-0.7437009043361377	0.2727203714518256	0.07269439913862297	-0.45017157492629717	0.43520327343040893	-0.453463698344518	-0.45773460984081266	-0.25968786704616587	0.15840709267760558	0.46157231463071613	-0.022979557444266704	-1.079008531971325	-0.8890981006695583	-0.4731393619758905	0.6014917941232614	0.6330062821086359	0.4654272328453816	-0.7035248373322681	0.32245394324509674	-0.3452504471225609	0.05399302527946338	0.2897874404901593	0.21860628182438402	-0.801909432147618	-0.14526697935789773	0.21898326129095097	0.2703538669812852	-0.19227093684386987	0.35404193503831216	0.35618757676482293	0.2663793424834308	0.015821938721323675	-0.6694039532393095	-0.2447086259182877
-0.6601338531675883	0.7068005967600302	-2.514779166026476	-0.23480467712215133	-0.06721470701692475	-0.0955189879372487	0.18804227995298245	-0.012541770378890841	0.35312162590393537	0.2592325495667901	0.2352945217748677	0.754073386511721	-1.118021297743701	-0.5984458402273419	0.33707613504172257	-0.3086533537331802	-0.09768529794625543	-0.7890763201435037	-0.7367715778593786	0.6217546293224204	-0.11209488841039957	0.11395372192974822	-0.2699406098852458	0.3022766792417914	1.3449347680787442	0.21174943850370948	0.07728351529093083	-0.306251103164531	0.5167347145610004	0.8288149949407496	-0.08995601684948024	-1.0879572624221328	0.8439901227993558	-0.024412851494872597	-0.43776716199159976	0.6090833680120086	-0.17068368029631897	0.9609042481234089	0.8358795693196457	-1.0003004366836556	0.3315612307772461	-0.3369325964241008	-0.03483982773820481	-0.12695991831715625	-0.022306756181232856	-0.46714499312492774	-0.05926513199187153	0.9796065851304595	0.23942704544268742	-0.49465586080812907	-0.34566962759102615	-0.7564317902963562	-0.3222708534479257	0.41922805831027227	-0.3192633249536052	0.747704374419655	-0.3404730505274602	0.025828693660192074	0.33668548193567843	-0.03116330369983592	0.10953107009250491	-0.5454684122853858	-0.5997595192670787	-0.26413594503995946	0.13231943229407486	-0.20947446152057791	-0.1975591815741864	-0.1118084605334434	0.12127167234267162	0.058735834385371694	-0.5427738261946412	-0.6396927008379144	-0.5296660680484333
-0.5395808358689753	0.43057820915445777	-2.0996577048286973	-0.4221735597101055	-0.10579252038799172	0.0502647404200208	0.23507228709960099	0.06811592877065129	0.5284340158774683	0.25647347949820587	-0.43657325296265787	0.8702681001116029	-1.2716290124413263	-0.08226816653105345	0.5721148849043932	-0.26880234990173413	0.04984576734794142	-0.30995834294948166	-0.573098817997845	0.7960116476792433	0.6970679136149648	-0.07027848757080261	-0.6293006178255434	0.18701089755847022	1.3323863468674593	-0.2704802334547477	0.09121537724579318	-0.22021280549824712	0.5935478023268741	0.3070050450249573	-0.4371211198935374	-0.8869950631377925	0.7186109855785184	-0.0877123524852036	-0.2470430147193337	0.6320803833750357	0.2451979728875952	0.9161560303078007	1.0920691038770747	-0.9224840272561334	0.562871143744392	-0.31055248415477127	0.4743635862717756	-0.12051966670065116	0.33422605527542204	-0.5653675199740987	0.2772668538869119	1.2249057383930553	0.20289753566797533	-0.9069476864922768	-0.2654225933275671	-0.2247152935138712	-0.2763711901554014	-0.18434213914609437	-0.578318907323068	0.7577007641956234	-0.022901190393680368	-0.5786391834333209	0.6214622295479684	0.2518373458871965	-0.2275606816813209	-1.004453549006303	0.004860592405013705	-0.5393658794888992	-0.07652844411515781	-0.8299736300393319	-0.1526312814866944	-0.6170015889064027	-0.35694249932949507	0.039593127611945673	-0.8773296973658504	-0.17468851223899803	-0.3544091296090925
-0.09811104920629739	-0.15553583577101698	-0.7093613734897501	-0.41697972293146984	-0.33427398209466064	0.10347666004524081	0.2741204375638645	-0.16216970786226884	0.40507122282330055	-0.152035919701343	-0.550922543467087	0.5641003346457008	-0.7304682606069467	-0.012249913571379011	0.3317446324634454	-0.48287112955134454	0.15314047960371913	0.559215914258288	-0.38833698891434804	0.9872466257115431	1.0303719775364348	0.16486729639012254	-1.0962138576874643	0.0866526762253636	1.2310513445483886	-0.45380216375354016	-0.011707940901053149	-0.29509102532161124	0.7273872663417108	0.19631926706006506	-0.8164122002427783	-0.26476500032449984	0.5581955921553434	0.02303562812221401	-0.020405103661692067	0.12930388148213176	0.03561906722847529	0.7175585344406161	0.826977112853651	-0.41765998116865094	0.4028495942431939	0.1853067418404222	0.28493796941698846	-0.0019975288143967303	0.571092619074109	-0.12481948227781754	-0.0428766919848855	0.5454368960129434	0.1696273928964782	-1.083306309298409	-0.2074426084369177	0.21516094383065495	-0.48662694045127114	-0.6385725667927697	-0.41353790062017237	-0.008386008952239564	-0.4596107421219183	-0.5192917233643852	1.04362253287664	0.2758394179744081	-0.665948426152104	-1.1845086574890429	0.47393431920972634	-0.2179798340533714	0.364880741884507	-0.8467099437596369	-0.43298565671425215	-0.9029116389255906	0.059801111535739436	-0.19159932539047442	-0.49822356316659205	0.32188539086332174	-0.5327856146388431
-0.03266114810631333	-0.24840257157468554	0.17224849472106893	-0.19996160558226084	-0.2738818166845989	0.042361300315368694	0.4474672533555625	-0.10631727914488812	0.9104532757999317	-0.1501363397445525	-0.19729088886595053	0.4236119703044907	0.27643915330463037	0.48985709110378883	-0.14632763960622883	0.019257898565432783	0.25751977792555353	0.725430498128941	-0.715720634792275	0.9023111868710856	0.46969445325627895	0.18038307591478786	-1.3648464724858658	0.18444152030885794	0.9699809348337485	-0.2713581243143553	-0.2608632131178324	-0.5103938776639473	0.1008625082557823	0.22180416658244373	-0.3466845970236858	0.40089175491540485	-0.16216162576621498	-0.5806896921376137	-0.10280916752260094	-0.2338150337413472	-0.2874744994941294	0.48931589019415206	0.22932821234646425	-0.2334701630835338	-0.19438823552369122	0.4332319872965958	0.43980592259986084	0.15595024225859808	0.6148882133205541	0.16910707312863912	0.09568961221380255	-0.1930648708254542	-0.07010244049690698	-0.5942581598207316	-0.4120080458935472	0.9154370291181295	-0.5095858094763507	0.001589769256263068	-0.33650525486433697	-0.5767714445011652	-0.12344668660419415	-0.014116091001275892	1.1770908144950518	-0.2962787244158074	-0.8918119015036495	-0.8043169883801888	0.25463332940185424	-0.07834997229346052	0.10026663601933868	0.11306501439313149	-0.3538818592393785	-0.6727998325739204	0.22075381067502922	0.12907994195129868	-0.030839305648625796	0.4744863477797301	-0.4056667843314723
0.441081105431999	0.6929973872422944	1.0508046623111265	-0.20848859482784246	-0.3004159387125938	0.38698466982335433	0.5592428624669804	0.18672642956327182	1.0019480776499035	-0.2070417531525843	0.20787660374092137	0.4598827183352171	0.33378237569926683	0.0029598255715580705	-0.5009849402884289	0.3047047719408163	-0.02116036722212917	0.11395802712528973	-1.165921462937745	0.7591979365486383	-0.23070387282790888	-0.5044843372725087	-0.989647528822866	0.2640137734784314	1.0742379483468147	-0.20183200190562878	-0.2609966763345115	-0.11184797234615977	0.08939366518982479	0.15674165708951074	-0.16019725994668624	0.9678213787354435	-0.6432331738882617	-0.8078398373451953	-0.5390598620932994	0.011518765998344985	-0.6555433746351392	0.2988803525122263	0.041087070632942355	0.10311394767932938	-0.9987553722559367	0.04978810677600654	0.6728829617991102	0.43718298544479484	0.5894047970460936	0.6389447162810441	0.24954628918303104	-0.13157101314511846	-0.6182472101408825	-0.4514607167957309	-0.2709108729393673	1.4439014350086696	-0.4923461797628024	-0.298246142384329	-0.6507468364697139	-1.0983247131923566	0.365021705600382	0.24251878949694355	0.514860267941202	-0.8814532430610712	-1.0664878040728645	-0.3822003954428559	-0.049641572098229406	-0.08733905037516254	-0.3292737541962822	1.1378620479501262	0.05274232509385752	0.04554036966676119	0.2250130052923	0.2377583556908293	0.5946864869821753	0.08551035928430634	0.15330858463807712
0.41602418743277036	0.44556298342564143	1.001215225878123	-0.09784200039678755	-0.19390055698265934	0.4952549626218457	0.8572390216922863	0.20772403373725642	1.1292282995069958	-0.012788323658837357	0.5702557411812154	0.4720386432448795	0.5867284622490958	0.14592623725941076	-0.11851214744781065	0.6402402690993331	-0.4573309303476836	-0.12410920363751332	-1.3594102687664837	0.45886791346515265	-0.32370079822250225	-0.4549212234594805	-0.35789551878108244	0.49494386458797046	0.9643021701493124	-0.14570904134069634	-0.045887897900401015	-0.03859830153363591	0.019674421553487916	0.04191702639554546	-0.29150439614719803	0.1823626134869047	-1.2325195314612776	-0.7104402715913969	-0.8975646977350189	0.2900459801639888	-0.7299012178243809	-0.08999360650096712	0.19087775281245195	-0.19028315016441838	-1.0825656343125853	-0.015540663997517187	0.6575132826236226	0.42802062893539927	0.6218340432467804	0.6800055072008232	0.20419334109357817	0.4599008933788066	-1.358880183392463	-0.07299045291650225	0.30495877885933864	1.0535953395775393	-0.048736019994851436	-0.03990382414981451	-1.0061232662106572	-0.9550765598993559	0.6882815824686752	0.1906540993797297	0.25724328009782016	-0.8205937981018906	-1.172123605712808	0.5836024043705972	-0.43305320953707704	-0.4618488300007753	-0.29443074230593236	1.0910005839665087	0.35917093888899526	0.9336950338958425	-0.07241206954411826	0.03674320059513478	1.2022635365281358	-0.26959512738361957	0.31927658930947317
0.31703690251032374	-0.10673950827579243	0.6662442490973988	-0.25951163320690884	-0.18499854164031085	0.7264615839962878	0.9659278053765603	0.7609019926314783	1.0970789373213001	-0.12982817528721	0.842843720219985	0.6482049907374351	0.3610760846099497	0.139835714297854	0.24152853752780507	0.6025217709166568	-0.8088275116668274	-0.4543322873701785	-0.8718321076061429	0.3611911572980939	-0.05954148351506444	-0.41958410019832676	0.19961419999393185	0.6915667674154914	0.9845671502800303	0.20905999240956033	0.4927281815302562	-0.01049200296715314	0.749515591051703	-0.027131085844011978	-0.1558531260705344	-0.1615298960447833	-0.35015550263256257	0.01108479016958941	-0.7950670519118719	0.5256416159361689	-0.3377263651564582	-0.0297627676602865	0.21833192289667397	0.13197390067428616	-0.3032464830973427	0.4739605580120824	0.36755533631597564	0.5482509052046424	0.586140241704658	0.7607715835856166	0.10128557851982996	0.3410385829266254	-1.445418703333613	0.260087642465442	0.8615476082123984	0.2275849766879173	-0.08315784342329689	-0.14646794406430072	-0.6207684259032181	-0.7342183279842642	0.5495125449928626	0.052768730613255745	-0.21755382242109	-0.7887939616379206	-0.9461365790232301	0.988293720910171	-0.33943348338018364	-0.5948871912151814	-0.13173965932160037	0.2875845469257446	0.5160456472400083	1.512043716208711	-0.25644674418615876	0.35808518921270216	1.2228338781449541	-0.6327658671825974	0.34004849255011493
0.19320370162765488	-0.053248105836476406	-0.33438737735286905	-0.017470794035585213	-0.17072931742975078	0.7958543882089775	1.0485195414524402	0.8372032087776373	1.0745289530518878	-0.5511183021932266	0.7822745118883858	0.45630299529199425	0.7578552463419215	0.20675601292376475	0.5454522648998326	0.5166876959666223	-1.1876840871522933	-0.36680796696274776	-0.11460279045285364	0.08345474172030848	-0.34747103803921037	0.0787508698263018	0.0027117231771688352	0.933577106846484	0.8132722011981234	0.1666700782728283	0.9684821555903812	-0.41586799617925563	0.7954026027599643	-0.1189281624679022	0.13933354595021363	0.055460110281560324	-0.17617203988398467	0.3433677216424556	-0.42299673999336895	0.20498671216735392	0.10428669944288249	0.1272443582920389	-0.7243143418586496	0.44510792198169014	0.07976271538636934	0.731636227602068	0.2743418319099988	1.0024056979177143	-0.09006296109122058	0.4990132599127771	-0.002104756602608859	-0.09574797830617927	-0.8953261834019095	0.8312877533920828	0.835817412549432	-1.0584204188769233	-0.0970613588192618	0.10461653795199771	-0.2106672796528777	-0.3684386833691705	0.31765565292319026	0.05239511373846881	-0.27148128367120256	-0.428199947219182	-0.45865276242766523	0.3389225585021465	-0.16875314965995097	-0.6328677188084023	0.0479796545564796	0.004005929322737373	0.22426954286479422	0.9964197975372131	-0.35567295969311336	0.03646007987731531	0.6064920897565071	-0.5459852453392177	0.2043363732382863
0.274162933287406	2.3259977377778136	-1.4169157977745817	-0.056270974306358655	0.11273669268737707	0.666720039643178	0.9407891156748739	0.9949151130419618	1.0251529230124068	-0.9276220386278744	0.674677387178635	0.43031799244941954	0.8150619247073921	-0.2142333574565395	0.7516422523088556	0.46597584209296644	-0.9294082366736814	-0.39005143837206685	0.11828049908274121	0.09831061761080395	-0.3822487991942118	0.6403712058359305	-0.10254846541191694	1.1391719515784273	0.40305215967851493	0.03699761645960885	0.7150425477784702	-0.40671783414948437	0.41879031658376326	0.06692827156748132	0.22861534248291884	0.6606754916126633	0.24850134961718415	0.6477519200079478	0.283428849996284	-0.01939220372592595	0.31487095481921407	0.6064699826275549	-0.6282323849345308	0.6205095111654065	-0.20978827004418915	0.38863622127570424	0.3531696073236558	0.652918747892022	-0.034874668042971846	0.5148810483178097	-0.3768006999120588	-0.3496183173054021	-0.01918157180642021	1.2428464118212645	0.5730371996459594	-1.3291760417382108	-0.1900439704933623	0.7406800777973815	0.1983570902426204	0.011564810930846178	-0.09193599113878032	-0.12871534033154944	0.0631707861386948	-0.4615609281556248	-0.38776511374301176	0.3557812517916667	-0.4611533816528951	0.09784329271327073	-0.018814391185744343	-0.29053445371824144	0.10887160299097116	0.2870262567313329	-0.647671899378662	-0.4125790812777481	0.14517056204860118	-0.11372204835386851	0.16397452444452967
