global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12
-0.5514742004556417	-1.3702312653920468	1.4712111202996856	0.03264183167766418	0.18025550167152296	-0.06124091402362761	-0.031312028848115944	-0.01611484074352876	0.05694191451244057	-1.350521553626854	0.26974368428102996	-0.19312537308836136	0.13385732637696876	-0.4580753392976199	0.8604879711441152	0.13040731215146176	0.5051347615467272	-0.024977467015484225	-0.21851325546616762	-0.5987571444640137	0.5539050960454188	0.017404212219550387	-0.37769306132748237	-1.0815575437224545	-0.11874748174025919	-0.1686184418590773	0.01533188309890938	-0.2688419543899208	0.38153914462526267
-0.6158720591989586	-2.501078452112299	0.7447280091727222	-0.013872482057756916	0.1918902938094938	-0.05406585649593721	0.040572777909277394	-0.04248868338030845	0.15035229785517734	-0.6500061368415687	0.5285609293591679	-0.06139287392464235	-0.046426516844007094	-0.780665387326349	1.186636028319887	0.12115380731493061	0.4258817827615074	0.16528977071713244	-0.3267456233770595	0.06254041425340427	0.5389048993526113	0.04890155670218005	0.17872675322232276	-0.9089397209149952	0.3844945743286927	-0.13858441823484022	-0.05621708755204696	-0.28924752885369276	0.1119484478250248
-0.22513410544848722	-2.109914535070353	0.6194129651410464	-0.0667195725400272	0.23967395348227447	0.11259778219345504	0.04087364704772327	0.20723465565629293	0.004621957705896185	-0.045529881236297344	0.09588779143394212	-0.21581699315623734	-0.710213951773692	-0.5093758270182244	0.5208674600315738	0.7272131208761727	0.4324579845897679	0.33703588764341647	-0.05261314306751103	0.1669303897866228	0.4012248250446183	-0.39605957660512076	0.8889549910225246	-0.4862542986092175	0.651066014402119	0.19343771898682646	0.07364541986222028	-0.08482877074072578	-0.0759933367143134
-0.0029838945257532334	-1.5828844180833062	-0.5250821655570976	0.08013465570814107	0.4887669928527901	0.013791998664723054	0.11367245998423783	0.3951427953496921	-0.02942541107901602	0.2941588605226329	0.10893188847809859	0.3552415619616304	-0.8463304179587148	-0.1804329451891613	-0.2641034255151079	0.9148977135835737	0.2825478927246824	0.42796869533248905	-0.6819014725724301	-0.014855499355912486	0.21625477682332295	-0.525379303815452	1.181538220082931	-0.16074586570899263	-0.009828645846131082	0.8744138947160295	0.6035307483669119	0.6098290131036529	0.06339770974166907
0.29562910873395704	0.03220510632714857	-0.005652262404792219	0.16672750884519147	0.26386749949520183	-0.005684434280752451	0.03917748713140237	0.2814825724958104	0.2573056940875706	0.3927794846054516	0.31298457514385236	1.064783200614642	-0.6834880562084507	-0.4068676443612485	-0.10198856757045137	0.7177215534185594	-0.1538011676119918	-0.051231402403445314	-0.6611342378602307	-0.36010700965144554	0.10643643622750987	-0.8389103244047547	0.7111590528601002	0.35615481353077033	-0.45629561538790686	0.611142015483427	1.0694879014414205	0.6745600796240954	0.33842085279986317
0.3812278765628024	0.939571335953792	0.5858296966632219	0.2599297844573458	0.24585659817956165	0.12128808695367939	0.0494623860379164	0.3819215542013259	0.14222308953462473	0.11638420973539619	0.5120225614008833	1.6697364784831394	-0.007841588164461854	-0.5416740742411873	0.1968284512053728	0.04013055125303578	-0.514170901469143	-0.5120743299897519	-0.4848622339058079	-0.4213368858153303	0.12091194489700076	-0.28426599068425346	0.2934251086289972	0.443419256969081	-0.755628591150441	-0.10743364767122007	0.9521366923895912	0.5540825861878379	0.06526720043656035
0.4206154784755102	2.394053072040438	0.961494524057988	0.45826186224885923	0.23270979903817632	-0.3105189827198622	0.022967128324581844	0.07038079776517664	0.017312585918075565	-0.3812356603887497	0.6274642957287638	1.009201041164838	0.4667432659475591	-0.448139863927632	0.011164471611658329	-0.28529577044761045	-0.03922123459421569	-0.39470696273047723	0.4365842147782828	-0.39278590006006153	0.17832375393909147	0.2433978642007691	-0.5670829279712496	0.07423122678215373	-0.46465522719815583	-1.0804970107291214	0.8978981454791595	0.6629214495400269	-0.32966316527423445
-0.4527971035543212	1.1862876627407193	-0.1410433796275431	0.6275286167677561	0.5313382129856744	-0.13358922115421612	-0.18724028637368761	-0.17047940415331542	0.1092329623972327	-0.0975565337236177	0.7853955594844991	-0.3480620161548366	0.5436305941502347	-0.5017099146956222	-0.42242677216573343	-0.31742046299075627	0.6782587556248555	0.11496478935576235	0.5689598758699629	-0.33416608722769864	-0.2949862723359708	-0.18996060161626685	-0.6476523116993396	-0.3121136643082924	-0.4137851049941444	-1.1662366624192533	0.10195454306095376	0.23209387308294	-0.33730992474940114
-0.6867212536499611	0.9830400265462836	-1.1399990388831696	0.7267090422629274	0.6208619416960544	-0.17123402839531154	-0.0946589124463719	-0.014951588400818228	-0.010792227304160865	0.03105937128827583	0.4650666429126184	-0.7270394543567394	0.1995347086692809	-0.6208300765029032	-0.43602177594187763	0.09504067947426387	0.7517760946046201	0.7046158156843026	0.6838837990114899	-0.20525041770961427	-0.15489059420481505	-0.5490721176133212	-0.5832787684812647	0.32766824989379634	-0.6242694265026293	-1.0178304815852148	-0.31692252983244174	0.16178925355673207	-0.5042341727239001
-0.598819751723747	0.582133709552669	-1.5252056708013173	0.8700707710770688	0.5457107402676271	-0.017224963018122486	-0.07683664817844776	-0.21689654424685362	-0.6064363654580128	0.08966188134122453	-0.33300811904376815	-0.29547309415067785	0.2412637925223002	-0.7609900215940929	0.06639113062669282	0.7100124222525912	0.6382114397621368	0.3895926109299738	0.6507145911852956	0.2900020696119991	0.34421343028246726	-0.5431679729119974	-0.13012792631958706	0.7632869189579592	-1.074683402660247	-0.4498158786776136	-0.321752701090189	0.41473065417445515	0.05049499981477578
-0.37745516881129326	0.23230762760897591	-2.040050601689525	0.7677009816121139	0.6469566771356494	-0.09536576848611465	-0.009040905365234886	0.0754240886585657	-0.6557646119148094	0.1796096470972201	-0.3642664433227088	0.22701389165416247	0.732048095652593	-1.2123039679288174	0.45354408166226445	0.7124256441880129	-0.016941906728910907	-0.04039527278637061	0.6800765131531059	0.3358980646383052	0.3115969799690416	-0.22158512783524373	0.2610789166778896	0.8090405210397044	-1.019829861576905	0.1624547380642317	0.18470186780137957	0.5930097300505847	0.26603673447792814
-0.9409412100612571	-1.4105254250336614	-2.9053144981411108	0.8175129240957251	0.7341700031949582	-0.2399286257193789	0.07397837191115475	-0.13773586920322536	-0.9577046818823971	0.3136246479381197	0.2205056281788389	0.5665329600190375	1.0983512375990503	-0.7728071061729966	0.5898076136322168	0.7910222066528814	-0.483510790280747	-0.004913102731894611	0.5299659023679516	0.463941343047306	0.16673222402299973	0.19454667936919912	0.26050876429755715	0.5209293309365044	-0.8244340411945029	0.5236389942229217	0.10856587674533145	0.6688609908340634	0.3994260269098686
-0.48118047015497345	-1.0249329203649755	-2.015332280192631	0.9868705056626406	0.7711182048041619	-0.17243607261931185	0.03786667111000499	-0.02470830500805929	-0.867468157308236	0.025135180502069716	0.49125830243080637	0.5371640541056164	0.7796397155172089	-0.1499399737590261	0.45413351980295613	0.43355761316966374	-0.6032701847831136	0.1676607923310042	0.2504057377459034	0.7789495977862441	0.4783147221024734	0.1124171374574118	-0.11508176727234178	0.12887827358269852	-0.46278663409993165	0.2800880030563877	-0.12463904255523682	0.6826600602491012	0.3925041424117748
-0.47775305649216837	-0.9398614543594235	-0.852570695490038	0.8886263319935779	0.8901373572315892	-0.2428250973559376	0.07145676736818934	-0.02415417326308242	-0.9309943347352475	-0.6412425451651041	0.30945873353999376	-0.09834444255107343	0.6202173772215932	0.671744823758841	-0.2677573112330178	-0.34057460254200383	-0.3629159926288563	0.265859580257664	0.15432205730798412	0.9203664627525643	0.6487770803101446	-0.12065876051415987	-0.2860304709810964	0.002455280708179032	-0.12205557007459891	0.15914444199132563	-0.08766261479798357	0.3969228916345601	-0.30280391693868935
