global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16
-0.359614178584286	1.3775284070110878	-0.3123600225648214	0.08116246540730433	0.18955610459737704	-0.02254536138081472	-0.03248009984424547	0.10278647322976844	0.05300197244783056	0.9168256512293423	-0.14771109823423165	0.07096910349629987	-1.255547790263477	0.17253960485953182	-0.4225710129777802	1.0996726415546865	0.2564368725710615	0.766193332526552	-0.21484156963954865	-0.6748579613662196	-0.25007908079552177	-0.2373579821658611	0.7380539194059108	-0.3963024011180304	0.7659950543732055	-0.25971936670441054	0.3804452751446272	0.015790903196481226	0.1989142709856701	1.184061803783456	-0.19558712770861292	0.16698457503285066	0.039723958729836965	0.05007399268900575
-0.19797284669381054	0.8908774906598186	0.14237228090573983	0.045051157001045145	0.2203256407330857	-0.5665671595059714	-0.058988241902441445	-0.13207790409365017	0.0006002554608727506	0.815359137747528	-0.4070587395685492	0.13007965081689887	-0.4688131653163382	0.72278107148113	-0.24418974913427804	1.2058060565215143	0.14522445989134145	0.6147393445677747	0.1649445435841759	-0.5990799082418369	-0.9018267531098426	0.4657502011143805	-0.06748757323204402	-0.6297429155586313	0.5926486235353614	-0.09334858786746712	-0.7256785010457024	-0.24993760097602802	-0.11199285285937845	0.5449992469077751	-0.26195583038115045	0.46802752866597636	-0.24964948764630412	0.016970883640166107
-0.33703774475202414	-0.08802065646887175	-0.41979969948366475	0.07797331385679089	0.1793664966764583	-0.4115782756218972	0.12000261162719733	-0.1480430934739418	0.02398591412566123	0.6538162968912143	-0.6028039892580034	0.15513165368360887	0.10212604079411329	1.1276524636899852	-0.2064405542933566	0.9201397844595146	-0.13330931027702117	0.574042929819751	0.14013327405812817	-0.14747930199448805	-0.8825425053468541	0.43954084564702994	-0.38737865816344486	-0.281267948912344	0.862118215870885	0.38208771508691597	-1.0909216463363227	-0.44901607756905776	-0.15958076173034147	0.23377676563793306	0.0902556475690301	0.480269251111064	-0.09849669731496778	-0.21580170794336526
-0.43723254224661845	-0.5814750158209937	-0.6891864027600716	0.01798115130120305	0.2743217554975619	-0.5899148726688779	-0.15231571712423375	-0.10332111136499819	0.03845732025245618	0.24680229261286996	-0.7982625432036998	0.06821150655156677	0.4981165723413647	0.5393366459015521	-0.1458948420215824	-0.1805850044023595	-0.17722244340094523	0.1284450931117164	-0.12392250070859877	0.8004574401848824	-0.8054509841503114	0.498059536639655	-0.20824289510263733	-0.06288269380861994	1.1078265574892616	0.23793253894461158	-0.7746914064030558	-0.024805695538983003	-0.0933009726895408	0.5507107467194187	0.17127747011081715	0.21308472599765776	0.5374534421836418	-0.6644292222116814
-0.40634188296664736	-1.3046755324142054	-0.8740888605481624	-0.172751775330087	0.1890706151407905	-0.6040105954983067	-0.21136652262854427	-0.11293084738689536	0.11555483754013046	-0.007248193188995799	-0.5826643012730678	-0.18347400168427988	0.6330170970846668	0.22781315049501671	0.49888090259840595	-0.5203910751367801	0.2953376130282453	-0.1731476209083728	0.38164468977486665	1.0069434000978408	-0.8513296005681628	0.22580824789197673	0.5304667458559054	-0.16428475604532566	1.1764347914607616	-0.5096938877035214	-0.11484768706786125	0.37884760108819787	0.5037760433581873	1.3665543994170135	0.659319904889561	-0.3516787126262635	0.7791591585258718	-0.8497257332064933
-0.05300123033493316	-0.12596208910059464	-0.7269123385346616	-0.1557176089671751	0.30045013563256984	-0.43470228118487864	-0.1648202366738068	0.08442945895782943	0.2559253189838213	-0.47306092977774344	-0.6033118394143123	-0.1299905086187554	0.823355229416804	-0.02113359012063607	0.8313474497631589	-0.49677070529505496	0.9653140092634688	-0.4241160525753377	0.37262520071535676	0.8962503760005457	-0.7237714607974589	-0.3857290198868351	1.1364989936992955	0.06834185962515682	0.6279270245000055	-0.7348627510904435	0.7641970641154174	0.5733232402688748	1.2436309507326921	1.061735868823742	0.5820227509222674	-0.5524593960480165	0.5081192893016684	-0.9823663499199916
0.29108990656223743	0.6133027370190414	0.34194946725172937	-0.2007431356624839	0.11217378572001957	-0.3503325319167218	-0.19935629332213015	0.14485838605709653	0.2661428134078701	-0.7703894062716433	-0.011436047595733271	-0.525919380607879	0.3478338978190974	0.1455436904274458	0.491448163170271	-0.06811119272760514	0.8459370439405357	-0.5001083975011633	0.13149399113653196	0.20966906515892098	-0.32562219214228644	-0.8791981588549943	1.118839829723627	0.20455346361070906	-0.05216819434403323	-0.465815745088521	1.4478466394088505	0.23884146767248002	1.1399676429580003	0.09445086495343566	0.8219613134131912	0.09752910679781118	0.06021415277934322	-0.6851899957675829
-0.27590244898658334	-0.34514588371752536	0.05382431126751894	-0.11651161267488887	0.3405564812013373	-0.2958879968068529	0.026539274321870338	0.10890382744883564	-0.1040795158581565	0.3841318829696477	0.24856150892346074	-0.720724202129006	-0.27328240474356846	0.2701958434996348	-0.08216488585063393	-0.023489461089717282	0.5944867587780769	-0.20792219032364306	-0.14588147458208664	-0.19048279057187203	0.2920018153410299	-0.713012103636848	0.4457395707804985	-0.04492947505572039	0.024713559538147904	0.45119711906683546	1.0610026382868512	-0.00590338457906256	1.05682498211966	-0.5723477247497029	0.27492293702450354	0.27940140372439476	0.2085757302625375	-0.13067955456436392
-0.43034555971004396	-0.42611787299398834	0.23587782539642882	-0.22122062920684554	0.28679033532109766	-0.253054839186851	0.038998695151814755	0.06084207910338439	-0.044642587093256275	1.2849221533644122	0.3389734291384269	-0.6289234196140004	-0.35362532824849713	0.6400481121035974	-0.02408622372077029	0.14702789093439947	0.6034601083930714	0.4868487979555937	-0.0507047849833921	-0.12195474567277172	0.830359734850084	-0.3362743320374104	-0.16291843448274315	-0.4159472131522613	-0.15502060232089956	1.0556726920952506	0.11140278975736925	-0.3731760681769841	0.9450564500782035	-0.688135601667232	0.026837287199524495	0.5025521235751037	0.0857648716922518	0.7379437326294935
-0.058302441287630846	-0.5744953834430291	0.5474983499632972	-0.08069055533303779	0.15675719142796055	-0.4156666077295521	-0.04277962118891959	0.1508009021228966	-0.02953611861974758	1.1983487241442021	0.4189746492289919	-0.7412976723361276	-0.6405792908840265	0.190652245300277	0.21492775519837307	-0.014966332633063956	0.9622080063187434	0.5286476981143676	0.1696523315547806	-0.379661203886333	0.7888562502419227	0.20440636280584523	-0.6343515140578844	-0.395975517678265	-0.046888494476877214	0.7558594845915664	-0.6255695865993655	-0.6385518717142796	0.5276000777396286	-0.6300853066945645	-0.14951954075408205	0.6183173513106237	0.01948051672519995	1.0246969622926314
