global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21
0.4659530579417096	0.5489298710040607	0.49731908611231557	0.007080932951722033	-0.034378127016820956	-0.11136171600260494	-0.005663114550296524	-0.010978665928102819	-0.11630842952613987	-0.19493335321666788	0.1925883271989234	0.47472452611396615	-0.6200675365957269	0.15828782292118498	0.2769272355198672	-0.09322445979425951	0.07911831540341965	0.1508905798762096	-0.5372799719466895	0.11014022757767748	-0.041878433976286884	-0.9671228457983484	-0.08074687626671846	0.5745772277418036	0.14722021034347374	-0.20953047432762323	-0.2491702838710391	0.9553705506970402	-0.41209724601909264	0.2569650039861571	-0.42828467119983654	0.1875864233334647	-0.5871298609411847	-0.5468081426128936	-1.5302874492145635	-0.5221746166698759	-0.19978993689571622	-0.9398114502280867
0.3393641290252378	0.37711023152846324	1.0832383070912142	0.015375488994681783	0.1413474060122697	-0.14308329979212153	-0.04548615238326134	0.06783957893754837	-0.20686251019973656	-0.09330289661939474	-0.2479571157521152	0.2750295712080125	-0.11326036473048201	0.3660263839080049	0.24917049732010957	-0.24556591858191268	-0.1653058564446655	0.9934592925213698	0.020934586729820695	0.3307455702564261	0.1188198544990141	-1.0732330109242345	-0.7086581240880347	0.508508027819261	0.2919368025796372	-0.3600430585287005	-0.5413291903071533	0.8602853408132105	0.29298258404898625	0.7364474230323136	-0.7270145335450773	-0.3953791445693825	-0.8892125819737151	-0.8647231768973834	-1.2276270566761256	-0.7106390928018578	0.5013819453114857	-1.2189207882923117
-0.11019883987054252	-1.631650306540028	1.2194069122646791	0.0035315059170154886	0.11124067149432747	-0.07356863131166519	-0.10638473763641856	0.10628583118179413	-0.19727056355359132	-0.2307662643792235	0.1512750699845693	-0.5525551614853488	0.44089162019003447	0.10505004112420233	0.8326819463653817	-0.3047710597643308	-0.3021135700362389	0.5647465536340487	0.6285928875755266	0.6284701465096462	0.6733054983756321	-0.9672355197478568	-0.6400141133020614	0.2205708660224508	0.539561273644355	-0.3274036141060795	-0.43324842938952973	0.35036218508704203	0.0832771596488285	0.8908106025061027	-0.6795412191133835	-0.599377290376754	-0.3138537535272407	-0.6101914331041491	-0.4545694111529206	-0.46075464733466026	0.9614896488508834	-0.752563560017336
-0.2617315290100336	-2.6870409811357763	1.6696142161802392	0.28671741043630206	0.15290346357330972	-0.19147580009477638	-0.11776707256988342	0.10918382585265876	-0.04937084132763839	-0.48805272379779185	0.07028947044256614	-0.9098158019799284	0.6905822887118586	0.3141683738268887	1.0111301248535058	-0.4671039850036334	-0.03324684231972867	0.05557164306234211	0.4506528454484054	0.4630628255903583	0.8984475089568174	-0.20885995770345164	-0.26951162496561615	-0.06720773164336237	0.6425508749414993	0.06825736613563753	-0.10386515040116055	-0.43749639995618556	0.054294695272324875	0.8741770513660059	-0.23593718538141564	-0.6005311662371036	0.5607949640523454	-0.2960139392327876	0.26717198754607124	-0.27385024043096384	1.125975921681861	-0.18274661219597021
-0.037645210765887074	-1.699478707456414	1.124789636093345	0.44282439368303017	0.14757345153018214	-0.1731419506880576	-0.1515088238131566	-0.24874590760421553	-0.021627302896267075	-0.46664482408408015	0.18502504385806645	-1.3441598300101671	0.6879331387621048	0.3589865828707882	1.13996771529332	-0.0905041187784284	0.4109792704745147	-0.18741447080402265	-0.004719452184868601	0.06654799544875273	0.9775827677827503	0.4457906833153424	-0.11337113153951418	-0.043517562916243833	0.7073442617246741	0.2473652669098597	0.3344466946948927	-0.6300294711315667	-0.384837007799682	0.7019339026747984	0.08227918746044824	-0.8499607768248989	1.021616684244122	-0.15244294857084384	0.7033819348900728	-0.0849242794174138	1.1086854694253114	-0.025494066380552086
0.21783725285529482	-1.2178741860451707	1.008980068432372	0.15586137789948584	0.08226558259733703	-0.15204536814483793	-0.12803453731072806	-0.2590700347924461	0.0456971303927855	-0.5253802632004191	0.22709680680279354	-1.0444449962331852	-0.017918043933238068	0.07180157784612877	0.5869504650281084	0.19815794419392868	0.4862815794025134	0.2666910988463359	-0.5508581667937273	-0.06829012385822264	0.5927168884963598	0.7331980962381268	-0.15660995373698358	0.07879951532832757	0.3381088948307648	0.6820174018696323	0.665359951743934	-0.1887133606574975	-0.5793227956385968	0.453679516506833	0.4124660882135426	-0.7017029123857805	0.7148971251870462	-0.2548681551761117	1.243413046711429	-0.26952512514308063	0.696118336399735	-0.4832613247543033
0.39609935841002664	-1.1226943390640265	0.8022994683396845	0.0734455775001078	0.19085541145779983	-0.15797467623075467	-0.03630471174797359	-0.2927884339337688	0.12409207662101002	-0.21252412689067193	0.5137121035081218	-0.37353517717493057	-0.4833015183521518	-0.5092378550130829	-0.1631722642363004	-0.1911598060513414	0.6283987231977892	0.192417097659623	-0.5578584259997724	-0.5370649120183625	0.06561930764279339	-0.04430083180007787	-0.2287664765561772	0.6012732900396388	0.6537864424957607	0.6949302085745456	0.618294432554095	-0.018951072859955388	-0.6414619797790645	0.36538561070399217	0.6918755470896191	-0.6406226599910649	0.5325694221726527	-0.21937139841127212	1.3798611606827549	-0.8045780264858216	0.6500739864322584	-0.755273768033175
0.44613782970438975	0.5637886846358047	-0.0052383826914772225	0.028501750206719863	0.2108637396305029	-0.1493608933421313	0.1296653889405091	-0.6613255784522872	0.16890858559181615	0.12518632605211816	0.970897613949009	0.09937875486066686	-0.7437680614997052	-0.31370107872510106	-0.4366018616100641	-0.3491661918739055	0.34852595564979144	0.2965179000220157	-0.3241466886058478	-0.8047710063609168	-0.02239249963554778	-0.611015732495636	-0.11961705519052442	0.6995431560315074	0.8857743392159501	0.344834447302059	0.5173327397603686	0.13356746794276372	-0.4498702717530679	-0.0433428300037089	0.804003063120181	-0.4263515542742199	-0.02645203075383715	0.10092034602076604	0.7289928061665851	-0.35020349278561475	0.28833021849922785	-0.49420073399333436
0.26991456514979095	1.4353775707080172	-1.1165795810464592	0.09445638216449631	0.09357031188665413	-0.19541159449069168	0.147290698492324	-0.7871897776822575	0.8816263450589656	0.22067470666865008	1.1895764136273677	0.3854586474948287	-0.9000737577788309	0.4496915769958129	0.028936151687934883	0.304325003917222	0.03800199635502881	-0.09590813712030218	-0.26075125341269434	-0.48357235705141033	-0.0056477218634575195	-0.6345042847467316	-0.36411611279152883	0.43864569775868917	0.6877668007446871	0.12895769875006538	0.21740908114472068	0.1970762588375008	-0.2534486118580282	-0.48030025443876384	0.9109287136167539	-0.2313794783497037	-0.09440558053573726	0.3165330285072683	-0.26161364201801607	-0.22924397870329286	-0.13933655411716483	-0.16032146838011807
0.10349071398895411	-0.07371018418855796	-0.6611539941715893	0.037710460326845614	0.2620911055971078	-0.15281339600207597	0.03345157605852982	-0.7893918662678809	0.8494484009729767	0.5600472915472153	0.8606592440770854	0.6248440530248458	-0.2151167170413735	0.734025874900945	0.7436925511892408	0.5567389548444266	-0.4481529329622039	-0.18027822071467092	-0.4383507517222668	-0.030748858446205618	0.09014539879303349	0.40309347046199934	-0.5983638704369493	-0.15966048030739674	0.2918646468890337	-0.3611532458917068	-0.24534040435886145	0.31582564477963254	-0.5313316042564636	-1.0184145255063937	0.8381152568286742	-0.10811025162290722	-0.3271091918436628	0.35369029696641635	-0.737776598037776	-0.03817713974330228	0.024735631611420134	-0.09056153070334244
0.2545427296783376	-0.6865468759271297	0.3835430041786496	0.11251476740584462	0.3202218622337676	-0.15413841238221046	0.08033815826822896	-0.8920785363038641	0.8193149520004327	0.5433551884817636	0.5623037931885446	0.7811605317863792	0.10452698040103826	0.48973452922331	1.1420131965829798	0.5430854567383194	-0.1220603086944037	0.2854199683444945	-0.24581518852680107	0.34670541228708657	0.27744750944292534	0.6560197135367001	-0.2443724836583064	-0.46329897775140627	-0.513493151495707	-0.1400852903712556	-0.13915298790977873	0.15505259726779053	-0.5846655370282224	-1.2298342817013357	1.0742913923156716	-0.027371020234570807	-0.3215578229464569	0.4602146175650034	-0.48199373540645046	-0.5304321219233118	0.19587196131191922	-0.687710524313199
0.44420466222071703	-1.2303616122613437	1.1569329491260243	-0.06192750378148429	0.5113748152558967	-0.3967584848519994	0.1071119840348085	-0.7392484890050312	0.6217289287352453	0.43538924688009367	-0.2731587283530181	0.7472347614227824	0.08929679500504094	0.13375295817308097	0.9610619985596811	-0.038095362646199706	0.5548636535609504	0.8235596815978434	0.0244720663060711	0.7003167143515491	0.3511490685187722	0.6938177872635204	0.2959858189634616	-0.7487191518929429	-1.3935127547248762	-0.1659846132684279	-0.03992171535038301	0.23477455366383196	-0.15855532538062506	-0.7711109820101221	0.8091525179108234	0.08758180885669407	-0.22589915246805897	0.47790228819686503	0.29721766708731046	-0.5978326842346126	0.44603742002185326	-0.4090761193165957
0.3972638300598152	-1.297841286187315	1.3073125116332387	-0.1410882954004472	0.5312823757473386	-0.45874293987140125	-0.08134815052986445	-0.7329401646265297	0.5829583745048351	0.2710604361950681	-0.4740391085790075	0.7505982112268718	0.7904338237397297	-0.4058752386970833	0.14133329436764422	-0.3560294576663282	0.24838963562494268	1.1417408934562177	0.013456484733292485	0.7998034561699829	-0.2681766764953032	0.6566180903366794	0.6871209074687497	-0.4544148976290938	-1.3189259448669262	-0.4678393324637238	0.7265335405286095	0.47117247198860457	0.15294687484618702	-0.2516363416684002	-0.1768931026048794	-0.2724905536503941	-0.19472209432978968	0.3544029861701791	0.82223389411474	-0.30191533583691604	0.3041638327212937	0.09089787945407454
