global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02
0.4090904302581303	0.29335362591411374	-0.0705804006557495	0.25359714839981445	0.09874331110947876	0.001881058522910612	0.06519657978667208	0.1547634065757432	-0.2722038451080505	0.25771767169583587	0.5761390335722094	-1.9610058182092354	-0.3104950683431276	-0.8786158539596484	-0.23743923738224548	0.32744860550424687	-0.12221878086207358	-0.08215243669147049	-0.6371320547772771
0.7293474419144639	3.0840611498832113	-0.7682811900155345	0.2808856023411026	0.13180289530869785	0.0033904675063900986	0.2597183309621935	0.12196331569186071	-0.19672434458245985	0.7322751297707869	0.10378069779349462	-1.5988170926865988	-0.24230109141929979	-0.7750729330962016	0.10258034436075338	0.2510019838919607	-0.3557541572533672	0.12113824111157538	-0.23796403666676064
0.40771722691391454	2.926401207141499	-0.9306227066300469	0.39520042053230553	0.0761199464408295	-0.010285412816696253	0.34322526497912126	0.2986022688905183	-0.2505219283099964	1.0697607610092215	-0.8264640568805112	-0.952624064836442	-0.22048460980375786	-0.8220968967562415	-0.1557802732532526	0.04448009659529862	-0.2719761440998298	0.4496339731762217	0.006549050535698995
-0.27563223527852593	0.4166021058641589	-0.8981893028324992	0.5827151588924461	0.1139129282894718	0.07877880331316853	0.13887300381764173	0.02975034563773926	-0.023444608621819574	0.447977655156496	-0.6360317272896042	-0.3489085497263616	-0.2913425353972475	-0.6381378277376257	-0.41651911261125624	-0.1550529340005289	-0.2322614922827287	0.17190945301608337	-0.005786552903537157
-0.25647222521478374	-1.414241846721588	0.12551248343530433	0.45873641986259206	0.11227015766385132	-0.13324669041412443	0.14107232593621322	0.18047931647458876	-0.028248179929181473	-0.15073039373656838	-0.32128680828882533	-0.31377321422797505	-0.1672711157475544	-0.4447333601521579	-0.4612512798682422	-0.11993760380512027	-0.21412672223212906	0.24929004203332147	-0.22453173447593902
-0.24557631305256628	-2.358761226527002	0.5013413658672776	0.5766402592515902	0.14344517507428733	-0.14576493450046166	0.2911703541408381	0.05640063682369599	-0.012596520445056308	0.02345430291310953	0.06088644499060177	-0.32224098604470147	0.07979980516308706	-0.12102140425596304	-0.34391171697377004	0.26065777939528567	-0.4591351730793998	0.17872287081198493	-0.6135043925030966
0.44147567607298943	0.48591093364119026	0.3188285743223055	0.8750952867542577	0.3001111088738041	-0.14192444659108783	0.2741946514289031	-0.01690059876401681	-0.048524997712400084	0.25243565067722135	0.0722058873777255	0.14233436343696734	-0.0490467909164266	0.01566310877803585	-0.21788014798892633	0.5639531495507749	-0.3595719580743521	0.6924999742124521	-0.7486873032411098
0.4255265632206509	2.6899148525535863	-1.4685892791145836	0.9323921800047447	0.2781276015438249	-0.2054283771483928	0.49199230590501647	-0.010688092984606119	-0.09617175606460521	0.3633174257984748	-0.06615810107838377	0.2643260614693811	0.3143455323063304	0.7079842321637803	0.0011439666609472851	0.5037873435921996	-0.08800801641606808	0.2071033053165293	-0.07957664632702867
0.18777198189865907	3.34353123643624	-2.262058962972141	1.0201084459022047	0.2743140062991525	-0.11789375478247281	0.5735878239799306	0.04280242280680345	-0.09706352445709328	0.2007705136701313	0.1587979725163155	0.41139805778174515	0.4280825595734066	1.1639991223122341	0.5218359755307557	-0.23417346084272006	-0.03514351200997197	-0.055139608943135215	-0.23658310682211545
-0.07988739063609762	1.1469223299538254	-1.369262963652131	0.9310055900081262	0.3288409294700147	-0.31681215931820567	0.6577903330223143	0.2041752720594952	-0.024257566657810287	0.30155592932961683	0.22751319858041913	0.003580755754742711	0.17593290385934865	1.262846738212411	0.5551570028321282	-0.7201326278309762	-0.2134623076446708	-0.8073037949430857	-0.3806763729841775
