global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41	aroma_motion_42	aroma_motion_43	aroma_motion_44	aroma_motion_45	aroma_motion_46	aroma_motion_47	aroma_motion_48	aroma_motion_49	aroma_motion_50	aroma_motion_51	aroma_motion_52	aroma_motion_53	aroma_motion_54	aroma_motion_55	aroma_motion_56	aroma_motion_57	aroma_motion_58	aroma_motion_59
1.6544493029120346	3.786951755869793	2.023294026047405	-0.09965395375352698	-0.071343852763792	0.055132649321361	0.09689257930117169	-0.06571541013447661	-0.32133293766215487	-0.47357130085291216	-0.15608090381144052	-0.6455977581985003	-0.4600963774260894	0.5296887643145439	-0.5532811894410066	0.2980211078476614	0.7478642919677323	-1.1323506733532522	-1.1115155502146197	1.2090285109430228	-0.7179253898820249	0.2946227970439787	0.7907999658198187	-1.0314947792305318	-0.5003165480004469	-0.8203687505094359	0.18074411981424074	-0.3650939260337762	-0.702743069705889	0.2894350760081378	-0.9006555896667657	0.5163722448611356	-0.6403052565012806	0.4273830784220844	-0.28311422244173323	-0.4522235151316295	0.6707513108448325	-0.5096427422904949	-0.19993268708264342	0.7205564778757503	0.031109298097698683	-0.3876479358281479	-0.8443575100644691	0.4002220154310237	0.4204720813570989	0.17482590622370225	-0.491711807555228	0.1349669173763846	-0.5300436659513172	0.5393747557847072	-0.05490933109640667	0.09911281632921816	-0.05526175346742763	-0.11450353487050433	-0.5868703100030663	0.2995576400734278	1.1745314686642765	0.7890099234361793	0.6547042347345142	-0.5054830005355462	-0.15056012167051477	0.4939824304701153	-0.30866132500092486	0.19094890615383042	0.4055316187637524	0.4840474278958373	-0.3384900477149322	0.5250104780754364	-0.5658267164015327	-0.5025381448912092	-0.40548193066527183	0.09317922861947278	-0.10111546176720006	0.41991805672113025	-0.4705105844940354	0.47535979083569313
0.7043473004201422	3.1392122873197215	0.35011845504349604	-0.1272664728487499	-0.1529859257638892	0.20810744099502232	0.14355800479368586	0.0889006514369279	-0.06450380896897928	-0.2651058097635538	-0.21570422948395726	-0.4633849339912382	-0.21416427234335325	0.5289480120208235	-1.47411258057504	0.24902787825954345	0.446405748736147	-1.685159642996627	-1.1611501758499252	0.5574017386312876	-0.8739631093150286	-0.3427135963281503	0.9701737402264482	-0.7929523055499187	-0.09993117686094798	-0.4933041954565784	0.41634452678017914	-0.43622639493782006	-0.3816733826432585	0.27450466846458843	-0.804305478023387	0.4829688007705863	-0.1787035079061525	0.6607918234591219	-0.4761530139755981	-0.3329315919369493	0.18050516650178636	-0.4617681750869004	-0.9243110699127074	0.31428727993022737	0.6466807942089506	-0.16032735698941872	-0.46220835510397285	0.40847985675936843	0.6824916105555416	-0.059781216540165875	-0.2645314330194181	0.3134154421699158	-0.4954615718857368	-0.05934713661020959	0.0071848397510476045	-0.23412436789473026	-0.2516071081205307	0.4165649541731622	-0.38823833565274946	0.185627548817899	0.8636421948897091	0.5983177528698664	0.8002701326851168	-0.7545999731704439	-0.7442821777200221	0.16478796684340555	0.33054189718041566	-0.09799756469208865	0.19615206191987863	0.9139278652410833	0.607270603463237	0.625587622948111	-0.267436683784892	-0.549245448120767	-0.2552670805570655	0.6608401762897709	-0.4394373612754045	0.5001409084565569	-0.2710287954554348	0.18580932477287138
0.26098928804960864	2.001967431397359	-0.33960694162195254	0.017802355329733677	-0.2863739894476597	0.22990153293507132	0.07444501097162473	0.07359377631053701	-0.0854711636118852	0.39350485327972184	-0.7242642064645297	-0.2084472542516756	0.30490966566781186	0.5500236316010098	-1.389514163019492	0.05470333913215576	0.3375923489449987	-1.6488564907476657	-1.0001636442222597	-0.10858523749055264	-0.6781750111857925	-0.8928293544695439	0.7203950642545326	-0.6416149499872295	0.08605773377173871	0.10790518978708252	0.6374919805181571	-0.13938818637371655	-0.30337272375404434	0.26209940488104416	-0.7414465560614769	0.23557081756948758	-0.016965767649024202	0.8918901738353794	-0.6670363946753727	-0.40534631970251156	-0.07054165744088141	-0.0860564390585053	-0.5815655288058785	-0.2749129902175435	0.06265347401167105	-0.7094253217651141	-0.18054877783639542	-0.26384946005460486	0.843262970813744	0.20324394270789317	0.1594886854345047	0.15234569720580504	-0.5800154776077762	-0.15970595414326044	-0.1012846785439367	-1.1048729199519463	-0.9178131799274705	0.785967339547196	-0.44408492165017244	-0.2324341864849434	0.41459359864478595	0.4610934657769715	0.35689998331639944	-0.7450363325579638	-0.43430216250064474	-0.03562415851873763	0.28896656275046156	-0.40065312641501183	0.20464171547982432	0.9863621931880182	1.0800120889056717	0.8188153667776418	-0.22778917117876937	-0.7102001919050832	-0.17470437670801084	0.5317831166401873	-0.1886099343575385	0.7215627473377044	0.3401675496270873	-0.19925960407677598
-0.5450874657189826	1.3311696011295666	-1.6995407562716405	-0.030007637128132703	-0.35651867874317356	0.21504187896968635	0.049751608332927334	0.25068765626886225	-0.11112422294598173	0.44285050721185143	-0.9854855290621308	0.10839274655550006	0.5245407140393795	0.5842430452241413	-0.3724516242179162	-0.36927029494386343	-0.24727463019708448	-0.9220542201647413	-0.8478919145299296	-0.285077084982158	-0.00681479560723335	-0.8920885490356032	0.004507201429620295	-0.47041099961315136	0.03788741274099769	0.37590580369925797	0.31913181225535026	0.1529111549252122	-0.5853565387766635	0.1593912435595214	-0.6164458592400965	0.3592823671870137	0.10435384509966385	0.5719042333766604	-0.40673396275393303	-0.43087979244029795	0.3739288488095717	0.11823557671417805	-0.1910465647617969	-0.47679120024938193	-0.7044718974490851	-1.4499219734953488	-0.14385197713956682	-0.31870443503529944	0.7842739119308382	0.05975671343187472	0.5513355760770012	-0.07822795542658463	-0.45655784464910193	-0.40748117425247077	-0.01297864977896876	-1.2560319584226747	-0.9493868248865195	1.1481502313636438	-0.28700407890397706	-0.49074181708409026	0.3354225860930634	0.28101911472745034	-0.498779841815836	-0.592458088975231	-0.34704118171134557	-0.13172117847297612	-0.6701041167049011	-0.4326873176869687	-0.29742156891163213	0.5241730945597999	0.5455701793249528	0.3514392005191576	0.11910076465599263	-0.5378874407017481	-0.06681850532827076	0.3774368066697787	-0.048366197917274235	1.0529001582560595	0.3419332845829047	-0.37619250412427535
-0.5500322535428056	1.1689776437710595	-1.5527096478986158	-0.10571718353597653	-0.3539823325978793	0.18827960238683886	0.1392070510072511	0.5625372242244445	-0.02296838256854926	0.44672328438177217	-0.9182159864458017	0.01849000620943042	0.4957324445720783	0.623049953378363	0.3480165362035984	-0.6300924515794443	-0.18611737176819163	-0.2553371779690459	-0.3730825430401328	-0.4391537150761768	-0.015618098479269649	-1.2859402254572807	-0.12880760635747404	-0.3536550154381389	-0.6000203003826412	0.07674621683991063	0.8958295003187602	0.06726049419394314	-0.3994986530107451	-0.05221680809879121	-0.5549185491150845	0.4071242171591467	0.08903706376037718	-0.06072666938992526	-0.05610696444508881	-0.23356787162628706	0.32870618141694047	0.004282256753656412	0.42499001489807764	-0.4832686671752893	-0.3431899138362992	-1.2710188324029792	-0.15202038921798533	-0.45377255354842727	0.49510906235476887	-0.2857577313473107	0.47176723334939097	-0.5896172783927232	-0.3136710725303172	-0.5103196768094397	-0.3310809780181435	-1.2290247138096466	-0.33622152514088544	1.0808786421064622	-0.6764120994384535	-0.47835450708296673	0.33782312302882567	-0.14266252353178668	-0.6767438335275224	-0.2642940589168063	0.1701290962577155	0.12769921784169838	-0.36420439807846217	-0.5534399919993227	-1.0102951775024667	-0.0050653189456485	-0.21195619001252242	-0.09377827946327455	-0.28274926496169844	0.0003308976863839632	0.5558415566436248	0.09056679406630985	0.09953086156760611	1.4742794048382288	0.16212227698936366	-0.09581887014380251
-0.013684393944819122	1.073026788820537	-0.9098249573714347	-0.1083975567739966	-0.33414034134489884	0.1710526788476732	0.29683812413271793	0.46967326107558793	-0.2908645093842522	0.7013755229951775	-0.5538476456738776	-0.26299745348701853	0.2933637281124896	0.6016871907156843	0.36966618054644024	-0.11010174396171629	-0.18757008410401924	0.15192708369219857	-0.21666817721805673	-0.1250830986967711	-0.321193839887317	-0.8167048073749722	-0.6385803239237968	-0.23157001030960278	-0.789541092441592	0.12023501276164382	0.565743960630446	0.08452813694288057	-0.5210757515561238	0.020527320534033038	-0.47280395455097946	0.0990980640705028	0.10796370465924839	-0.667032462320731	0.13198929466015613	-0.12389494222916012	-6.104297764326816e-05	-0.13896258713897244	0.9760774569812469	-1.0196882838742467	0.1857006619390256	-0.16202378971476777	-0.20818499783486227	-0.5251512941373377	-0.13136690170881504	-0.2263006319603984	0.22813735996950102	-0.6761852653900283	-0.04276127950043358	-0.06081780795155726	-0.7870435446866987	-1.1590611551556331	0.46791205772650524	1.3626495381318147	-0.7915718139037632	-0.4702937833446266	0.5364049272896687	-0.43716600385155113	-0.18942044290952323	0.16995541463105068	0.17325513532085332	0.09382837092153269	-0.1551459894694239	-0.32881055489629557	-1.2362795047907764	-0.27028658306411124	-0.5776795439794021	-0.8961343457006924	-0.5352998468893705	0.5239056882506749	0.9763628311566729	0.3474047734905314	0.21711474949629248	1.0478306865144826	0.25511367245668576	-0.2873611892835197
0.05759886990691287	0.02297103569477521	-0.9780546099258163	-0.19878505957286297	-0.3762115824464122	0.2392626508284902	0.49338347821724576	0.46011993460736744	-0.398132133494667	0.5659563443315315	-0.18676228938872413	-0.22001192288181373	0.00032816461274109087	0.4311352948867421	0.36551369612779305	0.2695498549193693	-0.12072011167295048	-0.14461843338504493	0.11687007518113372	0.4064602379559437	-0.23831087594959974	0.1426344643197892	-0.9232737338592287	-0.32052334414633904	-0.3349866727889349	0.22436289934830786	0.21777665796553414	-0.14314675224348733	-0.07299785289255653	0.017152873370326803	-0.017420913720970033	-0.3886779110256641	-0.7366739233007589	-0.5641879349095483	0.37796365837690843	-0.3480779870050114	-0.6424111907979538	-0.07013907694575817	0.5345644184778116	-1.221337934975812	0.34265909927401245	0.5460727687113726	-0.6584555533400324	-0.37897444775108347	-0.4150642120782362	0.23598941622498718	0.33687304592091255	-0.6555568755083243	0.11718755607557954	0.29552359347724716	-1.1212939325979914	-0.9764881947158777	0.4207482148876759	1.1601720094307522	-0.5714291293407993	-0.6376503317270685	-0.4815084688245313	-0.5110591637159115	-0.09874896389043121	0.21810116404031857	0.3314545464968122	0.18027589305449976	-0.22311205175765053	-0.44645185831800477	-0.9739898942280748	-0.4082172304613482	-0.5038513667523755	-0.8603397138822924	-0.8108743273129317	0.7226911794260955	0.9731386780093224	0.6025236725932146	0.5303245590649194	0.32765209519701843	0.24141349554062266	-0.29288114839273266
-0.06079354416842973	-1.8600970655895983	-0.40207790460647336	-0.19390700962861165	-0.4462509429502089	0.22857550479100408	0.5070842150467402	0.7751578750743022	-0.4748852044647344	0.27983515010285087	0.10446927801875708	0.19409695047335981	-0.3129243730246387	-0.09985078092095964	0.578003823505644	0.3499036043079654	0.2987265713225178	-0.525120536531737	-0.02723592543730908	0.3221268464826979	-0.18133245395726968	0.14377515269918412	-0.891956706139146	-0.4887127058788171	0.22075702338645142	0.5456697038290346	0.12515775039095944	-0.611574835925318	0.3261868777389352	-0.02699535354306613	0.5819728449955506	-0.6468492456639429	-1.1965387304335091	-0.1461755215441213	0.6268707196327764	-0.9848868918543937	-0.9032273279514166	0.694784433299498	0.414468618528889	-0.9014452397002977	0.48978883889284835	0.5593161568177584	-0.725900222257204	-0.1401789263155448	-0.5760274260109316	0.07878744331972201	0.5751964219760441	-0.2589484406737031	0.17095404101920186	0.38287139984994406	-1.2567239731252875	-0.20222642413849007	0.05136952206015857	0.5984865896254551	0.09042985461430313	-1.2422057430455762	-0.8401998305947872	-0.3190200581591956	-0.1410939157451884	0.20137999335603848	0.5043922086299657	-0.09241769090869659	-0.6796432112712367	-0.10390220796764095	-0.4559289830874303	-0.5464474924212763	-0.2633593676085508	-0.3175759817441144	-0.2730642270728167	0.4456442323120202	1.378873403990357	0.7018755930037193	0.8610480901801243	-0.08400779450227924	0.32005593138661265	0.15621092075970525
-0.5226133766693033	-2.205522181985008	-0.8755593433943459	-0.13694426267949852	-0.20655879982879868	0.2570069477315553	0.6200690031045342	0.6883432508618849	-0.5567051521642294	-0.510860217897888	0.3667320591030339	0.40383048413904615	-0.4116175982737245	-0.04063160030449967	0.5396457427091146	0.48470210075387254	0.20952964142036187	-0.7462200218507182	0.06522167305601621	0.2856230098330152	0.10034175170238996	-0.3540063412400376	-0.6971572773389298	-0.16546185972401406	0.7499917625382829	0.44197634853420587	0.2725414066520896	-0.7882513941050339	0.30995104974624726	-0.26565560041545044	0.8177485232613432	-0.40498746852723244	-1.7309190537640098	0.8206986262849306	1.0345852479811266	-1.2121331070949635	-0.6507888613324508	0.9418035359508987	-0.16042254487635627	-0.0018145441353662477	0.6014857467529272	0.3751369614211089	-0.350423810502623	0.25824845817101744	-0.371961047408781	-0.13251050167151404	0.9138432328750347	0.017490566769985505	0.11314568184196341	0.23889448477143208	-0.6096779003684247	0.05796282562151015	-0.7030709652111377	0.6854673612888608	0.11733349224666466	-0.7333836919263067	-0.5948494949633402	0.31796189250917567	0.2174879638794112	-0.3165964375600198	0.37431473995457404	0.0004450126392500238	-0.5757500718037297	-0.07989120081341519	-0.12651633084279115	-0.40407422733716547	-0.0016440857734844486	0.3133669076363183	0.15189810737898585	0.29702265288373647	1.4500291958002574	0.5519259114863678	0.5468315915872802	-0.3002267071379637	0.3508311206839145	0.439913742209378
0.11336407076369831	0.08784375547399263	-0.4585959494865789	-0.1580507183121468	-0.22102816479018075	0.2771399652030612	0.42718433713207793	0.6578105703619446	-0.7043746362754267	-0.7566283493138738	0.06647373137053313	0.24295237181659432	-0.9932711878757525	0.00022409370636131598	0.42793677788460677	0.8172901888669298	-0.38117526859341333	-0.3594960820163933	0.5196672544825406	0.32769753038469696	-0.3357489330945155	-0.5039442495430462	-0.23306285656507675	-0.11873376156061462	0.7207383072341675	0.5382256404602983	0.37838860857593587	-0.8076196439083339	0.05402524674227323	-0.7787585915787317	0.5778012268627649	-0.24967483232623516	-1.3919189737361537	1.0553590859288067	1.4271575545356712	-1.3243764292780382	0.1661354349826289	0.8743199141241391	0.030500782485608283	0.7940060597539883	0.8839620321167228	-0.2056586095027318	0.1403582123607415	0.38560534464752494	-0.7871642405659296	-0.025906696286812577	0.9697416295854867	0.6814424804299155	-0.15130310015040221	-0.02867800572785984	0.05590588482030076	0.5593515358410374	-0.878653180085769	1.243503977422307	-0.15816273512465143	-0.3687556551105362	-0.37937372593065505	1.0874785810978795	0.7466598473832017	-1.1065852447306317	-0.03919181831086571	0.003745919818687213	-0.5783491785278255	-0.17945175152015946	0.16929388593139744	0.061403965973698474	0.01423141934118408	0.46481783521982223	0.30327452503944724	0.06373762455160432	1.1715245086280668	0.19977529386869594	0.20394114972638508	-0.6208126124093716	0.06523730049963165	0.5922789058090876
