global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41	aroma_motion_42	aroma_motion_43	aroma_motion_44	aroma_motion_45	aroma_motion_46	aroma_motion_47	aroma_motion_48
0.07362332279102929	-0.6407794088460531	-0.011621323723715729	-0.10098742438890185	-0.0584539141708684	0.2180169916115472	-0.14179252904257195	0.09810566500141613	0.06036932161723494	-0.3420548089853571	-0.14192039789484243	-0.7141512050463139	0.7389965173225262	-0.7518791903946178	2.2025811326298017	0.09644228408695722	-0.36938926469610495	0.9778197440219706	-0.3831974595983301	0.021858613014612616	-0.14741533327862721	-0.6824802401721439	-0.11992485661677416	-0.4384806151757589	0.37136493269892074	0.04035586882697538	0.6661978826147443	0.6220811954659132	-0.7135446592279204	0.5565921318735484	0.8961222271550074	0.13772005067281287	-1.0622983393732113	-0.7473548660549174	0.21872274767729227	-0.5831485173820362	0.026708680059597017	0.01672164351985606	0.16253142238028392	-0.24089367303459583	-0.5497137788381291	-0.5337773371544702	-0.40611674040561446	-0.07344015577999224	-0.7018182409635194	0.49578874071023427	0.6319985724042363	-0.25189094438728693	-0.8111424307831437	0.23844136047515946	-1.076193547995421	0.3849917002288113	0.010009907750864414	-0.5263961720944911	-0.22824425340172735	-0.47915829684509775	-0.1390823852642059	-0.654695316938953	-0.5913486108770949	-1.562999355780808	-1.4056609007683287	-0.718007556660524	0.5677360481828695	0.39181260040459315	0.20294115563119458	0.18112416288956248
0.028063545315214364	-1.3959777138926592	1.1694762980727038	-0.13946354453747695	0.1235802001284051	0.06969855232614572	-0.17104038603718033	0.1652408950344661	0.03968611785920788	-0.2575127094184122	-0.5046431099360943	-0.6056851217942357	0.6228454888193659	-0.31987775988400347	1.8218760458941408	0.17690426474005005	0.2672936352151243	0.9774769046012578	-0.629726509964861	-0.10277432970042491	-0.28589419240389535	-0.1257243775664233	-0.3093398024350873	-0.6934492447902869	0.8859014352512047	0.041890688754009316	0.807445653044047	0.2697068617231708	-0.5942997661360434	0.4463296049021987	0.18047604032682782	0.3509789286002151	-0.7958916243946917	-0.6287654236981198	0.4824796684048129	-0.23421115730892222	-0.0008102677667033902	0.06252547068324106	0.31951995652703036	-0.32700716821662823	-0.49807848658132675	-0.7277209187316914	-0.1862175218212918	-0.2991363147872646	-0.45270617387829853	-0.3137557577166867	-0.08985199571105887	-0.9209022245361055	-0.5230326893801797	-0.019064480993196128	-0.9812301213373995	0.1771035988597116	0.10968592498887744	-0.9126048602726562	-0.6936788933493181	-0.21841111188041254	-0.3496404372376343	0.39899638297670714	-1.1766683545435526	-1.017857939866851	-0.93440207162809	-0.5395561216246781	0.6502124495322846	0.24397207513548738	0.38024019964674505	0.33344730940093326
-0.14982669026976728	-0.34919249036902666	0.48184796197950575	-0.057419767148450526	0.1468166688672916	0.08835918844546593	-0.11973258387605998	0.18174152855103048	0.06452211007001316	0.07655912376078872	-0.7902330898419623	-0.20138911734632473	0.7895966175606386	-0.022705002669409963	0.981460941861933	0.06128576772030942	0.9368014007822519	0.4505163009443013	-0.22803825089315377	0.344460984478106	-0.17210389047385222	-0.0028884179171852794	-0.23308417316761437	-0.14235258109969687	1.070587359806218	-0.17072855178243965	0.4100202154387596	-0.3270006849199127	-0.3465831747625277	0.06353237416795963	0.09562464833437209	0.660738279315219	-0.36147652460767166	-0.5493414648236351	0.36082148051055846	-0.31466735619159275	0.2730204013645101	-0.16854956525439752	0.33757550882641657	-0.2874792228739517	-0.37126285683433674	-0.20050585365423165	0.20794461443686282	-0.15416385561520415	-0.2617747097698817	-1.3278070350302371	-0.6107567058619279	-1.0121935441966727	0.4175495708498596	0.11556104098704242	-0.8207036667739706	0.24883441369239337	-0.014002424240775553	-0.9248361468434514	-0.3024348985190081	-0.04332298890114703	-0.39134569689107523	1.3818536272107975	-1.5728171134262046	-0.16243270302855398	0.05292325767899661	-0.012602467513591023	0.03527704644104571	0.036272727458235066	-0.14714652429360767	0.08857027896826844
0.04001756508256887	1.5241014363195915	-0.13658073358984285	0.10730109046405968	0.3584684095634595	0.06031625301296957	-0.10142881689176003	-0.12014147419787885	0.017391873201737254	0.37423862340655617	-0.6644268549383662	0.2088826001924665	0.7901989682737901	0.29272693395891647	0.15018371302963454	0.7533547324349299	0.8994923962049469	-0.218895405914241	0.15093877762988028	0.742493342029152	-0.22660520854994906	-0.49794415971773953	-0.3084629957857362	0.44195587840709727	0.6312478615189197	-0.32512216163330915	-0.25859677025372296	-0.6352055097273751	-0.08171890040735631	0.21288884719466714	-0.2657420811304364	0.6970793242054778	0.2689737354729009	-0.48375159828738995	0.24635568771564376	-0.42880128979104326	-0.1837321900339457	0.003227193731637641	-0.4826355782167146	-0.4558352568898889	-0.14346161796353055	0.12303607012204233	0.24892321209890259	0.11847213658907961	0.645890281441691	-1.736696571451656	-0.6827088185446989	-0.6888094442500811	0.8455123269474937	0.43295704583222194	-0.7337921054064214	0.29357473839281717	-0.09595478010480844	-0.8557091551045605	-0.0035304210391138755	-0.18998097003308095	0.031024110317056968	1.2851452318406527	-1.1022877448480286	0.3645516952703962	0.8605572641381071	0.4442531253692096	-0.2158057401252272	-0.14694424218360705	-1.0922837693353298	-0.4646202346963227
0.12775305329574654	1.8619207923274832	-0.13624934586057214	0.1495778995820411	0.25951969269157615	0.06117525968006166	0.027753394219285327	-0.07431026849412031	-0.08555956302956334	0.7115818518294511	-0.29429649127234914	0.13868283495348513	0.8160695171144713	0.10637624792295543	-0.014631689811597766	0.8138188714733823	0.5750042605769302	-0.4932247547216789	0.37511963995262326	0.8779521350479422	0.460915519296182	-1.2137058907713754	-0.09203405319084675	0.4189145939074929	-0.19204100852714537	-0.03901655211945848	-0.8582940192124784	-0.5178152948456443	0.23325962939173742	0.5793582572409205	0.13200235800835855	0.22483699160532064	0.7894569492728074	-0.1997220685004266	0.12350576473175878	-0.29966450071953465	0.049196291547226226	0.007048149192842232	-0.4201940345197028	-0.5096822687503281	-0.06050696296956233	-0.09494509152765486	0.3417280322178789	0.02864772018889795	0.7312659140514115	-1.8088071566047073	-0.44427675881572803	-0.4875460836537559	0.8560928203424865	0.5379002390712421	-0.4809388536970316	-0.2641344246819541	0.11013237936757082	-0.7396359746441596	0.49752685509937	-0.1034838465915571	0.1969164883503165	0.4730480391092708	-0.2938766078116099	0.44196139517818234	1.2568308113224844	0.9311768320653819	-0.5260262964735936	0.28148983889374474	-1.3795732499946478	-1.1431036146065954
0.4209877174898465	2.1912100684143834	0.9487666180631751	0.19341520203454513	0.26169755498428166	0.11926897490729774	0.06722649821518184	-0.1849186289899881	0.04811976078383985	0.612727573543788	0.017825169854749818	0.03575117160962523	0.3577683556768695	-0.2378956242917621	-0.09281405206538575	0.7825124141212416	0.4057807286050805	-0.28228858203669893	0.22445744208469484	0.22635389767352468	0.711729327671014	-0.9301408053551752	0.008997882244739174	-0.28172459994115706	-0.43442003512542227	0.22409166083937834	-1.1817653256532097	-0.03210335629848857	-0.014494148498732116	0.45433755444339574	0.6325471840906155	-0.2963053175294342	0.4669557137995341	-0.13188717102006672	0.5772722604891463	0.3296567180104777	0.29708141248682707	0.13125789065962795	-0.7201654426975568	-0.2660372469048761	-0.35712949071149375	-0.43083741305883927	0.6010067806030156	-0.0028209538609738163	0.7072077781906599	-1.1569807382219688	0.05502208373531397	-0.6095137114172006	0.18483046124125782	0.2770389186184243	-0.5027774432698074	-0.5677114758175869	-0.25737336465780436	-0.6075690274159954	0.6262570900874068	0.10411165992914534	0.03204049827285542	-0.3182476940002017	0.5740357499367374	0.597248162622276	1.1054020325071225	1.0940215417557313	-0.6489344368710017	0.9224931108840391	-1.0997583630094876	-1.0950569343198457
0.991373295893658	2.468451349609086	1.2752579613226704	0.1060651912628139	0.36097617497770934	0.0909085586021599	-0.0839226032726082	-0.11735093807177885	-0.006676153595227399	0.753312494546828	0.16588030371672188	0.3222945864760865	-0.05939675153905887	-0.8266828887252964	-0.34105574075094647	0.888615846433879	0.4885012801715861	-0.33091080586560967	0.30394200814247996	-0.3854590726213398	0.2295995035691554	-0.4336633471404357	0.04841687175076961	-0.9518385779486421	-0.44134326048924766	0.5331884993681044	-1.5757962603981401	-0.3343827202474341	0.31979981504173893	0.2532935616916625	0.678720860117905	-0.5469407447152801	-0.13300340888345427	-0.123897569603097	0.7145065903982265	-0.19101232457042286	0.38726985440608985	0.33882255297761926	-1.00725656390398	0.14420466586652947	-0.08535580900424455	-0.5326721492851225	0.5865026736546879	0.0065319896472390586	0.2799996990586015	-0.6110191808034494	0.4535794797821799	-0.5702707901989318	-0.16235715196477543	0.030106576582118037	-0.44363454673095964	-0.2148559810760956	-0.5657359024160575	-0.2366020560839282	0.6260758187409324	0.19364343031790412	-0.05530951953945464	-0.8749939758344903	0.9916567452773563	0.7132161356672023	0.2204803448705508	0.45535722362325715	-0.4889623554704514	0.7973609757656606	-0.589329459058509	-0.9702320726355314
0.3611025439312079	1.7215511182991903	-0.34837256952911966	0.1426599858207775	0.6009438020938354	-0.29689095348400474	-0.30076159754437737	-0.13388783597702592	-0.2661672725501189	0.6494580392916108	-0.3171867861114311	0.0832827368981687	-0.6781417122641988	-0.7710394614253644	-0.9040496573547999	1.2658212416805428	0.3566400657464417	-0.048668431199878855	0.27605763431527147	-0.7615364556113449	-0.447519388048948	-0.2025777060310884	0.2192780391637222	-0.6558760498204261	-0.1304897035420787	0.28706413701456435	-1.5125125007533267	-1.074257320853054	0.6526653289645066	0.19987223875617438	0.7550571205824498	-0.8158616534437098	-0.4053725732925349	-0.47577785713807375	0.7030173597600748	-0.1685707182056538	0.2813223684119259	0.8598016655132911	-0.9871025801502551	0.48994106205377747	0.58021556718129	0.07166106995555115	0.5730656376042705	0.5317139572499686	-0.5783814620843304	-0.21345794943208507	0.42844491453752914	-0.4568611602568476	-0.5799177484698967	0.07546293666219077	-0.016129073296042705	0.033856010489653275	-0.22244329239644456	-0.2840074618937477	0.4809496024114477	-0.015539608332848105	-0.21707183193271623	-0.7481456175240145	0.6441696696214813	0.5753032645845135	-0.13123137972486926	-0.1412203249522107	-0.3833134753427016	0.3260947627137183	-0.04074389673707293	-0.7987691684675373
0.12230868595656559	1.5318674600768132	-1.5592077859928202	0.22799058497580615	0.8668977165781573	-0.18716407403889176	-0.46659702160326644	-0.17506047954631546	-0.17122235896364313	0.3207784253048303	-0.48735519884356937	-0.19274524304507396	0.3438170946898479	-0.06717845057455009	-0.5899730848642127	1.1648027742073017	-0.015182337453247954	0.25686901417101776	0.3488839917405635	-0.6053166574152797	-0.39607145878044914	-0.192915091749368	0.6529954834169182	0.25092949632032213	-0.12793466818980198	0.5463564954737858	-0.4910570606395314	-0.7033986307359781	0.5366378442886115	0.48828105601314714	0.7662491857139442	-0.9681812984509646	0.22167451086423468	-0.8088270253739954	0.7079342332702303	0.4549072461269688	-0.16518633006256592	0.7128872365118251	-0.5064583622242642	0.4329977894481988	0.8943526785905213	0.9249578478103966	0.24348197259349003	0.9345049150078572	-0.6227919969530981	-0.022896582031088797	-0.041595987121507534	-0.5215532318958388	-0.08668943543345389	0.1037345180508251	0.7625367665901599	0.2843349215902872	0.35291346661773926	-0.37240666738166517	0.35736726286720705	-0.13461610714692648	-0.2569759251455789	-0.306602456592512	0.3483172623281286	0.8402962334283725	-0.21744795200734757	-0.5970265485822517	0.13939801932289686	0.45999942948639194	0.2826109019061779	-0.4471406444688242
0.07788386647055769	0.8476375567441097	-1.178269923221077	0.35541474756136193	0.9316404647410609	-0.14844049619031258	-0.766704644014566	-0.6474771873727218	-0.15145388345862754	0.29676179435673133	-0.593586608153466	-0.32301623576696553	1.1846834271654862	0.37923438996085657	-0.06766442218098795	0.4757467883673943	-0.05450512031139536	0.23312981524364698	0.4464238175119916	-0.5627074133073227	0.04697519363575202	-0.12212264791679556	0.3949128609325633	0.590574122997973	-0.5139316906323876	0.6876883651227184	0.2063195014653252	0.3141941396680076	0.7424852544091739	0.6046231386253512	0.4425513591513599	-0.7791567804475852	0.9406619418699586	-0.38152047040435516	0.2985643161344016	0.7767869264064321	-0.42303237282966677	0.8547392551353957	0.19806873024876662	0.2793649842012262	0.3521465848626663	0.44525321116662714	-0.02533008235178504	0.597828563649241	-0.6649551458652074	0.14285524926355786	-0.2718803356083824	0.05179935417972269	0.30376835212078884	0.32971677449166664	1.0447170470640907	0.12413804105168223	0.6870744955867739	-0.8044162482299899	0.47632531711679327	-0.047032522465882326	0.0032563568771462317	0.02771636126867418	-0.399927409125672	0.21680265497963802	0.2318594081160477	-0.5381141767557365	0.47818556039939436	0.3160169808156367	0.2919457897176398	0.14372009311951903
