global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	t_comp_cor_00	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37
-0.5760231848954208	-1.2407915438532493	-0.9978604015991256	0.29260917337842635	-0.15236774497521702	-0.0827528125451901	0.10666232658166167	-0.05344618165706543	-0.14584515093521055	-0.3065476111842712	-0.2363180339423404	0.12505068626728003	-0.3632164264804646	-0.170994606522695	-0.29983669945793806	-0.7085369899102278	-0.12509450987854187	0.24068530885390896	-0.48044722128515566	0.8758724246904365	-0.716559440501322	0.01203906501404515	-1.2628274029275977	0.2259816390133468	0.13140153666470633	-0.15569556088871928	0.08509198068175536	-0.007115144645823193	-0.07272486035312821	0.21728855307926243	0.3674179726523963	-0.17756121052854423	-0.13906143088625877	0.26659455645975294	0.07426386305615512	1.376976673494668	0.20437588643619956	0.43772027256654467	-0.6632579057192616	0.00032895421418373873	0.30666487760034805	0.15183574276545175	-0.5604851379081399	0.1781341770596955	0.18259938710582208	-0.44041933418014606	0.48571725853432623	-0.47456989513079806	0.2537630357899603	-0.7188981387543927	0.5323801815954153	-0.7937965984341613	0.20761788210204407	0.06166268051600627	0.8183753864471105
-0.6430878129247097	-1.6282313791901841	-1.1365786699963474	0.2559103407462304	-0.16382432087563492	-0.12374785353313844	0.12115246898259135	0.03810845577840923	0.056978225267104776	-0.5884643203138478	-0.5220650807832429	0.383487794682182	0.06415160912668444	-0.4530443893427485	-0.3487308204212344	-0.26423417065353955	0.3016331128368744	0.5590127982986112	-0.3697076376512714	0.9054649409946623	0.23384656316991248	-0.07383511567047958	-1.100644306462856	-0.010072790599165672	0.14845008689401482	-0.6275837863086233	-0.16468395759497828	-0.016757011606896754	0.09913102142901273	-0.19052663823275257	0.27781803455193016	-0.3273311969679666	0.14669342465156893	-0.54912401671071	0.40245291929776605	1.1318493537387602	-0.35023990181770015	-0.1710070249644968	-0.4368350409183071	0.1538565303818651	0.3835479303143235	0.4699618656152386	-0.48937617556686724	0.4395229224163238	1.140819476698824	-0.9556504126932696	-0.4754714357099169	-0.263233090483209	0.2327765635540543	-0.29826763510365334	-0.4267374535211593	-0.3531944666320872	0.07873785589309568	0.18502143988128716	0.8263344804492255
-0.8420488935329983	-2.548753702389385	-0.228321674422721	0.22387935198702377	-0.10861322442161778	-0.05962151638922722	0.2579083426372597	0.05421942722364974	0.0714310090998876	-1.0589144324749764	-0.3599676320235848	0.5287855803501063	0.09693105268858278	-0.6611125063980826	0.583621229958002	-0.09843352510023069	0.10459697798508164	0.7422635468234243	-0.04847407607523763	0.13111619871921687	0.7439825639735116	-0.1201744270024803	-0.5620100990730623	-0.01947353520898426	0.5753553877302056	-0.6628979835793801	-0.07089575882739267	-0.42627227694865544	-0.105836151345249	-0.6940886969759295	-0.16084472150767107	-0.39987816053925235	0.1651650269988228	-1.157997970184109	0.5291623506210947	0.765162617360269	-0.2632582712617976	-0.9044955782307291	-0.06137829079070566	0.014618109571437884	0.26850697585499333	0.6805743558913526	-0.5279019221145639	0.49387701173194637	1.6443139091100374	-1.457905149945341	-1.2437713151864067	-0.20474713510332665	-0.04907504175963271	-0.0809524621210577	-0.0992787016021822	-0.3889571745801029	-0.16385360849733333	-0.04246451983417987	0.7232043715914879
-0.7845999707139228	-2.3838995553192674	0.30214680598471133	0.22554950823545933	-0.18811250401023383	-0.007895426571564612	0.425266541207461	0.1393415018059051	0.1343570973872082	-0.9815807409812259	-0.06675753660298242	0.7256552572458366	0.01975293848231479	-0.21773771863074196	0.9232355032641817	0.170111943851455	-0.2215280300564239	0.11965582126714702	0.12737044942206216	-0.252926785715753	0.43025713201286847	0.12186448853406395	0.32897149363276573	0.1674899473233895	0.5723091031734434	-0.13011647547570318	-0.3258558571693093	-0.12942024475889985	-0.051883078403919286	-1.2157440062972713	-0.012211872813297135	-0.37656525013827186	0.043484395925371074	-0.7499307116469283	0.4571736104221766	0.24253702035615538	-0.25357783478688367	-1.3720223277425625	0.21131423186365517	0.08452758618864241	-0.08297258700167552	0.3887854175033899	-0.17691991836510518	0.27545042860805175	1.3892318817040152	-1.6147459853612267	-1.5620926353181146	-0.2654550326678755	-0.24017884150957716	0.21343723790503957	0.14296855059043692	-0.2781522776665963	-0.048014905411634376	-0.41097713429144506	0.6923499526860889
-1.1515017599050403	-2.135702289292539	-0.19781744320418235	-0.07592682755994479	0.0009620118902340935	-0.14977122299864812	0.29360495308917955	0.1311086578813326	0.1349912277830555	-0.960420287826942	0.11759230895919007	0.48994070006325807	0.23577233008191104	0.21911032285067678	0.649030737002355	0.4726779998263864	-0.6457837608055449	-0.04101386113104681	-0.005155489225995893	-0.5232538888221676	0.03486228536268959	0.16657580842378367	1.136436436775584	0.23894901741506372	0.7464474394729533	0.5991591218776651	-0.33029375446394094	0.3005062176893164	0.26867418568248363	-0.7995526057798541	-0.12778709952716288	-0.2357767937663612	-0.0363337035275448	0.0003804207954113963	0.39742972043036007	0.0906193262825812	-0.6475054814631339	-0.6640559695141275	-0.18364533570273148	0.05963179755966958	-0.872024093551077	-0.21271925816449017	-0.2294081127042635	-0.020924977213583277	0.6133415683109491	-1.067047094451496	-1.3295816432645968	-0.11916722938901066	-0.743096507532793	0.26326256230634126	1.1356402528012266	0.08742371611599058	-0.015730350675921587	-0.8740431930916088	0.26741162528769397
-0.9987158543734298	-0.7844536010024379	-1.2999710539588065	-0.07377420157189793	0.06441231105039656	-0.13246513653469882	0.240341118491949	0.07834300345168368	0.15679142855511807	-0.6301581209353772	0.33269032674487636	0.608122593885353	-0.2676271387737545	0.8434806704257565	0.12965550923578856	0.03422661779896221	-0.5403719881295098	-0.14928196032881716	0.06976697996723194	-0.5001389513294329	-0.4027854318831703	0.4026771287085884	1.318538171668894	0.27499380817202984	0.5466991636703414	0.7165767443202897	-1.0276419559193735	0.9044086000506573	0.18150636342031426	-0.46762325239946445	0.23286774614456754	0.19158784217663874	0.2966840405641947	0.705298072458848	0.5143646064899766	-0.3678888474433646	-0.18071079337967336	0.16501958038750264	-0.4224724275548403	0.47949582145159936	-1.145850072045318	-0.2918061316815674	-0.1961776478971409	-0.5444602846624869	0.1584943242132192	-0.4615670925240954	-0.8605076771381466	0.07560724768341397	-0.5574313514833878	0.17985120026295498	0.7147021312832615	0.05487943210724494	-0.13383186204888758	-0.6942899166103498	-0.24727135935093997
-0.510196481380924	0.23471526279085902	-0.6144029246984787	-0.10242634639118982	-0.23312278677251724	-0.16442919379673418	-0.08814422260651839	-0.023961251089041208	0.4286103786527969	-0.20805383233170036	0.5716058080601916	0.06895506397347242	-0.5753079287568128	1.2066414984775882	-0.43766811541575673	0.24366829715241758	-0.1737736257854704	0.19607191875198704	0.121553106160705	-0.4683877187675549	-0.07121966670271432	0.21205950669214357	0.691666049649145	-0.22105480388523133	0.47386234040272235	0.31790767795560143	-1.0196368869610808	1.0594188470160535	0.3489564290746616	-0.7950843737787269	0.35946142993813396	0.8375816289396957	0.14805797140136798	0.8117248950846131	0.5928617161205694	-0.6763342370600146	0.004406877764699132	0.5411016998275299	-0.89051469403011	0.7003878689397445	-0.3700615094701456	-0.2044738415113636	-0.14411617933870752	-0.9629821762292265	-0.12449240277317142	0.5024339159035265	-0.24383950097911528	0.27730675389293896	-0.22448344911069928	0.021543732377588044	0.3387668607405434	0.2832063657344346	0.09288403902233816	-0.26943482327615514	-0.1510990995944482
0.5549756341080347	1.4755448624106895	0.6109204146568977	-0.09718578558819468	-0.16452412183211018	-0.4068372750277169	-0.1758937873201371	0.010966210986411457	0.4194489043986176	0.6294611617890987	0.5155999321214461	0.03629137934304209	-0.6799009849158995	1.1521397741272048	-0.1275130020132047	0.40320760126835214	0.13034534187012858	-0.14144846543963785	0.1687381312549362	-0.5955657763747986	0.2996652198478353	-0.10529905148811022	-0.39958408549434293	-0.20209644405030802	0.36571580544299825	0.2651519094366041	-0.20982967414142709	0.6297775268198348	0.01163573033235187	-0.734436727982245	0.40406905876473637	0.8617773737770272	-0.3178340648770117	0.914831559521805	0.3446141523280946	-0.8399349437034033	-0.0282061782667451	0.5992796571305083	-0.9567113858359932	0.6554633468556751	0.7764051137046842	0.3395404432274723	-0.2734414798089338	-0.811612937556215	-0.12473028243921476	0.6900863775419939	-0.2158220554183792	0.6146219510072989	-0.008754489609421726	0.3587935536255278	-0.3705359266957336	0.8568220057581613	0.6528590158814798	-0.042187829226207896	-0.12308858339607258
0.9176273000605245	1.4079401362008115	1.498081911098317	-0.060767001717129315	-0.19719510523910422	-0.47960055521293515	-0.23277325092627307	0.12795739825218547	0.5023860673873368	0.8068068152917683	0.6318099395310338	0.07151057684692606	-0.42827294131897276	0.6362799091470577	0.601897437097672	0.1093871821591616	-0.27292422014762147	-0.28929477833099554	0.5872389182812912	-0.21980558562859562	0.5463566306217873	-0.28599471886732986	-0.9418723333608983	-0.40242386203843	-0.21363532477610794	0.5220096585245457	0.3350658075379594	-0.03585064383740935	-0.07963293024353703	-0.6293111894503552	0.049051012973711096	0.7485156716122754	-0.640324985523854	0.6780288438504615	-0.013855541443180186	-0.7379404314407325	-0.2000742239973434	0.6334296372184257	-0.04906544298518162	0.5261411780880996	1.0987217421659534	0.7173025749352471	-0.49934402739253253	-0.30683549707883995	-0.24792923114905552	0.3713645090418868	0.1685689413720487	0.3901481785125955	0.10259269224460119	0.6847233144891205	-0.5166322284525487	0.9489518390186161	0.8410985141983761	-0.10375939534987601	-0.14895620873307383
0.4705178783638382	-0.23474995881030325	0.8950003655969827	-0.035957295808083066	-0.22532448993067894	-0.479698603867455	-0.4276327012745962	0.10931063428269516	0.6075580185124028	0.48426509488739594	0.3566561787752377	0.40821745373757934	-0.43313374076640176	0.1181355784752393	0.7556942084402074	0.280112576488507	-0.4395926466832541	-0.14061115881653594	0.9308809461538451	0.046160130035140697	0.24278469369979616	-0.10938905531490291	-0.2823281705167778	-0.7487890210297312	-0.287537781059545	0.5533999553409351	0.849492358402599	-0.49005987712621824	0.15030205405420538	-0.1241121185756558	-0.15601724236812697	0.9030952733190662	-0.42234899658022557	0.43392633013876414	-0.46451394303961957	-0.6381881217048991	-0.3317399776750798	1.04683613155998	0.01917631278734669	0.9982076896323127	0.8586117132274489	0.7628003882796258	-0.30573324436278776	0.10186327631273404	-0.33131678498334954	0.09813437947231975	-0.04696107870295694	-0.15643809443797999	0.38251580947236047	0.26914350454657676	-0.3754787877605062	0.5065833144060653	0.9259855385506491	-0.30308093533632696	-0.5367297582827562
