global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	t_comp_cor_00	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25
-0.3205777051683987	-0.732147930074374	-0.098772018367507	-0.12129034114695901	0.16764443814962	0.100921400288462	-0.23512648016960497	0.09260407069561355	0.04200786539990478	-0.11224768776285624	-0.6772391319699592	-0.5939382618152519	-0.5374134759163862	0.4867465359828577	0.5179136193984525	0.42148360660740497	0.5359872852047332	-0.33106414354749814	0.12707723382015784	0.1688353726277254	-0.27966870358205165	-0.2932574263975471	-0.08798685162564107	-0.14247773327042035	-0.9494846034314612	-0.798695531680412	-0.16652224509339303	-0.13013073527969438	-0.010041731275562257	1.3395009180163742	0.11696093860987625	-0.514963626820203	0.03457492001609325	0.4424529260393305	-0.23503140127818306	0.6125700246984697	0.4915065608783992	0.29061436147277164	-0.12317915939101527	-0.6863075964239833	0.7742101998100199
-0.48976107287251847	-0.6135869181577194	-0.19616837101201856	0.11070479551712643	0.2377602890846891	0.3329153601397279	-0.10066038786107931	-0.06164140159645237	0.2863075013398507	-0.3194289316674453	0.18619772850717312	0.08607040874808997	-0.5396983205394301	1.4745018497662932	-0.09960030803170646	0.8385580263613274	0.6041505651841683	0.21722500766333433	-0.055597803335680054	0.34810910786848853	-0.8131882299896699	-0.2020498655821693	-0.04382817867100836	0.08684746213150374	-0.917599571121402	-1.3141304457816774	-0.14339859928455015	-0.10449594421452661	0.2378467279561846	1.786824437813446	0.6019019495644473	-0.1949273335942054	0.07733863096264383	0.2736632051282378	-0.5331526695992292	0.3885186854544037	0.113724724855138	-0.11844156218150949	0.952344049489936	-1.1108606707600457	0.02578456422381703
0.024048504714792265	0.49347854867716723	0.2649444215593981	0.1605755239465244	0.24929500535260282	0.36162476002075133	-0.13139187652431245	-0.5064301123019128	0.2415501876153371	-0.9461045626205024	1.1309877210201567	0.7004438602479518	-0.45338540707622993	1.7126610558890996	-0.2246135690405772	0.8170242322194156	0.3269467617015786	0.2417057151447165	-0.01681155077972801	0.5175663031629435	-0.9036111242654904	-0.0828981052969499	-0.30306644781767683	0.06368587235615118	-0.5750078427413667	-1.3828454163105741	-0.29713857098793167	-0.663547290019689	0.9890598183213406	1.084725069258492	0.7745588983338663	0.10571182402730457	0.38508114286374506	-0.006257056756377324	-0.36888878384012	0.3645932019411008	-0.23511888540626497	-0.07919045496033647	1.4525666469117617	-0.6597655066133441	-0.3054654858428043
0.9529575477960868	1.61827932118647	0.8359490835024384	0.05524635694657418	0.18001556363477622	0.378750191438206	-0.1253232572194977	-0.5153574584387374	0.38909595365083804	-1.504261722491433	0.9663029236446794	1.3700649605342792	-0.49974757972617195	1.2746737694866987	0.11375039968506685	0.641108037687453	0.07068790498304413	-0.22033985248753254	-0.3837724452349214	0.34618342281036646	-0.4303910116506042	-0.028337471263871778	-0.39116604433647195	-0.2627060401021398	-0.3810318730343735	-1.1596010300820698	-0.5345290630532211	-0.8613859761005335	1.275149418944367	0.50808036441186	0.3118205655513675	0.4881406539401573	0.32935338895548877	-0.4041074826672998	-0.0358942532800204	0.2320133363247544	-0.6091340733588693	0.2693427141100393	1.3178424412591385	-0.11675570847714362	0.1349224412564626
0.7151717016914372	-0.09621097499785936	0.5764017770574095	0.21134969578656743	0.2119936648619938	0.5082594955189833	-0.15609949289785335	-0.2877336896833598	0.40936606843097517	-1.0354260131596815	0.33192226886118353	1.7226794792459745	-0.40545205637503356	0.511286904648736	0.4760234953619448	0.5954710089697395	-0.019684645972163024	-0.9535154332144695	-0.8375858469991543	0.031618346159314456	0.16416975100223985	-0.09872451257499455	-0.3827423884148435	-0.4698975728966665	-0.23425466887445084	-0.46517369326341274	-0.22976482124641365	-1.1396476498535903	1.5966977934751385	0.08690422217347674	-0.04664075502360089	0.4442121643853248	0.164691292429275	-0.5759688308671365	0.5278693492737165	0.4471953681295065	-0.7779709199452244	0.34859452778386196	0.8500529075229258	0.3945318738079013	0.3550130611040596
-0.24688892231183404	-2.2902686917566397	-0.24174952181813536	0.1653633691023473	0.2593501823171511	0.5420418773264519	-0.027548662159694842	-0.2915853578335834	0.4877714050644854	-0.21283924287833175	0.43585075565356557	1.5945328131794576	0.1290324720671185	-0.27697827251317975	0.8777067572574342	0.6919373189512533	-0.21691124140247428	-1.2012264725801436	-0.7321337613826268	0.010979338484615141	-0.03571176968246765	-0.08082761479013374	0.09267839241869849	-0.659428975770833	-0.28813944087273613	-0.009281681820459199	0.2899607663410861	-1.2596185272326719	1.131324495290718	0.2654291084024844	0.1254249155303923	0.646142809666058	-0.41844831919270664	-0.014907292896444916	0.5628479364401114	0.22159414568650732	-1.016161164298741	0.09808076977051937	0.33306401299712945	0.2469235992324602	0.4266427985143181
-1.2243203221980328	-2.0989133262518336	-1.788158965834105	0.2509838551507234	0.37297864477042175	0.30763109597985805	-0.03410677699385735	-0.3582974491664715	0.3827498129991584	0.17563023415335904	0.18073198138776253	1.0118144282431452	0.10200164531552057	-0.49298987666157645	0.7184663398374902	0.5778508140216146	-0.5088604845205168	-0.9793072814192901	-0.24512340469287563	0.26993680272182163	-0.2429567214220744	-0.004081827274416924	-0.025346693771237314	-0.27680778327073285	-0.11096330411860236	-0.15243944044411245	0.2534485591929476	-0.21598057093494177	0.7553019737321156	0.9120323773090369	0.5192401569401678	0.3926740444274099	-1.0567019234838775	-0.08893714039325187	0.49347503443264856	-0.1766495864630639	-1.207401353183287	-0.3133958496366913	-0.03365199615890853	-0.12154726029389001	-0.16501598812919668
-0.8811185156625588	-0.2642997998472429	-1.3009224654853346	0.28292258262414355	0.3147116046075486	0.2728060177620497	0.004241095094918407	-0.42513787818094356	1.8557838670436597	0.008505501199696085	-0.3351337525854904	0.0937579347053852	0.23710034757531923	-0.12606041258971937	-0.1435389417022699	0.3414713303003872	-1.1047554216320787	-0.21211906022386925	0.028521450780566823	-0.2000900049129207	0.24473467843307084	0.11066472036689802	0.3503572106898325	0.324375504842987	0.031288227775309256	-0.21475137545330783	0.0604486335955108	1.0565443047709946	0.47107000332525284	0.9767252309253024	0.6823835596722954	0.27438569999449214	-0.49393262760508444	-0.1740942777562557	0.8601435751629096	-0.2624810065015029	-1.2542773155188964	-0.7521112814294748	-0.11369720827075665	-0.5847176019551727	-0.7442654411039291
0.3444341985369068	1.6211840725536917	0.2908148577321654	0.32016195175136763	0.16371490731424188	0.35856258923482326	-0.007308043783462094	-0.5395497033291901	2.3021459584858146	0.11621582184111298	-0.6973295417898381	-0.14290299791649488	0.2265046174240048	-0.15511598943907906	-0.6917397246656717	-0.3258527591423295	-1.2651989405657045	0.6803178358560177	0.23184893560112457	-0.38980185714005805	0.26156867030155595	-0.08591020641949848	0.6833672758926269	0.4735644053751092	-0.7268432737846131	-0.44473423209182955	0.1559429368749781	1.8660240397450543	0.23998599812349636	0.4309781009331726	0.5191987571237432	-0.20897071451770305	0.31594650290712	-0.32874602961945937	0.8473097386225357	-0.27479485527476977	-1.109776225697996	-0.42764265904838783	0.20455463810947028	-0.6523861709018322	-0.7289358929677796
0.9592119930228233	2.675031444920655	0.6200570491765647	0.27996638635227	0.17701074712638237	0.1652777302656534	0.11421345870337032	-0.5313866204087873	2.254987595958886	0.020667663434319933	-0.9642265473528518	-0.08497207327774708	0.5103689330386452	-0.19357262784638393	-0.8823210611116381	-0.9191493569407544	-1.0169009654661976	0.9522094999650926	0.047143047886321794	-0.6907433360491106	0.5880511222008495	-0.048684519377588685	0.7790444935017812	0.3874554824038705	-1.0637172294661381	-0.7305913259702852	0.1282325619499553	1.5538549002009185	0.15989807528578312	-0.08662911475574044	-0.11437233133453867	-0.5210790510736176	0.7812962038369294	-0.2648512128651526	0.8328268564921377	-0.45331520521701335	-0.8321439749428241	0.24960569743318323	0.28218713345013097	-0.4026169856895451	-0.43833520182225305
