global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17
0.5126526852621645	1.864317017079645	-0.40662878976913036	-0.16426383838521705	0.15671984787523227	0.15001526525546946	-0.290181062466966	-0.07394759795902542	-0.10020469522577656	0.28962256719953416	-1.270133460000581	0.07612352535899936	-0.2815117389094965	0.8084532516640431	0.29251861406966645	-0.6207162762798576	0.15261208593445003	-0.1058157254382773	0.8950055371461694	0.10331851964740946	0.2794171296559439	0.9310712092757879	0.053863309607049645	-0.8544442814679514	-0.5062014511917227	0.026846062345001316	-0.15513247929223048	0.4074664481612234	0.5076324088331511	-0.13646304590138897	0.5505395827081621	0.5417526761506273	-1.107712768030313	-1.3367343342084617	0.13874567991429962	-0.13751613016946573
0.4196719210792577	2.073799494549178	-0.6160313946974307	0.00629952856633717	-0.07641703241712888	0.48876501788670357	-0.29651043898732404	-0.25844592890637885	-0.04012104277776652	0.35115615181406534	-0.9664798648300013	0.045064454088668444	-0.11328751127421305	0.9318271058090672	0.40416417474059835	-0.9129473410704003	-0.3078439489987014	-0.1656908637176477	0.5337666193184007	0.39164862172264614	0.6733284119450829	0.07222663777624609	0.5086731709729351	-0.7075172902527932	0.11181579500204301	0.29078495181537517	-0.27818010611498245	0.04865774457654266	0.0756126652290512	0.013912406381735664	0.9873275466743278	0.7894266447033651	-0.8575954439206602	-0.9491305048014238	-0.03391642553214513	0.14416119330383043
0.14078410669712457	1.4653696457644658	-0.5622913206643311	-0.06349823965671646	-0.13081433963269296	0.48937044117430345	-0.3007089261594827	-0.3085288982825091	-0.11457667421102136	0.30125617197564886	-0.689902727190555	0.43765289609150226	0.006176726324258084	0.8127804276666729	-0.022852868159938568	-0.5874730250035333	-0.41311664614404026	0.23574485187754352	-0.11857953286708363	0.6710768876112986	0.6906678460755741	-0.23794019740652914	1.335214257669907	-0.5434508929645052	0.38632681933738705	0.4410529093737716	-0.4222885033676854	-0.7257445514469762	-0.46954248151938277	0.2950794030217762	0.6959480523463139	0.7795384062046933	-0.6785187402943731	-0.275429739044837	-0.04140522948642672	0.44787573212324266
-0.1695319016770738	-0.3709980864992726	-0.4192331900445776	-0.20746692055763538	-0.24422743371266203	0.5771380312731136	-0.28136770306756664	-0.5195492905513225	-0.04468422431948857	0.3734034375835172	0.26092183289987636	0.5728497164990072	-0.17431366024917713	0.47050236403579454	-0.48663157307539484	0.042957704626625175	0.019988358841171505	0.6369396138944332	-0.5920995072533499	0.5487816427730566	0.1482867004874765	-0.49316765219600683	1.316165517508227	-0.09890690876754693	-0.009026876965751725	0.16266162553889882	-0.6500786965617251	-0.8559593026497685	-0.35550652016781487	0.29634599164451647	0.29285941002787425	0.7353756500609794	-0.1615913761371771	-0.14024462932218335	-0.16872694373000582	0.23015578038002993
0.03304701008017782	-0.6714138803412653	-0.15630426736256947	-0.1830210341484527	-0.3276975332933716	0.5502146722980054	-0.08778408957781594	-0.7437529456330084	-0.18434525458565426	0.29930096899250347	0.7648095327494686	0.5530797331642762	-0.2268805857621179	0.2378176827284828	-0.8715627847349348	0.375473660230095	0.2639163324508818	0.8509006888008814	-0.9199609178936592	0.7596672390845004	0.055751989465719534	-0.3944492351746558	1.0566064242399342	-0.17470082319775385	-0.18714999837436908	0.1618411982722718	-0.8222244847803211	-0.7398537463774804	-0.02803882064368267	0.1886972279188258	0.32363091237933167	0.9043333305527663	0.2388135079707847	0.15446972860322736	-0.3560020630645381	-0.3410866918525721
0.1017428320778574	-0.714227179642012	0.29984798349083397	-0.1000884778399547	-0.17660803176206563	0.555519019018342	0.022773114696213417	-0.7566898194208534	-0.2109537910621244	0.6172154634836259	0.7905590224296284	0.2400049497786766	-0.0960820231795438	-0.16498563774109556	-0.8748284747273495	0.2837115659212275	0.20416229206799158	0.5892207546653112	-1.3365699409766303	0.19167352596613213	0.006148043674237428	-0.46398327326460276	0.6962543030170978	-0.20774434106456843	-0.11979227577219782	0.7696115364254631	-0.5363647661308795	-0.771447763961963	0.43526411627524764	0.2687971883070095	0.3143928278249399	0.6159701331324988	0.13830921252529613	0.2105214584998344	0.47840596080782943	-0.9558400649521854
-0.2640127765711161	-0.3275228211584825	-1.1060648565861477	-0.1783340957906806	-0.19734628364021595	0.810168459628287	0.04276275485860162	-0.8368480309322981	-0.1713114267918554	-0.05173039054517712	0.6249413947788645	0.21892000970372366	-0.5631664767820148	-0.5065346185057086	-0.74504615513202	-0.05225340628772267	0.17134357415669055	0.12016834113987275	-1.1394805873918066	0.14730335633685496	-0.03553294444744154	-0.31597766545238765	0.7479234218386949	-0.3740613046523173	-0.24807552609019046	1.1043197144731867	-0.5376444112398352	-0.6681772389965371	0.5618054534529318	0.4078040064751971	0.7393800459562851	0.11823917545778187	0.1640820445161041	0.00169248527570943	0.664334980740353	-0.9924357709355186
-0.12662991848930044	-0.12535217274495697	-1.1200277828747376	-0.43767032037210246	-0.2027178761796397	0.8529954594009954	0.1459692890923589	-0.8389268907538723	-0.15824955895793494	-0.9010655696977542	0.4531185929378911	-0.011511391025491492	-0.7563579775384419	-0.5863556521965109	-0.35054651324131547	0.15177294768014263	0.16170264057541298	-0.21528646791838232	-0.7387926067911395	-0.02780204447365452	-0.09504216099139985	-0.12151879302119452	0.9679265238802971	-0.4378568074040244	-0.09487060908452014	0.9809478649350049	-0.31027332201775043	-0.41597261834734517	0.5714615035843678	0.2632319079717181	0.7458801740743722	-0.18871545270604032	0.31651905984223627	-0.4602517628662386	0.839705701131103	-0.8888935345972222
0.268561899212689	0.1532903617856471	-1.0320488700798425	-0.45634663421778304	-0.1417392969479631	0.849926429648053	0.02027703650928575	-0.8792559271265764	-0.21963182252121777	-1.467004515777941	0.13746350789742195	-0.14992896160562164	-0.9911776666974655	-0.2718443583388447	0.019420653281499313	0.5220254475012208	0.20925875152775583	0.14472953530353522	0.14677436730020801	-0.10341575782778689	-0.2681473150178031	-0.2302830632726728	1.1898121666335315	-0.13390412870570556	0.15643979408820724	0.3851014812951649	0.20561036603198493	-0.10469313458614642	0.3082985146179671	-0.12939632792858985	0.3052033663377324	-0.30331223455567113	0.72903041198636	-0.3220092788151564	0.8912748173363794	-1.0208398119169688
0.2783611677874168	-1.0122012696422225	0.08525547787904629	-0.4519814471593993	0.12546273834674743	0.8086796020340887	-0.08066073541066059	-0.8437528550972946	-0.6181566430730872	-0.9822939877272163	-0.29541983500684416	0.027249641122845277	-0.6970751189353219	-0.23911307543477087	0.007221305095972966	0.7108336947920645	-0.0032801547964303665	0.42558831948933096	0.45735229753582146	-0.2405966433999187	-0.17825494836162892	-0.23123789758461716	1.2171407715345788	-0.419183491954071	0.4730039505860867	0.08288925216132623	0.4654925281978949	-0.17659819337995727	0.2501687363514033	-0.3171024415308976	-0.05668033081396351	0.11567032813872186	0.45352873043554554	0.1818868018067153	0.6400165873745747	-0.9683241819348821
