global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35
0.012030486197093362	0.9880003869801957	-1.0767660826614924	-0.02792843416981552	0.0012765453753211889	-0.10715914230436832	0.20548031156565927	0.0666402673477706	0.062412189563496735	0.8665141348966091	1.973678954974028	0.7425650075219512	-0.2470786507011345	-0.6277729043772977	0.3219867886739486	-0.9465112024339571	-0.039501942832010056	-0.7316563347903131	0.23257276790465972	0.7440724371102294	0.1987006334026076	0.3674369173357933	0.3716991296302809	0.15305703073000426	0.046999140376073285	-0.014953303098879872	0.5380747773551777	0.3043974407705438	-0.5143621579873537	-0.24980377209353707	-0.8528905979571567	0.8158079127770207	-0.3021889081288974	1.1812870095267554	0.25870638871866797	0.7062066770395825	-0.6183482753414885	0.32022939592475247	-0.10396802294993271	-0.29426991135011726	0.8683163291595682	0.07021985853741237	-0.684413196606992	0.062371987902194746	-0.7016712767110574	0.7788728443072016	0.18394702009526165	0.20709024002450363	0.4186994314289856	0.7114395303436744	1.062339599748533	-0.7678922147485826	0.6692636870897266
-0.28997896241929966	-0.002401379215006938	-0.4070731194467535	0.016976728710345345	0.1023243970580618	-0.059554271085801	0.13552599506390273	0.049120196699152394	-0.06867705820884679	0.7210260691126255	1.2757025039849377	0.5931141473467928	0.3007950537461676	-0.07332243499022906	0.2519876647439735	-1.3270093430406669	-0.3666742505657188	-1.5315915569687255	0.17828752119666547	0.5001738708251228	-0.04501585968242216	-0.05120542646944411	-0.31464741069577534	0.5897917774944416	0.22444719287539086	-0.41494708329110974	-0.2572382070628173	0.61971287439694	-0.683674873371914	0.33397178513947207	-1.197824968521289	-0.160515451473309	0.03461776312109339	0.3407674610039357	-0.15754202465024228	0.3374104070718192	-0.26724317223006633	0.6330281773856719	0.13841901272240067	-0.5032783675823609	0.7765236660200333	0.48634590107367803	0.04235889644753962	0.3452596706625312	-0.3843339964130175	1.2939739078423653	0.0366478636074369	0.0925104333333679	0.42761988066768725	0.48442360904372006	1.5192682343187813	-0.4648461810411585	0.4150244745044712
-0.3429818467297071	0.34978780278597005	-0.3795576768433995	0.2895059994114177	-0.01412960319992021	-0.06894922152554096	0.12874289636730926	0.422227285609395	-0.09071912021277694	0.3176496560060423	0.2383013982809956	0.20546187305134334	0.4741911631425759	0.02966872075902552	0.2436937704072618	-1.3128623479105064	-0.7054111229348474	-1.297250982336933	-0.045739294223204496	-0.44589985095509665	-0.31201741838827995	0.33432785232449397	-0.7633471124951359	0.7036220756249374	0.979187552336124	0.204016594545948	-0.280721325271269	0.6716525026188462	-0.42422987718216143	0.6035066948595278	-1.2295458696590111	-0.5370388142274949	0.2699568973321882	-0.3378182277101547	0.2595458701119781	0.3334618239746971	0.2171919062116156	0.396151345538824	0.11950648029035736	-0.5145665671718587	0.43966823795047205	0.5885066871840368	0.42683804854791	0.3814974823802581	0.3597170146675226	1.159807670727253	-0.0903715148952537	0.0028586091255633334	0.4723062270455911	0.5603668635604124	0.8161356593128558	-0.07167097304367429	-0.010388527538912798
-0.794448884403619	-0.5889254735979109	-0.029571245740600882	-0.04846841176014266	-0.2664364647220899	0.25274801612710285	-0.0036368381978234554	0.4626477922457818	-0.06118346772339521	-0.30850228309116917	-0.13435602757900325	0.16382483590411845	0.1747362128321963	0.0778969884574849	0.26236036949444763	-0.8111593037287517	-0.9117162801246812	-0.49067026633653216	-0.3862817502480832	-1.4407690266143163	-0.42051044144515004	0.535888512945791	-0.9204743998845265	0.3836727134158116	1.213084034669943	0.1618743326040086	-0.2011916983717216	0.3215937673024805	0.2111405900610808	0.4323544059857684	-0.7941237089933675	-0.19228295094940157	0.42183328193775366	-0.5141298690215823	0.859759881979701	0.5869717606337242	0.38634352526967836	0.018860283460821307	-0.31476862272216033	-0.3447032781956856	0.0018429198964140597	0.1935674548990203	0.08859688475441312	0.08883687545663849	0.11658440081815773	0.6098376110840227	0.19511662125474505	0.16041265096905086	0.4884456507519986	0.3086326547132801	0.20204978929474907	0.46803598173264105	0.1505469389346801
-1.0020965328784983	-1.0780484197613183	-0.11918781797004535	-0.015820352300078118	-0.14396913631152347	0.20684000802346672	0.3031236576608075	0.298470530534496	-0.11555883502621979	-0.5634702912868893	0.11988290653459763	-0.11394933248579643	0.1719894356334473	-0.32438779564175924	0.7617991291461571	-0.3724623528741447	-0.5576892167456449	0.09569430008155587	-0.27680703314236615	-1.3462648070676615	-0.2972512363505923	0.9209692199143367	-0.8141078303712114	0.06646824608669423	1.1317975280811694	-0.4313941225430148	-0.5288086564266522	-0.07121608074862826	0.8157616369883532	0.24813180298596293	-0.10372557996186149	0.2649161005938185	0.9143631023856128	-0.21703726657311145	1.1136332200154837	0.5173285710629043	0.4324743180131437	-0.6050553065427013	-0.5106007008476146	-0.6485120130422498	-0.16755867438493777	0.2921454430388588	-0.17481673128971542	-0.33373517792043045	-0.0018001962248945062	0.28244387489580536	0.7960431618044784	0.00034747454739681414	0.3671779434817959	-0.38179849114793935	-0.3323349376251723	0.743634909261805	-0.5865469299251798
-0.8544436544846763	-1.0641305485684485	0.7588278350208539	-0.007758621368808239	-0.12196488272728664	-0.28107688285505306	0.06658694503660356	0.27302840578650356	0.004174983190887174	-0.22960349788595516	0.3766301086992865	-0.1343831737993195	0.29147301002674364	-0.39925934205948727	0.41133845212288056	-0.010398403627220405	0.03434978580575401	0.3424091468013311	-0.0757931235330392	-0.7109629326004908	0.14074315178139762	0.7792456874811803	-1.0338785303633249	-0.17947745430509532	0.9788518597969698	-0.807074495588921	-0.8824527043216884	-0.8725041162998173	0.5058493105470222	0.34289759409848136	0.012012842423771701	0.13202722786910948	1.0209726494951576	0.033298575273279625	0.8877653463379797	0.5357032253524727	0.42001862903035897	-1.0133166402907134	-0.5090891480537627	-1.0450666345828568	-0.3576947648377177	0.4020377791104657	0.1266110002450209	-0.35343783270897994	-0.27104550507270986	-0.016237955836158533	1.2890521864497144	0.15217452351652194	0.33996182511326106	-0.9288472809437588	-0.5930487437007743	1.0191567261106984	-0.9828574937886454
-0.4364758450540678	-0.9291389846807785	1.5048414767517821	-0.14014972230248066	-0.04320371475323902	-0.48014998234504214	0.024153267448505697	0.19828578929482632	-0.14861305514873513	-0.3565956061214538	0.17119052171714885	0.5655489303585024	0.5559760799415351	-0.5595675224228331	0.2769294268469416	0.2606555005632692	0.21982215042860495	0.7545103053139802	0.5232372256151757	-0.47139892864025795	0.19151957669746292	0.6472563097063151	-0.974391681301963	-0.06360343099705122	0.39952995493511356	-0.4813549083066744	-0.800045856068394	-0.984105055714266	0.016915922981255507	-0.016618655138158765	-0.5236365466255072	-0.03757868029317871	0.9113974070644828	0.25718774263398747	0.8661334853151207	0.7648789935439416	0.6922758964816417	-0.7405281411421432	-0.5574873415765376	-1.2013753577307966	-0.39811719078979946	0.1215764670907173	-0.23204682906955001	-0.47907870924324836	-0.6297639325107491	-0.246384432907181	1.063106388904882	-0.22217242143543936	0.39777445619564467	-0.7587863411807316	-0.8428435200361437	0.9051792893255631	-0.5922570998918729
0.33407523321789934	0.6429557684553548	1.470225076527155	-0.15134970066586448	-0.08212656523387984	-0.48509754158585566	-0.00997665786378666	-0.1101325204595941	-0.17090718527011498	0.08792179348012201	0.1156246247144287	0.8569808882178434	0.5079799991296646	-0.8106681331857029	-0.2145044333541389	0.6504828578714542	-0.03216658930425074	0.4371423847460935	0.4863679539068396	0.01495171983892675	-0.07321622486755916	0.6504964098279471	-0.8061797749124227	0.34963568934769773	-0.09913433576456825	-0.027141365043049634	-0.16739463274290817	-0.7780389888374993	-0.36787218965136637	-0.3223864609432284	-0.5846816675118318	-0.1314360774005664	0.4339787059627766	0.49675276538719276	1.1617613279231047	0.48334543519849865	0.708707856852621	-0.22994651189040793	-0.43194113985646476	-0.7136789694142369	-0.6967500794390367	-0.3159626167537291	-0.19989317005180998	-0.5467694165407386	-0.4944321472083252	-0.41876398187441205	0.17214476813962662	-0.2905173266061797	0.1786428573447238	0.005528612763646038	-0.7140753032204705	0.8195392408103428	-0.0711689870172881
1.1181133533394054	2.8917996148246057	1.8223841366439917	0.07345788452182725	-0.08481074897888921	-0.5141966939350511	0.22013789027329722	-0.11893548618639642	-0.15432954045160885	-0.004927394112672004	0.21658118219847036	1.02066645289338	0.6500990723341867	-0.9114195779704383	-0.13151389671599906	0.6021858004942219	-0.7586733263276483	-0.40327605053806626	-0.05098004759160404	0.004333453105399372	-0.36432257550725095	0.3789494913660321	-0.1225577488322898	-0.18415727391872763	-1.0184325496493365	0.31670994605661656	0.29638848645826227	-0.06320077730879553	-0.7132611876498856	0.021922569423556696	-0.3335148932404447	0.12011057088898804	0.23154281097500393	0.9870386987051553	0.692669548276691	-0.1597868310122109	0.622452453244479	0.06347354795620518	-0.25979355454374853	0.24799096121945327	-0.55522142024397	-0.19710228477238662	-0.29953806822752316	-0.4825074435469144	-0.6995208049655665	-0.1683337709610762	-0.5064005404627628	-0.4331576553052184	-0.13568095521655957	0.25354381161302075	-0.7660870717328114	0.7311356653151353	0.22547786475865111
1.3649264402983765	3.0128505675181207	1.5725231175362406	0.0700989995910616	-0.1054495304806867	-0.7286069806984421	0.271787476919485	-0.07654619906473911	-0.16665266103967924	0.3136324562156314	0.03994949599107315	1.0680790860252083	0.9402358202535555	-0.9097521094455875	0.0948344330780996	0.48348260628253903	-1.3146161973017672	-0.9968054369313111	-0.1393605645604254	0.10189207023404094	-0.5321441750106753	0.2974448251387961	-0.06556352764387935	-0.5590435323561123	-0.8765681571518221	0.4176070153068239	-0.14131445931786976	0.08507955923471378	-0.6580716563499268	0.172962938234625	0.0943644425917118	0.3450013282964102	0.2126297023631201	1.2737645779287479	0.49605031251153286	-0.5811746719418918	0.435758051636559	0.13378828521025693	0.12756919778563663	1.1309808343566368	-0.525415636086872	-0.0623964750559822	-0.43750349347405326	-0.42247003355633056	-0.5830225110896766	-0.09383477664328699	-0.50010302353794	-0.7426874816913613	-0.16633125423156364	0.1371428687253917	-0.5875773451559906	0.5005958013015264	0.05315127603082848
