global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	t_comp_cor_00	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41	aroma_motion_42	aroma_motion_43	aroma_motion_44	aroma_motion_45	aroma_motion_46	aroma_motion_47	aroma_motion_48	aroma_motion_49	aroma_motion_50	aroma_motion_51
-0.7113132270037281	-1.2554877247456986	-1.0791064497822371	0.07120549743194253	-0.07194087843347383	-0.12989841663543142	0.2536708132654696	-0.012633109835747482	-0.200691988806034	0.5172196463118556	-0.9351356203197173	-0.6882687362086424	0.9880611322363579	0.1411366321206542	1.078105652447435	-0.19762452435371813	0.050144337702746726	-0.18303496767209476	-0.4735208024787667	-0.046275594706021654	-0.05850122424409901	-0.6570203496077671	-0.7997356860216374	-0.5111588535251006	0.6437112710586301	-0.3999927052418974	-0.3828628620523966	0.5147233691973205	-0.5789232994211073	-0.30384461047217826	-0.4241880967705371	-1.0198981066306274	-0.5870263649608187	-0.11687786494229233	-0.39399667790828025	-0.2794673508714966	0.5600746380504309	0.6385869579118371	0.3054195590997088	-0.056845050316506676	-0.939721316895401	-0.06165488838217738	0.24444519868024883	0.1918718488851301	-0.02567394334805121	-0.7469359588930425	-0.658988598328111	0.4963112903509238	0.3705466153759751	0.2986261842898363	0.6604809693925511	1.3179823896093477	1.1206873090302116	-0.5296457759541343	0.02853945953444614	0.8657539086921411	-0.40595967000640293	-0.09620996758352704	-0.28481128353017154	-0.5061932303283037	-0.7432799982174948	-0.5117007321827922	-0.8579066230717288	-0.32042809878422224	-0.29882770206152814	0.03490037985968823	0.020389464994029594	-0.383456020415988	-0.09955711911166287
-0.4553712140891827	-1.4024748526699564	-0.6222645873524968	0.13311928874221354	-0.11903721785145213	0.1548929074963896	0.22966730844589264	0.13876222988576875	-0.19730393626572373	0.5603824946222511	-0.10311063951678472	-0.3243167066596158	0.7967265652704041	0.588718975257633	0.9200787635673631	-0.6429399700299028	-0.4153716748712394	-0.4871388626841723	-0.17043196753944126	0.1869786853531556	-0.3680578900777173	-0.5076886125420438	-0.9630275392118873	-0.5798809619605867	-0.1425063641641608	-0.4421692509900802	-0.4484549711862665	0.1971471481426367	-0.2731952341391158	-0.8123043149459982	-0.09271199353986848	-0.5508327587888735	-0.5410794468915704	-0.16430377540894517	-0.8874841458503638	-0.8273013837633614	0.5458365296683225	0.32964785944171765	0.3693143629551398	0.1763272537504828	-0.7631245446568183	-0.407805178664661	0.02227245008045412	0.5166606484836476	-0.2573504517983444	-0.3615997427193909	-0.271721504296668	0.0909378923363714	-0.24162445684695116	0.18729511918755845	0.11723059814261273	0.8123247160764739	1.1685394283917936	0.44645165972011935	-0.08584160485531067	0.6175107745494836	0.007440072640121457	-0.5990904123645004	-0.08630370114508311	-0.4808459757171786	-0.1924841611071314	-0.3273394857066547	-0.684455730508619	-0.040878656665810954	-0.008317401330444568	0.7226453118191244	0.5638723720145746	-0.43875628236834086	-0.4349018415332599
-0.3286055472919152	-2.308233494436788	0.5485679105774082	0.08255909671227452	-0.16465898699619277	0.0548888709395689	0.12302997161184379	0.18506502342131398	-0.21309372755236053	0.9733505679648596	-0.21418642558734635	0.23960724486018564	0.22175693002134567	0.6384672353221819	0.39513277398691116	-0.5343055771292015	-1.119250999292121	0.2720813757312441	-0.20582209062143667	0.14044701724784542	0.04890310145622021	-0.19838188569436332	-1.0654168650411928	-0.4683325240147757	-0.7106861937630261	-0.38301579476933667	-0.5871986541434032	0.427156117937893	-0.22680051555206632	-0.7756954888409248	0.08487525685939283	-0.08044796833254549	-0.061017104864346354	0.29794973712785644	-0.6834276659942555	-0.38784473543246345	0.2037466199716714	-0.18847506488851637	0.6667725123199227	0.3225557014135354	-0.3648269297137995	-0.6955012866401501	0.5190546607776301	0.5282197693394712	-0.1417233953906894	-0.179966600221698	-0.2884187414842395	0.15833936651317884	-0.4378680560733649	0.1600770670531941	-0.4465019732094707	0.25690764172245173	0.5760882380325408	0.3387109423445887	0.04886462015041332	0.21545562058147189	-0.10997865417654908	-0.6438718106994431	-0.18007005423062733	-0.3954033489548082	0.2621395103745277	0.06641566611283514	-0.4940455276288713	-0.19179255951204863	0.05717265955615139	1.0361072263447282	0.6232691930786732	-0.7756287423633452	-0.5776115215908642
-0.28584217017962166	-1.4434261196248186	0.4390528790649869	-0.015570382561160445	-0.126977112866581	0.04926524963801787	0.5218162238845511	0.21732699237864572	-0.3569216479225436	0.9238808128119458	-0.5384125373684863	0.24723224210047814	0.35898041824087773	0.9225295752871822	-0.03919370294559801	0.09594657542202606	-1.0234834920897242	0.7086906968046134	-0.6123900126845253	0.485678383700837	0.24617059030056818	-0.02826458017062234	-0.5709868048051769	-0.34607906523311166	-0.513274127088018	-0.140411830315164	-0.3686196249648784	0.19896460241856906	0.11969325593307528	-0.38650838018210587	0.015604311630204508	0.07801889493685474	0.720606623398377	0.35768083483502733	-0.5649743382384836	0.42259690034484715	-0.4546164838398124	-0.5150037949167985	0.6293250488501182	0.33214896285077794	0.3331264707882268	-0.675016404177756	0.7678879080709116	0.5325764396700597	0.15064542767152597	-0.2664211505967244	-0.40674282166291026	0.5774966080687296	0.03131525766184342	-0.005118566389281625	-0.938105463763792	-0.36467027691976167	-0.11960138345590612	-0.036545753021728786	0.07706120497680195	-0.07157157926172639	-0.14853639039071448	-0.4771254280030989	0.2021137124909576	-0.14287672001580878	0.09843164684282273	-0.310578068801128	0.04688264445845752	-0.18338442721524023	0.3723296393188454	0.8722900437025096	0.8075152551356505	-1.0509560037300987	-0.7420805529853278
0.37496719257507094	0.3987107996572402	1.0631919418404372	0.03215865988180727	-0.03689530373271635	0.04208901338097236	0.5354548263693455	0.4212456308836682	-0.27367393594224476	0.45502121217173547	-0.8189287235645727	0.1788599311020077	0.7018311127731226	0.6938793500479988	-0.29430342457967207	0.3170930702294523	-0.4286291000332566	0.4429501910583831	-0.5227826735918588	0.5704043533522714	0.17701840092006038	0.7521066586464563	0.2788736563727629	-0.12308493102120585	-0.1971608532964492	-0.38542962320955554	0.18979188976576314	-0.3258042302614616	0.12595259905661885	0.3588035844668003	0.09079129700180107	-0.18356691266189512	1.0010538142705836	0.3011538719103561	-0.5685670180520181	0.6577492979594487	-0.5106923027282056	-0.37115950992734864	0.2000786591420731	0.20515616074571533	0.6342798368436863	-0.03952015044660089	0.9681730246767668	0.2339903734911856	0.5616583916898946	0.030276874542325145	-0.5634745943362948	1.117032794156268	0.572128490248691	-0.17011015382368674	-0.8102927375406371	-0.855789283499502	0.5132715910860008	-0.4263820110460032	0.3027620628378151	-0.2532159791063231	-0.35415987988081027	-0.335426873369423	-0.021086003362923635	0.1291561367924661	-0.09713952109853335	-0.7831603937459434	0.2908370174724378	-0.4224997590085661	0.32209681553633185	0.04207659878053255	0.9100078335708429	-0.9007796699955833	-0.55210656916708
0.11485189169337692	1.015335530136565	0.21867881065021186	-0.15294738859302046	-0.1194455935649774	0.42413184740423326	0.525261073635553	0.48358458836582174	-0.3039920018435303	0.2154515956866057	-0.5480941823647407	0.46650398742794297	0.6709988369083544	0.05457376151776364	-0.44964474523854814	-0.10979993646787406	-0.06295227721908045	-0.26999550589705723	0.1939355433658514	0.5413703020748895	0.04943204203336518	0.7815028417088187	0.6755091797473474	0.07289709218778188	-0.42027074651343765	-0.7658226242028305	0.28327537090520527	-0.5450967220597619	0.1498642810463924	0.7148562663498534	0.45153018626394054	-0.4545268538551892	1.0507981875038814	0.005673516270586404	-0.6650383243166509	0.32730776580053406	-0.331712039155782	0.6274735680531912	-0.3371453172691762	0.256593603382316	0.8021189809364415	-0.009544683517463128	0.7466101693800767	0.008597521760240057	0.7236801475089619	0.13937516799618588	-0.905557556289471	0.774496096108031	0.970395085986176	0.0844173238594783	-0.43756801860246547	-0.9400899984263922	0.9010124977507047	-0.06694015617487489	0.35555120738345436	0.15834498240681352	-0.16559460243764093	-0.5781728767874803	-0.45471238410633225	-0.10340025388057195	0.3996525433894736	-0.4769990753944021	0.5525766766496695	-0.9690372781911815	0.4787871413836772	-0.829459302109988	1.17909614840544	-0.41540184725910095	-0.25540692141653154
-0.37261720427132033	0.23458594912428465	-1.3647635285053186	-0.40222794248424676	0.17497761629304115	0.611695107541169	0.5317496386870169	0.586794938697465	-0.2802155201102771	0.1280806997282245	-0.08640345331399697	0.6052126080186326	0.4642494348996727	-0.6954732226988207	-0.3892780855529211	-0.3034838651610275	0.61127661272219	-1.2301025621661172	0.4778985219177288	0.14714604091290398	0.01620215025350541	0.8088828226061039	0.29895557522293437	0.27693585869042253	-0.6138322261488207	-0.3145577328174467	0.4535159995775074	-0.8516688617578884	0.1582454952892955	0.5765562898024995	0.5001006962730986	-0.3985784890668433	0.6125863463115854	-0.12088002430127112	-0.73569444593044	0.1777683156058602	-0.1677085465221619	1.063980737395164	-0.7065067893331315	0.5851064113822327	1.006638554617393	-0.20500865481901084	0.7856538096964739	-0.30229967251859235	0.17825817716456502	0.04136628238519117	-0.8215686243129326	0.42906372286144	0.5002401314481426	0.4558148236675058	-0.0951755700481226	-0.42038383464429835	1.266601907904936	0.2742732193929148	0.432385570427983	0.3026186862879145	-0.17725703896562148	-0.4547195305748332	-0.9498022322719696	-0.2456012213214766	0.854715145062161	-0.3092078830907145	0.8155768343168774	-1.1081593536155603	-0.09314631477698684	-0.9751138738540431	1.254024780077811	-0.1418655145570963	-0.6263643940762762
-0.21175191608560584	-0.010095524462524708	-1.3212180167659298	-0.4476657054487974	-0.005967965695004462	0.6630052478890013	0.17519456678480416	0.5210296051749184	-0.30325295852371753	0.476465942453062	-0.045609545403198386	0.7441211722619843	0.025979172760811138	-1.3417664746052613	-0.24675792474207545	-0.3643322200427606	0.5061261303613783	-1.6853465888219121	0.7397197305974335	-0.18658141548317517	0.26938301163288486	1.0845520679903364	0.15956183288208178	-0.13807396365105126	-0.18453453649806473	0.34103978209380775	0.10393786231584227	-0.5027666040590062	0.25019043900498694	0.3719876023742585	0.021347478568604316	-0.058446236956040426	0.0805742927667709	0.03204293364774188	-0.05791911258316678	-0.0857701075530185	-0.26051672196074127	1.103406794754421	0.015270277686635296	0.8412641763318552	1.0336954365971103	-0.9623703927689486	1.0643266944032659	-0.460722152150383	-0.30221393939762053	-0.5857839632883466	-0.1954838649094001	0.24722045866633527	0.2939896285203365	0.4813767777081039	-0.7362389767871157	0.46648644206457746	1.2603028159556187	0.8941398002781951	0.17472164591346298	0.5031297582147095	-0.17663904681501258	0.3592054326936341	-0.8328485605937606	-0.1333981054876295	0.5823542158340106	-0.4812214610363728	0.9417497468091083	-0.2906039366882397	-0.115102499900939	-0.6181547446501836	0.47825463180095495	0.2245758647228789	-1.3294733414678837
-0.07020050841562087	-0.6523038841072224	-0.7382205539326688	-0.5496212406183794	0.15306819839535052	0.6738352405583278	0.30027907112124863	0.3947238205338167	-0.2946925929289163	0.7997889604744512	0.1346742123283662	0.44215314531025857	-0.5401856390642548	-1.467667099728056	-0.2847592853149585	-0.3367670701762666	0.3334264942619752	-1.1096980053281444	0.5792066320796433	-0.2833772367132282	-0.011091095945707365	1.0510487277595646	0.4892564609560717	-0.48959353116978727	0.4074968057654773	0.5941617668275742	0.203880485560686	-0.3319280362083527	0.43515410581954206	0.4860369411069907	-0.7326415422308913	-0.37180793870496953	0.0060107142410076335	0.10540309540795713	0.2970462843352344	-0.5591879445058926	-0.1207152159531264	0.6715538623379758	0.5790741001303156	0.7145363964355388	0.1478372656921309	-0.8988120896088561	0.40898731201798055	-0.4293761542215359	-0.2617608420013013	-0.6564077219359062	0.5338324932943365	-0.02424474470243365	0.4133058022515518	0.6257519279694559	-1.055197363067578	0.5723889315906866	1.038503332133741	1.348072887180474	0.20431434836626158	-0.04663115700558319	-0.3714698731361343	0.6350219148761584	-0.3758422066436601	-0.1340436200489612	0.09882268507698425	-0.4882362432812105	0.5961923534459824	0.41892587430422273	0.3559605471808589	-0.46157272065116095	-0.12153873746737368	0.1941454281921008	-1.4231479899719566
0.17798493236211083	-0.9515729687879633	-0.009736211922500015	-0.738166292140346	0.3826908620138329	0.6975439962583048	0.3470171075922629	0.426986180111713	-0.2993068324888445	0.5369649204634462	0.2719368686398266	0.35737126911310374	-1.0020720547841717	-0.9559333670735816	-0.5584029223222108	-0.08557833557398226	-0.16959766269751844	-0.3072344512329531	0.44931795157265125	-0.40939228338269323	-0.15276030306812238	0.6254211698835853	0.3159283752370103	-0.45499430635337096	0.6011779319848165	0.48817592860652054	0.22343868147750648	-0.3398992389713393	0.43915176066830924	-0.16922783502886585	-1.1730728515795172	-0.401333230048387	-0.26132603752125766	0.16630059529151828	0.504461734632558	-0.8494699844855554	0.12020422778790742	0.04909333427947968	0.4467080048500611	0.14328267591571675	-0.6158091554596609	-0.07780670958766817	-0.3647271130319482	-0.17559946739675733	0.25286970843712364	-0.7624257742206604	0.7371320157455572	-0.06516925758262872	0.46093198827162885	0.09636856515737245	-1.3212504195126085	-0.10796927748114228	0.7543070411615622	1.282052830845672	0.28455869348860713	-0.44020884574999786	-0.3157281093819815	0.5447240308877085	0.22393766823630645	-0.040395588997661304	-0.1423283583011114	0.11557168788336068	0.05273974863732411	0.594548200876753	1.0254311474962137	-0.7411396321164113	-0.013855444779724934	0.14386510302067387	-0.4876861684177149
