global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06
-0.1076720194271113	-0.6581555369349124	0.6601120749575438	0.16218182728767724	-0.18274851141323634	0.006174923326078745	-0.13933122825294206	0.02406031173392291	-0.11725912286026055	-0.2009601241801434	-0.8562394461024054	-0.7503749762857526	-0.04588961081710397	-0.0329812402061159	0.4842634684947047	-0.41782914971944146	0.7238415850851738	-0.5283763652146576	0.8170156483649321	-0.36001892887585724	0.14824902206631255	-0.9964161683212841
-1.018583749899633	-2.191766119954233	-0.14166664284124034	0.261611422683445	-0.1693822030397866	-0.24623935380190962	0.06322893382526151	0.07738610409209863	-0.21120170071104472	-0.022013431852179112	-0.6995334877972894	-0.8717475899201916	-0.3283069283441464	0.2881159390102298	0.5055040065715137	-0.6399944729902796	0.48986318732387885	-0.15206832456464942	1.0679312022979357	-0.3635756368083453	-0.19814547965981144	-0.9690718372448311
-1.972451601273693	-2.5936234905950757	-1.584472577142282	0.3528014627616601	-0.18118569388160882	-0.2957896416411193	0.156528671741621	0.026243868259672863	-0.21794861286477474	-0.14646088815925878	-0.045046020195700025	-0.24920526223829068	-0.2294033478710922	0.25466872545368363	0.8513444481843776	-0.6606099953925944	0.21133735336219922	0.08295708411878755	0.927912346419753	0.09613056712561402	-0.001232318023166897	-0.6761947037885128
-1.3317593552215976	0.12053888495702891	-1.7779373058191767	0.4922961470301426	-0.3500137519797484	0.1754028392744394	0.11793663486219425	0.005060105492344001	-0.22700207071016118	-0.2852011689003435	0.5482417736065349	0.3609628356137522	0.18044594725628904	0.036550410981858135	0.7042227737741077	-0.6208016123945391	-0.22296570229315882	0.34066043085095743	0.5905779278876978	0.0638938949316805	0.053247392256687134	-0.19455707014897772
-0.6806245322398556	0.7486887866586964	-1.3649761826495113	0.5143613834388667	-0.5491915535374675	0.13118855150038147	0.2183825280521532	-0.010557805409415704	-0.2503859945515695	0.0645674313295782	0.5850342206668273	0.21770150765044996	0.3537271171372395	-0.35747562620388246	0.7971501564770362	-0.10640824083032027	0.10791899019832282	0.6423128884780547	0.20291936319003281	0.019096101747942726	0.12910713790441447	0.03621155259904151
-0.5154984690805378	-0.4179452000087699	-0.6236749256832878	0.39360728772032305	-0.5540126223292943	0.14595087283765396	0.22206436309212588	0.052581841323277013	-0.35274506259404464	0.5581551241190499	0.20840112512058467	-0.45940502568740854	0.7236881831590511	-0.991278206443512	0.761778277022468	-0.04653048766736583	0.388428793241627	0.410472992916092	0.2536387296844549	-0.11279356077835291	0.45422600389288675	0.05953745207447065
-0.664809072621469	-0.8970107723259035	-0.9215909188654705	0.4612360037981994	-0.45139219309933265	0.17397189940747243	0.2071955486186742	-0.21801626492811263	-0.36060655845330897	0.6846810849594462	0.029121769831096586	-0.8094521369998204	-0.06569972177628321	-0.7953960055013661	0.5285048706281518	-0.008343207680983311	0.20105761928033047	0.02707881510540955	0.1281918773220055	-0.293424730574605	0.879403361331335	-0.16341708446489786
-0.21328732368878245	-0.14565660799004193	-0.04937471699927426	0.4682818754297542	-0.3856977496720722	0.2594932288823739	0.4566502508209969	-0.33161686135053137	-0.4187425814044796	0.6100002634648517	-0.05519167178560328	-1.2215951398339535	-1.2865628111033598	-0.684219226960794	0.0024465278772020154	-0.3404757997168173	-0.5719537553417631	-0.031079808259697844	-0.7964301968279166	-0.28434916600607857	0.8683010617653367	-0.4955637944689721
0.502210915405702	1.4711694820539791	1.249895388836946	0.5900122530017097	-0.5630473161414752	0.28460322268305105	0.49825143208061107	-0.7061578676255806	-0.5680348700544622	0.16619732516837232	0.06728921957013471	-0.9995447861969444	-1.5709082663057894	-0.6968609167854529	-0.4046314369704677	-0.39301334677947614	-0.6338097759810246	0.2717824007993631	-0.9563685973662241	-0.1221913172261087	0.8621601013530926	-0.426511181616141
0.6994450738044642	1.1283694640850044	1.4624602806387141	0.4917601432484532	-0.5290841408312158	0.45016329345187067	0.5359027194516365	-0.7235414558968011	-0.4914656425692965	-0.027535948739656476	0.12598551021997176	-0.4283531208476141	-1.1336533050291546	-0.33340879321259176	-0.5785277486078515	-0.08680418312143587	-0.6325932024814929	0.7793122845908759	-0.8373913782354786	0.2087749307161788	0.19005539805265817	-0.22291861988241704
