global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41	aroma_motion_42	aroma_motion_43	aroma_motion_44	aroma_motion_45	aroma_motion_46	aroma_motion_47	aroma_motion_48	aroma_motion_49	aroma_motion_50	aroma_motion_51	aroma_motion_52	aroma_motion_53	aroma_motion_54	aroma_motion_55	aroma_motion_56	aroma_motion_57	aroma_motion_58	aroma_motion_59	aroma_motion_60	aroma_motion_61
-0.687390842106625	-3.0920974623300963	-0.6594593612006434	0.025975253310199842	-0.02477535123615281	-0.06519342037537422	-0.06006677390770237	0.008382448857065017	-0.15945291739029133	0.2208231498543825	-0.07369799735324256	-0.08578302442426539	0.43990187775386075	0.45631041244570963	-0.5154134377195254	-0.03995282205293077	0.1684631731290897	-0.7966238544415064	0.7182878101626743	-0.7279082282733272	-0.7603402086829558	0.20739865329368262	0.12123277117245565	-0.11861738767135085	-0.6313307179895523	-0.39641552838522776	1.2673840147549287	-0.13088681793922383	-0.02188972981355539	-0.6255937485818467	0.04888353499923511	-0.352179467583257	-0.0229671727114399	0.31108495481930243	0.22743476644363403	-0.46030297664244985	0.21713106493387568	-0.19068047203763178	0.3552976956287578	0.4281762938332976	-0.35498838778373126	0.15165966623984078	-0.19164615782650346	-0.07443490236732961	0.23176273239817483	-0.47727646166222504	0.06826622364058574	-0.9941323565819133	-0.6858595724348212	0.18617009821542974	-0.30168515842527427	-0.03442840035525677	-0.37569666373722854	-1.0200696878664914	0.6725457646819678	0.10485713280105886	-0.5778136593380032	-0.03678599273609666	-0.3025134015043369	0.18038584281199324	-1.0815533091962692	0.18788241243513812	-0.2524831706361786	-0.7245643917042819	0.07448017494791528	-0.056323257149298284	-0.15748626131615673	1.1657299152589289	-0.030601893119562875	0.460863356488501	-0.5976864590761307	0.1805075366888457	0.41255759104892264	0.03514120284795195	0.26279365131610744	-0.34248283592262224	-0.5642063472375971	-0.3106233523706547	-0.8942287976147577	-0.5434650067560354
-1.1577056069518445	-2.2000470631983493	-1.1533651353224497	-0.027808811700458694	-0.18367671819384648	-0.18796278805836492	-0.05677538476241362	-0.034885918066406216	-0.3175866855474442	-0.1126386863352867	-0.31717651226949717	-0.3938009005314773	0.8975762376786395	0.3969243218432807	-0.7914428490189946	-0.23931143090819143	-0.5128635359214313	-0.13573230657143331	0.3499315918143636	0.05100038176056069	-0.5810625001997564	0.6923666131125444	-0.11389327706376572	0.15949342659398605	-0.4132347887415321	-0.6932499256728538	1.185155117526501	-0.15969586946297087	-0.6486174277954144	-0.5960107346365388	0.1779172537003533	0.11873131651788779	-0.5106033631924388	0.6245196410979584	0.24350826252101535	-0.7457476806290965	-0.23596909448194522	-0.43448088072159385	0.0790598209867832	0.5707335179600469	-0.4299430560812017	0.31343344017097563	-0.1732894644470016	0.086464336829165	-0.007334838711523049	-0.9161237118912585	0.011112009719328967	-0.7206757476250011	-0.5115446676575193	0.39772356795294966	-0.5083293188540943	-0.43593981101450974	-0.27303040338143886	-0.7119329237385065	0.722642469902189	-0.1251755235866337	-0.8115088997846865	0.009328560867287365	-0.03781805102116488	-0.06058640768209935	-0.610233287489363	-0.050262303456954385	-0.11832014168719	-0.9562402448959774	0.10367839573642346	-0.687446431353667	0.6548290371054191	0.9975084593981396	-0.1962865632003935	0.5308761452390581	-0.9242829510008186	-0.5414140404001643	0.3872405068022123	0.6331199098769916	-0.35711761748354937	-0.547639606513214	-0.7249568226984142	-0.3605644197550298	-0.1959230141374628	-0.3300034226115227
-1.0156394904199142	-0.5022799578420133	-0.9786983623060863	-0.12909649205005833	0.1955484131564588	0.030126905413479205	0.01303109556330509	0.011286910101673861	-0.5713284986613694	0.10307163532656387	0.003419216139451123	-0.5963879115885871	0.416838389492254	0.7647491041869484	-1.0060294502174636	-0.2284535312422536	-1.2855393555265728	0.3211918141649329	0.015082541737261153	0.5422218172561768	-0.38557590637430283	0.7592263750519332	0.10467020901664205	0.02790728699442555	-0.11843527183663968	-0.6295872468395506	0.4273272456792902	-0.005431121792120962	-0.7132760386436142	0.20238519373172673	0.500760098946162	0.11899697676761065	-0.41466286745347797	-0.008331531860235202	0.2978429392488973	-0.4729685576589876	-0.15996462512948886	-0.2785780654036668	-0.3914399816186434	0.4860362269324696	-0.38820582143977195	0.41861282106019415	-0.23111501387418118	-0.08008482454716202	-0.33507102606553507	-1.055124217220165	0.15844815585451147	-0.4475474850159262	0.4685625655994218	0.309198756768191	-0.4681936521842763	-0.7310705914502326	-0.6059648312797722	-0.22919566905373848	0.48098966177679814	-0.5985347557187325	-0.5368269156029432	0.37383187719782834	0.6500320987110381	-0.13267908800028538	-0.2661380232792658	0.24939617433925368	0.16077563280416643	-0.5953486749281218	0.12867673470487126	-1.1630819632430076	0.7486624728501606	0.5483222653104011	-0.33554683268069496	0.49561141846819	-0.7066557565959518	-0.7576661673432379	-0.008307480490241517	1.2185628500802923	-0.5341583143099181	-0.4756752772005748	-0.7366510744241426	0.09469751629604026	0.21694926234658612	-0.17020526876582115
-0.04317792456901713	3.3420032298063713	-0.6562900148240429	-0.07921883979820213	-0.1808995608569864	0.01638019500053071	-0.012173842373738964	0.09197611309724672	-0.43742893174972	0.7398988168711146	0.21951431590752782	-0.47033586662753896	0.26371535330929824	1.0068108502154194	-0.619731445434687	0.05208340798928765	-1.2822550813241727	0.0591106524554163	0.2806154523956434	0.7819616602479469	-0.17526621829007338	0.42654249727410537	0.2813445866799642	0.1950144598534918	0.04346866408074752	-0.42728991483157164	-1.2806321063875716	0.3491990594988057	-0.695148553926179	0.8424582271791228	0.14833065554666394	-0.39626484421929986	0.08413584087286842	-0.46305769473270425	0.28925984927049947	-0.08895082478081816	-0.9521940457942327	0.26787397550696734	-0.5067482526539325	-0.023726502725588263	0.2625808692989301	0.3836933952551495	-0.013767887573831445	-0.20127205578112214	-0.3378296719959286	-0.9044846031087045	0.39634022082844356	0.017183394488613522	0.6867244516134742	-0.03207071650208344	-0.332806966993897	-0.3726155153099819	-0.2679031197595119	0.5382285680996247	0.4955635903587339	-0.5742852620756937	0.20204827938785438	0.602519278104296	0.7792151831386944	0.03282272553580174	-0.13173057632145885	0.9505061463324207	0.09774346061008646	-0.16002564148675935	0.17190145671330676	-0.9723786681404464	0.6909952672661818	0.37951145340540304	-0.40528545394689697	0.7733669836044432	-0.22956926559550614	-0.41558375252040836	-0.4176569001952873	0.8109434202310386	0.17452443899925182	-0.4035149009930086	-0.7079362209122456	0.4787813424989364	0.1671989107697887	-0.30782282632574004
0.7506512291786238	3.6350308886385276	0.5411771702066458	-0.0895741867208135	-0.04537033220384923	0.004333651047138145	-0.13431289334857804	-0.13048750468626774	-0.5166406457577042	1.278533633242371	0.39046443826466476	-0.5681892951551502	-0.22362561956352545	0.9891066532016093	-0.02186159032048795	-0.2770348949730959	-0.761191272689809	0.08919155606288204	0.38004103619192897	0.3723513332982711	-0.1460450254757027	0.14963371896906785	0.24196023148666482	-0.051643022288279196	-0.3593218558887411	-0.257622450765989	-2.270902853326856	0.7384937330849501	-0.1772696966127228	0.3849582956004065	-0.5184075920484981	-0.818742313441479	-0.10165713695925843	-0.8675286635434017	0.013708783499314023	-0.12218839621550416	-1.0501940242531118	0.21412002740297736	-0.20263160885800074	0.017471267854257847	1.039481786384976	0.029898509860919378	0.17977039614711385	0.21370617343492362	-0.27818044742321607	-0.594392258159026	0.1506964455996266	0.7867911901468744	0.39484535196522297	-0.6598666799180123	0.0958638810678749	0.09314936835894122	-0.3424582262275219	0.4543736323641312	0.7677242416557194	-0.22823447799298338	-0.032953537620758394	0.8724233504056297	0.13234108842987946	0.27550445250201866	0.0880985352452513	1.2105292375691465	-0.1766176177280447	0.6354890045974368	-0.11632830030359284	-0.6250660644327509	0.6073181474892165	0.5828253840184543	-0.6187850883312537	0.6917067642796534	0.13084090961960518	-0.33708004723125023	-0.4217272873711387	-0.11449641734641972	0.42008105403921747	0.09005121882832155	-0.2778072664555198	0.4730003681221549	-0.15108324360718767	-0.5655078844105365
0.5479972855809243	1.9018350230605274	0.4615463533026952	-0.24365003893084836	0.02174087752215495	0.27572491071717625	-0.2584406117892031	-0.3202747848084842	-0.4469405680615191	0.9496641709346219	0.5947237400169584	-0.437825999056487	-0.2217592829436238	0.41773040042005416	0.2623187158897141	-0.24976911266724142	-0.14278995343545	0.31554484951821155	0.3628832872184711	-0.006825415182546124	-0.7250911595742147	-0.05441605336649991	0.36442532291589974	0.32993803611644923	-0.0589784936903738	-0.1308607431282888	-1.3895463896465616	0.3784273916493079	0.3889840978855588	-0.32790510387812966	-1.3999217793709582	-0.583185238721882	-0.22181274507471402	-0.600988051757623	-0.29662100488707266	-0.12558703280424235	-0.8604876671780888	0.35858816518627695	-0.46275616774812656	0.1112685785124846	1.4706987286900535	0.08792144297511305	0.47366553492422964	1.0213222294996431	0.07856305365883946	-0.3411321546498838	-0.4662784106508316	0.9999148257605491	-0.42847563897426993	-0.4677606794766773	-0.13264781861318	0.44652912726010896	-0.01251117952434754	0.44609928051272535	0.8362106470322751	-0.432795219014064	0.30620839884355905	0.7701124681373755	-0.7155938713065925	0.36392870261765914	0.40787553491219963	0.9525541412095291	-0.33266460695771627	0.9209006242800999	-0.5248798483820838	-0.07971457484599168	1.026582702993355	0.8622117372631711	-0.6676103753337198	0.32649695650687693	0.4474920289789698	0.23333124238437183	0.20222232947220797	-0.9745548465533893	0.19572554515121363	0.14730943940680558	0.36926233954958065	-0.10328100111157591	-0.4039990486946932	-0.7910873618185879
0.3516390716810528	-1.0061250355831375	0.6735716908501834	-0.3100385036138347	0.04167220825599646	0.4379368751416573	0.09846589775071002	-0.2754370721726953	-0.447459453238232	0.41440563141615816	0.7873803275732844	-0.5517158357899798	-0.4298951950419424	-0.16716524456663187	0.5626788325788546	-0.17769628426251535	-0.2148359962606027	0.3649233323152988	-0.26622349475061685	-0.009768299141056034	-0.8478815077406578	-0.3070814728373072	0.18482714769822706	0.5402528719111368	-0.2200087105890982	0.17709941771622387	-0.6145063966704443	0.2717136062681155	0.6629463073791282	-0.18109754350084523	-1.4985409778220087	-0.419988566667411	-0.185354915105487	-0.2514421866875715	-0.3642783493216583	-0.014458878271327308	-0.0673813579962415	0.44132704086585445	-0.3876603618566385	0.4257489430588371	1.064567532199107	0.5794723192588151	0.2557767268004221	1.023675288690211	0.39305152971093044	-0.8142869591409017	-0.5698209645013683	0.817293825057731	-0.77861573075615	-0.35641605927620285	-0.858782189423943	0.44410342035477623	-0.21530716129917365	0.5686535033751582	-0.07218434870427558	-0.7505314199953661	0.43224456139148726	0.2570755290561244	-0.8364120898065537	0.4592897537151543	0.4762426543110321	-0.00027455556190042783	-0.06830986970827146	0.8603069460173541	-0.16182877440239787	0.1528412065728008	1.034632727742844	0.6443433148872828	-0.4421922490582115	-0.12642023787229822	0.9880168927148633	-0.037585707759403876	0.9158890207227396	-0.8600470337894297	-0.15278378591906688	-0.1330224603952664	0.7882802641505219	-0.5662583481070144	-0.07069156499469514	-0.32004323051229167
0.1547092107534438	-2.6912767003054006	1.012939774700761	-0.248325572847418	-0.29599460243836384	0.18908440158367315	-0.04249357401612164	-0.6152533868777956	-0.6126109255329084	-0.1401226084186135	0.8636392931917084	-0.31109995602650437	-0.3214021799330911	-0.08020481380282482	0.7096785631843497	0.07671823775341252	0.06000755265825046	0.45069578723148584	-0.8443599699869947	0.2273075512237948	-0.3876301431583827	-0.67100895099956	-0.46945383931228196	0.7455056845889874	-0.19403382357077714	0.15425062888600527	-0.5441880851113935	0.4018704701704206	0.9513362068986914	0.3719529921024202	-0.5514019822020295	-0.6726095629146983	0.26123501950508354	0.4920796194628008	-0.6463877596913895	0.06623659556534321	0.5618091335290609	0.09561443835712333	-0.40420726872516183	0.5166353769432459	1.0410328885036817	0.7826177858211147	0.1808088174023474	0.2092952040064016	0.4595716911548847	-0.8403794148314506	-0.40152481878579405	0.21526860729314462	-0.95629729030289	-0.5669375089613691	-1.1224811718194458	0.15006884400882003	-0.020680543778383863	0.24238516045860026	-0.9340443449287998	-0.6125603695927978	0.029535461802419546	-0.051349708761151934	-0.8643585368132249	0.3258110443317354	0.9436191512742069	-0.5896822294953613	0.3895677104740682	0.4412488621363724	-0.21322429158983838	0.2736256635440524	0.2897666282979661	0.4620746828898313	0.1115181151111758	-0.048760909534687785	1.3052524036159572	-0.02276750792473007	0.8989712403931838	-0.5929865670824127	0.02363455554289311	0.09219552039141732	0.7604498953736206	-0.1696226686384383	0.5230545940681212	-0.11049709085413849
0.991534280561065	-1.0736565884165665	1.927401241714691	-0.21928101548929546	-0.4510954214024593	0.30749974010946673	0.051448236466346095	-0.5457261409334633	-0.5953069756082172	-0.22999408767883986	0.7013938165663061	0.0037843376303533065	-0.30326752067181817	0.02234681904789406	0.6171039768220217	0.5447770323538728	0.6650176449599816	0.4844191207805257	-0.3786936696088627	0.5230091828064213	0.2102386988783771	-0.5374727261369625	-0.9497464374098191	1.2144000759353406	-0.06903829653798897	-0.5002266592255964	-0.6005303927276913	0.504901358813234	0.8973406248529284	0.40177676820531644	-0.22214661816530953	-0.6554619147921382	0.3817907428960158	0.7222534527763682	-0.9328682182415178	0.11163966192821233	0.5097511787070474	-0.028615388799389734	0.39599703880649517	0.5491594479277891	0.7807138418823313	0.8114854912882977	0.18109984997919082	-0.5267273004958384	0.3811280341855481	-0.6968902421172494	-0.4804963712568483	-0.21932612890107225	-1.0869047363900388	-0.9024849559991999	-0.5230927189413912	0.3246730658169373	-0.07837777310229734	-0.14521863705421345	-0.7373395848936088	-0.33650134959122036	0.104096983212897	-0.21230775019525788	-0.8160784045616268	0.007058570894630179	1.5008964695799671	-0.7349328757444942	0.20148588285830407	-0.43113581118310823	0.1454102788270035	0.3008936414426954	-0.31128147315424487	-0.057900845883092016	0.19886473280693764	0.27483877990582234	0.7972585381466866	-0.02938491921353102	0.7006269071576542	-0.20198009513657028	0.1835535278373314	0.43508999671082643	0.7858342712162637	0.21170849315096257	0.7453484863938947	0.11383541304778547
0.589355327704451	0.1603892330410286	0.8585687601285363	-0.0815671997379194	-0.45908924505754567	0.29304531670019573	0.08978416769122069	-0.62941974515021	-0.8186385938456635	0.2587824277901837	0.359741530496177	-0.04373289693787945	-0.3328806786355219	-0.15042599953272962	-0.06295421172935858	0.42651793732362336	1.0683645801820594	0.4472009274034115	0.14817340076694677	0.23325789792920745	0.8388928096698673	0.15822542842527942	-0.28164254282417134	0.9113809589415859	0.0699305390985237	-1.0300219189694944	-0.43446265329294637	0.3055690058658025	0.5261643473810076	-0.0031727961335001283	-0.5318703911269498	-0.43387815798648205	0.7488261833775303	0.6258967006459341	-1.0180942670290274	-0.27899977221218575	0.6816074627440103	-0.05504203680650036	0.6568099882012476	0.4011208031241081	0.2511899080749611	0.5716215499118334	-0.22206206479762527	-1.1635806216511808	0.2034272721531863	-0.40112151640358157	-0.4182470311089801	-0.22874846348375927	-0.7407901542001002	-1.1091394224657631	0.1657316638518694	0.19685134474597052	0.1815894264008864	-0.1806692817123087	-0.29799670843354903	-0.06157959124517919	-0.04859479682053726	0.09161209800538313	-0.7214956553580036	-0.3973310514294008	1.2330508065974781	-0.644147719446978	0.5578903957036815	-1.0189331585493828	0.14630233964715314	-0.15806416405383755	-0.6368464554773797	0.4034975424651388	0.6361021331707671	0.6157340659670743	0.15395437257073574	0.716257130228885	0.43379678530147875	0.132978013303249	0.02375862661842151	0.5307236177741743	0.47004181886910545	0.38914578758278046	-0.10270684424846269	-0.2655797005437061
