global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41	aroma_motion_42	aroma_motion_43	aroma_motion_44	aroma_motion_45	aroma_motion_46	aroma_motion_47	aroma_motion_48	aroma_motion_49	aroma_motion_50	aroma_motion_51	aroma_motion_52	aroma_motion_53	aroma_motion_54	aroma_motion_55	aroma_motion_56	aroma_motion_57	aroma_motion_58	aroma_motion_59	aroma_motion_60	aroma_motion_61	aroma_motion_62
-1.5967659993500822	-3.5377043494683775	-1.6134812442106907	-0.006145845938228851	-0.0034694406626885454	0.13047681874735403	0.1302064139772897	0.0529114549996269	-0.09144858743505861	-0.2993366550122802	0.0013090410012383132	0.0382882511383969	0.539470902228199	0.23496622037205458	0.7424631071049944	-1.9134083356213332	0.8237800476695961	-0.29448558801373353	1.0756452659504643	-0.09372187307187153	0.005855821221721442	0.3950706046750391	-0.015165773150502646	-0.2750081589526486	-0.8440646289728806	-0.8244883383274471	0.0009587796116852303	0.2977741549793377	0.24739297912368372	-0.7988711592660377	-0.7268474624500576	-0.6666871257999851	-0.8756646196027691	0.10270400371212833	-0.6982595669553232	-0.5772950942174755	0.4256648792994208	-0.4055574206104658	-0.047589782165903274	0.21854226680833813	0.41827439685790635	0.8133939679981247	0.7452050858461554	-0.26019217340556217	-0.1737593841509047	0.566444274954373	0.7729619557621453	0.5091136317810505	-0.5415950362949309	-0.3810589312282768	0.27857137219710953	0.32534274801244706	-0.617622693968528	-0.19632911711325798	-0.2943795752495157	0.14573479734827485	0.11731351599391161	0.20871337809524318	0.17295065042259364	-0.4400618922148591	-0.20516835606479658	-0.3992596469580831	-0.14986226328013783	0.8315340348480955	0.1799437432732192	-0.6885419827655113	0.6486460304551794	0.4309295486850997	0.015703325024566766	0.506577566249375	-0.09771133966612916	-0.059914714547860085	-0.7154691250917683	-0.5064462334423178	-0.245980075224871	1.29026335547731	-0.7778809214938897	0.04742383754293704
-1.327998053587915	-2.9834767443939496	-1.2820573544784728	-0.08645912160057798	0.09040292988093647	0.14830860631991163	0.1388106906324967	-0.18360921893953258	0.03520592855433567	-0.0651819502761919	-0.11783604576621952	-0.021617640324469705	-0.3153821913568745	0.28666395397430655	0.7024185419285448	-1.1819670517288043	0.6956313290566486	-0.4747437713260042	0.5923850731013007	-0.11493051520126528	0.46926131697489165	0.709007154804151	0.09262597221265417	-0.4271591154687308	-0.12354688762181346	-0.5690552263857572	-0.4225935272004655	0.0900233793807601	1.0527249397922993	-0.7719009260542369	-0.1889566072978143	-0.6299956546325841	-1.173949131720479	0.15625704792318384	-0.5173791638097841	-0.5286133130542251	0.6568755065422271	0.21029801144418314	0.4540207192103561	0.3263665829637897	0.9046023049413824	0.8793407503354462	1.0171451294352187	-0.16693613159637719	0.1379427790004418	0.7110461971851015	1.1484718979570439	0.14471965403121534	-0.45479593226567566	0.2053167729051275	1.1933562114250342	0.33702482176308224	-0.46538589057363844	-0.35389150682067083	-0.22261820591103856	0.20526887215978498	0.3986039368792316	0.44436630737007576	0.4662047881690991	-0.2327255067651384	0.192237682724754	-0.235043789655518	0.11786496470427042	0.8818580817448705	-0.29453097561049957	-0.5509485851011494	0.0703717223922694	-0.32715179374929115	0.21381097521982825	0.8006072043548741	0.010320213645529165	-0.03539214899712718	-0.694801711911957	-0.24319661929090874	-0.46316714488014316	1.1310175729967327	-0.7017309926127959	0.034556939819156696
-1.0207435434455456	-2.924576351385709	-0.4293946303465031	0.0040292947891774206	0.06232993597934528	-0.21076498832953308	0.13343066170727924	-0.18492157982846463	0.5468576889901063	-0.09143400028716034	0.1342138318742487	-0.10834066008560819	-0.8597869034437813	0.26459689624783317	0.8301580986637047	-0.38275520888332376	0.30339309353169897	-0.46504256459739146	0.03422842731764635	-0.09813931650797275	0.43527779673704575	0.49355889950092185	0.17157207304206906	-0.23659740211456845	0.9134066085511992	0.2908763931173674	-0.6581740006558168	-0.2506197308339056	1.1764463185981908	-0.7764145712489754	0.5325290427593407	-0.49242713327826415	-1.2467355057706482	0.24803703836180344	-0.283504759519872	-0.3272558387039222	0.20415881769311126	0.3741194908468824	0.8856049957779941	-0.067054629038797	0.21379796955843058	0.627233403092411	0.7626124682270092	0.05217292893449417	0.5675712475629326	0.5820102997288794	1.6507409669184427	-0.08103749018678011	-0.12780363327363625	0.8074004443915227	1.4823107254620522	0.08317266980040955	-0.5286634833211903	-0.8626290504040084	-0.1606291282126857	0.6389134747211164	0.44906383003040357	0.7728206826314324	0.4608224394849105	0.19305514268236634	0.015775803590334647	-0.31199603813299565	-0.2186153323984643	0.43740062078064673	-0.7092612459206113	-0.48520816982002246	0.053084228592466504	-0.49809593410213665	-0.27622598724206876	1.1871411414244322	-0.4025577219713133	0.008569605438354132	-0.18311789671304213	-0.09584655101969923	-0.31431460634512437	1.0377634377000664	-0.6401123879702789	0.2683902110622272
-0.680112728792039	-2.3830643570987124	0.3226225045834904	-0.04821855848169487	0.18611018125556145	-0.3454356892082404	0.008989367855022953	-0.40613472520004434	0.6629243113776462	-0.5011859487585675	0.2567103171954507	-0.30312034964434453	-1.0372436922393726	0.29371543297663666	0.8485639507410633	0.40987681236224865	-0.28872547307797647	-0.3358273859361483	-0.11856780306461803	0.05552353613357728	0.02903848679881989	0.12007979356008663	-0.5338837486812797	0.12911225900721435	1.009555947066827	0.4422727880095934	-0.1680456335459688	-0.5820628846151101	0.3386934713676567	-0.2593177306437658	0.5434928629475005	-0.28740002981161283	-0.6965201430750747	0.5997025566325348	-0.6770921019522563	-0.3684260319747871	0.08759741768500107	0.3525538310021857	0.6959701050460376	-0.43524642084678644	-0.633889050753213	-0.00020406862773722877	0.27087140329546366	0.033725780374281894	0.6034337518033266	0.31126200343853366	1.2292560719970156	-0.13921707304994135	-0.44727647899978273	0.6090132498666269	1.058819334809816	-0.2791929805226695	-0.9484367709898456	-0.42575603700895753	0.11102637480814513	0.22663167684655605	0.5969010967651737	0.8618951018032595	0.34776875212317515	0.6904762580741078	-0.33105577323661395	-0.675671565304486	-0.5578696517902664	-0.1185526460973922	-0.9705494861360471	-0.540514093881471	0.10700198009409559	-0.47292180048333143	-0.6395436753411899	1.0343330563809086	-0.2715145933320722	0.32109343822804715	0.2667799791216973	0.39567648004735	-0.22170112413049106	1.0260717586618537	-0.39343374421360666	0.33119179997634035
-0.6130524470188427	-2.5638878430783043	0.3402832354394625	-0.1743601988947873	0.10795975046227903	-0.4102940802287983	0.11160628996118849	-0.5777463478465782	0.6524665300856781	-0.5449003906395733	0.014188013769280772	-0.789534663487879	-0.70340073913924	-0.25129326620472925	0.18872320362229883	0.9394830579686297	-0.23043027940005045	-0.08604885399840793	0.07971442590257431	0.1847603439702888	-0.495061734446809	-0.5588901941154222	-1.1722454901130077	0.5349810860393402	0.7722564946666419	0.277539993517002	-0.017239376947362956	-1.0916689915565736	-0.4722865677185489	0.3425791926406371	0.16463801804887743	0.06822621628593174	0.028933137212248498	0.5386703896870858	-0.9669389547076952	-0.1632590608665323	-0.590746797022971	0.3296249202373134	0.8299179745847023	-0.668362386982423	-1.1440375149298543	-0.4623288929653885	-0.1549683248018288	-0.0899758157148011	-0.08303320104622683	0.5541789673000367	0.5273357151213117	-0.34953440751242204	-0.18527444263769205	1.1388212829368884	0.3629466914212404	-1.0114970388957794	-0.6597718238017324	0.01537855084078791	0.20536080822238637	0.02324225718394159	0.790421435275367	0.9633176994723793	-0.2643762528298015	0.8210063042891013	-0.4241773044970504	-1.0564100075696843	-0.47542636638258706	-0.34120697685069584	0.0038958828899576334	-0.8718584128454147	0.9213919594753582	-0.1721979824334868	-0.5381454181793035	0.49168240248294265	0.3050722531441654	-0.024827213125309982	0.9954854955393169	0.466456113798665	-0.6567977814468791	0.8548265283941744	-0.15850016189963714	0.26690859544225326
-0.5988826811196424	-2.7349349847668276	-0.0313820813786202	-0.08180009946736586	0.12878721411156277	-0.17917851328358914	0.20080292933671917	-0.6070038550613084	0.8906287580482443	-0.28471158756145426	-0.24886956641235528	-0.8299896637838932	-0.4481875996590028	-0.4901051348099279	-0.27349096346971496	0.6727504661224121	-0.1661642005695452	-0.1412935922392342	0.3005396425046804	0.27917326444776164	-0.46353890645590345	-0.6981380749774014	-0.8916345641904848	0.8687687149766061	0.007910308893670418	-0.016496938870275885	-0.08896920503230366	-0.9242593288420892	-0.7712907781785855	0.7887084721104004	0.32400278255613796	0.47179189446476133	-0.2003220919742832	0.38013934360403134	-1.0867065659160264	-0.41207539081616057	-0.47912230764761843	-0.01708866275463953	0.42587509936380136	-0.934730809323339	-0.6057743673572565	0.068641737425661	-0.12591778162964426	0.2959778796365437	-0.3951056574262185	0.7528258739261668	0.07911448247458464	-0.31167658253971575	0.4915703141587365	1.3409515396306781	-0.04417466946592106	-1.1285996780152472	-0.17482986406562862	0.4303010327203464	-0.31363318179245353	0.17725912458399956	0.700613170033895	0.4400929079958123	-0.5367433998324262	-0.023601954689148785	-0.8252852148308362	-0.7554253495261736	0.010086323156608045	-0.17639044453746253	0.4314689086714968	-0.5297568470564108	1.0278585908072877	0.503429272398974	-0.299217512242575	0.22607689702377196	0.7600782728688603	-0.7238805143027659	1.0568361184307578	0.05616298461315125	-0.9165597649115508	0.9945223886132903	0.11523056623824653	0.08762537917994928
-0.5734743267522724	-3.49666467611797	0.22727576264719895	-0.1033967542851309	0.19317349721309102	-0.24450389350886925	0.3557568764151888	-0.7871590363324251	0.9870182236740831	-0.017365021806031222	-0.06173505306098031	-0.5086743605030278	0.35557736313187577	-0.10321024962507164	-0.33879155199083855	0.5850177378841002	-0.8210096481691678	-0.23955639174925722	0.19297247471701565	0.4178970473202506	-0.3055613432147714	-0.5545954995426412	0.04932710109391815	0.6961628903025425	-0.6485966129260533	-0.32635884908229223	-0.41510385836085173	-0.4511128172077511	-0.9196438937415397	0.5340435815458593	0.4534443426888774	0.8250500937303018	-0.9188228857007115	0.32453164920193306	-1.002815306471532	-0.31169439790005116	0.012743600333518658	-0.4259643217273828	0.09377847484883574	-0.8301234432063087	0.012862873213014539	0.6434795297556303	0.1796605340541109	0.9380442092335414	0.07313794327290264	0.5783733662358211	-0.4980430824027095	-0.11584548128566566	0.12124140990675517	1.1512471130531394	-0.16504576041762978	-0.8409615240459468	0.17977872174126686	0.440389036902125	-0.36745103530927703	0.72139036100897	0.8138192171351948	-0.23542109837490482	-0.2741513578943325	-0.29326892337001076	-1.033683340551478	-0.1780479284627629	0.5944490634226155	0.24416234642754914	0.4607133435912731	-0.08994009409496052	0.555346724231484	0.5137817972390998	-0.487360343854506	-0.22618373594974997	0.2926049833281771	-0.8915097242057309	0.634591650041727	-0.7944548858291082	-0.17063151955168748	0.6005277847927584	0.025515410055625354	0.3906538816785108
-0.31028803689792206	-1.8606605029490926	0.492872277471046	-0.09955186542019873	0.007654415903544903	-0.24315776917386497	0.4111448582018904	-0.9170409092588494	1.1515125591904736	0.3499821727873018	0.5229384058178587	-0.06005363328365836	0.9311767780920057	0.3581691407177103	0.20983531277567488	0.7550820933151792	-1.0101911345149333	-0.4655360920019084	-0.027689991511820552	0.2602001522319479	-0.016681632172790388	-0.5737206071231467	0.5736175854627983	0.8203829643089697	-0.8628902962462558	-0.436971478413303	-0.820042643425715	0.4686413891197338	-1.1568039067108005	0.19689935302332487	0.6003981278496843	0.8993749445992897	-1.2563316468139032	-0.21708180356888357	-1.0788468583082171	-0.2910625778760724	-0.014555572450822127	-0.6022060824494552	0.17407955358890997	-0.939078367310846	-0.03084313096939883	1.22378088542315	0.43156700931277775	1.3277771834916687	0.5937633086259082	0.6669166804565966	-0.46988019965291333	-0.13022467904463897	-0.545805239360307	0.9151673908419327	-0.33995998255038523	-0.7875352868455161	0.16703479567297982	0.5172049735253531	-0.09286376309958497	0.7814723044182693	0.42156987383439243	-0.5248754189255582	-0.40485704822201457	-0.36222648224054377	-0.717716647052201	-0.24682333425710357	0.7487801987333099	0.01711814624989423	0.18610777247111016	0.257390638313329	0.28412823565149165	0.12660685313368977	-1.0707451479935126	-0.5207227418253344	-0.25512372847922477	-0.4340205534972589	0.20689993323112213	-0.860575483512779	0.5634087279535778	0.01608826967704195	0.02974483604850718	0.4288653319447242
-0.09303824896511216	-1.2848213204728247	1.3606763195184592	0.04843869094791611	0.026795415100892738	-0.16639888364801386	0.29314264665319795	-0.9413412950977764	1.662658723789166	0.2431853367748182	0.27537922716341834	0.2612156803226657	0.7595611264981577	0.30783758585171683	0.27441797665547474	-0.06706045517653877	-0.7020459323715004	-0.514540004406017	-0.3202064455510508	0.3440836272342695	0.045352192975467914	-0.6207759410750704	0.9672722668557238	0.8948791485274166	-0.5090305799308856	-0.3975561337996535	-0.8025242425757217	0.7938545911453148	-1.4727888712751234	-0.7252410253263513	0.7771070130978872	0.7844481191097018	-1.0086890357728102	-0.708465114948827	-1.3935725997544053	-0.33160942197134685	0.21162874610162175	-0.7251609332226062	0.572547539447118	-0.4780278334926135	-0.0895595564283565	1.4038406435809898	0.9021517981050563	1.274897747942224	0.6146476812486666	0.32985673581289926	0.019249845301099754	0.09539361691617317	-1.1684441173021773	0.5238513193235522	-0.18993169959081685	-0.2847929721101536	0.31582627863730905	0.29373022023416184	0.616856306095293	0.023052979981416342	0.11425422165902163	-0.8005731792750814	-0.19971351528748554	-0.014006290965349479	-0.23203239081996255	-0.9078560815128612	-0.20363193054664425	-0.24708263274211534	-0.09230327606325585	0.3050850546026661	0.2062367965280148	-0.7473128150497987	-1.4815230983890497	-0.6675186451612881	-0.48611555266485973	0.052174829894371326	-0.06551259172560225	-0.5750026191087488	0.5607808336892514	-0.5416856623863505	-0.2446171926159423	0.26857696347591353
-0.14087027390456616	-0.7961962558054528	0.6148579876937069	0.2481985069809202	0.11638267254713601	-0.19394498744113908	0.12961577996077137	-0.9838664179410511	1.612603224588634	-0.4500315417948269	-0.15781410368161483	0.31356890205373006	0.16315708237110602	0.06274882988968457	0.07904655478882947	-0.21120592604714586	0.09452226718793709	-0.324966326045434	0.1658542594251947	0.11628220154567849	-0.19825386702633319	-0.39134116216910525	0.8414699006698458	1.2814710866036696	-0.18523285489638552	-0.6799943761400794	-0.1472002571367952	0.6901590286181167	-1.260562316978702	-0.7296664288123345	1.0213546231602748	0.2632233997846486	-0.4554664877583816	-0.858022487922979	-0.7366324843718983	0.5628949989396974	0.16197174916184187	-0.9589050887334382	0.6501749114989388	-0.029104710098984073	0.03752663429326194	1.0606473460802315	0.9841873620015537	0.507666527444013	0.5377910309297902	0.06968011679273976	0.4678311647106943	0.04850764400062265	-0.9123051798392954	0.34789975893686403	-0.2978325277296719	0.012475068929488657	0.10173959584194313	-0.3621712688620806	0.5649059071512298	-0.8194646389726018	0.599641085391467	-0.8369546968322611	-0.45144943169916085	-0.04103151897619978	0.06356354325030782	-1.061859529625607	-0.9023775200044329	-0.08435734289956924	-0.40627706414265025	1.0445161443201798	0.3045808008739857	-0.7664308168376519	-1.0159619917324136	-0.6105013926569404	-0.42031296904823695	0.6651347555690225	-0.08808893745953543	0.08340292997550404	0.5866243984705473	-0.45806705065947745	-0.19534331248435655	-0.10898562443717572
