global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	t_comp_cor_00	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41	aroma_motion_42	aroma_motion_43	aroma_motion_44	aroma_motion_45	aroma_motion_46	aroma_motion_47	aroma_motion_48	aroma_motion_49
-0.34079555709314013	-1.9292755221168787	0.381578508691687	0.04250938595275691	0.11602544794369524	0.041745663543830996	-0.00528250645237529	0.05624352050507167	0.007069129938917443	0.2525088988438438	-0.03292639665993488	0.9469766455265912	-0.27538692830430517	-0.07607746361243796	-0.06464342201844742	-0.14919615793049093	-0.6398604952392913	0.25652577987961483	0.009476083726219869	0.5544898879714842	0.009960466141122254	-0.41900418688230195	-0.8548514350192916	0.15430773311756366	0.37054018795099947	-0.4721686227137196	-0.16077555429102564	0.30886055102017906	-0.24597198198514186	-0.26345591801428814	-0.2351330342399877	0.025485257442121736	-1.023498184934599	0.2819677552074167	0.244546479133733	-1.2368152034501052	-0.0721627834521191	0.35561576172803017	0.4162370849118903	-0.07102556747130603	0.3735261692891826	-0.019674753606866772	-0.3628881967567697	0.25546061562632727	1.476166636541683	-0.24793980754694697	-0.05915386563546713	0.1701616194461496	-0.36711544061296414	-0.4365550771768462	-0.4431310106312713	0.3936658622201055	-1.4884965185816454	-0.3968276399483701	0.06782672902388959	0.29025803832788205	0.16355083694316938	-0.7969454464319672	0.03628326468656291	0.21257047576662275	-0.9362222499213088	1.8717916872725155	0.9245840559641968	0.37322259460178786	-0.15161139947008173
-0.1364734173054855	-2.8231673893598117	0.9555910792429574	-0.06603381955809613	0.12150902254548775	0.14224909261029567	-0.16716454508360448	0.003077300704384972	-0.0032479172306370133	0.09746145481884622	0.44707368144955045	1.2550745283368778	-0.3230177419748888	-0.14085530524757026	-0.550261441197847	-0.2206558256146679	-0.5994515954344725	0.45229154573193436	0.3489210697622017	0.5166416851187794	-0.2954119101712884	-0.3461519667809056	-0.8326095726548803	-0.2633406292370096	0.2824150767145197	-0.3497061682321733	-0.32420345197104594	0.3156475129517044	-0.41936616439895136	-0.6933041713905373	0.4650967022889014	0.3074219027851252	-1.0729409667913485	0.14380356258251933	0.890115487066585	-1.3343505941090175	-0.12237958249301292	0.45783875372721294	0.6456490578360149	0.29128960355081496	-0.11364552491055886	-0.13088852332361772	-0.1332934303542396	0.45441015654856537	0.985219386760144	-0.5977850223079089	0.43931237035846693	0.917066621747289	-0.7328099714163793	-0.5615083553316986	-0.4747305216047213	0.6401182089571489	-1.035299228612251	-0.21391836960558477	-0.35952083467574136	0.5254022514194208	-0.3394650524442454	-0.5355963262840796	-0.23967952361408368	0.3890754001181649	-0.16320899565784805	2.0787225660218653	0.24987887667450026	0.11197233525796334	0.24368075437036657
0.2032770885304823	-2.025895251987499	0.594673773476512	-0.3017967499800039	0.2635807022406578	0.21723388976220853	-0.1991360627641825	0.06404084940188551	0.05074995084626229	0.01717658301834229	1.005951290423742	1.0607863651482972	-0.3387354771997996	-0.12069439148620205	-0.979413486013918	-0.056053531665425566	-0.14091972169952954	0.6369664105129775	0.667438844162407	0.1748592864946073	-0.3380114725178595	-0.061031721279413885	-1.0729696474451298	-0.2553052605812736	-0.1258217719081374	0.06953043822866437	-0.23099183293452163	0.28488582697860565	-0.5036374793973193	-0.912487001472242	0.4821383305802365	0.09510024194912052	0.15971769600498137	-0.05090599322102541	1.2099382985504086	-1.0649082506887337	-0.1168197590507649	0.954372352220993	1.014896698629022	0.19675151075605624	-0.11572512801149094	0.032137209435241544	-0.19656098846191766	0.48343859934344496	0.03918482060626721	-0.844179677780857	0.5581024315287727	1.1664889536736922	-0.5038838853771889	-0.14637409635245682	-0.12789550861827523	0.5824278517301364	-0.08552279924210175	-0.1431930082973341	-0.6321161628088698	0.32291886702376604	-0.20229461436625082	-0.5720109412577813	-0.45589358561821286	0.3056055677849357	0.30022195764256493	1.5809231288562042	-0.21841483571059592	-0.07976417452003312	0.2364168668251042
0.4123472562367161	-0.1133968258934207	0.2659597453516698	-0.399488461563704	0.24247276054883227	0.027982861317451174	-0.17565187035582375	0.022928489009095922	0.03504475945413433	-0.011760725095981712	0.9488695499943172	0.6426037980974034	0.5263814178639357	0.014441698326193233	-1.0786485972889903	0.1868297240565765	0.15542617108566603	0.9631854854400929	0.42474247960712325	-0.24379794979644062	-0.19055551800456402	0.18303482549868239	-0.7656032201361622	0.15036983341220253	-0.2782261441300302	0.2466565753814719	0.6537908598789935	-0.3807110735772248	-0.2744219995544439	-0.5709022279281492	0.23852336656576767	-0.44190000278871494	1.0789189613231338	0.43064834288303255	0.9910557285752286	-0.9660121487331469	0.34138279064738325	1.097669210071847	1.2168228771298053	0.2998479676199139	-0.36732882278688295	0.11120985101812923	-0.0810294518476043	0.229206882500078	-0.7920782102947259	-1.0976606668032216	0.6234015493739185	0.9007083334382818	-0.4153042076811974	0.48681692908058527	0.690133305116626	0.6163873890558517	0.4612876490830612	-0.29612161036784224	-0.39554469216326166	0.34520420157703474	-0.09220957674957334	-0.5355544594002438	-0.5632809149667677	0.26512474683058834	0.4055270610036583	0.5862993890150467	-0.07049382170217314	-0.472442563635802	-0.12778358260260575
0.014173156864313544	0.5495003160978595	-1.1262500077830828	-0.3830274218771239	0.1935322284525982	-0.11117913453712108	-0.04236039401582939	-0.025183222108721412	0.02553941156723133	0.7440110961555715	0.7913038896767222	0.29796452695414954	0.9950323364236	-0.07984666875348129	-0.7671205490895806	0.47424687367610163	0.4869863871410872	0.647659347160046	0.27549251199853	-0.11577035201909931	0.1022624422045015	0.4004126200270604	-0.6268724349687885	0.19549648186428803	-0.06705825371442166	0.44495648257711146	0.7149010705155544	-0.8992668558948224	-0.32750072667975966	-0.15251809904782437	-0.004895805782205542	-1.205342148030149	1.1505516438809305	0.6549806253351655	0.6141146161796858	-0.874586385242649	0.5647598691118908	0.723388128999264	0.5295068211772374	0.2535724327732883	-0.06630341952152322	0.11200370983937896	-0.0011972046845715454	0.21898949653017458	-0.7735913475976365	-1.445756184989252	0.6400802511234055	0.7195662167038217	-0.22607236651690307	1.0918752287054116	0.7027847839803905	-0.005377022421752599	0.9675009357037964	-0.495758480271356	-0.6416621038654026	0.258703053212041	-0.2884179254023271	-0.12675751003388444	-0.07388605432751007	0.49306909918584374	0.22804549088011544	-0.4168407522065169	-0.04939111988561622	-0.7027069606410531	0.02293094028539747
-0.7909195059886884	-0.2590079224658983	-2.2913142345136834	-0.33707723290211516	0.20287126100655786	-0.012261798371870455	-0.007537853408328396	0.04062341764467364	0.011916893234207672	1.15306977190706	0.3059409900162073	-0.047133206424424715	0.9806484945292763	-0.26050738417846514	-0.24921121927299822	0.1638154098492012	0.06420719395107315	0.2918671602208151	-0.2277181148709201	-0.04140031143763619	0.06367850896578967	0.8546842276679605	-0.3159760840622767	0.27998513977739103	-0.029377656972917606	0.20108629124398827	0.3122024120815005	-0.4210953329646543	-0.3794589863795264	0.4628742082185722	0.08035261085257644	-1.3139207093120808	0.29239973167519806	0.604299198111712	0.3624155031908725	-1.0094445240547592	0.7757652719935849	0.051978248389538795	-0.3007261935806347	-0.009871298109199643	0.31351051701814286	-0.05083837677557852	0.06289041806810397	0.3500876824872049	-0.28895072051913884	-1.1500405895702739	0.5039946641596302	0.4592773726884063	-0.10096429336223532	1.258808895210693	0.5459278064288019	-0.32845870675088235	1.436374724685262	-0.9325608968554829	-0.47895748094442014	-0.28333687750947384	-0.40105764940392924	0.013263512319389662	-0.1535383822889998	0.7662498467405271	0.016613139691591387	-1.331439477648602	0.058976447776930056	-0.7012150459511631	0.3284406044076543
-1.0658765954869491	-0.799177127675752	-2.5317173156092156	-0.26725474601078647	0.2371248429533036	-0.10476989598786089	-0.3166129481975582	0.038753794175510406	-0.04492267500473294	0.9413537359062252	0.11159831793969349	-0.3961954986574907	0.4935964684130503	-0.46738752949591644	0.37640782034086917	-0.14497965414772135	0.16480424151959916	0.2106215243289793	0.04561302686924499	0.6908887487266638	-0.14593861405314215	0.6843961146088563	-0.11654823696347287	0.2758332683435717	-0.2628646615422362	-0.9560734953001229	-0.17309002416573582	-0.21077875910186383	-0.06300706585450666	0.6070711728716582	0.23059373806790912	-0.8520963145950219	-0.05787465727305659	0.6302597954126953	0.20049309854688072	-0.8421922906763534	0.669123863195583	-0.7663675697600328	-0.3385761240433387	-0.48903391983523703	0.42880012808262136	-0.3183359691814278	0.10730621177383841	0.2313161592474891	0.8206678793473153	-0.4301735987420299	-0.006736490875262632	0.390075987372041	0.2774420828406571	0.8645646735166972	-0.38107327938507857	-0.4314970114184092	1.6860104373179676	-0.6201890415934131	-0.5027405711235574	-0.2406272277609329	-0.4044591044226183	-0.01903906440212559	-0.34839651039446995	0.6872211308033649	0.17194243192654834	-0.9576599939284651	0.28236419368903365	-0.487276114434084	0.1066898843391109
-0.8472748542079529	-1.584483588723769	-1.348526677349468	0.04493521831719688	0.47242054890350393	-0.1830039311333222	-0.28325779339330037	0.03455060719115128	-0.1263719690263269	0.1932190479675295	-0.027841423204719887	-0.03910906445092689	0.6826113355619873	-0.37661040318176287	0.57809756331511	0.005013237659772244	-0.07195041387797846	0.4646176957511653	0.30632855833353806	0.8971403724173086	-0.35626423577573024	0.047157823670607744	-0.029092607974579382	0.27726437930774195	-0.7967497939275144	-1.8116420028431275	0.006946546936445941	-0.38107395786646636	0.27464930619303946	0.18223280392824026	0.08890850233565095	-0.5904154611020334	-0.38625208870996514	0.8150081537627094	0.2390986806322768	-0.4308743662695651	0.1717532045440643	-0.5772984388935214	-0.6423893679243285	-0.8826642007247999	0.1537530552372756	-0.7390012348557715	-0.010314042450183762	-0.688165229190036	1.0076127442217886	0.26349505276442203	-0.8011261410949406	-0.1705549424070696	0.362907985667776	0.5827904978677513	-0.784713518355702	-0.5594565713585157	0.9710741895351924	-0.18514712424390575	-0.0704388336814402	0.05414402576332101	0.024826082046898477	-0.28599374983355347	-0.8881387994351241	0.5313017267514547	0.31332287719629864	-0.12963669683215237	0.5882541204757102	0.18479794958212842	-0.2519872947311133
-0.2523450270956675	-1.509806472713734	0.5854480290186332	-0.011916755651051249	0.44821359374427794	-0.22774765160216082	-0.3148553192071378	-0.1274077536686912	-0.10932950404168837	-0.08064327347529339	-0.470376560828476	0.4544937456147489	1.1605895698548376	-0.021902019539246708	-5.017417938449853e-05	0.2728090040480806	-0.21744327940624933	0.711730652457767	0.36918889815740547	0.5005229581753948	-0.49183490890366893	0.26829376902793206	-0.02807525754768932	0.1090049445827601	-0.9478139347154602	-1.7943842116703452	0.18252759809526822	-0.3868049953101098	0.48733785564645654	-0.16175923678536433	0.2503594767950518	-0.5228889858509458	-0.04263867777024203	0.9314380001676311	0.2735179752316733	-0.4366675017306678	0.005885661514577692	-0.4299463595279369	-0.8434482673982441	-0.279659167607552	0.051143687434718726	-0.8791159057315296	0.09089364482269043	-1.0579263904276772	0.7677825387391192	0.5637561740781802	-0.6649561665400904	-0.4864173045540896	0.3126997925616313	0.2918347430456638	-0.8600878881935279	-0.2800465243537501	0.6474888729941514	0.10257525155363478	0.14275943723838969	0.26177491478489395	0.13014831945875027	-0.37569259290816154	-1.181226421185837	-0.19060761447638208	0.5258815659083285	0.3589888299185608	0.7374507952060461	0.9719484884004812	-0.46579064024104533
0.2696170800536771	-1.7208241494572225	2.108060430391949	-0.012695934839245818	0.5228824791405486	-0.1610151280571001	-0.5170682021491297	0.01502916958640016	-0.05150776742848943	0.03570936445246227	-0.7522416010386077	0.26713040239413527	1.294904455286551	-0.15954332002882382	-0.5837839261703898	0.5319534996360147	-0.5016568009260112	0.5642935495383937	-0.031997401893360304	-0.09783264229478937	-0.6240638492424162	0.7135154023218192	0.23881460872283095	-0.48779905620453634	-0.8004960594765771	-0.747291730766206	0.22309774466096444	-0.5152008752315477	0.797258580928236	-0.2683129479258028	0.5964196362786254	-0.36366630969548985	0.1634618375711408	1.5134531616305154	0.1632618789529141	-0.11396127901085888	-0.18024644357235683	-0.3212855716142488	-0.4863974878286555	0.336686469964133	-0.4237507909881332	-0.8888835786502435	0.28583336297073286	-1.1303138200529723	0.7074785404401454	0.7598610264625805	-0.12964194879871388	-0.4327855811582913	0.11730720427562846	0.31416531165798145	-0.8412689316518215	-0.21136874627031496	0.6720735210707026	-0.04380514187832824	0.6196848603384812	0.16323096132270185	0.5884392979497035	-0.20493338867181057	-1.2413394915952105	-0.5086935347181586	0.6729623243497823	0.8140526884281283	0.14438650713605	1.1947611365188116	-0.305039201305258
