global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41	aroma_motion_42
-0.5383559990234982	0.9157186747915822	-1.4298010776842545	-0.025566340558772258	-0.14501370686587786	-0.1881139487999309	-0.018522318922226794	-0.027205283319708812	-0.01614571867657821	-0.26055773409380867	0.868097353523387	0.045484351273726194	0.2021185385472262	0.965125123678016	-0.5190082587682837	0.2439330709943675	0.5080776837008625	0.06445261325525903	-0.9633832377857809	-0.4812783451863896	0.130904071988635	-0.058984069368298836	-0.21429539385925972	0.03269300537101714	0.32587423506861113	-0.6321287425827253	0.1549518117587291	0.05753253304666373	0.49536978197013304	0.007465367924156397	0.0917663374245625	1.4332763614866193	0.4680876574034545	-0.006992718039529791	-0.016321139419812142	-0.11874596190369079	-1.0425329902047653	0.2670837270523603	0.2590217578187743	0.2662993439520134	0.5590763715238399	0.4129691381659452	0.533262862074185	0.5305843268109824	-0.2744443498539778	0.41865201157701737	0.25446843647425	0.9115181008381619	-0.07938308963894031	-1.3690324930076037	-0.6572402500748303	-0.5314587657504395	-0.8268792336200895	0.1539386614153367	-0.35931392655261496	0.0537116643417472	-0.7420974764826034	0.40640080505105153	0.057344336427118295	-0.44359577062530686
-0.3253372928849857	1.2444286524547812	-1.3732052267029295	0.29193407758252304	-0.13596887224146054	-0.22483310109730278	-0.06841718238411361	-0.16900082707796502	0.044982836812316726	-0.04436201269747864	0.48153115089619525	0.5479887806132661	0.1322409609684179	0.9799339814584771	0.3117716715753734	0.34812992390748776	0.47288180629251975	-0.5427141150257884	-0.7995182146556008	-0.5139531200812327	-0.2989458540504357	0.12507129161952554	-0.3484366982281049	-0.7405242639945218	0.3541168253682872	0.339914243929772	-0.30523333022775223	-0.1628678503523019	0.12438126935025572	-0.5765813850375896	0.12597184070555928	0.8405628077771021	0.22651836820937565	-0.1071823143461592	-0.40232987642044277	0.19397726477069382	-1.0619442343787358	1.070721342001194	0.5900399893926603	0.408373938087773	0.08528153881635805	-0.06139733898406601	-0.03453180188080387	1.3356619275503412	-0.6503858887798354	0.29012836884357446	0.3434668447025769	0.6520352152507751	0.07416144861514036	-1.5276775060466337	-0.3122584832217167	-0.3339861966995093	-0.6097395442277953	0.9549274593595469	-0.3849098234811879	0.2552398079109356	-0.19925414955355228	-0.18681909391809898	0.7302205887768514	-0.4974091339017666
-0.02759665292958075	0.8546518625987267	-0.4236346314772379	0.286169524421164	-0.16178051423247047	-0.5050701056261756	-0.2354944728017978	-0.17317920027531725	-0.05289328425550173	-0.1242689142163266	0.2835006463312382	1.3326449583880446	0.27522535872293924	0.2440338849683472	0.8240413955748644	0.023961611944549363	0.4791548605172695	-1.0642654061462924	-0.7020019281718753	-0.41061270477739115	-0.3871001235362102	0.08207803208865858	0.472190755095233	-0.6093368156386606	0.17211784311608608	0.7625832082084869	-0.6711454098941019	-0.5450607507907567	-0.632525287953105	-0.7625205814740587	0.09514986937718709	0.42823767334080404	-0.4021429571770119	-0.15347081099279458	-0.3611147311186804	0.18188233556913752	-1.2408258826762462	0.9119208043982991	0.8008028471627231	0.3231047691233393	0.21387871001863995	-0.405421307761088	-0.34153107100992675	1.5218338517725372	-0.56368182763638	0.0062154376247779836	0.13326609902450456	-0.07004564893934002	0.5764676455481044	-1.2553041205468025	-0.13934739326938883	-0.027422749655977557	-0.4284197510820152	1.265361306912781	-0.5464379517297773	0.4713241009808711	0.8003559591924106	-0.4060760567470162	0.7371208862227081	-0.5886985341925243
-0.02619192633379573	1.0855681340515926	-0.3467098088981128	0.30690776960395233	-0.18344527136114147	-0.5367962124047776	-0.4154155163312112	-0.15311429852489894	-0.15443695851525818	-0.31571420502994296	-0.15995019392442242	1.432066470403921	0.35881650293126416	-0.07307351627444138	0.8532824928410518	-0.6262585947146501	0.07112512305286925	-0.9112974567587394	-0.23387926285576452	-0.25734050954910276	-0.21768315117593717	0.257924935311204	1.310284113348282	-0.48669324207398384	0.18846319058749295	0.35819051543337227	-1.1566185170010126	-1.2160463425383425	-0.7499385609940717	-0.7509657752202487	-0.19219586614175654	0.14678691359546883	-0.32232795008114523	0.18801992649660243	0.033457957268670895	-0.26335513886256556	-0.7200155234245399	0.3348274932696042	0.23563855735013864	0.08892950088933071	0.10734263469850851	-0.38994932276887256	-0.106974205265888	1.240897352172214	0.24029027871123324	-0.0995947032271925	-0.5204872860062028	-0.5127096142957885	0.6001776217580537	-0.5334424273944617	-0.0854977249524652	0.623933768063258	-0.5034281552960569	0.837703868831986	-0.4001897808117954	0.1441995735743995	0.8388483227670863	-0.6970779292958225	-0.054268386348524475	-0.30941099748812906
-0.9714389979604231	-1.8141429227408665	-1.0875082069478261	0.27336170189889053	-0.176367016041746	-0.48415352159790354	-0.362169922771966	-0.14589631148092883	-0.14035267889900502	-0.1290169543741514	-0.18412194751484365	1.2759806916196075	0.2853124458723338	-0.32670702434928184	0.5201389475781134	-0.6681128226830894	0.3066606258519959	-0.6135299150514911	0.3981972767119228	0.21233520612079976	-0.2931769982573225	-0.29042581511518395	0.8151601559353019	-0.30803578116905717	-0.13288652142015314	0.55909156556332	-1.2281589755854718	-1.2003105652059936	-0.7355225350873165	-0.436400903496237	-0.16548581777754034	-0.19025551555370548	-0.5761370814328393	0.09009271395326647	0.31240439084779525	-0.09635137852945394	-0.005057921566059236	0.056037594516504426	-0.3682320107812121	-0.14439802087853548	0.21819122779626166	-0.4855772400664248	-0.14243965027821576	0.6079415681221133	0.35480533890131144	0.06275036628072778	-0.8246918611562145	-0.7560025261999321	0.09459424268870197	0.23211726435703162	0.29991183909996505	1.0393048583167124	-0.5774166326797688	0.37163877423167435	-0.5238984207115438	-0.19604093721599583	-0.18621342051928877	-1.229212948141943	-0.6421726761724392	-0.15639706878167897
-1.6399668844076136	-5.383309080028843	-0.3873328179690697	0.36430450845162854	-0.2789254276662994	-0.45286426754346865	-0.3207089168382404	-0.16647951500840028	-0.19215685340913458	0.14322088574252234	-0.20008678451532863	0.48645482526899514	-0.2814403765613234	-0.1252343315265875	-0.12486428211199266	-0.12979500277413894	-0.024662222428503383	-0.07117632969972483	0.6666491351798041	0.4587620750246827	-0.4183741412052918	-0.8341433887583225	0.2313193945430951	-0.44312416256872905	-0.15270814333338542	0.894694256422507	-0.947989632054235	-1.2614487349726216	-0.6447988597710005	0.021713235487145297	0.08782293768113368	-0.6765393788349582	-0.6208243193854988	-0.14130175206187276	0.4375257663787488	0.6438494257556832	-0.1569238655215123	0.023300242569619968	-0.4333775850654231	-0.459337639311416	-0.053677837603425704	-0.25804568427251917	0.06982091115466324	0.21391730893730296	0.5070520702981252	0.22751260401026974	-0.646699734722143	-0.4770571242844395	-0.4347675953606338	0.9896499003171326	0.6126337713991976	1.2462176932191547	-0.6338011749309235	-0.18132613663210526	-0.3374863143908965	-0.382484582118838	-0.6202542556647209	-0.958148890463438	-0.7826113886825131	-0.24120012301984134
-1.3285395688063666	-6.640211721751093	1.2622162201939189	0.45381478802541214	-0.29212062817197654	-0.5785962962380544	0.1284384107887609	-0.140280982283116	-0.2508574298445243	0.11773053704723571	-0.007882885023643893	0.5496928152383482	-0.568667760667159	0.14014275238987794	-0.8897751816541847	-0.09279587667393195	-0.4524897136719494	-0.26087552151477195	0.2072204274763916	1.0440441253660637	-0.48762535557297204	-0.796875578578071	0.12617302780319517	0.046339816609635535	0.2702263054801716	0.846853599132201	-0.42041286161747066	-1.3965345699856884	-0.3337861384327615	0.159949807400467	0.2569707866915234	-0.6000465335227902	-0.5273996114554199	-0.5147004148525329	0.21279190866520373	0.7230811168555292	-0.3640505176774608	-0.06232920774003418	-0.3858430691288735	-0.5486104677362384	-0.1514078631504432	0.22448791413532854	0.13660326550653953	-0.14311262994494722	-0.1379181799105909	0.12333005244328857	-0.34314938227661185	-0.05480967471266627	-0.7823033524905955	0.6205774529300964	0.5229722249098976	0.6599619522006596	-0.3894254698508298	-0.5033094088495109	-0.0677663043572716	-0.028200919319735646	-0.34102385538433394	-0.6437714649510969	-0.7838182799579674	-0.3184433436341178
-0.5303228716730808	-4.156096576683604	0.7925820299338547	0.17323082847020843	-0.47674097870075866	-0.8540442064405451	0.0147873740379304	-0.32298944889559256	-0.2294693805032173	0.5629916558448875	0.13193918266542481	0.0676555016561997	-0.6123767100436015	0.570734150562651	-0.8929657360878115	-0.25869902837994635	-1.054203504911775	-0.5159109562515576	0.2829834719371319	1.031297377764727	-0.3106617808410715	-0.11979265606662677	0.33960856135142564	0.17973046971247073	0.28018328543892346	0.7985615411227555	0.021021206875184474	-1.081907375738071	-0.22182988465909445	0.22362108551788526	0.24338579877390232	-0.0616663566273918	-0.2928364130714304	-0.8711631385017968	0.15590637164189639	0.6260644315519239	-0.5696858190833669	-0.10898101986658201	-0.32825230406582856	-0.5610924668178106	-0.417722052180886	0.8335711645687051	-0.2611843976798789	-0.1561420508753879	-0.10995377983945022	-0.2719644101098678	-0.4902712747422198	0.6313411517235031	-0.02976388286935483	0.1701766307296955	0.06423234721919857	0.40322678483216395	-0.25567631059645307	-0.6098419418819112	-0.11467030639264986	-0.3263141650969433	-0.2897438573538385	-0.5830814940833196	-0.5164712983211427	-0.48721202532397284
-0.09464987820631018	-1.9712256022103625	0.3867990041062043	0.2758241485115895	-0.35977981071792353	-0.8305201144050735	0.03638042542701517	-0.3904114290883487	-0.4999162688260443	0.6342243124615927	0.5785028492060285	-0.39197778807059636	-0.333779798039748	0.5465741794184785	-0.64094721881425	0.0793658365796415	-0.8203362570104283	-0.39803232096671964	0.3278056787761917	0.5557205309098272	-0.11742687899006155	0.4166010976197255	0.23354753696875524	0.2026217197808196	0.1358244463126498	-0.014815124458805756	0.636310819929876	-0.3113843881774163	0.24101677354452916	0.14356486474630675	0.0008121178263501747	0.6944726858889825	0.2818790145986265	-0.8268568968656379	0.1484081539792635	-0.19560321126573757	-0.1306743219948553	0.07215906743857962	-0.2985752880345214	-0.28835037869831537	-0.4044317205286658	1.2889276741577205	-0.20585219135888155	0.009601291981717964	0.2149521705300766	-0.11258590789513732	-0.8472652554435506	1.1005347016110398	0.8065779027530141	-0.5640546585508345	0.04112482572502801	0.4905480447224055	0.020846661740846515	-0.7065382862013911	-0.32497246545530967	-0.6755604664097512	-0.7188501255362103	-0.1168292393469744	-0.15972019767680343	-0.4296434372455705
0.23672507576980037	-0.9514737339787556	0.2673441744707084	-0.047245505192888115	-0.47077311320021437	-0.8003392728113236	-0.0329388934229522	-0.42738349420922356	-0.6276136150607453	0.829532733640221	0.620703131486979	-0.4949025906032496	-0.05042545493229639	0.42068356994746	-0.9718598415034995	0.07647050383505587	-0.44232358227097573	-0.463714578263724	0.49366449974513726	0.0030642865967106447	-0.022312817747864897	0.27469469359716586	0.6125266927461612	0.32965487540024957	-0.004366671594730434	-0.20612574757097657	0.6570394389630035	0.13230744737718772	0.23129170943631766	0.21503404913165228	-0.12984252177745198	0.9407890915695478	0.3914038673294615	-0.4026500929512678	0.3467108162870725	-0.7351311068774251	-0.07048676891833429	0.3433552286718007	-0.11320218870473947	-0.40116372898428654	-0.5983320217656569	1.4995121450065445	-0.3383205837142765	0.35227504248879044	0.5307079141896476	0.27940069959577485	-0.45179458745845463	0.6915198647057423	0.8866283628527072	-0.6268449706366913	0.173483012566392	0.6101208205577378	-0.19634838506607993	-1.035909639253277	-0.6196459606520298	-0.4662341706759859	-0.9081944477287391	0.4060927455255426	0.2426856335860065	-0.7492786948181434
-0.5989657909756547	-2.269441375415642	-0.07520830148130903	-0.020248133845861754	-0.6082183074131928	-0.7772767746162264	0.17275485019134235	-0.4177469253705642	-0.90966194950447	0.5122365227188701	0.26828268058570404	-0.5808782621779084	0.5321628177639297	0.5275983333339879	-0.7596988159922297	-0.10124331981246161	-0.11043252607051142	-0.48359005765203733	0.24036478532519706	-0.25243600745389905	0.12001262144492472	-0.28174905490912805	0.9079817707194833	0.5248274216038846	-0.09582468628012987	-0.10146154164482075	0.5505044176473819	0.032149417032024216	0.34686803871411465	0.19960015903525782	-0.34119517228327867	0.34804322561410245	-0.27078107645828825	-0.2562409370063729	0.7298213593730806	-0.48540009062265266	-0.18051297715874454	0.4412892941070396	0.4451425727579251	-0.23880010427480886	-0.3995553098911375	1.0319624271305643	-0.40644213285844466	1.0238098184325728	0.3644477556912311	0.6835549963350708	-0.008963865824257908	0.12270605908420536	0.4206030385503701	0.002113280895336402	-0.25140305191293827	0.8097132686233675	-0.22493319700764575	-0.5993496074240606	-0.31136581374356487	0.3333117881753137	-0.6440853807932814	0.8932807812938741	0.6120628201149341	-0.5456522474231991
-0.15633588139693097	-1.634647134413695	0.42098503090820616	-0.1613351495513575	-0.2810092445597845	-0.7849871133558954	0.412625430032534	-0.42566101003735174	-0.9914165111061038	0.5478049687653956	-0.5254750791477095	-0.10508928200228189	0.8598000663534826	0.8813881511302086	-0.6653689078183002	-0.12332377337521155	-0.016302456516615195	-0.5217635404219921	0.007686984414098334	-0.3388316820460224	0.7109373455197057	-0.6602074851401071	0.6400911156409965	0.4190187756685797	0.26224270897349977	-0.12433949140119405	0.3722715977759036	0.4214128934483508	-0.40228817740707146	-0.002463529820350402	-0.4834784310686162	0.059577780201556775	-0.22316636913988988	-0.09042640325011851	1.3035352596416776	-0.8239012664271999	-0.4591581070086894	0.0323201126852465	0.44377192086877065	-0.14818536601529492	0.1097064395530742	0.5459188720150748	-0.5789178936563699	1.0555459835836078	-0.5417555091004271	0.24199719562410285	0.46817075774827344	-0.41328804288340476	-0.09743723259904477	0.1045977895296511	-0.5990546453600586	0.2710260215094313	0.01758294084581351	-0.3457020702633174	0.2959386630222209	0.9711773140094399	0.15299255049350627	1.2354345815328767	0.5302221240599593	-0.1830805245627254
1.2153428980320724	1.0559978666905652	1.9058288414511668	-0.11453285100411292	-0.16648951750649305	-0.7211472517229262	0.2759943439406285	-0.48000652386370235	-1.1003963911611534	0.9960723498987699	-1.3400180099503105	0.4457235653819137	0.7200711030055555	0.4735354856505339	-0.6348837097193796	-0.11952014476739214	0.42602324279364984	-0.7866055888090794	0.08013157079813144	-0.44784417054266007	0.8025561456234873	-0.812385842407714	0.4937590469064417	0.44474342913778436	0.22959669082041329	0.16921284720632204	0.10799696774641583	1.1580926773448854	-1.5963808824074546	0.028845025081308522	-0.641390690472262	-0.3133759201142071	-0.059438203736179376	-0.27933970035848077	0.8954343974610817	-0.21250312153569367	-0.20982557378366243	-0.8347345056814686	0.6352835176174481	-0.1294703757769383	0.2397701331773391	0.03242225905007004	-0.36738479515817607	0.9140592211258252	-0.5756805907485996	-0.04829539368685215	0.8621888400185524	-0.5387117142119304	-0.20418126750664758	0.1408620082716328	-0.6918227246253005	0.15939147805954645	0.045988940412138364	-0.24244495232915567	0.4112531653829248	0.754878016538133	0.43999117940104143	1.0035677782588015	0.6489879249710968	0.012193525004532574
