global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31
-0.28374086178718017	0.6891793213275054	-0.034168311727912126	0.025928483512630243	-0.10906534290831194	-0.11228087446681796	0.13223974242958492	0.21389170794524556	0.0007827698463860448	0.5612046089523787	-1.0498354239128382	-0.3968790583101005	-0.4262061136617906	1.2175164039110278	-0.6010010627965711	0.2155475385783402	0.42755735146160456	-0.08496774748617304	0.03762944639818829	0.09087011463592745	-0.5876654097031339	0.4516866172684388	-0.24504399635777488	0.18321927880799788	0.006600244232394289	-0.013744079347634965	0.44734856959929165	-0.5604670518081449	0.4096606850714884	-0.34123514410626926	0.1829292590984329	-0.41137902342422944	0.6438245255651871	-0.7659197028351189	-0.5698644866485983	-0.5978057639058773	0.7136812541306363	-0.9247634322967468	0.04006105289108207	-0.1787352133128735	0.21120074900921923	0.35826925985755725	0.11743409902574786	1.2469995928507482	0.5151753125871991	0.008406164691659229	-0.5725496360034391	0.21940223243708956	0.3753253712977221	-1.1789038171244195
-0.628693189212893	-0.8272183781891935	-0.06302727512099293	0.03321462508274471	-0.07922197046898179	-0.13759695719829998	0.23994041391074927	0.08640059739553604	0.22075901008509757	-0.11237985987163455	-1.0948917271155092	-0.07127561259636604	-0.11376466169225305	1.2321865094198896	-0.5329368635266357	-0.2886436001525137	0.05500495426439028	-0.2553093315480964	0.12010338793585211	0.2752890667416065	-0.4275684622770057	0.3150397640929062	0.30537980526367403	0.1912098082836588	-0.5000086472164248	-0.09235605301193778	-0.027744053480918185	-0.43340067488280054	0.7013018025386664	0.43081392803895224	0.48598333780619235	-0.34983057346384744	0.6722517281778122	-0.4890181115957865	-0.33291207835464265	-0.27182893388278756	0.5096761669056662	-0.1523437006607352	0.5374791543806327	-0.26561220782596845	0.18757297833432401	0.6783521478477995	-0.4165302667264956	0.6578280343486925	0.5763693687508596	-0.19556092564936847	-0.7084957763044942	-0.3586213114049996	-0.016667363916215892	-0.41946667172148167
-0.7548518878981638	-1.8299552958759495	-0.763336390366398	-0.1559182605252526	-0.07097403126028881	-0.060647394132199856	0.3309435187989336	0.04615252884205102	0.4747183365120621	-0.28150547591216185	-1.0166567071577766	-0.015867926356382952	-0.3585221184958956	1.0949747467802236	-0.07257994128800982	-0.47458879029679196	-0.08579234596029739	-0.2131192988609825	0.048903534118326736	0.34108384522438884	0.08012466777435354	0.07672172725871332	0.8286286571364577	0.2556059607208424	-0.7041724211438122	-0.27661872740555077	0.2405876315304753	-0.055670360727468164	0.7624618353957678	0.01091974858108081	0.432990887906225	-0.16119409928241998	0.5266002216922292	-0.48638571487727383	0.15110586739578508	-0.43430515297201683	0.5673280437249127	-0.12233161399107746	1.292165849139678	-0.5628790544206456	0.003966278185433566	0.8963589311633591	-0.561445810817269	0.5208962540640593	0.008325418034763004	-0.10852959356529777	-0.64229302229168	-0.9548352336540659	0.13715285700969246	0.428443424592659
-1.1281583992232391	-2.6914039529620073	-1.1849960849304628	-0.12340832532879814	-0.07825693648366105	0.10566529052270443	0.6588603220073628	0.012086831320988936	0.6085760639241798	0.16437719413552906	-0.35398831658676594	-0.14257153053996188	-0.7517618199889271	0.9406472672411942	0.5922610908140655	-0.23663915331627394	-0.020867542523458838	-0.13845912241658567	-0.09195554068388807	0.03977461844504148	0.7962214498383546	0.05750140809682273	0.8485222091332085	0.43573937768057586	-0.08389708086123172	0.18250036216914214	0.3384068099124595	-0.36413368321723866	0.43978785659724295	-0.699346325866118	0.30513140468334077	-0.09057825923807422	0.12442600149904805	-0.7843735877089875	-0.17997458926701435	-0.5195683018651434	0.7984937533383963	-0.6926346703388813	0.9214660972247994	-0.18358768297125502	-0.14153661839168352	0.7230634268807518	-1.0285516549661762	-0.196229112348513	-0.8958678328859679	-0.11882707872281688	-0.3024073956498527	-1.0881831530173367	0.1456717765102289	0.33255490885635547
-1.1005854978355707	-2.3951984078485253	-1.3683608237656695	-0.15641675587070597	-0.09229995355461663	0.019608280098884365	0.4984032028179878	0.05509120187197884	0.5795930541342	0.23480556596459187	0.1361780942347009	-0.10152164998277052	-0.568732582691389	0.2969877022927304	0.6374363154419124	0.3791641454833493	0.6558550935536314	-0.11213682828751485	-0.028981012108238703	0.09516565719527625	0.9859151789240356	0.0116425209478856	0.7410744285400279	0.580166210295562	0.8523842313364897	1.4324621232985235	0.45399869336097665	-1.0597990864199582	-0.04356571062766773	-0.728404297696211	0.24772263501563846	-0.382108921736796	0.44197441601262694	-0.8565890186596091	-0.8075850072459119	-0.49579912492428535	0.49002331832071433	-0.528793301769736	0.8253922068416122	0.20664882906576634	0.040439984241883796	0.09993799361712513	-0.8815044670869929	-0.655039059152429	-1.4371935475117514	-0.11177240945146952	0.19014069910876905	-0.992516876038592	-0.090069227502054	0.2324809138427789
-0.7587557494696251	-0.7515232530906822	-1.3049667675103114	0.20040109973777676	-0.2077018053522574	-0.024172289501848077	0.5277976639270869	0.033820220521338804	0.5597780164612766	-0.00508359430087603	-0.06389507308293235	0.24598850075870057	0.24522362780908322	-0.2246835559162962	0.1827416196829069	0.8456845453796004	1.1000390894314358	0.35554823361814486	-0.003762337987541244	0.10205380615173874	0.6229308675242917	-0.09284730698841691	0.9163278594582851	0.3065066915936428	0.733067654615134	1.49205901694108	0.1738070472453141	-1.2222896491162876	-0.016482067176170973	-0.21229523113014961	-0.18024325299854374	-0.3108484723237852	0.4388164411516387	-0.8219676994221391	-0.4839056786569803	-0.3681936872799503	-0.179555814960483	-0.5268456624124619	0.5398581916673095	0.47035466952558186	0.17408513015541485	-0.6312978476531901	-0.4306879728610283	-0.5449920646413214	-1.1667989160514352	0.01874072061823554	0.19179796835813392	-0.37190946842935513	-0.06522890942285096	0.3197685283354979
-0.2818368506178245	1.261450483428808	-1.1556776447488488	0.04654286824516679	-0.16287155964731123	0.004651198268745806	0.5175122436099424	-0.08720458905030419	0.7259325166008994	-0.274761809597687	0.2405896910078994	0.2302089008361599	0.5622821786290986	-0.20474181447512196	-0.17164444107609705	0.44508760735046843	1.2865188497762587	0.7863292057396097	-0.8153232155976612	-0.0692940220190019	0.33651222541645326	-0.2223421283268257	0.9828902693011997	-0.1777837260804364	0.3772249035640772	0.8005732745984836	-0.2697167198093345	-0.9658687097703835	-0.2967116927536767	0.35286472233315286	-0.6480669208161368	0.136174472780692	0.46723903967320807	-0.7429065305775469	-0.054778404762068134	-0.5504146552063056	0.15277278499569524	-0.30623492378416767	0.3056932928383931	0.7909287484605936	0.05732474793143629	-0.7656825469256562	0.09874881516784632	-0.3978871169573491	-0.39055482474535264	-0.017434741086813234	0.3357704970310918	-0.279650750851652	0.4392025757839553	0.5159453977113889
0.8319585367428377	3.174530916154085	0.9583998799059973	0.08371030686919367	-0.22097681063243751	-0.10742726357213553	0.48138757267438437	-0.003055116964314833	1.0987212686197942	0.19518126941393973	0.7534204061273991	-0.2845336947944765	0.04187133272263711	0.40557594493838184	-0.11531989717377115	-0.20225689587089485	1.1750834942061585	0.8290152075020721	-0.966766489857165	-0.23557481893185145	0.3557394567054093	-0.6348963539840972	0.9391045539075501	-0.2030482817622907	0.07693725148087929	0.1814283404916477	-0.1815748043664853	-0.48200418431269715	-0.39520704736433443	0.3629247796768066	-0.5815589107617253	0.4587822620236253	-0.16912347346644946	-0.18933821347544796	-0.33472309731188205	-0.3306198528505005	0.24594290610308925	0.1377873109793997	0.5389397535527769	0.6467515746478902	0.08319116610673141	-0.54861194926645	0.24067724354465067	0.6482482685585853	0.31738658694288674	0.11287830061140952	0.4408469357756825	-0.29110983055812745	0.5921220069469197	0.13740987257230106
1.3396346935891317	2.397336202767013	2.4652843395401245	0.08617373613444153	-0.2090410864890393	-0.1672861022532502	0.5456944280249032	-0.20748240329531326	1.1167435612031704	1.0601933754020312	1.2499895230567082	-0.6448927190765248	-0.2623975630623981	-0.07517300598227206	0.3874703755351311	-0.6834876521245901	1.016889613243264	0.47501248924100953	-0.32761216615011196	0.22786031293479692	1.1891239750433702	-0.480344556060279	0.013639352562478394	-0.07319069614362926	-0.4706116074787005	0.4130535037538645	-0.15459173258288772	-0.30671625589861434	0.1999625396618919	-0.1678810830915927	-0.35849170393363544	0.8307120136614667	-0.6160681598778256	0.32931746184411487	-0.3125410252295824	0.15317099119617103	0.11673604712102068	-0.20544262641778202	0.5286606172433642	0.29183466553511966	0.3578848171235482	-0.17135542256557926	0.11536722957360472	1.3556850198362216	0.2560460697440032	0.5710487176962469	0.15437893932898147	-0.05578184077851009	0.32466831931079715	0.1972244834011454
1.5463995072414676	0.8439966514492353	3.6807249391958696	0.24132313558143043	-0.08778899347496073	-0.20534897341757283	0.5397180085221104	-0.1947239394884518	1.3511026359251017	1.1359769910647806	0.6008396333716011	-0.7942351351610216	-0.45145092479271176	-0.8932606761645879	0.5167215697954118	-0.4931383469507298	0.8515248300014241	-0.05379921046699576	0.22462221698624385	0.8678075458213851	1.1970410284363628	-0.2840288890948889	-0.5633128697825095	-0.09259597301161618	-0.6459419266744989	0.7937037983127847	0.007728289923225489	-0.2016893274337433	0.7945514446699894	-0.3585316929539435	-0.1404694549390529	0.9612179069029608	-0.8548728517943339	0.7103248155643769	-0.2651244482797946	0.41922728784975427	-0.14250845071062354	-0.4869924652341202	0.5786282299103706	-1.0733013434616234	0.6868481660315072	0.3490429783010196	0.5792712803357355	1.5989840179168273	-0.2282708728342335	0.7245865520832797	-0.24387051381451041	0.11244397326927441	0.2516211309760093	0.41806900768494804
