global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10
-0.005198148024160659	-1.0124062485355037	1.9925585943649744	-0.0168820417570081	0.13638247395906244	0.008034225459796644	0.20939380991885703	-0.11174270474398494	0.06946494839393139	-1.1721213032201017	0.5382681845073122	-0.6923798849517201	0.6589589723042243	0.2791218008424987	-0.3175611838815596	0.4289648456295506	-0.3298124979056357	0.8079739054003676	0.024567428582728413	-0.010692471939949584	-0.6231491012826786	0.3131039876716895	0.13786241676165428	0.2724417190782433	-0.23945419316889643	-0.21123182665610019	0.18830800856153262	-0.13903426219099896	-0.5069528815449662
-0.06686689124298237	-0.4889770213192722	0.7589118736953155	-0.06152532551990547	0.07490711395489127	0.019586849322766428	0.11202716977609734	-0.11717890254760067	-0.04725872334355781	-1.3172734383861655	0.4831812216194909	-0.5308110756601679	0.2790962733512429	0.03863209082291348	-0.10228435052253983	0.4034138503815389	-0.0887872369263065	1.0103493659010045	0.028139498779057418	0.2713610573962578	-0.503908301592574	-0.34985979999584566	0.4007343920139175	0.31586060128556087	-0.04634386577875171	-0.2155319117351083	0.09416307001991335	-0.3478187650325749	0.10142377730180692
-0.20192051692333524	-1.0732795943894118	0.6495605987650299	-0.29426475277202	0.20346096206493458	0.07607690738706985	-0.03797057179584201	0.020574959563294817	0.0232800198633593	-0.8688069819091133	0.0194236487503408	-0.3792819900605782	0.3976788920066706	-0.17541235809031877	0.18094734625555042	0.20439682343596838	-0.1273108622386252	1.35809987283259	0.5999565399816817	-0.24357224786769952	-0.4658288954691646	-0.6648049764275095	0.7746380470735592	0.2853023779503203	0.32786364100930115	-0.048235628835858066	0.022333554451337435	0.034754400016039314	0.5148499025070368
-0.6040187786954934	-2.100496693484741	0.40101567780374686	-0.32585359079637644	0.36363851866752095	0.15819151029972608	-0.0920452982079509	-0.03962576164727179	0.06217314360884737	-0.3690077355411813	-0.45790521291733866	-0.36502717891339576	0.5204255705167208	-0.4373830743393845	-0.1562559273335775	0.02957820011690653	-0.3158467820183791	1.115080453910635	0.7445945736082815	-0.46544846385310806	-0.4723908686645055	-0.6467367165263836	0.5828972438209846	-0.21491442375752173	0.056840794704402016	0.2954290116828797	0.746252777602841	0.14182778692751685	1.079378944681595
-0.6653426241014577	-3.11485127132599	0.44125277285374886	-0.3467578156355873	0.26567033722187533	0.013895575083125361	0.11761748160908841	-0.6781390019467946	0.02662075887169433	-0.08802328155045883	0.05999914705234392	-0.009492155209153566	-0.006204710425660096	-0.7875932586491183	-0.5062444744540162	-0.18196193040216882	-0.2685615942452202	0.604036355170287	0.3700199558199458	0.0776756915905213	-0.359844869438123	-0.16395161990017826	0.6073998175858054	-0.5757015710741962	0.09059677925479968	0.16575009270457822	0.8028043341862845	0.1535367835138734	0.5159891195428347
-1.0966313221005193	-2.9038388626335285	-0.9680001820006775	-0.2225358736073728	0.16050318273598685	0.36211954649515277	0.17405795366341997	-0.5444825637633577	0.01810214195837044	0.5290956315384776	0.1845089503935575	-0.18033924999056417	-0.3552282144860042	-0.9368235058541602	-0.2163836239277943	-0.1606899556072288	0.2806769314992477	-0.5669563478641765	0.08070927105343326	0.3293142001739977	0.31098386629894903	0.6289355216641171	0.7524386622890852	-0.6895125142683397	0.2970773951668058	-0.06645615594052859	0.7650638291617897	-0.0916998118959142	0.10739538121218101
-0.6053063614931363	-1.191326807710646	-1.0258226427794037	-0.22914223283891075	0.12898369121857947	0.49837607876510515	0.2394553707455746	-0.4858164469541948	-0.03384522961634635	0.35921672175274	0.5317984570581978	0.07609176310294985	-0.35279221340228184	-0.6084865250255934	0.49862637516199776	-0.206437795430345	0.43203063004459336	-0.7297807474858514	-0.10368280462966448	0.4892698661638285	0.9933733300600387	0.784026116994773	0.852647798350571	-0.4545158550869906	0.4491580984464735	-0.772314959320011	0.584372230237091	-0.20755518443566906	-0.11681195907431323
-0.6716290477195503	-1.2628485763619048	-1.6950561787489455	0.2816217233319831	0.13557000681035056	0.3979404138850558	0.24827395244161685	-0.6551075791300027	-0.011335165358802142	0.005486786506368219	0.5243661102257604	0.19275764142661236	0.05734935386553076	-0.12048043892128282	0.5742384453826159	0.1189074540340113	0.5027915308705877	-0.27661270029085894	-0.19592036825217848	-0.36859849154357793	1.1670826443289064	0.5923313556679407	0.4859843940675543	-0.13577391939153502	0.08887057074071632	-1.2586146101047297	0.34608613225852014	0.308739818591936	0.1841808036241996
-0.4967045993286316	0.060378211414029936	-1.8919576428367304	0.5369793321163002	0.13367919607804546	0.40122231444128875	0.19353849400999085	-0.43039507566318774	-0.17115674376091655	0.013729745797954038	0.3874403214218212	0.08702949944771038	0.9565428810853079	0.5120889868231739	0.9008563615980417	0.33818705434747265	0.44258198382860237	0.36784910101996243	-0.42064466823009555	-0.4143819256510702	0.5738700920576281	-0.030855380612235535	0.11593291123470431	0.28692059380550605	-0.33422775225263296	-0.8274508962896089	0.7832664559847969	0.04042068441912376	0.9304707755051508
-0.35609635802736306	-0.7255537929828886	-0.9639594727191352	0.3612367851446543	-0.041774245847505664	0.3894894652281996	0.15426311197359063	-0.3074248690250537	-0.352446905439482	0.0952664470220742	-0.6762477615603955	0.025828088788351862	1.2268733320043357	0.5767901952586627	1.1156399182249817	0.24486036482141138	0.39389067766802494	0.8993252115084657	-0.4091316855707284	-0.7808247253879149	-0.2037402761812848	-0.7790945906907709	0.14542259816903208	0.6814371040620801	-0.7729371908790422	0.07362546023073571	0.6872152426652531	-0.44960472878823626	1.3017764969495196
0.15049488336332756	-0.03421146341872075	0.5537952907126144	0.5118788380385081	-0.029476165589239343	0.36078404456543006	-0.015088424707541681	-0.2346135024479074	-0.3542379613639546	-0.07546977388699042	-1.0625541243410503	-0.010649783362516246	0.8209206242836833	0.28577178581490875	1.2245213385429796	-0.12335691507674651	0.4563300928591383	0.38087498126890196	-0.44064926633035617	-0.6336289452370382	-0.8682249711628668	-0.8664481111362446	0.25692706428177714	0.3431082016128205	-0.6424811675498517	0.6591570215923652	0.14008022219325153	-0.6162660095132099	1.1841153539399334
0.5108554290995542	0.269367941752661	1.2663669359133494	0.9827147541764883	-0.38786216246403954	0.5317840910523002	0.034114303463971686	-0.09977567998911918	-0.6369263955487677	-0.5699508619190854	-1.0339773718373368	0.05996919974772584	0.1544362792654847	0.2894992862512162	0.48427620216050865	-0.5894763485104274	-0.038731758121398716	-0.02432674816358511	-0.055284326752445594	-0.11271891447483433	-1.0430990923591998	-0.7229373858823432	-0.018462095385014494	0.2751720321620977	-0.7053668686950367	0.9432242318809344	-0.1037748657900467	0.3515461228793058	0.25827123795697887
