global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11
-0.5474681491060138	0.7603113386898821	-1.480477446180502	-0.1411869623374082	-0.11146602527029235	0.008005245731995165	-0.012601231789215205	-0.014212912906842685	0.017490368930300627	-0.5252100307605485	0.181762676476957	0.3566277749573361	0.7534910423864035	-0.2325795082829801	-0.25835960732637003	-0.09181958336631203	0.7291033923365192	0.4890318681930157	0.09164958384319846	-0.16825758101071886	0.07192702412887288	-0.6583113091247295	1.0652740518838546	0.9349195246922242	-0.6927145466301143	0.7467900709008924	0.2828977871469562	-0.292254303971971
-0.05840638058225146	1.5728513247329374	-0.7386172614082991	-0.0924263370657461	-0.07802085700055372	0.3358705248939266	-0.10099971263331575	-0.01433267693003636	-0.011840810339714302	-0.5714240150328018	0.5990820293653473	0.2513294320870322	0.41014788341382885	-0.7301865690231854	-0.4940526744100504	0.33613943084313574	0.5663827075763427	0.3982161714198543	0.15267569166751147	0.2773603749190642	0.0954224424081651	-0.477306983004996	0.9020074744531319	0.7210555535015979	-0.12067741835619498	0.3588016632144868	-0.19349542726712177	0.270078527778921
-0.628173542801606	0.11211350620451763	-0.7031180714733333	-0.14492885180974405	-0.10285962434999342	0.3883034662414889	-0.1767726173439118	-0.2757171913296889	0.12182472628892722	-0.2846158783702965	0.6864459010431937	0.25160209466617095	-0.12986641071969782	-0.7209272508279237	-0.41452279577850343	0.2910029769523804	0.390908574511813	0.5233611945631815	-0.19727023659283172	0.9209462563641503	-0.2532491391612871	-0.4271729969794718	0.07981073607392711	0.12660125901580768	0.34059045133224713	-0.2436032182979253	-0.634522206686962	0.6913432066920256
-0.6863138408992502	-1.7840626537881665	0.3177640692493318	-0.15060639180600444	-0.03721991511625192	0.3823905623197389	-0.409947153901815	-0.15803515677399393	0.1051577317965607	-0.31543339950778454	0.6505891391361159	0.10252320350192673	-0.2667275251401755	-0.37372726848681864	-0.12999174107903871	0.4249084587501518	0.027446087928501235	0.30716753360992166	-0.43410762628698185	0.689064320553379	-0.0819418585587622	-0.4451017431135119	0.07060588414925267	-0.08660565847205988	0.2462732440688354	-0.48159548229088783	-0.5680130837041111	0.6047578284788374
-0.678908951846804	-2.957950813212652	0.434336813427716	-0.11375645852394019	-0.42326630498191	0.15541901385065737	-0.3225622658113296	-0.21515784819593783	0.02755993183800369	-0.4426548971526537	0.24159757748977642	-0.2678755951748323	-0.28373498372066064	-0.02096506652200992	0.17184950889697967	0.8821969446284275	0.2723864808164619	-0.2021655217875329	-0.10980659001364057	0.2440700036867852	-0.05132650764385432	-0.48271124667981485	-0.28736778625564047	0.13879948604431833	0.1265685103345633	-0.9722863991413153	-0.19951218877438504	0.30611730905764295
-0.754098988057043	-2.5079945256014877	-0.4691208990183973	-0.19063221701838995	-0.28274710257420177	0.09277724456732563	-0.2398777254791666	-0.030719372285502977	0.23541719129624195	-0.5467636748907789	0.22660094649350027	-0.7003386670169753	-0.33141559871701587	-0.05903961303612714	0.4948501708542822	0.9544853789823238	0.1423520386196898	-0.2399461339837719	0.30671199870903265	-0.10473765910133526	0.11142031504805044	-0.12864299519288144	-0.41522823580030366	0.32448000262919807	0.24205752840679923	-0.9738321321173119	-0.07725537208684415	0.2994615883510532
-0.3197957580214399	-1.3111002569504344	-0.2584822046000233	-0.023798914234221674	-0.6402613788579271	0.2644920754207813	-0.40190360595041197	0.03274205175391133	0.16370538659184708	-0.37168085974570875	0.5216366483083756	-0.3310555119121572	-0.5633621739506147	0.23027149870997857	0.28322314461606224	1.1616722370506418	0.081982924180497	-0.6596896706057552	0.5479738826311211	-0.4771333303463217	-0.2017399314768108	-0.23146420969699716	-0.006060607722568193	0.47971349439732064	0.6644223781287963	-0.6612740649499631	-0.05154551495047221	0.3164786202116338
-0.530948426947081	-1.914795607247767	-0.22707688480247473	-0.054034560133930085	-0.6120233718470317	0.4848969721245212	-0.638590521084833	0.03650720988685556	0.3419512698831517	-0.41824592023760143	0.5516617249265844	0.29242696488529474	-0.7185121731574243	0.32815118850732755	-0.17775712589821957	1.1519724789095966	-0.154868995465448	-0.6896284754714141	0.22786512148947408	-0.8534588288959198	-0.43448836767203153	0.307421584721452	0.9409019636997199	0.5978184732956041	0.4741173411980309	-0.452784363676289	-0.6898998525758341	0.6892401409237272
-1.200496569906942	-2.9567184213241067	-0.12707399107288553	-0.07358537335823821	-0.45411243848045796	0.41904825168065096	-0.6321631733403569	0.05880243524329745	0.2705566357352712	-0.7082502904182537	0.0993640627861368	0.2756465740727728	-0.16785163279338997	0.2657283845949803	-0.635397980169669	0.8119949646981223	-0.10665127090224602	-0.6534482829592796	-0.34851335033459013	-0.9285860605297562	-0.7800345449618938	0.3313145976454283	1.0889836190905229	0.2465064027884878	0.0715235483401229	-0.4025640947566526	-0.9332633007615376	0.8028951847271262
-1.5033522444485972	-2.7949256776760594	0.2346243714558246	-0.029368385090092167	-0.3569840107447424	0.3883570446281466	-0.5257084415583667	0.019973643825244886	0.05428552062299927	-0.716961958497041	-0.23261511431419588	0.36186296447929545	0.12788958588615082	-0.1376290964646296	-0.9278622098051376	0.25096476934494943	0.15963620482106405	-0.03868014558090738	-0.6381849093769988	-0.8362528522239145	-0.2943054553759106	0.08281124064988692	0.8663731940235833	0.079770317415375	-0.5156714095529875	-0.8858708004108516	-0.9511600215037698	1.1999958541285474
