global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41	aroma_motion_42	aroma_motion_43	aroma_motion_44	aroma_motion_45	aroma_motion_46	aroma_motion_47	aroma_motion_48	aroma_motion_49	aroma_motion_50
-0.09249866406696021	-1.4334350341197442	-0.9362363673740858	0.29690056218822103	-0.10511111780079524	0.016680293144251766	-0.06280190271166282	-0.016066932963826493	0.25200698327286947	-0.2970653738596578	0.2608933220660509	-0.8139383580944446	-0.286394730192271	-0.6544222151827337	1.2599702198493652	-0.19218059151282824	-0.8050932963189521	-0.25597319305926036	-0.07365938704192027	0.2738416977087713	0.26464255514022694	1.1740660635100655	0.054604125554291616	-1.034698769548966	0.029944300698781037	0.7971889786498336	-0.28371709799541045	0.9821191920114857	0.543312655040245	0.39268420764317785	0.10219357634348851	0.4191286661655614	-0.15342904295995055	-0.33737999559426135	-0.02078842852812987	0.3906534677535803	0.2519450274333083	1.4465820413982775	-0.661988554883409	0.07120936795746931	0.004839543601179002	-1.2126702613475062	-0.22180012807362529	-0.22410634185729145	0.2383636578446334	-0.07925937530588445	-0.507719439846603	-0.6882889696563799	-0.25324129107800775	0.09439158644696716	0.20715443311883663	-0.4470708881422816	0.2294831353521836	-0.5653064451991577	0.22273880346994987	0.4189199825399101	0.7748700364162303	-0.17485475049055585	0.28284699480245196	-0.1656612224013221	-0.054720397700243555	-0.20782192294407775	0.9935388694061329	0.1867185548571133	-0.0736765336118244	-0.3146083157662348	-0.48939997890384207
0.7560554000381676	-0.5945579855449817	0.7989189750613295	0.33878914942961	-0.13447975017846486	-0.02979567488903474	0.09172697036921766	0.1476305330172493	0.3694440072792671	-0.6402776039727346	0.0027710389921735443	-1.048499493033536	-0.02271188357141827	-0.8130354332971731	0.985711141210928	-0.6608960849876433	-0.9139156084173233	0.25926075082560796	-0.27397333861075207	-0.03361061652855435	-0.06437656843445967	0.4986997880455083	-0.7589496095990054	-0.8323459366834067	0.5112545852205423	0.75103825159907	-0.19151654924034994	0.5940843745870185	0.4327343941498689	-0.016185439158023826	0.48218877895643103	0.9633572855092748	0.049067494846858725	-0.36592824703923066	-0.5659621670229583	0.4856662799606228	0.20319286181377774	1.0690736320936398	-0.25661391304913805	0.36462520984382923	-0.027580329007925855	-0.7125714881523776	-0.7243320008182309	0.3069265270387633	0.13876546679053753	0.13055771956602813	-0.0697416768389794	-0.20354186170412572	-0.160783453402875	-0.31472784660247577	0.009711763664150169	-0.27247206320547457	0.5305350540800692	-0.4012479367615264	0.27380156129809075	0.27647834501976537	0.27254891250442903	-0.07524572059475454	0.33118974881422925	0.5254861521672972	-0.7196342134372692	-0.17933009516143641	1.280217236336354	0.38800884079027637	-0.598403858748146	-0.39465103696518994	-0.43150383245319107
0.726310087976684	0.47231275581612614	0.5616661213496267	0.41563994549652333	-0.1501847954323563	-0.19388601245796655	0.1962702050955919	0.09306146044702726	0.5781581440510357	-0.762783849512084	-0.01455028679193606	-0.9499823390709039	0.08686513442463713	-0.6465291099726928	0.7079632352795961	-0.4697896701091972	-0.6580569895045948	0.21897615753726474	-0.2875220638927214	-0.1607634976077767	0.4078322413374287	-0.0523369670578806	-1.24918256180455	-0.19861448784395902	0.5782638354950512	0.16106341016481412	-0.015005133261529864	0.37624325633224104	0.4805581807412558	-0.32528313646993545	0.7605068068913252	0.9600075247981963	0.09092867916310507	-0.5770572351332143	-0.7456556450537895	-0.1844014149427381	0.16969168265099566	0.580048595983385	0.21501223527945865	0.23972419799631856	0.024462695237281763	-0.20693620255401396	-0.6630261090235751	0.30054618157194923	-0.1256938803225236	0.3696701102820299	0.2257601097799535	0.03254381698844577	0.20507536490075526	-0.13150504656898998	0.4476933054639809	0.3952047359520983	0.4135159595193753	-0.12230964260478544	-0.17729394000887072	-0.1636105408905893	0.3132997265507879	0.23986786749362948	0.1581523415126481	0.6653132173111701	-1.2111960526381071	-0.2936752019018919	1.012442644273479	0.6917149668801508	-0.20885484596015624	0.12143173164559835	-0.22960090100746067
0.6306929282108469	1.3340260731393276	0.47539713828360464	0.39727658522864345	-0.33597909174755525	-0.18421591939207455	0.1283946749949545	0.06472722097615516	0.4920144828553802	-0.47929696957198326	-0.2958486269903926	-0.7186633526461714	0.15124381127692346	-0.5948732736655951	0.8714317777309214	-0.1683014317790901	-0.7621116775895833	-0.44892922672047075	0.08360163256138362	-0.050539732922737446	0.8794551095688983	-0.3192852436235065	-0.9041301952460798	0.41494707110645956	0.716664917731219	-0.3514934389979488	-0.42056708783783153	-0.11129674693536414	-0.02813787417996582	-0.09854988419215704	0.5987302010276034	0.459419163404512	0.019702596642519977	-0.7937776262052035	-0.2529208150792577	-1.3169021148385431	-0.03535263902963629	0.34268005440065885	0.6678952352103823	-0.14262118125503692	0.13360486830970073	-0.0287054406538567	-0.3263405921713089	0.16559774018915324	-0.13463918936544791	0.15889545591911833	-0.1970233746301546	-0.5505803334946304	0.4261010261586662	-0.07889748416290039	0.6483179442847231	0.617211127140147	0.28968239043170807	-0.008887431823860453	-0.3059784170953807	-0.16566080586235155	0.5148180399944253	0.14145225973285738	-0.10864265418753394	-0.028215232192571705	-1.2162387498756602	-0.33509177262007994	0.20494250427187846	0.8216263182378487	0.3351840420785817	0.724375429292075	0.015917871465072723
0.5137330451412404	1.0061633105362389	0.43727169325949833	0.4095484489953897	-0.33722729008043334	-0.22082470302740767	0.2884916307390844	0.031355588512033974	0.7273199719785396	0.1663963350780025	-0.18859089545016602	-0.40513077769664574	0.2967748762168268	-0.4921117170246457	0.8712617751250944	0.06742468955400335	-0.45526119405210874	-0.709067684435943	0.6104997345105775	0.20062467996343883	0.28629454043868957	-0.5226527746346212	-0.6454223665677759	0.420786998443279	0.8471890464313576	-0.6050006499591495	-0.7492599990920408	-0.19560928544602463	-0.3068907465527626	-0.27964160355990997	-0.11648244468802069	-0.07938055768909266	-0.11634509857804405	-1.3485943343524118	0.29475874940137936	-1.3961595208422026	-0.29503678314708504	-0.04110914050143515	0.8635718004181346	-0.5065376881501616	0.10048989199079651	-0.7335850662580511	0.08351810572480328	0.3161641517603311	-0.14260396417781843	-0.08512257856863267	-0.4696170861143262	-1.0781958983690254	0.479353528666184	-0.44183057639229245	0.7872859766046759	0.5885261646955141	-0.11066643561994774	-0.1513055506253546	-0.7721119920620511	0.21585208350151763	0.5902932602025055	-0.12286783704309005	-0.4615776266347031	-0.137629487430773	-0.9201834420549913	-0.0023890992648005634	0.06881972013644629	0.8442641729968636	0.5838165797250653	1.2100748102154464	0.2566344229864417
0.4901113763938998	1.3454316933772417	0.28179390363697066	0.6140338229111897	-0.35856791722606557	0.33201069447129006	0.2632889009671992	0.29688654100205664	0.7129996993868626	0.11559991201106624	-0.19157085424021483	-0.28200419019001344	0.5605923356679395	0.10697564169380241	0.6916884188707302	0.1977395699607294	-0.02263374768188818	-0.5166672838199771	0.644369269410906	0.4582219384937421	0.26166739933577693	0.03177236681099242	-0.5020201523843645	0.21597060256914785	0.1779667563707852	-0.436928097195212	-0.9330266492989636	-0.28439878358419823	-0.3030205739388129	-0.4981725372112689	-0.3013546005331414	-0.10029721665866555	0.2392485622056772	-1.3046913528481336	0.7896358057198061	-1.2864947962025721	-0.24867033441396028	-0.22915910250149052	0.6450921759222236	-0.34990696491867196	0.26210488279893535	-1.269929644723207	0.48234900424849336	0.7322863655720505	0.006653574301504079	-0.4833608930171755	-0.1646125342907203	-1.1974365300862673	0.15453610194618575	-0.6036198931320406	0.49250953077107607	0.6466615113931178	0.19087127235675122	-0.7016519284597584	-0.28382793694377784	0.920486965707753	0.16452696908639974	0.10567719705987534	-1.0397002432283666	0.10090056971619331	-0.8421863875183395	0.4127144165120261	-0.26371341033565465	0.7081895039804699	0.515898276033094	0.7285675053121118	0.27434978464429366
0.07511646421481978	0.14571309464781207	-0.22792426320240822	0.5481679522020951	-0.35972993436087897	0.24179549915515236	0.24280469804256183	0.44795271498847933	0.7289145610319404	-0.20852932625193804	-0.1137747138977189	-0.02949689615073521	0.48094617047811805	0.2910881869484741	0.6303669298132587	0.6933039571745464	-0.03358484504030741	-0.25749799525684075	0.5763650092654898	0.7019474013273391	0.07729084734515083	0.19430585451974924	-0.35355552999953355	-0.09226744266063605	-0.29284668331347485	-0.46686899259215237	-0.7878798288974164	0.11213979537434751	-0.21696735738143302	-0.29069440611994746	-0.21848443350832292	0.3616722943494961	0.8402122262756186	-0.5851436911559881	0.692878149995073	-1.074482977492009	0.12105303480611877	-0.4317675005444158	0.5223073725913817	-0.1286382495605202	-0.25790925085419486	-0.8074531785565642	0.44790974291601404	0.7990661419588874	0.3986698209230614	-0.6594311858673467	-0.28806421912957364	-0.8643945439132472	-0.21479661107167067	-0.611361972460152	-0.00037684627824091877	0.8524503256384587	-0.1833814910714356	-0.7556224967316668	-0.38835035023799197	1.6217556651776477	0.09004693060383165	0.5539081833131773	-0.6470612956408079	0.24497764605423777	-1.1300128601622323	0.40320625794897447	-0.0276994059118128	0.5693577763555672	-0.01617801648156842	0.7377767488176412	-0.128406557196561
0.005635905859540519	-0.228936824639765	-0.49170375073724987	0.5809308196769402	-0.35027445827442855	0.19585442048642873	0.2667597764542487	0.3780145290619204	0.5872024129436638	-0.03970133378090097	0.24919024277176996	0.13518445130784892	0.26068095262122043	-0.040059056509130185	0.852620477473895	1.0326798158801926	-0.26833194550551037	-0.11783951052240602	-0.07654599893318835	0.6597591393598048	0.169538542698173	-0.0476883880015846	-0.1903121577691022	-0.3922737161516964	-0.9306394539527398	-0.07591316867467217	-0.20484526204710232	-0.0628829676624093	-0.075887700231861	0.11513108461521745	0.042273595132703005	0.211850943176567	0.7876428970664207	0.1850398379800862	0.638681725217426	-0.7251619762842577	0.1866743152859067	-0.5622798866744315	0.20046770323179147	0.22599836344227378	-0.2280359319387128	-0.32772576978130036	0.34583569632976197	0.41725128305624964	0.6670582656844358	-0.37421344012210067	0.06265010238255536	-0.39909081423941745	-0.23992188016090163	-0.2937423822327981	-0.1735035336274533	0.09875134249627739	-0.7157712668218738	0.008751974334488693	-0.4592785916980458	1.3205657694872908	0.2771976184645618	0.5162652867257659	-0.5434933070956178	0.22704578738831346	-0.9284482745119104	-0.2862152990597097	0.18871459013834072	0.1434728747568528	-0.10515195680449045	0.08790324145467276	-0.8442076750520721
0.0009770567282653825	0.019578903141138304	-0.08618248063078118	0.5036213277940585	-0.2908293240444879	0.17618642681767405	0.3038597189038183	0.3029492171353952	0.48354843058302455	0.40504626525916854	0.6828433222060737	0.14309832186849122	0.2183007119337536	-0.9185571432494879	0.8700261780415192	0.5478098321258347	-0.45982268042441843	-0.08463287851910421	-0.5622549448273997	0.34551012205975107	0.178942216654986	-0.3919517881125062	-0.20439391893264616	-1.1254906958083581	-1.0905142635371416	-0.06003841927905428	0.37495057747589133	-0.4589039128104706	-0.20310300840586049	0.1842046826697421	0.23090652450223043	-0.5497230180181065	0.36124328444489223	0.34082761829546304	0.20021295262253164	-1.4357828675512219	0.04529229448353283	-0.728389426753696	-0.05739172425635627	0.99467121128073	-0.43489363234168027	-0.26106038853561964	0.4042578485305065	-0.04799653786211934	0.40247284442326475	-0.5842774466517	0.25820991302989466	-0.13899039765337978	0.455036635068955	-0.01626165342440244	0.16601468809928907	-0.04121770938825793	-1.0325605746149062	0.5180678834795635	-0.4065814919249693	0.45733511919704467	0.05631426072300121	0.319378351880612	-0.19676854745934935	0.23988980092667817	-0.4638068127661798	-0.8846183434920176	0.5322566100501529	0.012273214625957422	-0.4988188076247215	-0.056633528050620184	-0.23557538803801215
-0.10726901644316375	1.1864317891060447	-1.259504294330486	0.3958564489335899	-0.47911871457786037	0.8157506258521083	0.1924500917290805	0.25056682843366773	0.18833956132173252	0.3604138348082176	0.3386954240723415	-0.2591058018109427	-0.11321775748545708	-1.12140409515907	-0.02527564928557493	-0.07815213960734507	-0.40850966792151083	0.26622344685543203	-0.7752738714840296	-0.19319980547220802	0.6204760975929327	-0.36672043798910486	-0.14736777046943278	-1.1518142074713824	-1.0941467238050386	-0.18244728300397525	0.5643212076017067	-0.5602044285218464	-0.013092624813712235	-0.1152814881402389	0.07729587450490527	-1.362877918376304	-0.08613845060412373	0.7297306676006537	0.07636449695458755	-1.0433210768028967	-0.5816097996807849	-0.6600977782925167	-0.3666859120593073	1.5144809817524194	-0.42555798618944757	-0.18545219332221977	0.1242529718529517	-0.20267858624619178	-0.15988041731591282	-0.8296337562521184	0.8889010702664762	0.12101904566235658	0.24369730210060767	0.16299376002729474	0.8671184219620178	-0.1597473310938389	-1.0818172193257356	0.6604495073999604	-0.06322434518031855	-0.18209335895496823	-0.051047800542489426	0.2977584297055391	0.3123937050153762	-0.010089609852576644	0.06007329496241305	-1.0441728773154388	0.33313685243871766	-0.25030099370795933	-0.6885574084699825	0.7787267530662351	0.13947188714152145
