global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41	aroma_motion_42	aroma_motion_43	aroma_motion_44	aroma_motion_45	aroma_motion_46	aroma_motion_47	aroma_motion_48	aroma_motion_49	aroma_motion_50	aroma_motion_51	aroma_motion_52	aroma_motion_53	aroma_motion_54	aroma_motion_55	aroma_motion_56	aroma_motion_57	aroma_motion_58	aroma_motion_59	aroma_motion_60	aroma_motion_61	aroma_motion_62
0.6218483428593605	2.0376874544214916	0.6677630915697774	-0.10630870794341987	0.0017236100576672774	-0.07894973911448526	-0.014523782426362805	-0.05590766108435694	-0.025475929154705347	0.26234952687382984	0.04421169858910227	0.016721744808412098	-0.07285251871704901	0.07687311716789436	0.8436524689403193	-0.6978749973253232	-0.16148507194733	0.869739928484656	-0.04252245775572078	-1.0142474387312193	0.04967282836811319	-1.368245435564121	-0.43027042785257014	-0.5065394847456433	0.49660471480108503	0.40721228990051545	0.4240953612439799	0.8600889066367077	0.1467177055441396	0.048849894982308795	-0.4801786433857959	-0.21821081314033666	0.08288858915430287	-0.1818360510002133	-0.6339662980566401	0.9038936908563822	-0.33926516387284367	0.8308649361742855	0.7724485169231424	-0.05915931677290155	0.255118973724084	-0.7319688411687714	0.743382066367551	0.27749626066962424	0.3405416575636648	-0.5526652305412267	0.6093819325392614	-0.9497190362403458	0.11690357197361771	-0.7211750981800104	-0.16490582944663465	0.41130965811041803	0.09615889923008414	-0.37098435099373	-0.43970772863761093	-0.31774922573107534	-0.401002458870848	-1.1982219642096488	0.18911685891709604	-0.22153272476116267	-0.7567358096232469	0.7218028678513333	-0.02447473519102185	-1.0430113509821577	-0.031967842768622745	-1.7390085330592808	-0.29169954043351953	-0.7004292715973123	-0.3171400743673386	-0.06733143806897102	-0.1736513122422771	0.9465964820087986	-1.1916686612784493	-0.5686576827467325	0.30805337869521565	0.12946739682724803	0.22597072378331295	-1.0066695933659346	0.6772668718993194	0.3069571330945331
0.40808155106432104	1.6997894743570257	0.5177100337508289	0.09667026668249012	-0.0052602740129187595	0.002392538957899454	-0.047843330040810005	0.08910355490978605	-0.011493920035461192	0.04176841978542035	-0.46695413730274177	-0.4024370196610614	0.08354427361500814	-0.30186886789976086	0.7102417729764238	-0.4727324048719412	-0.49161224312242063	0.47242994283501244	0.36345245078372235	-1.166823067168773	0.5371014591839387	-1.0432641550166177	-0.4188847229455872	-0.6557622382222165	0.11080038442606008	0.07439362889834922	0.0675266758593503	0.32854909666692583	0.7997627195723274	-0.21109916536369155	-0.3675684792513938	-0.4817677226450942	-0.5433517541389394	-0.5399409791841159	-0.38070746040970865	0.21165230251540368	-0.4860169030961565	1.5456442622163313	1.1520934194585501	-0.6547293395528582	-0.28870815675478606	-0.7420440179189818	0.5772096142062725	0.2910173084107	0.3096907501350447	-0.6921546919392018	0.42590862404561725	-0.49502815639091124	0.0786010852405264	-0.6042081112804439	-0.177451033534561	0.21353931789536143	0.019093160349013063	-0.49292957130851295	-0.263492651441882	0.10795263779313348	0.19037080181583652	-0.7115636646347147	0.30888490087790504	-0.29657728080487983	-0.41971229795143244	0.4883181960472173	-0.12436276677209356	-0.6518454904287906	0.4458561971118288	-1.3729671750755548	-0.021393238525631915	-0.6719997421159093	0.5658440400973018	0.5292088840369411	-0.43534967990628537	0.9480998799287772	-1.1182032933986907	-0.07572346932647037	0.08679091723865844	0.05135500492873712	0.0029067193823531737	-0.7782058888635274	1.0089229465873866	-0.04643734739364679
-0.6084216682508576	0.17252154316447044	-0.8022809235357081	0.07769681158296153	-0.044546141044829554	0.11933012577004268	-0.16616344287696724	0.23949008415248169	-0.21276278375912072	-0.2872519012579453	-0.7924904524235761	-0.3762897219301628	-0.025887167859875774	-0.1987989305168361	0.44367248818450533	-0.04053366868635888	-0.7311676833244456	-0.14449378833839238	0.8080029480893841	-1.5088692277212459	0.5549198406298703	-0.20533581225771355	0.19194383618138033	-0.5104477686909545	0.4034384537849566	0.00945405410148939	0.2773098162342042	0.18335002851770066	0.9976555763328764	-0.37891928720513013	-0.038719369725764057	-0.6174549163594748	-0.9316977695639944	-0.5353594409212306	-0.03260253946681587	0.15972491462752672	0.11239407440714644	1.3030960469644728	0.9324111650385731	-0.6429849737425759	-0.17211833399153056	-0.6098655686632745	0.6091503567467349	0.6092742665880936	0.15921768876619236	-0.4295399150564077	0.03907225381565013	-0.4514380032996458	-0.21067877508826002	-0.36434577740516505	-0.1845412228169388	0.1598029283434927	-0.5651347822880974	-0.09403379915061441	-0.36668555207273834	0.23673218183100614	0.2408146182559552	-0.7267052894608697	0.3152677217561286	0.3069574034259873	0.23152041693884456	-0.17469216177190605	0.1772805865080751	-0.3957090192417115	0.9560734617848586	-0.9752678677880178	0.1200614630325845	-0.4237013053274152	0.589969878853422	0.32056076714473514	-0.8393473070183677	0.8086225934906632	-1.3003655342400067	0.3304048640855746	-0.1432742725607182	-0.17284785028407476	0.2559135235913839	-0.03364634312871544	1.1123758791613747	-0.1481615132536881
-1.2458257067459928	-1.219377565260287	-1.3277834459398392	-0.13077580113662035	-0.03198724924135591	0.04091002130386941	-0.18588630241229692	0.20647531582411424	-0.34517116994051855	-0.21903117294856708	-0.5451553413054153	-0.13880024269861693	-0.1457287045271545	0.05714514114290967	-0.03974216688275323	0.5672070580161319	-0.5469057223990328	0.13764811204366953	1.2539557275958297	-1.2593215263473094	-0.38690407711588204	-0.3187413264468431	0.5592566404281428	-0.4032216476265461	0.20508529507091036	-0.31947528803194375	-0.1738592643406323	0.1759540790169431	0.6593787873505464	-0.6778129609648336	0.09054000192119935	-0.9302454199253275	-1.1363449377939843	-0.3461500152299994	-0.010863633802561253	-0.061585188670388195	0.9363144506414192	0.14706073929549168	0.1837805601760529	-0.6711750085294047	0.09045554365509861	-0.7032174361001874	0.2924238670170387	0.49003080523038695	0.09908033546541711	-0.3572267970920511	-0.20550199001393812	-0.33373439593589593	-0.5974080350951452	-0.05987126836089209	-0.39019839764695574	-0.12252850803646437	-0.49564161664260237	0.22194365016903714	-0.3445437034218961	-0.12370709255755384	0.280163678133424	-1.0149660504941835	0.11583377811998083	0.8032247762965694	0.6203726176952723	-0.8294406794433237	0.2682810932881383	-0.21280938114556694	1.3215436847188835	-0.43327574065000124	-0.1575555781052624	0.1512213558190527	0.29308721726021075	-0.08294416222014599	-0.7329283293843715	0.13969097352140067	-1.0414284863698116	0.2588650685471237	-0.2452436687182257	0.07712104229455477	0.6193760503965812	0.3099957301970294	0.9772580700287763	-0.3646550274179079
-0.7199797814655384	-0.6284542835196347	-0.8232644227836017	-0.1383767122816846	0.04600854313286495	0.0756166230521205	-0.050741929369807565	0.20122501480783891	-0.4349107015539779	0.20184166190460667	-0.0659328757770476	-0.0074370990748109595	-0.7046356157590805	-0.0038324419036384824	-0.16130401953170456	1.088113800336501	-0.1825644924135987	0.5364251017743132	0.6729112879823669	-0.8805392464265008	-0.4947720242357295	0.26931661862836315	0.3548613043721608	-0.2917192570860947	0.567257339609906	-0.448303988057497	-0.09706161470230279	0.46804735540917636	0.18847529610130387	-1.065226784165054	0.15395083237619872	-0.8823220189748818	-0.839421282606806	-0.20372061832176958	-0.03290160709678582	-0.43518284656726614	1.1648436855860962	-0.6433895578152828	-0.028592111397135755	-0.48926559000571157	0.3095445422398161	-0.5715060408641869	0.1654143868800887	0.3616068280774766	0.5129777810187709	-0.41326633441860905	-0.37259798542725303	-0.03144556873374592	-0.3992594045648212	0.38723198265555847	-0.0511196439912996	-0.05187076867199957	-0.07809072835903967	0.3249362037577221	-0.048313981060925416	-0.5717628676225001	-0.019423537875972684	-1.0992893432805046	-0.23944480384378197	0.9675699359466623	1.0643733033392546	-0.5558080075696346	0.16020811584038938	-0.47113426503230144	0.647928630182023	0.027732077154255876	-0.6083674210938087	0.7131847469775666	0.2095591294373211	-0.08034726358194826	-0.6738193503874479	-0.4117660726160799	-1.1961926420351843	-0.12664756303363248	-0.19741844230084096	0.3533401676945561	0.1285151096522298	0.0023062447796897913	0.8932933137252492	-0.6071047174036428
-0.25008928879511105	-0.6432685274694507	0.39810256331237825	0.038407647511582294	0.03605402726379775	0.08795128371162846	-0.0974708370788896	0.12959574458221046	-0.318753888050952	0.1295878657275282	0.7247137567013417	-0.305101458762178	-0.3976794472273089	0.33852327125479353	-0.5567497221624879	1.0612589198905693	0.6519461600001749	0.49976105974364826	-0.10604726992800312	0.28188748218896614	0.09377915583811344	0.5938439048693551	-0.22446214429292866	0.11006972435625838	0.6352057431408196	-0.3217418519496979	-0.09159725001283284	0.08946825940117294	-0.06228169706334876	-1.2171365610005014	-0.07877330187665472	-0.3117995372507726	-0.2012097839416744	0.18834590945812174	0.686018672874839	-0.3392045778388289	0.8275565760751533	-0.7225157162079486	0.35270820591698204	-0.4931074169781198	0.5861987511357902	-0.5462563219951033	-0.3384736844707394	-0.16940039699340362	0.8970040349457563	-0.1439776301797187	-0.36209623026156207	0.7199306319931048	-0.4370810541633762	-0.04396367877030798	0.02041282209516339	0.4929975197496715	0.42562482593967577	0.191633136120783	0.19749504656235467	-0.7584906797668334	0.009606716901600294	-0.290986730303783	-0.5793725165943883	0.6325639220355381	1.454819717491444	-0.37463533189280057	0.2954569354907339	-0.4073468276458373	0.18032428277167425	0.06482886857345807	-0.43111585445309436	0.9620556275467862	0.1408179418557932	0.05386681492736693	-0.3100934947538079	-0.8074308773758174	0.13306329987291565	0.08202437081875949	-0.3701205045522122	1.038577585666452	-0.38453785259358925	-0.053097415700224464	0.4752700073847774	-0.48028875595234793
-0.018269655617228223	-1.0167961496331706	1.3354237696374933	0.022957425757653936	0.03215057777438553	0.08466319929178465	-0.1937840641453127	0.109320757538397	-0.3679645607865192	-0.14629544387397256	0.8137495299251064	-0.5367416115904459	-0.02596184938680784	0.213601015886192	-0.6313036500503995	0.7883728815622747	0.8030050339356251	0.386880199950246	-0.09399760014771397	0.5272651235905637	0.6506910296414097	0.7245569331841756	-0.5669915561202606	0.35607969648618076	0.2534502208373982	-0.008502884555630459	0.09315173254993829	-0.5423974677787778	0.35414325261894836	-0.11569880991499269	-0.13318994610482718	0.03430249528607828	0.5382354317652958	0.16447143054772614	1.2029986689886754	0.08170889032506488	0.3036412820783749	-0.3471258295408715	0.47591494162803394	-0.6474954582696728	0.4290085175153988	-0.11949015373824022	-0.7809381853400562	-0.6524123954640236	0.8987254763291371	-0.06255087730951518	-0.25852171641886207	1.156065545414616	0.010279002783246312	-0.5567489120342631	0.026720659591933326	0.7337233247053674	0.37486699841225835	0.20500508914337962	0.3936485348840315	-0.381970892543327	0.08214220798554168	0.9452453635012461	-0.3788777110509771	0.22048176977462486	1.1445192038923684	-0.09357344215689205	-0.001301494315194333	-0.21059990225366162	0.2657569512518301	0.07108262754340876	-0.04487807662733235	0.36362549719932735	0.488369377553936	0.388199692102691	-0.1706714715497742	-1.2117779408890084	1.0070616320836558	0.22931052548879371	-0.3314622178575808	1.3141322814160703	-0.7950040957542829	-0.3391762808611481	0.22038896580572817	-0.5644480418888812
-0.03954340571717031	-0.13209290605513668	0.4839353226850988	0.0278178286404775	0.12454303682700642	0.15531366248904938	-0.20291166878413963	0.25265177001228206	-0.5574908025441587	-0.36383271105071086	0.5351827591225987	-0.20180906091417453	0.15087857859654144	0.32848048593474244	-0.28110491118513337	0.464269953980666	0.7568843512485172	-0.2447353468031012	-0.059577251126269576	0.4634741295347811	0.45093424231802687	0.2181240476833493	-0.10679478747922064	-0.1971534044596922	0.17028604938606645	-0.3641048247269565	0.4083564757972359	-0.6948111144547885	0.3019082801189867	1.0834571078231952	0.37954567550332935	-0.02575184466041114	0.6220178928201574	0.12041984432675806	0.8790171018930398	0.2351109247767015	0.2320916679466239	0.15492368423518002	-0.20197486357845065	-0.5372789652017654	0.20029359448685977	0.008725994059334937	-0.6344987540544499	-0.8625577425535196	0.5425011082910617	0.05998520448618228	-0.3462668188498983	0.747325161696853	0.23825862025929279	-1.356370817980178	-0.6023376212734789	0.717960586220708	0.008507737108648371	0.2377222675016659	0.3545728855326125	-0.029264090358696194	0.4532790354157836	1.5019924496641583	-0.3088523408863748	-0.0788382145747765	0.5919690201892034	0.3300773702930286	-0.04486896953585744	0.37646739972946003	0.5452607434884041	0.24459014923530145	0.4645694273300859	0.09237927277739308	0.744033230738821	0.7287448494830685	-0.24329347519420327	-0.7033736225852656	0.8454066235788201	0.1580571165837231	-0.6288480194259298	1.2991012120353838	-0.5922531427830757	-0.5857953450900163	0.025379436541513044	-0.8113937785506262
0.02926568305880642	0.6609636244555683	-0.36834481821840337	-0.42914010420218074	-0.03903400564289751	0.27614133165889715	-0.25885497789419	0.37712490855147307	-0.5477518382413052	-0.6397330783651787	0.1283984463779451	-0.061669762451261864	-0.3477723779277652	-0.17089103315481136	0.2068558117501612	-0.5703334621340929	0.6484482358457924	-0.5553542667176466	-0.003996428819024331	-0.08289627655359541	0.5630062524642004	-0.4390475373446218	0.1116451887860924	-0.793172380795137	0.0520183221035187	-0.3335674911001819	0.5000894524966789	0.0845965237807219	-0.10061038432399806	1.1967029922602652	0.502996542893001	-0.38964833962227524	0.819589623249115	-0.01209875415898847	0.0054513988665949005	0.16627951391249718	0.10589297688717843	-0.5088309182891481	-0.3433502320025638	-0.21556336435703546	0.15324254450049943	0.311776623294739	-0.6471830307460036	-0.4368062480148354	0.44522393534677995	-0.0430362101415144	-0.768351995350911	0.03686272478048898	0.4984489213498477	-0.9140979821809622	-0.6173418178205357	-0.026085288816735486	-0.3295462779635324	0.2738228460755752	0.3506585670216762	0.08380226010691601	0.4551059858328395	0.8248826444022431	-0.38572284961531556	0.15823764987385353	0.10523146584443611	0.3227240289842511	-0.05313379758712347	0.373912031649971	1.290912484841439	0.06298386392693184	0.059363558072079874	-0.16201163954664916	0.6827523172934886	0.3201310620399431	-0.29356308769280304	-0.6742657419516643	0.22982745884461878	-0.29517167587204796	-1.0371929194088638	0.8735764315448542	-0.1219136447705193	-1.1104084990655647	0.1382376175994509	-0.6811430901815153
1.2467273755195984	3.119457068129048	0.06984161312838114	-0.30273974958002514	-0.12145642563895932	0.2224668890954889	-0.2640955325036483	0.3686552992266263	-0.5499111060587603	-0.765814455807054	0.18297070540522942	-0.5668623671753541	-0.711052648430971	-0.3052898067663249	0.418498190414381	-1.2673116447066808	0.5465768522311462	0.08562118125455166	-0.4427214134461673	-0.105258016613543	0.31390297732414413	-0.7359532524299187	0.06867109021226893	-0.9032968053181889	0.27773694341964916	-0.3306136548187402	0.5761641887647027	1.0840121878153013	0.08899550325494224	0.9848148521502774	0.3302333739687563	-0.48715024642982807	0.6294460424817516	0.20942122220461148	0.11259387477471905	0.12721533547970945	-0.08610170989065707	-0.7968909945956065	0.8347921119991197	0.023303452553188747	-0.07682668199819881	0.1429682490470482	-0.4905225027798098	0.18646025845852457	0.330170568825766	-0.26157849692609353	-0.6518275952759497	0.0655505755013088	0.43685372894585794	-0.38124543998859517	-0.3161924820636632	-0.31780178352636484	0.07932070810642886	0.1869713543238261	0.03535709490467102	-0.23933327769346116	0.3727236558756614	0.13693434575429922	-0.5016355236169853	0.28774591895329243	-0.14786286133862667	-0.23579273873337558	0.06450955181889981	0.22982267286652894	1.9116427215670269	-0.6320553546678708	-0.5451452466463628	-0.3641733956524047	0.45904440482849107	-0.36444090732554313	-0.3764140197391468	-0.9027870117314108	-0.2252212427519768	-0.40910196533521775	-0.8357061658152309	0.3081377642419308	0.48961101483726144	-1.0254116673334	0.47399751824895103	-0.15470266750746897
