global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18
-0.7078807982089259	-1.5111077702465145	-1.2655962001099494	-0.0753072901565606	0.024358829759723113	-0.26568833565363165	0.07466124718640357	-0.049363191418142285	-0.07595899015889984	0.044695453297628175	-0.14075320125124324	1.1056425560869616	-0.46921295294145	-0.758276491232029	0.5269576224255409	0.5547188165048786	0.5636681382334169	0.37315367230307117	0.7651567530184088	0.3582070856513359	-0.5210377560710012	-0.3139611901741234	-0.18703718943650655	0.39618198419454836	-0.11067899789675517	-0.21355624709764306	0.612802451938456	-0.08026395332228929	0.9478373718089227	1.2959563416357816	-0.5310508798048648	-0.1875673149772806	0.9162747139127628	0.9966360400005019	0.7503444167322884	-0.11282362152485177	0.7111697655035233	0.1993223133751805
-0.41627288245147875	-0.4141000627461766	-1.3799757366064394	-0.2915247131924207	-0.1998275334885267	-0.12154983829921756	0.14951055639290514	-0.002883835993982939	0.07908698475227988	-0.0788908764816721	-0.03599809911191943	0.5357450321875271	-0.7804741666116572	-0.6220369593461442	0.36453161243295107	0.5534095872790002	0.23365481676101604	0.34204666217392937	0.41661739532330844	0.420576827075587	-0.4044590729792496	0.18530757115812962	-0.1913772825692661	0.07509642336417732	0.058439513001190505	0.5633150936190744	0.29356837549357934	0.16267017187029606	0.7019959221841038	0.7980081293056236	-0.41297904517055034	0.7111754379795062	0.8427505286265768	0.7878979243866612	0.40296285136838605	-0.16089720063607732	0.19030994224596878	0.0725943869115494
0.43722500879296244	1.1923100282931636	-0.4140918813489275	-0.07797118573694084	-0.13685671802325458	-0.03196069266067668	0.23579904903418855	0.1480808231589693	-0.04061182223795645	-0.2053356573172461	-0.08686443260861257	-0.052017673643607494	-0.5365567458306932	-0.2737904915821314	0.028734340771389755	0.7452796672451375	-0.42351573057701386	0.19325575954563876	0.15603916320660854	0.2356485774222878	0.16443671753244907	0.32530986008656465	-0.36438743374918825	-0.5032936058496673	0.3501386154658266	1.0220309406556618	0.01729456855060613	0.13876745910018087	0.5246578505454237	0.26040532858850224	-0.31295555335060526	1.2522383994134696	0.4634816020826213	0.6041444587099709	-0.004319978331211928	0.1399030825331542	-0.2750798291657851	0.08624520332635847
0.8849206620071657	2.1750073675919372	-0.3163332057932337	-0.31075311008497625	-0.06056572684037735	-0.06181740365470186	0.20835281044967963	0.10341092871041266	-0.030821375892662796	-0.3724279076637686	-0.23959439279241587	-0.9928410564223067	-0.3540664321729598	0.060704079184999274	-0.41442255296041003	0.6542975633580659	-0.5758727462166924	0.23978624494797263	0.3693159619049751	-0.24970481881642986	0.13575873296836255	0.021711330131157697	-0.31753933180617866	-0.5495956733609859	-0.03090478028382961	1.322543701136873	0.2540219728222761	0.48906140536400966	0.4979072877102467	-0.01724449470827723	0.1271961003466846	1.6637535118590066	0.015982474870799904	0.5966017726235517	-0.3133542251367209	0.10334263604701038	-0.7234437660829918	0.4808430054737684
1.138677700773018	1.674651709042665	1.0156420167176745	-0.4697679194768964	-0.04604903245884886	-0.08144233606753934	0.1627595277874441	0.14657463733071965	-0.45560490990444186	-0.10400020253037671	-0.44318980510711986	-1.2319378519983666	-0.07581880186055645	1.0613248844272511	-0.33850971713892214	0.05189897033525105	-0.052653532783324554	0.35714102146919346	0.6507530125034221	-0.33047422285854056	-0.00947053888423676	-0.4186093792906587	-0.4350326597586253	-0.6936016088216518	-0.3733449822236323	1.0101458752875645	0.3832856654336974	1.0518411008254247	0.7882068349059084	-0.4976041838024083	0.14654235730910428	1.4703244030091744	-0.08041492581849197	0.3943465074752949	-0.5344085884106845	-0.06830353068843312	-0.4127493823664614	0.6159199211666199
0.775201900469539	1.2069039277352158	1.2076860331151023	-0.46211602484640285	-0.12699017923225198	-0.20639301260510312	0.22658897317829255	0.1454946491809316	-0.4896497433026624	0.3038450264125196	0.025579545802404766	-0.6450244128723637	0.2219296237475748	1.2853803753583137	-0.08807167024427548	0.09581260670768475	0.3568690762491638	0.5455939791314586	0.6272662492451105	-0.44163021708104494	-0.41762725335875595	-0.7721141084354913	-0.2593582853988265	-0.4057805651561949	-0.6263265232493147	0.17026354514096806	0.2463376360209689	0.9264564594899131	0.9950227107083145	-0.42197042672259805	0.16398002934681377	0.7646357204213527	-0.5708633528917624	0.07611738870179922	-0.15763566571576826	0.2705010118488466	-0.07911076072160073	0.5714316677580776
-0.3136501854227846	-1.3588211677005617	0.5893321437142145	-0.4314731689981616	-0.20775343956331194	-0.1511340864706427	0.1930831802481525	0.013445445044458881	-0.454521143772368	-0.19287800902328167	0.42990904320249956	-0.07116749504476447	0.23968324912833702	0.869375382650377	0.22913337074381335	0.09339107255701193	0.6158253469895815	0.4661673098656933	0.5791059398844403	-0.07674812756340225	-0.2536156759121214	-0.6635448375556462	0.05587578388344525	-0.2672711674550311	-0.7853106617723973	-0.26210448264206093	-0.09274676568471514	0.12146911141927894	1.0079475566377467	-0.5670605355891039	-0.073486846755704	0.4546411180419176	-0.5618665580512885	-0.10990710213723526	0.19461502325228663	0.4324984542289216	-0.18479078737135546	0.9812488147399883
-0.7945984691840644	-2.718724620951023	0.306127766374435	-0.12063224777728815	-0.22729084602843294	-0.17039588630353852	0.16144735166757104	-0.21580354878639463	-0.42737586977242414	-0.8396997643679056	0.7653331131288558	0.11753567243829997	0.5177660160453954	0.48995425638303386	0.031376332491754186	0.7741185335386749	0.6678999441110768	0.08015733835724632	0.07023046078705905	0.05309672316731893	0.30511856021099215	-0.39634815472182644	0.15071068818947703	-0.3816334630848513	-0.23290625853469335	-0.17282830071283597	-0.007239499478637214	-0.20445584593791222	0.569443358062722	-0.595390068003498	-0.059556853384415236	0.015453113273388979	0.18446096069487647	0.226876590055998	0.23319638163292836	0.39136721874148894	-0.29113688806569077	0.7182445023573392
-0.9343583818315879	-2.639633219943655	0.4556705675334196	-0.05738410712391509	-0.4267906289483845	-0.1437025779723622	0.15818303973465972	-0.6134184499768556	-0.5336816745103536	-0.5230665773664332	0.5321082653292241	-0.033855982995753604	1.0689743928923	-0.05518208528232259	-0.3051415404026702	1.1130834920020138	0.5686875603524718	-0.1420766844564562	-0.4899582475442437	-0.14077819310645592	0.36429268764961636	0.1340994043753843	0.4727295852406159	-0.20327663358988857	0.41555746630721796	0.3222285745595941	-0.2457088580764635	-0.4689340139199844	-0.3914425186666984	-0.43705699031192075	0.06309348836752628	0.07876276923303965	0.6810825343636571	0.39540046796290984	0.2397507780898546	0.34216863390288166	-0.4106538513486286	0.3957701147762288
-0.7813818717708745	-1.0467777548400223	-0.7296570848458941	-0.03973691962414898	-0.7541180697229093	-0.37071017186316313	0.2744801532446166	-0.6400459520916162	-0.5148417066757415	0.050046273004182754	0.21480258867775937	0.2943459259174379	0.7956950119364178	-0.5504145869389245	-0.6732481666827799	0.9494784592523783	0.4954049350453203	-0.3033216452928539	-0.6611271893096272	0.024262448227294557	0.30827703916639076	0.4803578651090498	0.9895913688586284	-0.29162641688000646	0.44511375868235176	0.5173073588152244	-0.19329328230365497	-0.49649148532989057	-1.0830551295575452	0.29558816020986306	0.08205012082351973	0.38523380153840214	0.7715343021993069	0.014079887220558987	0.42055666132241337	0.41135139347380856	-0.4716122474661686	-0.04586093832925917
