global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15
0.24845837714411642	0.09922589791145722	0.035684694034047296	-0.062388408499755556	0.09137401757289433	0.02941724363903755	-0.11909476929711547	0.02476453312143734	0.12620729512050238	-0.35654315848533863	-0.30775231845417217	0.525946360135394	-1.187518474999369	0.16352463770697917	0.1649893004132958	0.40349927474612307	0.21545559722205798	0.1627415827278249	0.16237363080824066	0.5865430964263105	0.3286536195131718	0.35163400057350214	-0.30153716292009	-0.048358406494095334	0.49679155539074205	-1.133327535852249	0.47993759018524607	0.36182593088051523	-0.9112743824109183	-0.7452011029503451
0.15000676775050947	-1.2083467513978758	0.8746503418999565	-0.08442141172590342	0.028413722429691646	0.008807234875914605	-0.07399031836745294	0.23718990439564558	0.10052317502384511	-0.1497122276878715	0.2746716236867134	0.8400569174356901	-0.64076535224148	0.44048210414123623	0.5901622185221731	0.15704429662694272	-0.20278997683342898	0.9747268698056812	0.6092104955019715	0.6975527154001926	0.48252583859983655	1.0166282454702982	-0.18006353354425483	0.5309622273576926	0.4086842649609818	-1.4859592847599166	0.5571460635473111	0.18381147910624193	-0.08828182916097516	-0.4404260051724525
-0.1195252538272307	-1.1339679418825157	0.12064452642066761	-0.028886358354879564	0.0051134422886079944	0.1421809084416175	0.003893447232382302	0.255340424763367	-0.03635099524857563	-0.1400877453540278	0.37909529158673866	0.3721843658991341	0.20316053310709709	0.8532309988063641	0.7671512375999455	0.33835427667454293	-0.16426776858436096	0.9257894362187403	0.9724147839505045	-0.03578366801677509	0.30433214236807693	0.7330865677471076	0.01236613504687739	0.9370401830397863	0.22308950489647814	-1.037347787739719	0.7834303376740654	-0.1835218234149688	0.8305001404772085	-0.26116053560523855
0.2571944254666056	-0.8804631996272152	0.9413635801559895	-0.006363510954438496	-0.0008218419390651991	-0.08477929902368245	-0.05334381927007178	0.2654376868745413	-0.015271513414183119	-0.14327808294880823	-0.09163916426218435	-0.5640343809700821	0.265053816233579	0.6953847054500195	0.5977628932690302	0.6068143980751343	0.10465069235882339	0.8851400747925066	0.15599169361090617	-0.7472475794910368	0.23760225445695643	0.07246800003308627	0.402696628300576	1.0851894782262281	-0.07718867916956833	-0.7244356975892902	1.05899192721712	-0.04699699235017044	1.2603660492220272	0.0067056937807263356
0.7748073636613229	-0.8587272391462014	2.0319813906268682	-0.07350657846083575	-0.24697657140712143	-0.02565331511461917	-0.1021135574501082	0.328083374733847	0.11060243087981414	-0.1846296628882164	-0.46371249909292345	-0.5921583547942212	-0.08751491996135304	0.1818918300382222	0.07860948454113685	0.7442445863034063	0.2310001430099382	0.4993706413132181	-0.17722553948990652	-0.857353658946804	0.36912507507531495	-0.2073649324080618	0.5399254487159201	0.6972595401312777	-0.4040465599646743	-0.22736941623105975	1.1921376911781185	0.26687817814272957	1.2376631958465274	0.06362122857159062
1.1220434163250967	-0.14443506699064668	2.4868629421299837	0.05838161797155206	-0.2600347007819331	0.009268339124129894	-0.35519235012525996	0.1933421867443387	0.22456176606644368	-0.28184119533402424	-0.37897103913038155	-0.08750485800060631	-0.41520238278619453	-0.4295230257236682	-0.39929082323143994	0.8900325959054369	-0.34259799627980747	-0.03447185791464016	-0.09345135392357112	-0.31441712114433906	0.2946754673348793	-0.41603345826371096	0.09168211287318158	0.08513338185310101	-0.6920504631123807	0.14488166567808128	1.3848156914285852	0.6233483078415545	0.41352153881779574	0.06893898869828037
0.7591480904332697	-0.671296882255167	1.9055645388342348	0.1954297886717566	-0.2937157096372406	0.08430903428750108	-0.43127079559245973	-0.01165659035638314	0.27804573628087836	-0.36675350460358097	-0.27276395260816766	0.42128428128967316	-0.2995942015754646	-1.060288603783407	0.03257834151042286	0.5855883505560542	-0.10899876535331478	-0.3968338393074188	0.1776877614805301	-0.21368860629950678	-0.4022221633788179	-0.06715623268406731	-0.19135566468240775	-0.5554797723719432	-0.14512887003819877	-0.2570545414098547	1.073399318974244	0.23564086212348262	-0.3996779872106245	-0.06016665914204569
0.07453154226405244	-1.6841104886182827	0.6203374519848806	-0.2244783605583195	-0.23125823583354038	0.33055777870366954	-0.2928037933749488	0.14154868825006103	0.3803903564615251	-0.7903002073023881	-0.2588050050074861	0.9982868401250442	0.18489253559797145	-0.5147203468386523	0.3321999108129994	-0.07304480331594175	0.3417421244969429	-0.3920141062006404	0.6961072016903107	-0.48195920539582415	-0.5849290065276057	0.11829766123703116	-0.49382806608690166	-0.6818813297420274	0.1445121159282751	-0.28719494634007725	0.6152472994192922	-0.1788821523511427	-0.3341639103370423	-0.48717871507021926
0.02829368066001299	-0.5018548341834558	-0.19129047398819904	-0.13812308404035334	-0.16261047010478102	0.3983532808933519	-0.2705288605317135	0.28311646955301617	0.06669986737337225	-0.26009356769421366	-0.5105077182130269	0.9304228473776831	-0.14355572294221275	0.2353909300479469	0.2656018990884327	-0.19438593156986936	0.6469068519351938	-0.31053716675331033	0.7728490958788178	-0.8480369874183706	-0.45354897500438357	0.22453758143099267	-0.9425584184741616	-0.04833141425687876	0.4488388855339077	-0.29399085660751506	0.1269382948757593	-0.801266894688436	0.40256408382533027	-0.37924698582157795
0.23862740881433492	0.5679681659092468	-0.9677554672020601	-0.1898470103059487	-0.05993989868181186	0.1456891263155537	-0.4161176145267017	0.24841470666842685	-0.12678082532035972	-0.026362596889834323	-0.3627746545236829	0.3101357045745349	-0.30128431833034264	0.8396348021585344	-0.2951173851995051	-0.17528872571613238	0.7620165972399384	0.18433204604101924	0.7695329979826188	-0.24299915719198578	-0.39951208599326565	0.1777473651492896	-0.4909094224511067	0.7451642490985746	0.03762547718575974	-0.2383852918924444	-0.0742770454897126	-0.8258285433658413	1.3233757482723627	-0.024215619168688647
