global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30
0.38847835630607624	1.2610316166225668	1.2909541720189897	0.08612013181091899	0.3174646873211836	-0.20425934708016366	-0.2025155157572235	-0.05670378530940946	0.12330610124823099	0.7457722720420837	0.5995595055894222	-0.6683791747342585	0.760611832740248	0.12874491475062405	0.44216967926735795	-1.3547456421215507	-0.6416502906709118	0.90161922632127	0.3096124469467662	-0.44122814052106346	0.28352255100331636	0.35685827756254174	-0.1226507738234983	0.43165790309083024	-0.7927644994753228	0.06470676222908094	-0.1931075773309366	0.21022854097838786	0.06496953019917089	-0.6053492826000815	0.4316467676633322	0.1915808149275337	0.10188513495540713	0.09180898868134438	-0.08808183916570934	-0.028050746392318048	-0.29430919508065406	-0.03252384322586525	-0.8993200543628954	-0.7315955303384007	-0.38202506698802124	0.46733009629140104	-0.5569863193878551	-0.07783494940305338	0.5543476612496988	0.09522453961327096	0.36860557510605463	0.33443408779885475	0.9139101953598908
0.48120268579860115	2.3841521065448616	0.1748340829364831	0.035848885854153995	0.4436133368435212	-0.1238726578206917	-0.20045019551183926	-0.25032461831573627	0.1593229252169186	0.40182302953922616	0.24707494315577014	-0.546901751880587	0.6106019717160217	0.7376019361933099	0.41235134018703634	-1.4254345813898406	-0.05884709467496214	0.9145855508592983	0.37341429323245473	-0.39185875939929443	0.2430788353149382	0.14008775936589138	0.25644643760273866	0.5003275303122593	-0.8628263480326518	-0.10733772256073877	-0.12980563941849704	0.21529910447509792	-0.5890595978836184	-0.673538961974651	0.7684016917410719	0.22212720091992236	0.4782329107697913	0.7894793305918402	-0.06280818994372843	0.26954750253487475	-0.10696523690205413	-0.16125892562833344	-0.11724802499971822	-1.0804813803922364	-0.44971596069921665	0.6751042180895718	-0.662745384271989	0.32512236960426866	-0.44799691950791737	0.7227843436547535	0.3737414175189591	0.3311420367323924	1.237041681525687
-0.4482354115855618	1.608184309954816	-1.9762100661946975	-0.2449260131153315	0.2811679516866592	-0.4455546353832003	-0.013400597871236486	-0.16316484335346	0.22252668785084148	0.3014148616609276	0.3869977905625017	-0.38535154357813406	0.5919616597318271	0.8486007821409917	0.8113119963175041	-0.7022556789010138	-0.03492602539152773	0.6808585836800859	0.3395877697255056	-0.10919627159030097	0.3805824294509633	0.22432627573980168	0.052781670004222805	0.36965307822115473	-0.502826187510039	-0.19647914356524546	0.18363124628901914	-0.04010883890780351	-0.4819505983285276	-0.4905804938086787	0.754607690951969	0.13311591435695944	0.4903449604765456	0.6987635471122653	-0.12413161799297413	-0.14229715364528409	-0.1243179698452542	0.12161787102915549	0.16764522855534678	-0.365717826011459	-0.09132174358246252	0.4329974275267062	-0.33383684119965895	0.9734371605795433	-0.9254974642739995	1.0646974828629763	0.12362169890150733	0.059385945773374145	0.8501560722012717
-0.6204778999833948	0.9364078418167715	-1.9159285623623519	-0.25239273516076793	0.3024783934607816	-0.7361279449772256	0.1417178721952644	-0.19023843988910433	0.3956953901122795	-0.2369532126841321	0.5726757859909112	-0.1142018926080939	0.3106214784073481	0.7613244629569913	1.2012112039837843	-0.035367961366227295	-0.40678769636963924	0.33148448267882635	0.05800391879455293	0.1983462151981354	0.6037957452975922	0.16859358289889945	-0.2427776526501661	0.31053732089642866	0.21030273948212955	-0.425793187003521	-0.023806034010662842	0.18899518592649306	0.10302986806015975	0.0011972922937889337	0.48142548870643986	0.25170127273024373	-0.16537739766309695	0.521692197469825	-0.18910892688021325	-0.0886406688042797	-0.4092123811435707	0.45107485297703975	0.1548552301524387	-0.4690235254112539	0.19119061390196038	-0.1362018415106279	0.03207438214319688	1.1867636535162114	-0.9758321378242519	1.1746157228770566	-0.41073097160354244	0.13864426705658117	0.26500403813892925
0.10195037973493072	0.64043400970264	-0.16780596141972193	-0.2986736377345304	0.35288931267678764	-0.4926390286665713	0.30297576577664703	-0.22788998493374202	0.40489367903362716	-0.672222829917223	0.4734658735537462	0.36204079386818755	0.06655800937944742	0.8404652784726857	0.9231939829612749	0.6117256439682219	-0.4056210229684896	-0.1359469618743293	-0.10427904875202182	-0.20742781245586553	0.47108606089459176	-0.004227621461648425	-0.3657661379058504	0.44911846910120723	0.3345838740675811	-0.7045020518347148	-0.4824625508834545	0.31423401434372894	0.19765149004899957	0.26152874857475855	0.15512925814970313	0.14242677850985844	-0.5839655919899108	0.26057366914463714	-0.26650349820155705	0.4320608128578299	-0.8837897263572616	0.8017460631168525	0.08092512647073932	-0.2562476345570716	-0.09564134330622989	-0.41934240010755686	0.5543233663711251	1.1217566830343535	-0.8562333850596285	1.1307295697541082	-0.8430939788921854	-0.39774339939853276	-0.3730227786775232
0.9761907400926217	0.9820002343785137	1.4114428748361219	-0.35009270782657426	0.06139337195010286	-0.5118507082030159	0.359231868755512	-0.21868394428925272	0.4059454768571547	-0.2926506544877924	-0.17492009779043394	0.2816370796397226	-0.028482725650568797	0.5973023629917027	0.1832007949543207	0.34803796411989296	-0.11925375507123971	-0.828424065822918	-0.19809179830706708	-0.6366203432884606	0.7682628113685899	-0.4693577957978766	-0.15330587284010688	0.5872471908125422	-0.04267615506029026	-1.0510161041440893	-0.6519487319983802	0.039733032495397086	0.32879481443278435	0.19203644013648272	-0.2934204214215851	-0.07455645309326102	-0.6670559278431384	0.8720199080982319	-0.17620712847996936	0.3172749563702211	-1.102444014864584	0.40851935147755836	0.2017770327026012	-0.20347014389375453	-0.29485168224653385	-0.8276259886387851	0.34144511687450085	0.6578653161531969	-0.5310670551699104	0.6198686684421929	-0.7741450249366518	-0.023986653263166773	-0.6346590578381833
1.3343724972195343	0.5435959084971166	2.0013429912265672	-0.673140969423855	0.3271213665013728	-0.5713325371985829	0.40587399671541147	-0.24456832789944605	0.40537343190679886	-0.03886073371887852	-0.9774930075125806	-0.25036767786271774	0.08294760277575597	0.10707368998589445	-0.8535492863147354	-0.016265978179543596	0.50142563173096	-0.8418235187584601	0.1623740352297205	-0.7478843879440242	0.9123983997597863	-0.8499256843061469	0.3032988837147439	0.37683129312954927	-0.4705959407084259	-0.84328731262005	-0.7139474574850873	-0.35192849939363424	0.1867529820193919	-0.05572099713813609	-0.39599618594653496	0.07660990363454084	-0.6535799102857194	1.1852298216333934	-0.26131157076060946	0.43957636584660564	-0.2172000142396996	0.29138976933053995	0.05429978618624438	-0.35500626362290827	-0.605297490714454	-0.6936901211096387	0.047448060273768224	0.7746726973620808	-0.3665793116174135	0.2075218940173091	-0.019836351669153658	0.2483778270948214	-0.8304939407475342
0.9394533667581512	-0.6936733438229296	2.0936577681083484	-0.5778056008444781	0.30772468125827185	-0.5670416054087605	-0.08541612329729797	-0.14704343119796673	0.3706323699597175	0.7213287309737593	-1.1198442420043753	-0.5159354363813647	-0.551381271026502	0.07962166604545402	-1.0890245552219366	-0.44959738373635394	0.4882216426541065	-0.43173024647144187	0.06253768579874501	-0.523124111942568	0.9128476261263611	-0.7727885162908242	0.7659389657521612	0.20397143055051725	-0.25090671920170726	-0.3453286701865674	-0.44689586687693755	-0.03601280046056809	0.5651932306114702	-0.044244339974416874	-0.31201957177510664	0.0263973802123664	-0.6326495031767793	0.987981776277033	-0.4895996023230161	0.1647940453213325	0.6459601519010931	0.4677033270766309	0.5081566573416331	-0.30117775476626135	-0.5632355165541784	0.0187069677898221	-0.32467028382661695	0.4512238681992967	-0.47644696973256156	-0.2667048567018593	0.6990179802755379	0.16879946061731393	-0.39098695247275017
0.5002378351029141	-0.8282900492385985	1.8076008325375352	-0.6283283851386942	0.35726389162030947	-0.5559460473728834	-0.11649775398518991	0.008914743221119875	0.4147226527032872	0.42628824386132763	-0.9591039799906981	-0.17821634564529237	-0.40393919412871493	0.09453235148862334	-0.9869788540138648	-0.3774024050080845	0.20090660482036654	0.4467843655090651	-0.2125606177517115	-0.2541799592264406	0.3708951371560182	-0.322707651352916	0.8948098463820884	-0.28093003937734756	-0.17209140198228726	0.17869245962393587	0.23130573921118808	0.6955259403649412	0.2930569622952987	0.5485580702718892	-0.0309359030859456	0.13586837348072442	-0.6696402851675611	0.5056005874631658	-0.7923084531846896	0.06587111787112934	0.8646592756921169	0.9603330122400359	0.6971893886675877	-0.47512733508968824	-0.09523745068652482	0.5817564461569246	-0.774061337815016	-0.19031665376652768	-0.09080428202897994	-0.2258675417719233	0.5241456036917947	-0.004088979768926606	0.0357334776419209
0.4158428802163698	-1.0959799073479615	1.287505838948972	-0.7121622806588677	0.4102730852398218	-0.42139430805536365	-0.013542383444943795	-0.013917939484321427	0.2746952754191666	-0.031115150550578563	-0.5429020610986958	-0.08487437905153764	-0.23588981191338973	-0.16448924592013742	-0.49656249844796546	-0.09372049157957656	0.2593926392728937	0.8646865423776189	-0.7612033039968191	0.025586042548274974	-0.2067381248677528	0.18993447521126536	0.408155087408126	-0.5643038911419085	0.12889005826665909	0.1876764938970524	0.5942095710268439	0.6054347649799048	-0.20746944138264325	0.6085398225418628	-0.2617185330127451	0.41784467268544556	-0.6904556069575245	0.22177146527382433	-0.7859580967331147	-0.5019634704543461	1.0076935066914556	1.4856523569372475	0.5346061140919129	-0.15598660768147102	0.4409229358705422	0.3455464605946968	-1.2618287912621047	-0.9962869143892406	0.2819281403754687	-0.20610437960322625	-0.39149963209073313	0.06723379363083797	-0.27197748088241214
