global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17
-0.05777037705011069	-0.21370251447865968	-1.36200321073524	0.0043416394791504	0.00069856650379444	0.04115958199697756	0.005921958946209293	0.040521498924783836	-0.033901837227138396	0.7355403862383412	0.5502043449604687	-1.5711072223681797	0.4260643467936557	1.3341200084795573	0.60469552304975	-0.41680252699809367	-1.0624175833435394	-0.27062116432058453	0.4146959811502975	-0.0968075542987757	0.7530508229292768	0.34071565869604187	-0.2897599858062687	0.6947969796097635	0.5187515515064678	-0.06335998060345349	-0.037649069246216645	-0.43649663107459746	0.42255782239903433	0.3612174078508057	-0.107818734899329	-0.5202582373658361	0.16420337456540135	-0.25134664499883497	0.885476847018197
0.5482076322484914	1.4104061066915075	-0.9532842858525249	-0.029796232535483136	-0.018039915209358454	0.10086773509188493	0.005476514333453135	0.10997013964971765	-0.04146088635817629	0.5703705275234678	0.5296802062166543	-1.5163235810673816	-0.04502787053160665	0.7543807141932833	-0.2973833290670804	-0.7072407929255394	-0.9017577562418256	0.08704514875255717	0.772026310337571	-0.43300646358659367	0.5633095063505157	-0.13686656896768512	-0.19774039148765957	0.4713623098320442	0.36128438383350775	-0.08999572042715456	-0.6738603659869513	-1.1082214943981925	0.8444779427313274	0.4692125936947015	0.2850351287793958	0.0007608943264837933	0.5634731720812096	0.043722102015791464	1.0010603759734769
0.6273627539298758	0.508628444366708	0.3869401399067375	0.21960661256966207	-0.12439455065023805	-0.12789025824743083	0.047177033206519385	0.042146287328456974	0.12119768860135874	-0.14207655225108703	0.4984215590655813	-0.44312626894648355	-0.22205244348775877	0.13452362924020386	-0.39091055194065566	-0.17569478610713504	-0.2506762116070898	0.11178206026151648	0.4241390553354788	-0.2504862994724799	-0.09329274770770661	-0.8593761766669856	0.11513648735585318	0.31366547062325534	0.5309866900889062	-0.0012262837026617319	-1.3157480063643436	-0.8905314437797132	0.3871176097312791	0.3610583795341049	0.2025323254000459	0.3674974248971904	0.40570035578180264	0.3859779850223982	0.5062829088118588
0.28724209967950687	-0.01588345709017014	0.22505039987111997	0.03061360675940708	-0.1611456381357395	-0.17651850541289016	0.11191948208781896	-0.06188086391509286	0.30758442525299956	-0.7008491840647243	0.6348801047454791	0.6691252283909355	-0.6421944876964537	-0.07772449130622686	-0.5442704986319712	0.4079771750667265	0.7507976431598037	-0.08526768416403922	0.07042499569477575	0.03630820797212968	-0.496129243305199	-0.6627643500350111	0.23212591864363857	0.06938839244973036	0.3916668830011521	0.04235674506277493	-1.6664626370068913	-0.8885977029410254	-0.40955427376978804	0.1541751772301396	0.326651175497749	0.8476042064658975	0.44059686440594703	0.6880537091618248	0.17084931038310833
-0.19442264114708685	0.29795976295923143	-1.0733126303819156	0.16514193660679974	-0.5887592650458133	0.0208824999396382	0.25015965807492807	-0.2176767106667855	0.3138748547098507	-0.6231141407140283	0.43533841179330296	0.9793772217328226	-0.8854270844976339	0.18401222279959903	-0.447624196064298	0.6065539485695913	1.035883814269223	-0.4086338857946768	-0.11023293346809913	0.5308428036483792	-0.3196642082673246	-0.3244349005913698	0.1028173807583798	-0.4440419220488208	0.29794407708394466	0.6195948408027487	-1.0728040211241794	-0.609187425950063	-0.7333154618601213	0.09930706005303619	-0.28296458255441015	0.9089447123441557	0.2368515261708818	0.5126567851952097	-0.38516372960022294
-0.898863398024144	0.7091577974277719	-1.8936198727185984	0.07180469684243	-0.40740108061019176	-0.041164993594422716	0.3867256311217515	-0.24082674055441367	0.061072897413409544	-0.049957542742406075	-0.021387026557609858	0.7399713619313588	-0.4078220264773335	0.4387007679166754	-0.540864996929258	0.7218380776114481	0.48509374711685366	-0.5339194135057899	0.5838561910918565	0.5519106141709643	-0.040306947038346363	0.14202786413618462	0.17026588791500144	-0.5847598562786014	0.1756386007158697	0.7503407773439628	-0.3452675813036924	-0.5462042623806873	-0.5815794744504884	0.28458089391560787	-0.5153391356164195	0.4426112910076361	0.19798826618885088	0.40888784588971594	-0.4089813116048561
-0.8261295920545617	1.281028627554723	-1.8891312162244804	0.0865015071941513	-0.22346476313113914	-0.05619400728410609	0.41292915978148415	-0.10608798825359592	0.08507396131340006	0.2059420059442404	-0.15839494770345905	0.04609200585845061	0.4166766810526864	0.011823316922109485	-0.7119543756677871	0.625512730419117	0.6392463878677002	-0.5340087964228428	0.8969200099626179	0.38088660042467665	0.0778353356558244	0.309556617692613	0.5401649599358095	-0.22920228836370707	-0.10166710212820826	0.5835225750538096	0.21779776149225902	-0.5350856333512447	-0.08224682290945111	0.5990667949773589	-0.6027432427489223	-0.33112672957884876	-0.06524345713371237	-0.09114637858190816	-0.2660363422986329
-0.6339861230713968	0.04939853588999599	-0.7025562121160078	0.08298926420479114	0.05338747021973736	-0.24092662172733043	0.4223439392568632	-0.10941657188628233	0.09554811133692251	-0.17466903217867757	0.2672817121272585	-0.6141707771772443	0.8250263179664087	-0.3553315841690467	-0.6107139141820905	0.9305598010159944	0.18725469490556942	-0.3296199607172467	0.0005934190002910213	0.487419650871653	-0.8127005250370426	0.18871769327078736	0.31294443928304155	0.08975557895537384	-0.8310393326259251	0.4902088935770786	0.11170750222946169	0.2877293706558645	0.3965281000886761	0.3514122834664857	-0.3358899778619524	-0.8442288235010479	-0.12171181734084337	-0.06491716564708361	0.1333202976828138
-0.33466000573763155	-1.5443650938302627	0.8751744133011852	0.09506097002450106	0.10828294884741396	-0.214201581004365	0.5207954740654425	-0.10660088257635195	0.10416738060314769	-0.43786560152353515	0.7575202777095557	-0.8403760796072647	1.0924275779112465	-0.43958830812119315	-0.45380240222978185	1.1271894005457908	-0.1403099720881376	-0.059020477250062105	-0.8441310479518289	0.4506167018982583	-0.9161977739455304	0.049737920222721416	0.14927752192661342	0.30348646849681854	-1.079912625379169	-0.15309726903699372	-0.05359021067793265	1.1268786027931263	0.33434387086148015	0.2811842338909542	0.2527048496401554	-0.3977267688119731	0.12281557006430878	0.11156551103168033	0.1952998768414699
-0.34464357039890336	-2.232337037372471	0.6658122274213965	-0.20188254732779162	0.05490723228267438	-0.2304612484282905	0.5632160932920611	-0.15599747171896358	0.2605219622883226	-0.7177740996545373	0.6193640894110104	-0.5867179635199625	0.9832551693914335	-0.1883429411934934	-0.22411504984293032	0.7406995085550021	-0.7534518765008145	0.49279517332951717	-0.9965839814858733	0.1974413925311564	-1.019266000843939	-0.15525070801584412	0.20528066811303428	0.5285788578338537	-0.9788838818215457	-0.15687690131909823	0.12913505511116075	0.5772573197013339	0.47771476556603704	-0.10035501470792957	0.3700603286594525	0.21745432835728695	-0.009195009601875541	0.4688770361076946	-0.13427530952619224
