global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	t_comp_cor_00	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32
0.8519454348783838	2.99815250927366	0.6286694104320687	0.05813942621543153	0.0269305908122104	-0.035998408476844816	-0.03241896773432597	-0.004512921888208344	0.05828537946157289	-0.6253811069258876	0.062233744239485814	-0.2545907360394272	0.20200794707415742	0.10983855910042228	0.5151659153588272	0.8544944909314038	-0.17649050741929068	-0.694725298504199	0.6786821655389568	0.5056628419459289	-0.8688388731461839	0.2577398362202284	0.45674607212011104	-0.17127284639802337	-0.6241167994302905	0.5130090652313654	-0.5519626132685419	-0.08708873135466144	0.2751502600547126	-0.35788107379785944	-0.6114179907896896	0.3835065651391101	-0.45954527194381906	-0.5933650557540684	-1.112405221222713	0.22243545414819546	1.190777543868324	-0.07038143870945462	0.4569216361727029	-0.22852167948860141	-0.33601763264345397	-0.47357503818620933	-0.7852015607406453	-0.44164033433232386	1.1812546366569987	-0.25239771254832755	-0.27397210604718375	-0.34314384869227854	0.04876201784147981	0.12541512436168492	-0.2426134765278281
1.210735997660297	3.827594502219256	1.2877626231308028	0.2521751590809037	-0.08081645168890463	0.32863370421099986	-0.057482197320726444	-0.011775419695546753	-0.012400497336894203	-0.4538874712925193	-0.3546153733296304	0.5398477972402709	-0.017210285614453865	0.28161452786465974	0.35407430682634033	0.905238484544409	-0.13622339263298486	-0.3086875897154161	0.7037318762225042	0.3321963343369893	-0.8028743211939846	0.5472606720413421	-0.20838153184777536	-0.13908593486885748	-0.6542246774302507	0.4549597418683628	-0.16672728562104105	-0.547612977121802	0.29607364988928614	-0.15094354439371216	-0.7300668535665493	-0.14652751875548603	-0.40292346636997656	-0.5719420617975605	-0.7066128762193681	0.06678608696200604	0.9901999545346998	-0.10409962753539054	0.35118617403370334	-0.377245086961378	-0.6041713270790143	0.23445105729806068	-0.4324065847939042	0.3056571432619142	1.0912852940871476	0.11871272884879874	-0.7113894926779902	-0.41042334790620744	-0.07442270288785144	0.855120507602327	-0.33367807979259256
1.3513664930175808	4.091732087388341	1.6861108381426804	0.2810807724725223	-0.12576185980676266	0.3356182029887109	-0.22689524649172088	-0.1039369709769163	0.17272014815088588	-0.5856200156131647	-1.3720875781705044	0.8661112286585043	-0.7031612827809034	0.8342974152067247	0.2715778680643753	0.08950413223469804	0.07895403066470263	0.1223469998836462	0.2803343112612317	0.2806759395016136	-0.4715114796056683	0.5238442452001749	-0.5406262779267902	-0.48917572049817826	0.24926764495227952	-0.038045302676423066	0.3463013285395159	-0.43166027284942227	-0.3283366876737667	0.06841174506892549	-0.4797464371006702	-0.4133055766107385	0.058871779683041414	-0.6070868579305538	-0.1815014847979149	0.20546900088860776	0.17992795852043622	0.12838849847582384	0.2212464609344766	-0.6112210241894097	-0.7468191920942893	0.6528918358380038	-0.3189101706173901	0.5943689654631966	0.6281304121226239	0.05045334817417302	-0.895476349023343	-0.1329213775570896	-0.12091919133421618	1.1226971767633829	-0.6958396591906725
1.4561762747933442	3.2726253063832003	1.4049810571056747	-0.1253418301828454	-0.14886565997038076	0.23695003604338727	-0.13118518788321148	-0.024318300605365176	0.1932224270768587	-0.501454312025859	-1.673824014085416	0.6511014578593518	-1.0777253364420998	1.1394473382634736	-0.19453061372911906	-0.6107602684704176	-0.3068953449140425	0.6602939333091986	-0.6775628443051677	0.11091726441515641	0.015530701691969441	0.3670717709684819	-0.4086830989708412	-0.4657404456445641	0.5452823497412121	-0.040745371663532724	0.2905705513779288	-0.07788394214269703	-0.6232274795645995	0.056982726462968855	-0.32716100053991	-0.1386221090017227	0.10268210859619945	-0.46104383055110937	0.4796787390608947	-0.07144675987595644	-0.22529640645993015	0.40181427707797673	0.01626369635158747	-0.15570827210470078	-0.44298215152560144	0.6031573296110283	-0.09411393323354553	0.7291227335563278	-0.2995372147104088	-0.10348061989108293	-0.023642528193769934	0.6723016549799826	-0.01699585086410326	0.4512824494812428	-0.9195400134890129
1.0574842220371399	2.570658876212405	0.45308520496558147	-0.2807247904459608	-0.15535294987851342	0.3606324393895831	-0.08490091882118708	-0.007903725024494108	0.1729382737212565	-0.34624652257017974	-1.0603811127358416	0.662338726887943	-0.983177581236103	1.396322701072434	-0.9191974431313431	-0.9873797397747679	-0.3941568860212285	0.9844697557774779	-0.8122486722855623	-0.01564048225960238	-0.044918961313604434	0.338439182770665	0.23481802822331257	-0.05564387434180695	0.5401610934539351	0.28767684396070026	-0.08833712631733667	0.1262666762979147	-0.37815916618767775	-0.38405017401887603	-0.2336284012784742	-0.07965984086634023	-0.06965809569094131	-0.11438259069017098	0.611180494851547	-0.33306290165815483	-0.36275903408721366	0.2553639958822793	-0.5651770312677318	0.5330251191407267	-0.19675559340956456	0.4364346978794926	0.23636673788861837	0.6226867353638496	-0.755741711153453	0.08682833851199795	0.6838695270494884	1.019609556665914	-0.10664597505907988	0.19863891487603952	-0.963991124834195
0.7844868905489808	2.2037878795202466	0.515163237820582	-0.30884338124038435	-0.1987667742694107	0.1574786088938178	-0.03476474440673401	0.1530584691472168	0.2380999896520652	-0.057977989226031555	-0.01742520886699987	0.6231959249803538	-0.13173670759799433	0.9639183090991464	-1.4349075052820333	-1.0139723215463348	-0.5178030355904258	0.8758041249117844	-0.31933805019045974	-0.2494947265639746	-0.005648276923458162	0.4954063486135581	0.27730811357641016	0.09607155874506172	0.6415211904415027	0.5286865109208034	0.2611311910448525	0.21361278035302145	-0.3896818839595966	-0.7235188197989367	-0.3253010588200175	0.048078847475337354	-0.011220016303000648	-0.09260226261497372	0.4637576870841116	-0.27333013302252396	-0.07227167625288926	0.27410975322053155	-0.5585477390626926	0.8989131678576432	-0.3738000187630896	0.022169826630605287	0.3010631743242511	0.21473860195348438	-0.5093755408407639	0.08390987335012147	1.1973687496732648	0.9948089949997309	-0.6836594043313126	-0.09826612725925112	-0.9749798478959568
-0.03677630350093615	-0.13892057696547183	0.2930501143316163	-0.2743456841000299	-0.2579826987519853	0.1905004017151415	-0.1088973836373093	0.15760936202425405	0.3562609123522566	-0.014409549964860296	0.3087056882725795	0.7441564066543306	0.7238575895501416	0.6429470748584771	-1.2944313686342364	-0.3540115989709558	-0.08069648500980872	0.4588551104378986	0.26825013366683165	-0.634689567331838	0.2981080419035857	0.590073919471008	0.10164336276704773	-0.17988580621775718	0.45049776351035625	-0.06200139274393848	0.50530916171172	-0.036343754178776694	0.20269522061781817	-0.6093513606639982	-0.4403698574788696	0.3175169837280415	0.21478243509293776	0.03358376618150317	0.4286548684939933	0.05738042373738898	0.17352530387823395	0.7757744402587388	-0.6977102346159434	0.4937864228582874	-0.3700876008371137	-0.35171798910070545	0.1665342185386221	0.18362083960137815	0.31458625704134474	-0.2620913414596273	1.3588549912074535	0.6472128759759529	-0.5755872995714947	-0.06925497370893435	-0.6061998087367734
-0.661396550200439	-1.6295265477086183	0.3949482253055385	-0.26219269256006994	-0.3555294001757108	0.14975483073333629	-0.022001014035078967	0.11781605896490603	0.5269141654044778	0.25606851690394966	0.49525555486015554	1.0728253418748934	0.7764753558594666	0.4565267125385926	-0.14284835804661303	0.34279989977056224	0.1766943110568492	0.2186399512868135	0.12328517735813294	-0.5901932900440544	0.49974806477818007	0.5146548665876892	-0.2028651329979603	-0.5572621765702008	0.185205929959204	-0.3290537534033441	-0.07318581132593266	-0.17114424854765697	0.2176065849395507	-0.4955940581842057	-0.5320042969867339	0.5244675388581875	0.24537238196220937	0.4795436796084305	0.4376080307925057	0.31321570505160845	0.28152813059503606	1.5059244257090236	-0.4707727335738317	0.4177696422839957	-0.13394035212660885	-0.5649741983246012	0.1976592093711608	0.28651008022914676	0.5230129912633372	-0.688488483816152	0.8032219266938774	0.014969950208729045	-0.2512220828595604	-0.33711491873786276	-0.0501534396238518
-1.0574014281838144	-2.153659055522307	-0.3338406358814103	-0.25762863314121237	-0.3496936118074373	0.22276958187916063	-0.2610069087161675	0.16696316171523806	0.5261976707115347	0.5118466233358481	0.7956960445633838	1.4224771281246795	0.07856807048070434	0.40494986557612145	0.984265843199137	0.499336543338297	0.845557728989971	0.32786071923928545	0.024837776927650865	-0.4354470341169192	0.789361386162813	0.20466177196594246	-0.387057694633784	-0.8216667561203913	-0.4231151531201237	-0.7068945159512002	-0.07473145290531696	-0.5948132073104512	-0.19774213649891398	-0.25911472984027706	-0.6435646094955946	0.6674402845293614	0.3355426263722416	0.5588480475386535	0.17875375416441158	0.390985929196961	0.21128372676027213	1.5301540938707985	-0.5499030189542593	-0.011374895797985772	-0.15922506478568596	-0.21184959493699845	0.3138783096607385	0.27003595381069173	0.4630537993639863	-0.8147119726597063	1.1433327401763125	-0.5351925453537014	0.6596138267773197	-0.27829728283162114	0.34319982160869705
-0.4341417924961893	0.7727448164161981	-1.236216569365897	-0.24824670112566313	-0.34623184067232654	0.15268552665258545	-0.2640077263570701	0.4174225391145149	0.704718801076904	0.5070873175036386	1.090464754355673	0.6925246095968518	-0.32869689182316636	0.05882153596731118	0.9822111552540882	0.37289862634249904	0.8608708392445044	0.12293217873186246	-0.20166426559544565	-0.19789916376040925	0.6341274669627927	0.23207345557129383	-0.20677124352673262	-0.2541645081748153	-0.5161144236281677	-0.4377499527996056	-0.4692711981297548	-0.39685702614686513	0.15403173752164503	-0.41791593866578364	-0.35681410248681	0.42537755431382845	0.13307780624191912	0.8179677968531264	-0.310388731884632	0.237697845135948	-0.11489429606897295	0.9937093641597705	0.30558372813081347	-0.26842869454955715	-0.41911683425509905	0.4173894160632826	-0.16451455642864005	0.38903943815472114	0.19999628901815963	-0.344946349783782	0.7918384237170222	-0.6944699876354692	0.5398927164733419	-0.31660043393070597	0.6097639405418617
