global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36
0.046224774635429455	1.5426722168422273	-1.1317455817602422	-0.03673931806333676	0.3508481681575675	0.03017152512027059	-0.00234576344920859	-0.14144534108861243	0.05570030624953363	-0.36045975327238455	-0.5461925169046427	0.2716120386000353	-0.23147238961671868	0.872861916650692	-0.4417423652055087	0.057856660646528696	-0.21631422158500802	-0.8807480821377242	0.020884722519108608	1.1181330459597412	0.2723958771714955	0.2466386793073562	0.05541104918590577	0.08873125848728651	-0.2160523393499172	0.35607330683820043	1.416636230475933	0.30920602902981925	-0.10707426445966572	-0.46684181249937534	-0.44615436980526774	0.27576362023567147	0.7761684371791154	-0.769385623468807	0.9798978038468154	0.4217703158830403	-0.34556613658147933	-0.05747376625003648	0.4685788508703059	-0.5729715011830785	0.7126703072441599	0.0713931361887689	-0.1376650569027587	0.8308282742504474	0.20765412192337093	1.0588863866088578	0.06442307489761555	-1.464153975733136	-0.29828615810172976	0.0635766481922011	0.9489988629996609	-0.14168848532434578	-0.3084884376793684	-0.6645843836671897	0.40508551432929	0.08947934505811975	-0.5542919368533473	-0.3507114122975024
0.07131170061444343	0.45501776568483976	0.0717666448746507	-0.03972280869116029	0.45906797911391617	0.11885054361119618	-0.08388115684804462	-0.16151537193865725	0.014566185857414246	-0.3190357527118339	-0.6229959756718758	0.4402452771940147	0.22868421602837366	0.5191271635561605	-0.4467880117378449	-0.023297081897210716	-0.5333634385913043	-0.2155705156262506	-0.07918521597837445	1.18632391800436	0.2982839769873523	0.1298817815916791	0.09415064230077247	0.40834395035101567	-0.4433738182461537	-0.05563070635302472	0.5049388736956097	0.4712041549350116	0.03906741270904729	-0.4010744280420817	-0.30873627565843687	0.461498612821389	0.5003086688430508	-1.1860295556826372	0.15797263354210908	0.6673852408555352	0.25947771924098434	-0.725796408726907	-0.0403488065071395	-0.8099455303445259	0.7237915686370481	0.009948166017563324	0.3545016747784745	0.922861349893347	0.598989302074254	1.0685186005816412	0.8317550541875652	-0.8029212333551637	-0.34953511609321275	0.18800439550816367	0.4534659611669378	-0.10034916055039997	0.21951650268082193	-0.9497922041998095	0.2944264599420638	0.4631875093435397	-0.7084645289879439	-0.3573698485132962
0.4392802767237136	0.1199115793266477	1.9574609443704096	-0.08453777856692876	0.4524856313749911	0.05059856854069818	-0.15915362725856427	0.00649512565336724	0.07864871308772287	-0.044888503982638724	-0.45439882037342866	0.4029830746639573	0.003595455407848178	0.03820222408020294	0.06389033541241991	0.4655734933819754	-0.7084661192289212	0.12979988141688545	0.021322601660175907	1.005326548125216	0.540558511216049	0.23628084358859416	0.1433972025954646	0.580838606571755	-0.4583504728725817	0.1622535456309676	-0.49979378109973943	0.14433524295215547	0.31097872859778125	-0.47857602537010363	-0.07645669579452559	0.6274506649139543	0.37205434621974026	-0.953835200779257	-0.4410305909494029	0.26882329920676235	0.3201353170718423	-0.8512390737424352	-0.411949685209283	-0.8155656557596984	0.058740393185413825	-0.4101649511438399	0.6847170646923793	0.7795808336036101	0.8732666586105925	0.8212281919252814	1.6777823040509818	-0.0788976055854738	0.01538813868018474	1.0426419123506183	0.6137763898723223	-0.05629909927663715	0.9700401077618025	-0.487193916993653	0.09588150187876959	0.7448996189359346	-0.8400989142448085	-0.44724311199776984
0.5835230918274265	-1.1002803221324216	2.6791371816593212	-0.30902961680579955	0.5550708765036158	0.02015183009739914	-0.09500925377324125	-0.013770105520157158	0.3199067495556149	0.10655978449793707	-0.06039078114114983	0.12120984240140506	-0.14833925208087603	-0.028339766585895234	0.1708282478067986	0.4208843186897542	-0.2716158935140246	0.49841683163962786	-0.21617860901641656	0.3123394999335775	0.1061600338334049	0.1975709147590432	0.019479607156758505	0.4302237206893233	-0.02058804722715797	0.6415696544094912	-0.45160128968196567	-0.3858310160607849	-0.032880845146217655	-0.3734055148534347	0.21591757499028705	0.710252229026106	0.254969897853581	-0.6012497651535604	-0.8614562987811897	-0.7879734603400055	-0.22220296257332203	-0.6667164255546525	-0.6866311394580596	-0.591590155896425	-0.2997498806537281	-0.5444420981491973	1.1437347636610236	0.21730046124368974	0.8496620523925933	0.42563208860729806	1.1722280044560371	0.3121176106461187	0.1191593457662687	1.4164704107170036	0.6495828432978632	0.24037621155396266	1.1785026033982546	-0.5370747850552305	-0.31875008078944944	0.7707440713702988	-0.9700685173075576	-0.32402319123098633
0.5934413362874494	-2.1324191511570016	2.7170944022079597	-0.28142888339048644	1.006299284138127	-0.08605207669375921	-0.13665864259472948	-0.028618712455809846	0.003190337797797038	0.25794866083788254	0.19906245325811212	-0.26087910102544376	-0.6713592545637276	0.3993224995493373	0.0816331805361892	0.3866835648810583	-0.22308064664273178	0.586627170659879	-0.6308090596603058	0.4788319187526117	-0.35605260892440516	0.022978685657561188	0.20483170659231245	-0.21631056770713697	0.4294631498131355	0.7521572132433652	0.7110639097030285	-0.7770593558120822	0.20920779430611589	-0.22028207762749577	0.1602483609628564	0.46749550629773473	0.41398925803256387	0.2810429444854194	-0.6839538604767743	-1.0778778425732698	-0.3672420362093819	-0.4001177953151342	-0.8761174844767943	0.057233315684676316	-0.2901737315249293	-0.34158844977936187	0.9407771381825015	-0.020429116906566777	0.08796041524346714	0.3032107991700771	0.3403684753112501	0.533242306385082	0.2934737087181131	0.902822032700773	0.752523074739769	0.7445023572296666	0.9646739551105437	-0.7015052011110736	-0.3181321624108654	0.6700164022899471	-0.3679450463116733	-0.24273603549884093
-0.00804517124431127	-3.4158510255586174	1.6000898613456038	0.10020495918431604	1.095854807767559	-0.04994102098420284	-0.12074582854776908	-0.06671219200250836	0.1394288802777428	-0.3326850997372225	0.041668813647130945	-0.6752610151999646	-0.5481930418635016	0.870341302739449	-0.02429004606999105	0.6923270588342899	-0.23590536887155594	0.48101164800893925	-1.3626795713669242	0.4601939631397656	-0.5436089547966758	0.023178796380541173	0.04036950504176258	-0.431008656776028	0.9231032896353427	0.08844971211989423	1.0084749003754505	-0.8889102284175114	0.591538952379721	-0.1850260721795601	-0.12355973718808985	0.03659016174120367	-0.40513745791012706	0.9193311442096025	-0.3695360028723481	-0.6707639198156109	0.012579181913314088	-0.6132834604591495	-1.1024034354881482	0.3460834577917051	-0.15547672602793486	-0.15515018911225292	0.7568803022347368	-0.02921810256643849	-0.5862816879399838	0.21257231030018517	-0.08585619171949257	0.3319517507219847	0.3687566026780646	0.31531327394031317	0.4806340160901001	0.9809656087486733	0.5855918215896043	-0.3580786019675956	0.13137619445624718	0.276333840744364	0.16337023046719532	-0.2946823550859507
-0.8754452974522757	-5.167635172968128	0.3359906936058882	0.08610132360098198	0.9178438736291429	-0.0027047984897250812	-0.04548905663833751	0.3016796450295264	0.048706542127844976	-0.6443403517347538	0.32617501549169825	-0.9724515661639949	0.03653988394452074	0.7117448180335026	0.021243137529120874	0.25595078061050186	-0.1627018683635845	0.5383200089688979	-1.4302422011535252	0.5124505818121231	-0.6429464803362194	-0.043151641116605445	-0.21717528073243095	-0.3602663522931077	0.6775023557343194	-0.9272418941903701	0.3995217162895052	-0.19559995889677348	0.6128208529645774	-0.32608351952048664	-0.3060811509091888	0.06542466192068315	-0.6712872249783282	0.5941606865214055	-0.41582592678528363	0.01942990096541061	0.4487503712715743	-0.927424366550616	-0.834696609072623	0.08196727850809862	0.08846059213711567	-0.011677657068911827	0.4971796295795696	0.3108343556951964	-0.603826423317805	0.19645644231408735	-0.21718727533937948	0.7235287442617903	0.03429962762898566	0.05620447554948581	0.15104381234873301	1.0245718080779467	0.504045355389786	-0.15412669736449175	0.3061860334150843	-0.2562821087219937	0.45033156971688515	0.07756430593474704
-0.9543530827153786	-4.356374789769855	-0.18936363123031463	0.24187945777922482	0.8435770822551255	-0.08600099930967961	-0.16768903907062782	0.19702506709217754	-0.026364861345724133	-0.8279746066374648	0.4241175486433767	-0.7834782089499052	0.6433471043179145	0.23012096269411683	-0.05003884724488566	-0.1437537705410453	-0.22410972945078922	0.5419758630551207	-0.8664718054468029	0.27473584959581787	-0.6882555112194915	-0.3754938556273701	-0.33753886005555955	-0.4311511689642761	0.914677819440689	-0.956861479459572	0.2354760401892559	0.32533561837249236	-0.02822004372680945	-0.5069080652059919	-0.5472543240030586	0.04269941840331185	-0.05717387147667052	-0.08803492160731276	-0.6862513226396504	0.4445050520476358	0.25667479117743536	-1.1817569587947028	-0.09770361525852726	0.1031465887663847	-0.249033663584403	0.055458093423567105	0.41006321862238737	0.33685773825730786	-0.3614304914126916	0.29241242115448574	-0.8266482167354252	0.7082928105346359	-0.5684825850985588	-0.30296971945933093	-0.18138701731174683	0.8634594275590678	0.4748449595749763	-0.07939572634818316	0.06201358480333829	-0.33015618606132013	0.8165775865133301	0.012094943731277567
-0.4982517250004024	-2.2600091071742225	-0.9495073849882649	0.4951469832672676	0.8747461970942728	-0.18853798832971544	-0.4171091270603525	0.10614079399653753	-0.02684056239198892	-0.4467767893492132	1.0889678607033706	0.043499827564369244	0.23328746611562576	0.3150629297683863	0.13807675616665774	-0.14720050569621465	-0.0006529855287182898	0.6350480513221733	-0.48283623062978603	0.111351685967193	-0.6204988592674867	0.06428014969476453	-0.16954541383732596	-0.4427550453600783	1.0670187970311062	-0.33970048199560526	0.5476690134679901	0.5498222072459554	-0.10076589067538026	0.14780001927119565	-0.09071206495492593	-0.2392887829828747	0.8153050784326134	-0.8630307988800998	-0.47409552020749574	0.6579828495156188	0.01014026635796742	-0.6509072540391522	0.6655152130865061	0.1703066386590091	-0.43054262934317	-0.014892652387016625	0.30922291691523107	0.3693310483703738	-0.5179363596043152	0.7215930617868659	-1.6279905978856835	0.7196489542512795	-1.1311112898213667	-0.17742584103112957	-0.2641961077742832	0.6037758136290841	0.6034393574024481	0.1032346378981633	-0.5211829387436155	-0.31213586514170094	0.9418280953229604	-0.5359699266673099
0.29990532520889424	1.7661734745018571	-1.147562289939414	0.6698707915616195	0.8508016825524607	-0.18544522559933715	-0.48156682487635755	0.09114438844208693	-0.021408957344821358	-0.46353355576289224	0.77281570070549	0.9418049956281641	-0.4838995719962496	0.7148594261566813	0.1582757839953938	0.0446321518379539	0.2394360719922748	-0.2031833435777744	-0.019527241332900503	-0.24274362127789853	-0.403642278097256	0.30353114764822	0.335092971452905	-0.3187322102145596	0.713884766448903	-0.1029821156453532	1.0122080760226901	0.2799264179505368	-0.20558686036764026	0.1832515381991483	0.48408714751014514	-0.10658047763894293	0.9963661544688311	-0.6826001796519886	0.4050489681168871	0.9293047966566799	0.2548812508946999	-0.11360747601157238	1.006541896282806	-0.026893569839276366	-0.8249940184441621	-0.5230738774947415	0.06740426655911506	0.44939949959304054	-0.08119912119404495	1.1913583647532502	-1.4001219626606514	0.14573263167851083	-0.5100104835881275	-0.04289509180979357	-0.7581988881813102	0.12321500677184864	0.16906261516302307	-0.3119048399503127	-0.7084602983135407	-0.10747392948705238	0.03802085151499196	-1.0134665305685948
