global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	t_comp_cor_00	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12
-0.5615153470527583	0.0873306796846538	-1.0925614770462215	0.13698751756416952	-0.24264623668415278	-0.19900758860845869	-0.01959790851357708	-0.10443074514561466	0.029400390351379715	0.11529560871344172	-0.8208095593833742	0.14692951138986116	0.07618916003872489	-0.531480786522659	0.6199373098997408	-0.3230291060296488	0.42672602896889367	0.20873921915870863	-0.9312257518662601	0.5846975087150149	-0.007962518507535947	-0.4879095610900169	0.5899983725337526	0.2818134449438888	-0.3380803374726039	0.024457411201360912	0.12610647992080817	-0.8464144203838548	0.5120793437468844	-0.7684963034783658	0.215183034765763	-0.9747259083204347
-0.5610448715169883	-1.3509242223436428	0.127348117877506	0.06201840660712292	-0.41548835216528834	-0.05650402627143783	-0.20648207092034193	0.040543024685248855	0.18924650245567737	-0.25626774553058446	-0.3547625374907945	0.4295927506490626	0.05599477707779028	-0.24515126075337695	0.797723501447715	0.5641371440180032	0.08440135288490132	-0.17761681957854547	-0.47100435614536795	0.3785681708712118	-0.001989711090924175	-0.6379879889058059	0.30817956109561834	0.5040925290451612	0.4792033877643006	-0.15760182640751172	-0.307986891484327	-1.3690224534952458	0.7063307538210561	-0.8153721598299778	0.013782064962326729	-1.1177012684466268
-1.0373541996284592	-2.5393284646315206	-0.3023106869147001	-0.22727223507024213	-0.24181317417942463	-0.1012171931904472	-0.1914190684670816	-0.05418795609725069	0.23376093936979153	-0.5104212717508807	0.25240970706608845	0.11357911839972717	-0.052103996520226986	0.16895065685053692	0.6513994292459115	1.0150992755264792	0.20720219343641708	-0.45690796494376157	-0.026764386627822972	-0.41414621201389334	0.05473130942935427	-0.03132913065098944	-0.0910691075367273	0.8477125541882995	1.0419801800628097	-0.029346955328596637	-0.4881028061604875	-1.5312911253314603	0.2385738169584695	-0.42051119836928774	-0.2105397363684121	-0.6535848474474337
-0.8782204877554	-1.8370210244584262	-0.5082468256009156	-0.3126281806485205	-0.3603227996429186	-0.2725773664406781	-0.05156733517785417	-0.08948829071374192	0.1514050737842353	-0.053237030353228194	0.24093885633270531	0.18299553118201703	0.37427210109249176	0.3739242132159522	0.2606341997350678	0.6118655198765706	-0.08177988537756994	-0.019841310511831068	0.2189396623921327	-0.7695183082690831	0.17247575471517143	0.40929551693769506	0.08590248706783409	0.4895360196632847	0.576057657940856	-0.2133479120135058	-0.1720892402146523	-0.7506538441769799	0.2453834045533578	-0.3854372604007756	0.16963672871227914	-0.08917899931842287
-0.696088915172745	-1.293145909338578	-1.3322326572473604	-0.3217043820585781	-0.4226723675673872	-0.29656431012853424	-0.07971409026993329	-0.19630186372021957	0.2072158156669991	-0.24708828033098107	0.08369409688634485	0.3728479237642843	0.39705364025084905	0.16604737992139876	0.16511335558302404	0.18681607286273996	-0.4425990020807244	0.3842048774099594	0.08825838603218639	-0.99054820226589	0.375430991650663	0.24426784271846325	0.6446354452479359	0.3980168798948462	0.08987426996212287	-0.47024750053938413	0.20955817325271905	0.022139048057855604	0.16884989465322567	-0.36850484725892346	0.2633567406720413	0.0765968388334159
-0.022767592612336213	0.7212912961531459	-1.3068678432360614	-0.34232307537232315	-0.4838569126427505	-0.2421835818778702	0.08220510483842725	0.081749659233945	0.45238307224078284	-0.26046321162097463	-0.2629470895536406	0.10153316541708463	0.009964443569517954	0.6618266048917315	0.077533751136918	-0.25778465122112176	-0.5107553618751799	0.5431973511993637	-0.043244563149122145	-1.0583296248580074	0.1288470717596661	-0.32254103590367994	1.095545305078837	0.19033400618133833	-0.6929364135845925	-0.8864398510048622	0.32550566854680507	0.28961633652256646	-0.26296237195853556	-0.10892513855896431	0.2312859683041407	-0.2041245918145097
0.30556492190226314	0.6667065216870758	-1.2227379009920947	-0.34981528624449015	-0.5776547949480083	-0.5982282166562376	0.29376637181392684	-0.11350302580355126	0.4655990326997117	0.12077064590563077	-0.40399027507700985	0.0083299297612769	-0.36615073118485436	1.0848607703043585	-0.45231824364493933	-0.2851839808466524	-0.42469504999031144	0.4183252636751328	-0.15156523215421794	-0.9752432593510735	0.12104961429200412	-0.19069511609320502	0.765952482769361	0.2257794464240947	-0.5112717299609848	-0.771565982936753	0.1490914814504847	0.045816100166435544	-0.45542639981300953	-0.10501793314014321	-0.2236352933378888	-0.4374060683999386
0.12427466608974562	0.5742070458666715	-1.0479141359719173	-0.21490280520485358	-0.2871838847664293	-0.6422615655347939	0.2679749485337024	-0.12356926193235171	0.4162278009887827	0.388487851912694	-0.160209211505891	0.1432011379931048	-0.34281573144496713	1.2612755331904855	-0.7994096071642189	-0.035630437992148475	-0.43943268237596317	-0.056028693714421596	-0.0017305860139575201	-0.3823545915306294	0.17977104752035145	-0.10892523487361465	0.3725997156543239	0.07591272891807958	-0.2766538854301321	-0.9757049180831627	-0.04198612366227644	-0.06401227295718408	-0.16610909809516017	-0.4951043006533273	-0.06654335882444436	-0.4691687116337581
-0.27753927907809206	0.7741711786515394	-1.008308733425257	-0.0873300044768549	-0.3252851856933078	-0.5501129560593077	0.25386331817203245	-0.1592072873718829	0.7035519362544804	0.1828074431939803	-0.7996594748728953	0.7487339016984638	-0.9035360636394175	0.7165889409090584	-0.04677418266735086	-0.10048486300155525	0.03668513953105068	0.04519404628885454	0.22253313767514113	0.3245833942598795	-0.15389495867273445	0.3317184112836554	-0.12742827299687684	0.35931802207268715	0.25005781628252316	-0.754834677997577	-0.2040665688538013	-0.13278240046229256	-0.10595026003233432	-0.9545163345974625	0.48933916682810036	-0.28101909278982773
-0.3824936673551601	0.21183025726032464	-0.17668982589557913	0.008710076370373354	-0.31919589422642086	-0.5667346422382862	0.15031291906854277	-0.0865453781280842	0.713234057549656	-0.10592785460549768	-1.0209285414672102	1.0348234789965236	-0.8875488787515833	0.23398987631347787	0.6747477236941405	-0.5409714887334853	0.4095121067470561	0.09993565317938104	0.7598796518526066	1.0027924919060034	0.3044733787528844	0.23529178112485874	-0.32193459564855714	0.3154425947920936	0.883689385876211	-0.5625047260212775	-0.0831050662764444	-0.6611601034146479	-0.21160939172606047	-0.8302156706984634	0.450748392119734	-0.09107942054118837
