global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_41	aroma_motion_42	aroma_motion_43	aroma_motion_44	aroma_motion_45	aroma_motion_46	aroma_motion_47	aroma_motion_48	aroma_motion_49
-0.5735641439063485	0.7621525431950142	-1.0706932798134297	0.2873842683051252	-0.07647796419465731	-0.20624442892356254	-0.09994068651602939	0.045056454155124534	0.13565546221409494	-0.05279519506903031	0.7492467336999037	-0.17214001857480765	0.6025505467769153	0.1986573676927086	-1.0525219476455263	1.0575244696075952	0.7035306587711893	-1.6232378427955552	-1.0168297095127048	-0.5337310978605964	-0.3675667993741621	-0.3028533113010998	-0.6134766156313984	0.15521609668555042	1.0567896378296333	0.35976732317968724	0.6160303388798329	0.06468441033298754	0.512778197574419	0.5888517071746727	0.410125094255537	-0.2659973213721727	-0.7789207162666435	-0.32706169411541947	-0.3925200758687104	-0.03908320156975313	0.09234358280903024	-0.21648652421020756	-0.028700009850928895	-0.40655882439006663	-0.21391916548988202	-0.13509110249921685	-0.5526659966661092	0.07768849506653862	-1.0398576019177785	-0.39428306738573093	-0.3145492642401475	0.23214653399200583	-0.86108303655247	-0.8436485575007675	-0.5543473199453651	0.4625496492627937	-0.014196968551192143	-0.38006053947166796	-0.6671156849240434	-1.4154674027411278	-0.735777980744073	-0.42330961212392404	-0.7845717390907038	-0.09753765917250654	0.35629786764499566	1.1881193043777976	1.2955460988490555	-0.059825280428114753	-0.15038412984830563	-0.5129747182827851	-0.2958649801866484
-0.45197970605602433	0.3392011271339561	-0.9623530551838262	0.29075720824291784	-0.1181200125092176	-0.19525439372416942	-0.10471858957937585	0.1078276042358873	0.6558684807900639	0.08917533175209467	0.20841770174602425	-0.1912548941855572	0.53326620583482	0.2165783148559616	-0.6598473934625333	0.8283167566133265	0.7128472970666546	-1.7341850251234747	-0.631405047422891	-0.38794610463176255	-0.6246920792119074	-0.6317331624798997	-0.8279607907504392	0.23826217067483726	0.7676556019062933	0.24058632855733936	0.3707215236440203	-0.24620950341550457	0.22666795527602107	0.6722212350993805	0.4177900620918891	-1.043811256115461	-1.4209180650105315	-0.07992178795570108	-0.6599281287170441	-0.1534400464361813	0.012845531676453434	-0.3091244088108965	0.4182916831289745	-0.6344036248337468	-0.9187492784202731	-0.11035474411053753	-0.5029294253591722	0.07555710979874988	-0.589120151217637	-0.5898314994651485	0.017057112330768974	0.24610622283781383	-0.7264498126453277	-1.1380364500803788	-0.42527898937817354	0.5556343461206801	-0.8621933137781795	-0.3945328645830125	-0.4123982586032306	-1.409050528206467	-0.7246561742819704	-1.0188257124939293	-0.3095678488719949	0.15982506825274215	0.6607453093953329	1.0342304953057533	0.5108269507626252	0.17189967403633796	-0.15741599801257605	-0.1263918920155341	-0.09565446702682187
-0.4551976285645526	-1.1340451269088572	-0.6523950580440462	0.2281113230576742	-0.00865742770099888	-0.1807852228202129	-0.1507591316131157	0.16397064193911895	0.5732815756586409	0.3112421067599514	0.10240088504457197	0.14722320350074639	0.23311323671995873	0.16289308989996443	-0.2442898142410776	0.28970615435112096	0.6145431190060858	-1.3519786641292468	-0.13024972382334102	-0.43788503279745694	-0.6849589829598615	-0.5781903749523502	-0.044488655343995445	0.7753059882165042	0.6027413886487621	0.39166977173609685	-0.13002095458614046	-0.30456399978392623	-0.45284562415704654	0.21823410107215932	0.5813622333255162	-1.17541027710087	-1.4395839261801393	-0.8267671652893405	-0.7613354072107843	0.05230078686364506	-0.31968462683155335	-0.6159792800809647	0.196499423571601	-0.14297009520933968	-1.4060455609123361	-0.19040489579552558	-0.3292307711496468	-0.37925747556340555	0.1428605828440188	-0.4795485388758762	0.6511792644877007	-0.019453051321886676	-0.45489435444269205	-0.49172311840516225	-0.5194633155699931	0.5098052316993651	-0.6501406452640315	-0.4370821834739922	-0.13459795848048964	-0.42637936411719995	-0.02168589548262777	-0.9710027865861146	-0.01730087178047114	0.17336861122684538	0.4332278063487309	1.12263036109205	-0.14859952402372778	0.7884556501026068	0.8069122811020104	0.25660294494427377	0.6256372764501751
-0.6520120573917174	-2.8191144516993236	-0.1916665745852954	0.19969393928445983	-0.043983038705660484	-0.31768815051649535	-0.2820836978017757	-0.02893876232969564	0.5284955766166927	0.5697125222273076	0.03816661801875887	0.14390101777573477	-0.1060610472008572	-0.08398210995736181	0.10691534379832922	0.2708779664858206	0.49476450188958	-1.030940858587952	0.3892212402501083	-0.6153577473210291	-0.4496673620670823	0.04555150238603886	0.24118641628096685	0.8380459392689352	0.529089150643182	0.522929594562888	-0.45697298812742576	-0.6751957306450154	-1.0038814567424843	-0.022136465448444356	0.9917909780458479	-0.64632845288429	-1.202770638349315	-1.0721460907898115	-0.6952801537786525	-0.13704725383419097	-0.4795084916620387	-0.9067739397134622	-0.04067819738467802	0.300124954374086	-1.2863165934383274	-0.14680860903398701	-0.11405574385386155	-0.8240650277671081	0.39679136242289187	-0.27233721405167244	0.807797717183055	-0.40178786993294796	-0.1722679925205224	-0.005113960440788446	-0.4411592854459309	0.46506889539687474	-0.16691987738916628	-0.2928442372835409	0.011606125549983432	0.4101881161208771	0.6622581517241822	-0.9023783110021574	0.043272492139519815	-0.04126322178277198	0.42543043683675175	1.0280304792607966	0.1591770958985111	0.7818622486259565	1.40053954078543	0.31487522361140385	0.9463392959699232
-0.6809567467206963	-2.9202591397676114	0.25519755216164663	0.14281037371617974	0.029784873651605377	-0.23964272497195943	-0.2524192549258512	-0.06585224113836516	0.6204465984232629	0.7854034828972433	-0.12164910263188786	-0.37163965668887156	0.10655033694636379	-0.4165744956436719	-0.05253098761535609	0.44808811565801443	0.24665093303039448	-0.7443182163367377	0.5386407707401561	-0.5826702074404738	-0.044474946277124276	0.42760683053824766	0.5975753815410296	0.6829975698791354	0.6788643784736957	0.5238810281204768	0.0013216105058654862	-0.4660529979501454	-0.4039724015177914	0.2284928081750985	0.5769253788986776	0.09380355905957322	-0.5486477641915619	-0.5426495723417047	-0.47850830685237317	-0.31660754170488054	-0.6687200091700533	-0.6078441667131567	-0.1929812404474614	0.404880694844328	-1.1748556546134081	-0.45376831473017887	0.08605519276932826	-0.7480572562798655	-0.42384886292686996	-0.13973590613512538	0.13116997292893212	-0.5212392130372864	-0.022325329350170307	-0.285025836807929	0.0860245729341523	0.2836206470655072	0.5532214459933019	-0.1679679751157603	0.07728277648132334	0.4626580175378592	0.8437884070608043	-0.4865149441786547	-0.06603348373576222	-0.3969785378150608	0.5480483385691028	0.41962871337591784	1.003252282692761	0.12284816904748895	1.1474902484349243	0.23802918921371458	1.436506568418542
-0.7773933952487597	-1.1331697155807108	-0.4995388207702986	0.3117518496017486	0.06551318977783391	-0.3760092234683395	-0.21475341070521684	0.05243374952851215	0.64596614346977	-0.28664562214939066	-0.2569151424290407	-0.4732306748527107	0.6537173540910162	-0.2949495402699585	-0.5422261573683492	0.23156480622803138	0.09832565935792832	-0.13170388689411724	0.33382856933251537	-0.5236384107444622	0.3717815301240291	0.7499339862215175	0.2657244171822373	0.4546904106677231	0.28265416506891067	0.2074829680126214	0.9162185053309019	-0.4612978211009662	0.7070763143574785	0.1806419817658943	-0.1947898512387097	0.31523149568543646	-0.21051018692635318	-0.2651850203076567	-0.449206165719869	-0.29226371103578647	-0.7665771007189836	-0.16863800906578785	0.1011885656652741	0.5924287071977512	-0.6636951267996821	-0.6003019917049666	0.3055479492090221	-0.49154748856223945	-0.6279146096103575	0.23240816170499465	0.2517754531671754	-0.7039311237017001	-0.14324348622076918	-0.8276504843939511	0.34005492406363147	-0.11202398005955877	0.376878278761616	-0.11467132569648222	0.6172205846563033	0.32417917990196166	0.5829978756377079	0.04179123272509824	-0.09988401902115868	-0.7276576986044139	0.3086234024482647	0.08056827108332892	1.3556437343980292	-0.6090077092107331	0.3065045965474881	0.6150099146242498	0.9966636586200582
-0.4685482529795574	-0.1311161038850722	-0.07916563565096023	0.1707474422872694	0.09624526150675244	-0.2804072654916814	-0.2538000260835721	0.258554276254062	0.7051616898397621	-1.278064920974172	-0.2439933344406919	-0.5205221262801228	0.8964270779002879	-0.28680572575505586	-0.43018245697322277	0.04848778027673916	-0.32449271454740036	0.23191741236168514	0.38186021295429756	-0.35693079124693267	0.47823780889746687	0.33944694869856834	0.13374978985658856	0.7027871872185902	-0.18502874888104232	0.09074834987456945	0.9281309378569744	-0.4244051258800862	1.3955872521257002	0.12968170021137973	-1.2473905835156276	-0.026401434827455432	0.2507005018622312	-0.9280088645404426	-0.3369081287622785	0.24714605185627733	-0.6866700925134152	0.014076260136223902	0.1382225848534999	0.10634743370023364	-0.15885137597215032	-0.8707090058786826	0.15384044375291894	-0.15003939092812424	-0.18710667880095652	0.3677640446409373	0.3491958210489222	-0.6186941084954015	-0.09329396768303462	-0.9277431221428254	0.9115249409258026	-0.568751686972571	0.39790397724558113	0.048951686450440436	0.652647128057943	0.3552542054285931	0.35211736437992075	0.8923685071732183	0.2869295164141786	-1.0725343681389796	-0.3741758876650954	0.14576702157922247	0.6507611091901472	-0.82864435767576	-0.4697071803711636	0.625887764179247	0.5056085892858102
0.3983964633735925	2.6702321577951142	0.06188358925478371	0.16070590245162053	0.12954630719356958	-0.14337515982256618	-0.15243217593318645	0.01949977700133454	0.5536050571071047	-1.6400265978803643	-0.0872890424270995	-0.597581776207099	0.46396408748248635	0.17147800517811335	-0.1239443127981145	0.2158677973495597	-0.3331103348713847	0.21829153066992313	0.5343433704025907	-0.45305398788120194	0.045447942332436785	-0.28811051545218913	-0.038048046265347524	0.3159910570458659	-0.02264972843587418	0.4869454524656246	0.08107407418477083	-0.6803094091007924	1.6822793713415003	0.17637356370844284	-1.1041332351186552	0.0038433036863451094	0.12944074976119016	-1.2732024244482592	-0.3473176856938441	0.2663601350522912	-0.4638821627086394	-0.11565220984675176	-0.11103446386795651	-0.21048177294721676	0.4195528857204122	-0.7587295077056382	0.06816233309442543	0.11643362602420802	-0.048698726400354476	0.33838507372555604	0.8556780454758582	-0.36243915674151583	0.16720051842094483	-0.8809887637190947	1.3015105278814958	-0.8424154261312472	0.4325099897834734	0.44050660594850966	0.41067306106356116	-0.13140717151356832	0.3302008768425585	0.874915789017321	0.22567359675799442	-0.9711249472491572	-0.5100334498488447	0.16313683502454338	0.13217066657410304	-0.6950297037219874	-0.87952920692602	0.6773631157846919	0.18357465189127867
0.7197081440054561	3.507723271799816	-0.0879437948092539	0.07679014937114034	0.21435283029806534	-0.11570532356509218	-0.11504331648974064	-0.18555070248575867	0.5672150283385285	-1.3375504127371811	-0.14103554721803527	-0.4204507891661275	0.2497931391250996	0.21539130134749393	0.2404791191106906	-0.0749075921945709	0.08706825422159097	-0.25530146879013993	0.6902508769229533	-0.11459933448190635	-0.6701744552610216	-0.35053597417693505	0.06392308865224006	-0.5210310685231306	0.5292672710948971	0.6348676919686944	-0.17598026594446473	-0.46798745958253307	1.2796879355548259	0.12387129172377039	-0.668322098028249	0.055060575355656054	-0.2950532409128091	-1.1034350108030908	-0.31385402522591493	-0.0776717556145808	-0.47656155049219134	-0.5114050743381935	0.007154968389260759	-0.3601101684326022	0.7241062474726455	-0.4025070339401112	-0.13690711744233885	0.5154155895109866	0.03566142148127582	0.23774583404122632	0.5806466916134762	-0.13858579122667225	0.40704862162734456	-0.7691814219244338	0.558678596818343	-0.9503969157129346	0.5793528496808835	0.13336193084945572	0.20245480128199936	-0.41273193231180816	-0.07698873383219927	0.19231800840597896	0.1369094942845505	-0.7750026099240279	-0.46664074819823775	-0.07395393422747076	-0.3674167939550154	-0.5887350070422444	-0.9356641634581352	0.6081340614909979	0.4423833738576362
0.923298456800288	3.0783422089840538	-0.2491048485811473	0.06458769229195958	0.15588470788441572	-0.09553841546941529	-0.059397385561903576	-0.1910922819253546	0.7782292137663995	-1.109199438822144	0.10159959670029685	0.03358024606160722	-0.07387567690065322	0.3720714389890907	0.4232288676616158	-0.25538304327916983	0.002882780626762724	-0.7366963737518106	0.6836147339051889	0.3332670345874214	-0.7947424373048996	0.03189169455375642	0.35539591242741897	-0.7137514927165801	0.6764105814801867	0.2846331320189878	0.12566067922321592	-0.3576027917464928	0.5614928417586739	-0.051530555585808144	-0.5350557048400995	-0.250632619102366	-0.529872501321914	-0.42515243902303385	-0.03979697151845392	-0.08273283415685756	-0.4015376260851391	-0.5526038759536112	-0.19759017812188073	-0.45559902609393393	0.54956541339083	-0.319631250477699	0.2548613740113746	0.4377201112392143	0.159668962247052	-0.2704776078268214	-0.19996115452172544	-0.6677888844582189	0.5291804868627201	-0.7117256386987673	-0.19991841601402552	-0.8926248735511557	0.6787402483570754	-0.024202008517344182	0.11494012159842146	-0.2682110289457206	-0.24546559288010128	-0.32645111936191884	0.1435540313427224	-0.4320435933660983	-0.3384029167221379	-0.17700620390322644	-0.2823655890251801	-0.3869039639681379	-0.9749938841330902	0.2513376839648915	0.5449784196069525
