global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15
0.49817642606034107	0.5947484451423626	1.5780573569508947	-0.005915127914470145	0.2876309073448691	0.10871215722077206	-0.09921793884680646	-0.06503274213080655	-0.3074633187960107	-0.3403491985791438	0.1611776787896842	-0.6936066130652062	-1.0427769890497256	-0.9660209748581685	0.4475673056753857	-0.25556777107096135	-0.909769425309963	0.3141298792604271	-0.3020578209077366	0.1069792354883059	-0.2757192867330189	0.8174284433344191	0.46066436420725093	-0.055809012289620215	0.18531606499457895	-0.41195192663101465	0.8970425428710871	-0.671748944082673	0.19801312279105718	-0.12569962434587342	0.9886972115436392	0.3512384443696091	0.7387496910578893	-0.2128567826440374	-0.41157853044384507	1.1825276450406121	0.7908907573178845
-0.3665828358306438	-0.3272576743904674	0.8355736910637905	-0.0645446658604494	0.3555614809062747	0.22913940739053879	-0.23900447625078705	-0.068736023346531	-0.030964755807812216	-0.2503826109934854	0.34288502035138946	-0.5249155701218944	-0.5964884050996226	-0.9165929073642771	0.37762836230330366	-0.6028696084777097	-0.3664176677532813	-0.1116977678673203	-0.48958922913646513	-0.3497609320182752	0.22824258041973508	0.4875626508208899	0.5683159285132148	-0.30773859304822154	-0.31078175431174737	-0.48909747151170907	0.8271025763307815	-0.7483894022396792	0.4110722001068832	0.022353713888090553	0.48600350123927044	1.2397738708419852	0.7610181222622907	-0.638554637064869	0.14435175329568745	0.022442867752435546	0.9419592381104487
-0.4609206786762792	0.007465979582681068	-0.6295085485373966	-0.20389250119123759	0.32852892411148626	0.256360233891814	-0.35468860911464384	-0.10102708447717147	-0.017395801065853166	-0.35101684266264227	1.0149372933784933	-0.16552457104827073	-0.06916179741357036	-0.9618140602183882	0.4525361207062251	-0.4669759118116265	0.42883719258544206	0.06392302175243302	-0.1961872159328961	-0.6938197145602726	0.7260373866124731	0.7869177933029362	0.5015252294358782	-1.0469370542685938	-0.5611062263025949	-0.535789664808924	1.0260662278635195	-0.6198368276181319	0.4898671001955107	-0.14431470964232082	0.019412744246947087	1.3457383886247298	0.594336686195833	-0.5180857859915136	0.5957568467592048	-0.580467240131382	0.34383801752025606
0.199455095895295	-0.35947792789416827	0.08979246741222346	-0.2526625569758702	0.3830821794210988	0.24320720629502424	-0.40640228064906153	-0.02482244963968301	0.053854845173880526	-0.3932082942333824	1.781908850301431	-0.024992242370328425	-0.0009108156826076766	-1.0954428217387586	0.36877693446138743	-0.3650875261559783	0.8383647995099027	0.33288800128886986	-0.044004037045905164	-0.560029065692201	0.4889691856624378	1.3503678974178048	0.8624320777579622	-1.4256944345317608	-0.07966295471909703	-0.19877588475974323	0.38891443685055993	-0.15339776671842953	0.06195311924678791	0.0348035516492202	0.0917808688913639	1.0765223527796737	0.6582260316721152	-0.23229240154675565	1.1869798478658422	-0.8617060885821528	0.23628184186828752
0.4963380309691331	-1.1712065287315894	-0.1465468720722949	-0.20619854310610822	0.5228231564093324	0.2610776864575411	-0.5259864966007711	0.016394350107582313	0.040928197554443026	-0.22162189084123593	1.7889345892343163	0.04179042115312876	-0.4771561189874457	-1.390796784129213	0.3954487163088335	0.021511419853141662	0.8934078011261174	0.57238940022971	-0.4735332004382338	-0.6840683977284657	0.1301884232005964	1.2560078149683156	0.8419639660736801	-1.224643967901309	0.21629251626353416	-0.09515134227245653	-0.3238881072111094	-0.2213445548266474	-0.3243423632647948	-0.11314334971002081	0.3575810262278918	0.5019681182368485	0.5855868664209991	0.4595270768537918	1.291943200802446	-0.2669572754024303	0.5460127227737303
-0.0831476133613758	-2.1396490153415977	-0.3692861530349283	-0.12243665731807375	0.5434322832553993	0.16508201608421594	-0.51266764412019	0.013193638799568709	0.18801934110735474	0.3131405381148389	0.931122802646652	0.17159310186907542	-0.8022233829558635	-1.793772525049294	0.5267240611306441	0.11416248926198339	0.669780256162644	0.3029754997382802	-0.8636379278182852	-0.5603689152082664	0.14670274982932044	1.214605754149698	0.9717124296076514	-0.6982832464788123	0.30466452397872074	-0.1189406976054898	-0.3927465266197227	-0.11440138259149245	-0.8026285536649859	0.15009936771538826	0.21630408117853103	-0.06309549868397381	0.2220476441768761	0.6505864122282665	0.9193288139707905	0.2234384716024054	0.5032725825258618
-0.7251300223137618	-1.789871738979	-1.0054871335042128	0.039127335808281524	0.23141060482324566	0.21750531677811458	-0.23765823606830044	0.045670863945352524	0.17775291662983336	0.5091931233188836	-0.03686685944432112	0.011550418552008012	-0.8101725983174256	-1.6805568313391936	0.3078146591572609	-0.1780424057790065	0.6062976202665256	0.2912929710194468	-1.129059904776181	-0.35759501988090797	0.2219699096401902	0.6492093482950321	0.8551102243220317	-0.053355068407216155	-0.16471311188676555	-0.049911712151632086	-0.4159699952484996	-0.10464598961810864	-0.7538023098079598	0.5183980264095542	0.21261490668093927	-0.6103080002114525	-0.3040247031872311	0.4561209667241088	-0.18189108863151024	0.3114162828898768	0.20095011622187509
-1.0763479975639922	-1.0711692285933547	-1.509971797248	0.29811566883680807	0.3167833395126808	0.08516164108335841	-0.3349617557233515	0.03109496568536247	0.18613838034065006	0.4094633154521763	-0.5383588674877408	-0.19912960051165174	-0.4428082059421018	-0.9603724572907827	0.1151527230690236	-0.45097596630833653	0.6886824476926183	0.06880191869610118	-1.0313556700461308	-0.2274276309197849	0.30342414117623545	-0.21354010663497935	0.5287983478695307	0.1436899979021225	-0.0129438936274899	0.33152943201394774	-0.42593343463086436	-0.2547277047664245	-1.0070710474337012	0.6236931176342777	0.10490034268847907	-0.289035929636923	-0.7741304769018763	-0.025622347035427085	-1.0550855006610527	-0.18056037465977362	0.22230413384945713
-0.7890610837279808	0.5857929374314164	-1.5952357113747473	0.25522665405188294	0.4476790622019169	0.4627978003013107	-0.3350375147383283	0.01966131334338598	0.27840890087274117	0.013966584669658859	-0.1791543840696116	-0.06333729021687967	-0.28850877776894857	-0.13806253036601834	0.30162046731816544	-0.8351647148621221	0.7836835533135135	-0.051711728441014716	-0.638738310822299	-0.266669171493008	0.2512666735094169	-0.7734818023393634	-0.07952115912425223	0.26827453274452073	-0.16394929084902332	0.18972121482299803	-0.6755002693353012	-0.5525917445122097	-1.1117584291704405	0.14171795463647613	-0.2947920345929656	0.033854962465062276	-0.8598336263118698	-0.6361963608543927	-1.0778241583026147	-0.1109971373951376	0.2219158227173352
0.023397883873258918	2.041545375949492	-0.3957595518460083	0.26592660418587966	0.682427302576247	0.27150287380166604	-0.34930933718567725	-0.15151479137941412	0.12839558733140394	-0.7185193732868507	-0.19190526079161466	0.19403850515948562	0.30448886264961084	0.6437885411624841	0.8106944080826957	-0.5614433472320672	0.4835434342939577	0.38062174828505235	-0.18218553608204588	-0.36393266454637935	0.11160905773109282	-0.9847059492993008	-0.7124270106006588	0.27399136175350725	0.02444841002086878	0.0359769059712681	-0.857158862015684	-0.7108805297164981	-1.018268103354829	-0.18145380249387225	-0.3465650971118909	0.38399906363064473	-0.5752142597404477	-0.27645238021059243	-0.4788687257427223	-0.5314831167932652	-0.30689078722903285
