global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29	aroma_motion_30	aroma_motion_31	aroma_motion_32	aroma_motion_33	aroma_motion_34	aroma_motion_35	aroma_motion_36	aroma_motion_37	aroma_motion_38
-0.35801402994329734	-0.3180808963699182	-0.6756982710057015	0.05859088204530778	0.07575469812256615	-0.018393593010166263	0.29050314371270536	0.1163085070810253	-0.05406834320340856	0.6997156688289765	0.29955387642581754	-0.8527832890782137	0.01731699571968238	0.219334347351186	-1.1189150680681066	-0.1846114303498544	-0.1348891701822605	0.964274410203161	-1.0261212052324382	0.1604925538052139	0.2070190844620724	-0.23789207130372814	-0.10973041335505519	0.19447324114160203	-0.5832579130087622	1.1236183267484678	0.2637952873730758	-0.8661906455762926	0.4531360490753988	0.5611576198833467	-0.024788123345330065	0.12395063827536369	-0.45412449875608407	-1.1972621330824453	0.5032002097752398	0.4587167738622135	0.5784366373664721	0.4789052426331203	0.21744138087160456	-0.24074353913403773	0.04342344327698083	-0.13227556497488907	0.22766581558167961	-1.3182723368100422	1.5197799364635918	-0.10461587547214474	0.7861657044470969	-0.15182685421502148	0.4317602702806657	0.26332929428542456	0.7964868489261524	0.17315482178352523	0.9514024901127415	-0.8681558865572071	-0.6709643571115018	-0.8666757848986568	0.3576005181599268
-0.18505220738500439	-0.4825702898595785	0.9264096275320328	0.018839363469594778	0.1405807874069122	-0.006359196076198767	0.32160945054341805	0.3234901160248997	0.2617021863242327	-0.012599827920280745	0.2210467881165083	-1.2362767699261985	0.3372708951286546	0.14634803859701942	-0.9233124737091837	-0.5703756711290177	-0.08882457804678455	0.7754440546685166	-0.9259320051798877	0.06738091168464012	0.5597886022657431	0.6823581501232714	0.035767922659350235	0.2971494158417962	-0.3770733721108197	0.7934742426548465	0.10581481350592958	-0.6920588585934256	0.5940770977292366	-0.03136255531819154	0.502734121760305	-0.014751970343485995	-0.3878313392391574	-1.0307496542064192	0.030829973003745365	0.48358178206089153	0.4053918243767456	0.8560804472860503	0.284008910399534	0.291670073822798	-0.054932893184715836	-0.6061477979287754	0.2872011585353212	-0.6826255440091333	1.0420523130259534	0.3263299412397545	1.1147526077717385	-0.3593939538838356	0.609862019855754	1.1157160553379082	-0.03565599991995711	0.10581693608318543	0.6990971234085109	-0.3967510604343949	-0.5118222836065665	-0.5369388820282575	-0.14735415373101324
-0.6996813617191181	-1.7667242318791474	0.6998193593627333	0.08106942704169909	0.25066283563708286	-0.11004370862628106	0.2485893056508752	0.47452177412588464	0.18163579592839196	-0.5631187208384045	0.687176241717573	-0.7471827180429744	0.31406938867194867	-0.4487336647378739	-0.836860086248213	-0.6209169465617566	-0.029375655116260304	0.5672310281538084	-0.8102904324650106	0.17160232646112183	0.6557609877566478	1.2368275863522036	0.538513811873719	0.46534108729056406	0.1918864707094051	0.4407580887954894	-0.0009725039590254596	-0.34114215473315995	0.08646389141390311	0.16561504763719456	1.0736717485973968	-0.046227251755365815	-0.6138989507616398	-0.8516886680423463	-0.3817726617523359	0.42368576622887455	-0.08424369495397696	1.0285228617971467	0.5148347435380358	0.5951852118070464	-0.024076030617398915	-0.6281802671055872	0.43385138950440016	-0.18203204618777058	0.578098648196466	1.0392125999634767	0.4693420298158635	0.15309804671818655	0.03546936988849784	1.4100204128434306	-0.4946093591611322	0.2800536827257301	0.0043598461503016215	0.3970304602200489	-0.06816509123916308	0.027002894535017332	-0.35949646684205583
-0.861110696865983	-0.8165241177569385	-0.13646484609114842	0.29506406529324347	0.07142694276395975	0.19197402742034814	0.35347092055313895	0.5797093273146984	0.28840070385425004	-0.6932456400036748	0.5427130033439422	-0.15600241503797418	0.30334191452686615	-1.2503378431294832	-0.44103679422391756	-0.7516496525528208	0.17014064144015723	-0.02726053028636345	-0.5824406395200761	0.3218971591787836	0.9340971025494357	1.0915390616938632	0.47787465918217825	0.06502495881510365	0.05924375655760653	-0.13142041960269227	0.07766273122737755	-0.2495341028115615	-0.6319057356777856	0.5193231850127852	0.951825962507443	0.18010516507286015	-0.7912845949741332	-0.42111133765270575	-0.3985196283423384	0.34367890869420625	-0.8455182680078411	0.4706622855460554	0.34277890336842864	0.2605227787286642	0.048092190956520425	-0.863609993427793	0.6325347085972443	0.2890715351943798	0.16769746717543435	0.9212978449292515	0.2848033702308893	0.643998064802188	-0.4495074309335912	1.040103210480783	-0.5847302365096482	0.3503944066235878	-0.08571369703891117	0.6398438396388766	0.30925446931125794	0.23655887675421552	-0.3024789278777746
-0.6635807314762492	0.03208030540028085	-1.0099074296433945	0.23697567324045637	-0.381051891876104	0.35559638991479303	0.28634381777459195	0.697728119043702	0.15402882221386133	-0.07559898976504124	0.12750281404682481	-0.194339637067437	-0.1996314705879389	-1.1910112714197258	-0.1641326414467949	-0.4310211937581298	0.017865014659931035	-0.854993520995724	-0.6752953183813779	0.10418790433999256	1.0388823547302242	0.4527540836687077	0.44953606252285583	-0.305405443787633	0.21051251569816118	-0.023312987149578704	0.7067518842803311	-0.3865603854400471	-0.7897981220771383	0.7330800417386059	0.5910737757436946	-0.04950704621725504	-0.6291892495313429	0.32033630936194757	-0.8992627212474498	0.23495014989098617	-1.4041002314179167	-0.03201697318458623	0.19602073266631767	-0.08645390033105946	-0.18220334491511853	-0.78328420375415	0.5607831621836544	0.10015756028243919	0.4880227016186833	0.45843358213102064	0.18118120354912412	0.283068646794346	-0.6307005908392063	0.14143361203745977	-0.5668864149947532	0.6632837695631099	0.06814152212633592	0.33304343457559554	0.6270969406568053	0.40893678021799884	-0.07346015412386805
-0.024819586697085783	1.3870394229036227	-1.0136118396501266	-0.06554810756719537	-0.5652025862660539	0.44247107995786367	0.4529221109933852	0.6795044102715454	0.13939202985599997	0.49210756383653265	-0.48008763106776964	-0.4146191802819776	-0.1343372039611014	-0.2976873553668518	-0.5196281237009012	-0.7955196492197618	0.16161567519240294	-1.801316781669029	-0.6805027602806817	-0.3575967703500868	0.8028957904232145	-0.019248332122188346	0.1852082036483306	-0.14822591690786707	0.008781871067418024	0.07391422885503306	0.9166330994287671	-0.5894697452880898	-0.18828895501852388	0.5437258372290299	0.004178763002171195	-0.5309275953470693	-0.03369237946352913	0.6617374627856182	-0.5655288848904554	-0.34182530755608215	-1.3642405754813731	-0.5708169268986301	0.10968276350869047	0.0329831443575828	-0.21295283952716784	-0.2680594594280382	0.7361323616554865	-0.3798252406209192	0.8913369921421751	0.17118031646508114	0.03906428741431893	0.5434028331434269	-0.3995618932447311	-0.28395206576155385	-0.417763756295037	-0.16427156791372727	0.48284520985875284	-0.43786497226281373	0.7748457109318488	0.5231039888480331	-0.013410373339360945
0.15811780784352092	0.9437457255247046	-0.6947490672670376	-0.1401038259573803	-0.513969835742256	0.29331841005017034	0.3650760170337023	0.9351730320320574	0.2873254216771358	0.8024742043216138	-0.46673400249259006	-0.46070465216741013	-0.6780637550644005	0.4945782312795851	-0.6891083062582245	-0.8428379009848612	-0.05413406850087904	-1.865682229136666	-0.38462005769560653	-0.33952902243374045	0.11536196945056247	-0.4298061936410629	-0.6905949465967148	0.4436333359356271	-0.08792038288687845	0.0591682411890576	1.0910269927975533	-0.6476909740267915	0.8059294424269969	0.2938522292690703	0.024207587526228536	-1.1670348318614825	-0.06041982883762309	0.7437269466351153	-0.002845866141705258	-0.6138728506734427	-0.8329110250453953	-0.7380330540865477	0.19861062031079513	-0.01553513281705719	-0.28306503296908186	0.08318070576642356	0.5715386152440372	-0.07597619755159929	1.0671609605683752	0.06508838015199216	0.022417773304403314	0.245215631774177	0.2663316832178518	-0.4216302555180686	-0.09921256008342345	-0.39790295666294434	0.2455217850954009	-0.459991418177586	0.7273478585624189	0.3840013928238137	0.23093602524824672
0.07708989353494454	1.227937971713666	-1.106296577614226	-0.20988140036128658	-0.5691811852274204	0.30982254814595755	0.442389911513657	0.9091797899833942	0.15836806141987061	0.4402253731339952	-0.34193203685066637	-0.18811705471188567	-0.7903264676267534	0.2877559899453904	-0.25447839062129873	-0.6749471276418969	0.00795664353698976	-1.3108368748020163	-0.049800553855884236	-0.44969669495351566	-0.5303947952209556	0.0254466094824827	-1.2417774074301309	0.5045901596575093	-0.11465703314596269	-0.13704287080010913	0.41873419315790933	-0.2207851224970722	0.9185687748361339	-0.10066851327155939	-0.3743686138285618	-1.2948244310077028	0.06432727374237976	0.4535215783203876	0.33694709124253963	-1.091965880962995	-0.4805949044846853	-1.1799478492268551	-0.05569851462318161	-0.17837285078631965	-0.44185864983480977	0.012693065718694954	0.24179249532930372	0.6552254119344036	1.3690463505617179	0.13618526261573835	-0.5369389290461674	0.018823306405503643	0.7202068931875211	-0.31736855378424217	0.3457916541056359	-0.829440886230331	-0.269643379166828	-0.5024267561890908	1.0329375109162129	0.46093621347889907	-0.020823227942174016
-0.36386558238715705	0.06043089355271586	-1.0711392989685715	-0.21385940337317783	-0.5968747118278809	0.3115634812812838	0.41802570329023325	1.1639378442542474	0.1772298880692861	0.48196449329111135	-0.5268783886319364	0.14937122726772567	-0.8742383726207142	0.5196027176881706	0.1433979009443651	-0.466184322174286	-0.07125924621172772	-0.6270285582060217	0.10687134595820498	-0.34484469503369003	-0.6884078171304564	0.43758321893876234	-1.5606203950909157	0.4647804185672443	-0.09838621002928474	-0.8138090631741514	-0.02836812046979338	0.0540433935206311	0.45028787077635646	0.04040761774573792	-0.33540031581419694	-0.554460066605705	-0.22720817562243661	0.37116854302115465	0.44102320169420633	-1.2826382009618205	-0.1354996125925878	-0.7421600887628989	-0.2718043691901198	-0.4823212920940996	-0.5706304970857716	0.10340521768800329	-0.4651905151981826	1.0812763860596448	1.2471328980587058	-0.3799791487338901	-0.6960944909416076	0.08449468330391664	0.2904760813675437	-0.5489412477862661	0.20979431213959754	-0.4384331829783094	-0.8499122980074154	0.10656221573956248	0.48652974577692215	0.08887035994004838	-0.0032901018507793083
-0.5460762638407928	-1.6142290069947287	0.12570507219984958	-0.30301226055017133	-0.709078488960232	0.31318698572933507	0.39529962302934424	1.161255444125847	0.22985343055075705	0.0637440396169018	-0.8784666520852175	0.5158612820283341	-0.4635725229249199	0.868062796298366	0.6436505634389297	-0.35412022664381765	0.12208838252659518	-0.4158847209885006	0.3883275665548515	-0.324571535706331	-0.6321046558975532	0.43269648821612894	-0.9230155775386943	-0.0932426499015313	-0.1643907662376454	-0.927650823546598	-0.10181927165353864	0.10744369978408481	0.33170450467297136	0.0933235327063328	0.13219926074522562	0.8236833850011662	-0.3281178392930906	0.5620762501096552	0.44209229653153875	-0.7006518109936068	-0.30704111749998836	0.04540497065524156	0.13717821665361657	-0.33931313186621465	-0.053138032087327716	-0.25442608586695675	-1.4555998919249815	1.0257196059570983	0.2537516254221233	-0.8030056239712529	-0.36816487346230586	0.29346303962035397	0.14461681616065925	-0.887003422679355	-0.06832070480210548	-0.46935969185672094	-0.9907054495506818	-0.1069222356877489	-0.4614222530195894	-0.19477804586889116	0.3983184139099116
