global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_27	aroma_motion_28	aroma_motion_29
-0.18442243525439372	-1.1191313993388052	-0.8665306711034629	-0.2929067475196167	-0.08652857965860056	0.06731651960242702	-0.16926151122287275	0.022099493730189827	-0.01311748353864104	-0.1576466304147564	0.5208194105105157	0.7187912216711493	0.017899395769871262	-0.1295568551554992	0.18756541939017957	0.6494880852514259	-0.8511500698347716	0.851590714305323	-0.49247538381844486	-1.1324878165433983	-0.3463169575205757	0.44049857722314467	0.6879993397931171	-0.10925063172065265	0.08679991752691041	-0.5117227589635771	-0.16395954524876263	0.481607888214757	-1.213374764612731	-0.17557556153244605	-0.3155097673294996	0.1373669586344858	0.5002626906808569	-0.559134807398791	-0.04577187595929073	0.4828160810558489	-0.6666125224578119	-0.3885215437229993	0.6890738701049505	0.6727273670631573	-0.3940369560874912	0.30503244327999607	-0.31220439020895696	0.5427151242210696	-0.10825958005024859	-0.5031422894087552	0.10906083574116752	0.0916383022549426	0.5653540148038975	0.004823622745125221
-0.2607489131349241	-1.796802780135889	-0.42150450928880306	-0.2517803008741121	0.08422483559520644	0.05529218280368386	-0.39523836707514	-0.06209292933202852	-0.021780250086858396	0.03678408192927245	0.251028351301425	0.2911787809034068	0.21498443905888548	0.2925383986048722	-0.4078347232731287	0.3588204288437556	-0.2867226936178331	0.9849063529518014	-0.49547968877776505	-1.1794994587318828	-0.0962423436530632	0.7660389556308341	0.7461563910245342	-0.2221673890567113	-0.0010127461007364573	0.00562475604099788	0.17318526474532048	0.35259880543951616	-0.9741272260430902	0.017961621522063667	-0.05492044855155842	0.5052186349844904	0.5523684701001008	-0.1901220650510963	-0.5145542515922192	0.3838451107240363	-0.42592022906204635	-0.12826135046707537	-0.2262034048699469	0.20512476209273287	-0.8572466416146531	0.12999835836341805	-0.6007806265900102	0.813393192227778	0.1647018170715485	-0.49945376630460203	0.3844008754608217	0.4794359082228693	0.5818351642097965	0.12388514486559776
-0.8786267851295602	-2.9888721783853582	-1.0576050160459487	-0.663470890742903	-0.0025633080622987914	-0.06600457869145512	-0.39058863186433457	-0.011368810768695052	0.036133455802992924	0.013578672256956453	-0.4177055737795823	-4.026184468983729e-05	0.3078494542401752	0.6305119511065563	-0.5538707103298833	0.12679381787324862	-0.05718598435840738	0.7298904557034348	-0.3115232550012722	-0.41465453777097766	-0.47523274548385336	0.48505877774101364	0.940081120346008	-0.4105867181337145	0.17686086504474946	0.283088533992918	0.2925917925256169	0.15633282747429303	-0.2512713319443255	0.45976125871603996	0.6763990287191132	0.7019446127742821	0.1811437509669478	-0.3440500954796131	-0.899136169083357	0.36739665541127725	-0.45299594312269487	0.484801287540172	-0.7953758167302072	-0.48784434276196886	-0.7296400701797536	0.49914319893454917	-0.6749278806621817	0.3252396234249851	-0.23964026402651248	0.2044192048651177	0.14391360245822687	0.7848751773341976	0.5500139972486047	0.08640759892188998
-0.5307019432418999	-1.8508541464443828	0.05223769953468266	-0.6611785021784351	0.165890219444195	-0.0702358733145442	-0.38996750145162257	-0.16986622925212796	0.07719634538736042	-0.8356604049554558	-1.1215062588482165	0.19183948626687589	-0.1716707626909159	0.4739847129458652	-0.39827412956665526	0.2695556208076964	0.17291123356379182	-0.018443815834022957	-0.14246492087975066	0.4391981091217331	-0.9534754409994136	0.28702063701089675	0.7260412401325145	-0.07224219173210066	0.3775910324097376	0.23803974072063835	0.18389427052603105	0.30110945783530146	-0.2781328049936401	0.4035664593894228	1.159576579622634	1.0170905091218603	-0.6005053464009105	0.0932766126126009	-0.5705503763583417	0.2675597806098053	-0.1744502442271221	0.0837431332000509	-0.6477310959611124	-0.850003742664296	-0.5571527697934242	0.6844512535321838	-0.09494754591773369	0.05602014332725452	-0.633192081382203	0.718316504293697	-0.5003436454817825	0.21792429464615135	0.6488736981301796	-0.17212988750979274
0.13461869729963757	-0.07521077462766801	0.2583210315385356	-0.7541046243694608	0.20423031215967427	-0.18403479588065014	-0.21343018928279783	-0.15208755665351442	0.10289338628189638	-1.1938551763752248	-1.4652839208197088	0.2296166103838191	-0.8091034004800309	0.4623023781484467	-0.5241553802107728	0.3529949523917553	0.13828892736620874	-0.8752546320630634	-0.001515859726364539	0.6804851847448424	-0.9038889012771895	0.08271155474260075	0.19166882793863532	-0.01803956514546104	0.41372954023940395	0.1396381669207125	0.19321193186634622	0.8320365205156266	0.19060650565026122	0.37037388163133883	1.3131691347861034	0.7241457707321935	-0.865398605921221	0.6601582022159103	-0.2353770224998159	-0.20701566774212604	-0.014381334349271895	-0.0670349391850155	-0.4622959676325449	-0.7391787421436946	-0.41086497190731724	0.2951025458903279	0.25245085559915925	-0.49863863909062456	-0.5673643578726381	0.45032650156641607	-0.4800192782368443	0.1935884029952154	0.7304933860904131	-0.13266670014367965
1.0050907960736222	0.9809502615839036	1.515821456546348	-0.7583563935727247	0.1265883568483109	-0.06640075462088864	-0.1980969896586793	-0.3457533192096584	0.01315334931579766	-1.2097791926604597	-0.9687439499899331	0.29164528900469955	-1.1663546726480647	0.9582224210813102	-0.535807765168267	0.32149262190901134	-0.11539342472170978	-0.7828203696484414	-0.08581891473110054	-0.02304677610457179	-0.45359248362091004	-0.16768320214422067	0.3209736552838016	0.49251926874605245	0.19939075053815897	0.025556802058176828	0.32363223978162453	1.2946112354673205	0.2019788199228473	-0.14630222984932892	0.8413065597364632	0.5845669831357564	-0.9966425864837904	0.963161321283132	0.068412713935596	-0.8631420985621806	-0.37631505663651993	-0.1995448332411981	-0.28765659878589683	-0.39027326312422367	-0.2282866389201656	-0.1923123937856591	-0.15245602333419714	-0.5800359164209774	-0.0195482782813894	0.4218580346683064	-0.8318097713705715	-0.11520293280259702	0.2475303538614019	-0.0042352072120980895
0.8651577671265216	0.6968482663187682	1.2326235559003236	-0.9087089157028014	-0.046795390300421735	0.1985725064438591	-0.26946905230143403	-0.38904139274166366	-0.1803775957875713	-0.9358489836664758	-0.07489254746218364	0.37161754402874647	-0.5644824547645975	0.6510661813003833	0.0042849152948984965	0.05602899413400371	-0.18255243802695953	-0.6596439037057139	-0.10078132391647673	-0.22940390170549715	-0.27015664448693966	-0.20492587369629264	0.25781090572419374	0.8139443259369207	-0.10787746251650432	-0.30991747074031634	0.8215494304385648	0.9903328953182268	-0.12570824401203054	-0.47074923924406326	0.5230651763255464	0.44974264174688916	-0.4987655676493448	0.569109127110318	-0.02292695634174325	-0.5587477244511195	-0.8789178357718299	0.11199132585414369	-0.42182318896081755	-0.06382008411887728	-0.20978580781557274	-0.06919165820099417	0.05831425721702681	-0.41225221046237837	0.589896622816488	0.5373007673991403	-0.26893681155554194	-0.37395735456088747	-0.08720547985498311	0.35918673036991905
1.003181852981204	1.9146287538762459	0.7573281986471402	-0.9698128026871421	-0.01710088235483274	0.28567473359172646	-0.31410595901906296	-0.44798143983773925	-0.1282802451551623	-0.45060707088392643	0.7810579414885594	0.2396887429232952	0.27054975262353714	0.6690985198615158	-0.011526134412249036	-0.09749102521745467	-0.2823321810815157	-0.3354520611598597	0.3498307904537382	-0.08505300795702614	-0.18639896140147644	-0.5236834282793356	0.1429409690378049	0.8728781283068956	-0.6834611737934435	-0.7427034026404594	1.246227732411572	0.775819685489312	-0.6298085764040777	-0.43827769465592215	0.088365790037479	0.478085359546036	-0.017239473336379832	0.17612177294798545	-0.050173249071335024	-0.17891439996849776	-1.024846117623509	-0.02663144408235246	-0.4402134767856655	0.3392445347633502	-0.07580351928418265	0.037515533059953955	-0.3146233816925854	-0.5022749686416406	0.7684852481084201	0.24946978722628518	-0.3998405053290868	-0.19979951496970377	0.007369713400790716	0.5272273780357167
0.48888521305684884	1.8525460143447652	-0.5975842400249779	-1.0441331973319687	-0.06720698427953058	0.28238473953328413	-0.3551066338693282	0.14722141374872083	-0.12845525604614327	-0.06395092558475245	1.0798755034512686	0.04104466806047253	0.4737298834189942	0.6887056872489944	-0.11699581091730873	-0.2705763531359545	-0.448804804417411	0.0999704321043655	0.4186022539669601	0.3145388034608157	-0.40637787542732406	-0.9557809728441856	-0.2937799633756787	0.3737323081323451	-0.602375244100919	-0.4296259576725746	1.2007013363833439	0.5132738798779595	-0.796101958746977	0.0027118833446089924	-0.25453145492454987	0.6031640895289248	0.14956983201751978	-0.33903269469440434	-0.2099317232140532	0.2855433274268763	-0.48583018539893214	-0.48360664634968226	-0.3251402693775132	0.3943901672434986	0.2433908969498879	0.39498068096962224	-0.6724673239760566	-0.46850408391682685	0.3176178558541415	-0.017647209251309078	-0.16516642016378622	0.36752710506503566	0.0065947404103635565	0.10852847500576573
-0.2913988636024144	1.4892913746670462	-1.1258583848046906	-1.0854727484481337	-0.06399421641267955	0.23999723448178578	-0.3696707075458094	0.14639206679231748	-0.10370781696429175	-0.2233473889267532	0.5232776907311836	-0.08405197402231875	0.559207050028346	0.3878410541023786	-0.2364952772539112	-0.5088896141913274	-0.8905551308747413	0.5068632668361244	0.16857244242470246	0.16399607648452655	-0.3914805178245215	-1.264233270851183	-0.11290601925662686	-0.08448854060051297	-0.7199225032823644	0.4054441282382251	1.0871784787369814	0.23781523033083193	-0.5140220017561795	0.06084385949986158	-0.6828727525432059	0.8398481334146377	0.394075108636118	-0.7001856053268275	-0.5039726218421653	0.6473287941161225	0.3439734261843844	-0.5860224090788905	-0.3592974635028955	0.4443212268317731	0.306026079681902	0.18029453607898638	-0.6974888767370601	-0.47902428432125044	-0.07370825198293744	-0.3799108896794759	0.34285473373049774	0.3946754744438134	-0.09275213510472406	-0.3282578688653923
