global_signal	white_matter	csf	trans_x	rot_x	trans_y	rot_y	trans_z	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	aroma_motion_00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_18	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_22	aroma_motion_23
0.7685834663221736	0.6546837012897602	1.1068085608865756	-0.1847706900341069	0.13015431855905332	-0.01910032652297581	0.013210064777773764	0.11349644442404105	0.16208733226776606	-0.4135554004701813	-0.8155652912692408	-0.18913490350352027	1.119569121879356	0.16583415452517983	2.019526678053901	0.4709521172506711	-0.5625258022364398	-0.7429204375288369	-0.23254271868812537	0.07303477541441968	-0.40201569823862043	0.524318047046074	0.4185385158129361	-0.8110626826316706	-0.16017615196222554	0.16603509749620843	0.2932839047831419	0.4670596476076806	-0.9136833993580888	0.24807191087190691	0.41101170075245935	0.37447838526489835	-0.0816009867579153	0.07035538381736439	-0.5646177573007878	-0.19713160730895388	0.8303170338850646	0.0909701185149177	0.6770365149924559	-0.6398333077670689	0.841544131295734	0.9242427680196288	-0.583274165391008	-0.27108214549726417
0.4446512105024448	0.2230765648591372	1.4129110925759316	-0.318669570226205	0.2699140191164328	0.05336815992564289	-0.03409074023275889	0.07994733968403206	0.046560703297372205	-0.1448845816440101	-0.5299875831069791	-0.24475559860668852	0.4585197600692983	0.11998728908387091	1.0517475198339201	-0.016949770727728377	-0.9173928326425479	-1.141442910945469	0.11841733817218687	-0.43254156987951387	-0.13239001626549676	0.6598291316216892	0.8128943988221131	-0.7197406641198252	0.04007700100818676	-0.01445998433749196	0.07655831511678259	0.21952185895310483	-0.550957061898896	-0.14692937857627816	0.4245278629394055	0.2781567175258532	0.6373738834587309	0.5674767936818209	-0.7730097103062163	-0.315658786772068	1.0688790863564153	0.06219503775185089	0.6245595886306688	-0.6595880543426168	0.2685446477348206	0.6395691645777124	-0.6927207746150782	0.07088775808706999
0.2989375201568685	1.411749141665264	0.21812535952688722	-0.3005102922872514	0.9056967023869131	0.09399471210858105	-0.09689003974839266	-0.07489095601870605	0.006532497178731098	-0.2862595729597514	-0.227750226044947	-0.1194733550364979	-0.173776244860055	-0.14835123840215617	0.4153318243009892	-0.08729124401356285	-0.6294311195312142	-1.3490540466202419	0.09308258506915815	-0.14486915232238165	-0.05455897484532551	0.6414949102647762	0.850003899102449	-0.7633396239153786	0.16939686017673058	0.08306276219820086	-0.36841417191405823	-0.01874288510891938	-0.2973489595069086	-0.4365183885628752	0.5625027132601724	0.4427961041114689	1.1199591453905624	0.6748997336727004	-0.6670976210154445	-0.6573666470949422	1.009828571050201	0.2249505925210779	0.33614889553060845	-0.05816846175283621	-0.08056918474754012	0.2336584618953199	-0.4552321129096917	0.23865259291623722
-0.12687394650243355	1.6270128635106995	-1.0854161683133186	-0.42927287299759054	0.9653798845824687	-0.09100491692762079	-0.243463034819042	0.08187403950023073	0.004461891821718411	-0.42030934146878673	0.4494980370168601	-0.0819589380493414	-0.030078571873234355	0.0114330624786936	0.3609784630971953	0.14250057113571435	-0.4028027037466016	-1.2684054893441823	0.19964219311383255	0.10924066836649297	-0.12343143942632441	0.6203542133494245	0.6650195315813349	-0.8349560793303336	0.32670062723541543	0.3917376063026583	-0.7055859993499305	-0.09420414249519053	0.5803865128938658	-0.3606455785476629	0.7800445493622876	0.2405522620176813	0.7401053743339548	0.6917401963087305	-0.2658182440554093	-0.5419551776906234	0.549569128633377	-0.1815087924601354	0.31381165339049205	0.8411500714358197	-0.13632033877471453	0.2707564312014196	0.08256691536248227	0.26830397490259594
-0.24452321886175776	1.8612331581327548	-2.210880416622921	-0.5763888339971494	0.9240866240864146	-0.0952038438430815	-0.2144700183797768	0.3248880194813489	0.13057406544781466	-0.4901269257322449	1.0179643202974782	-0.24299670016655	0.14695971246298928	-0.4561335618888959	0.04939064962731393	0.24449696749291308	-0.199749532076823	-1.0386632902356099	0.57468892152396	0.9734698871078149	0.09942732041018107	0.20320794746280968	0.5540481401352372	-0.5355140931395288	0.2401039782913339	0.6399278427285334	-0.7397692528453007	0.11444474477847015	0.7651002023800006	-0.0006000299246554448	0.5101640917274008	-0.24904076547660167	0.39596016875461215	0.48936022775801596	0.2353632638865073	-0.6768317665999664	0.37572426744171716	-0.16005734687542134	-0.12772261765677798	0.8694192638111602	0.035903937452070836	1.095003179562804	-0.17584906632469008	0.06748546790590916
-0.32052124615142363	2.134510191350459	-2.5379438851099	-0.5686807711340204	1.0443865588040246	-0.513522093074979	-0.2622356907464721	0.31256529923105236	0.11127410283129749	-0.18256434302989327	0.43078213303490237	-0.29867136767758107	0.15609145135965902	-0.3072955071234599	-0.023080108319994283	0.4025564727532319	-0.18178424818050606	-0.6122371982703354	0.7377308941838057	0.9100191760745437	0.2779995963262854	0.09978603947524914	0.2914409925497005	-0.5040673835079761	0.5047964736706787	0.7286166504411496	-0.7838847556225637	0.42590616975037426	0.9448801456012924	0.2765432116895764	0.07897622665777072	-0.36183252438763464	-0.1954708082387915	-0.18456782009895	0.7874101498351431	-0.6192840318677652	0.18170888652032993	-0.3041076975085693	-0.1289689575369405	0.7448571141522132	0.3013151788086423	1.2483564082814969	-0.046930106808885964	-0.13212272834596184
-0.24481297519498357	1.3247161773911484	-2.154843849932639	-0.5109971466962157	1.1893362019483362	-0.7688734237916106	-0.301395230700161	0.36768383717110587	0.24622512870495872	-0.1606664403353878	-0.4606227154464822	0.10737989670845968	0.3828441673965355	-0.42795925803744583	-0.24622305420228405	-0.07627346248568256	-0.2237102569633711	-0.31089961232594576	0.9946355439229719	0.3763271763944803	0.25564083653811004	-0.014693049150205695	0.5182028144706889	-0.43442506638015005	0.9149731573457671	0.6040801863540489	-0.9070118463969131	1.040618581345158	0.19860844689534005	-0.10813277618451772	-0.5908623739568436	-0.2822134295421917	-0.8221810431580586	-0.637491922774705	0.7578245933177075	-0.8145002910814028	-0.28450486497171135	0.2857770650683658	-0.08451231155026892	0.344823352349003	0.6639801857194655	0.48500293893948654	0.16983093817416023	-0.3382590156176425
0.22500917147814872	1.4561047061875656	-1.5402254483906086	-0.47305265876455077	1.1602426622567146	-0.7642934310778569	-0.10879804928298703	0.4015941522369897	0.29668532909276496	-0.12718697325045905	-0.7097749215634688	0.24740676612807028	0.7007864763256457	-0.8821461651312124	-0.5648647591593466	-0.2009433867394272	-0.5893226065174354	-0.13720563234944486	0.8802166423549602	0.047992510064192404	-0.16817598587552884	0.4849282241953686	0.7553144857508208	-0.6009647633297509	1.0812028165311034	0.53072870464424	-0.3789264696286752	1.1672486211925885	0.016339665193552805	-0.748894204860417	-0.8940908385743138	-0.024562710370909655	-1.013838175780248	-0.5243773039390919	0.3218360663530366	-0.6398709239511804	-0.4651953877321953	0.5506154816596965	0.02137520325137666	0.287465021602188	0.8102456686176516	-0.4050474729935506	0.1405163581888362	-0.32327444290298557
-0.12759606473968146	-0.24006161767633294	-1.4342152403132045	-0.4667492339862773	1.2585217678450014	-0.6568204048114252	-0.07464152564823151	0.3882113157784767	0.39125457180679696	-0.20762180354563187	-0.15096630296609312	-0.042563739695008505	0.7598636576601443	-1.0099425464194658	-0.11645984015484448	-0.6043998331218104	-0.8518693726598219	-0.08817345399948374	0.48786950415678154	-0.17558133826777486	-0.20236925272447365	0.8535378261742722	0.23488789052441536	-0.31902580408257414	0.9739526901914526	0.384052089781211	0.4485963596644469	0.9370514374141411	-0.1186207962404925	-0.6931744946406575	-0.5781461367523202	0.19476591379243122	-0.4117880287167786	-0.164885871140884	-0.2833387109385277	-0.7460445330582746	-0.5126315758235924	0.39977327511353644	-0.5790848728652802	0.26923041273532966	0.5872428321578901	-0.664113388071021	0.07312426446891704	-0.006190224385841077
-0.7905266568261022	-2.372070556094778	-1.4046638870728632	-0.37571728591088227	1.247086063889605	-0.8631730185986242	-0.12164949328057005	0.1445227014625894	0.6493126781624353	0.25026516480607175	-0.43462383112376235	-0.7432188521022235	0.1166110428422197	-1.0034282172830313	0.24502690656941087	-0.1017904941220446	-0.2992083602729852	-0.19252819946462726	0.028528549347868932	0.6837421906999203	-0.3714166947223576	1.0079832947330134	-0.5452650231999616	-0.12242036970184757	0.7803703760358861	0.4174205356969911	1.2983312890718826	0.5300933646422964	-0.6752397825160715	-0.44483127287568536	-0.3546214928428978	0.5060850477770752	0.4926476614538544	0.17275195061662674	-0.5641543965311789	-0.2913470048521939	-0.1822883352561707	-0.19250985543119017	-1.0015139469862155	0.26416082665854956	0.39826510228633416	-0.5413940711987492	0.19459869470277694	-0.0820087491636354
